s,m,m/s
 4.602E+01, 7.057E+02, 1.428E+01
 4.701E+01, 7.156E+02, 1.479E+01
 4.800E+01, 7.301E+02, 1.452E+01
 4.901E+01, 7.404E+02, 1.450E+01
 5.000E+01, 7.474E+02, 1.445E+01
 5.101E+01, 7.488E+02, 1.454E+01
 5.200E+01, 7.401E+02, 1.442E+01
 5.301E+01, 7.324E+02, 1.448E+01
 5.402E+01, 7.427E+02, 1.453E+01
 5.502E+01, 7.429E+02, 1.445E+01
 5.602E+01, 7.444E+02, 1.456E+01
 5.702E+01, 7.485E+02, 1.446E+01
 5.801E+01, 7.456E+02, 1.457E+01
 5.900E+01, 7.521E+02, 1.438E+01
 6.001E+01, 7.580E+02, 1.458E+01
 6.100E+01, 7.490E+02, 1.430E+01
 6.200E+01, 7.517E+02, 1.452E+01
 6.301E+01, 7.611E+02, 1.436E+01
 6.401E+01, 7.586E+02, 1.450E+01
 6.502E+01, 7.583E+02, 1.438E+01
 6.602E+01, 7.640E+02, 1.450E+01
 6.701E+01, 7.657E+02, 1.428E+01
 6.802E+01, 7.751E+02, 1.462E+01
 6.902E+01, 7.630E+02, 1.428E+01
 7.002E+01, 7.573E+02, 1.460E+01
 7.100E+01, 7.639E+02, 1.430E+01
 7.200E+01, 7.728E+02, 1.456E+01
 7.301E+01, 7.943E+02, 1.437E+01
 7.400E+01, 7.941E+02, 1.456E+01
 7.501E+01, 7.854E+02, 1.448E+01
 7.602E+01, 7.847E+02, 1.454E+01
 7.701E+01, 7.922E+02, 1.450E+01
 7.800E+01, 8.024E+02, 1.453E+01
 7.901E+01, 8.073E+02, 1.448E+01
 8.001E+01, 8.091E+02, 1.447E+01
 8.101E+01, 8.064E+02, 1.455E+01
 8.201E+01, 8.054E+02, 1.440E+01
 8.301E+01, 8.076E+02, 1.461E+01
 8.402E+01, 8.086E+02, 1.443E+01
 8.502E+01, 8.070E+02, 1.463E+01
 8.601E+01, 8.096E+02, 1.436E+01
 8.702E+01, 8.140E+02, 1.466E+01
 8.800E+01, 8.030E+02, 1.429E+01
 8.902E+01, 8.059E+02, 1.468E+01
 9.001E+01, 8.117E+02, 1.431E+01
 9.101E+01, 8.134E+02, 1.462E+01
 9.201E+01, 8.168E+02, 1.437E+01
 9.301E+01, 8.203E+02, 1.458E+01
 9.402E+01, 8.238E+02, 1.434E+01
 9.501E+01, 8.161E+02, 1.460E+01
 9.601E+01, 8.136E+02, 1.443E+01
 9.702E+01, 8.196E+02, 1.459E+01
 9.802E+01, 8.314E+02, 1.445E+01
 9.902E+01, 8.408E+02, 1.455E+01
 1.000E+02, 8.337E+02, 1.439E+01
 1.010E+02, 8.306E+02, 1.451E+01
 1.020E+02, 8.323E+02, 1.443E+01
 1.030E+02, 8.327E+02, 1.449E+01
 1.040E+02, 8.313E+02, 1.450E+01
 1.050E+02, 8.386E+02, 1.447E+01
 1.060E+02, 8.377E+02, 1.454E+01
 1.070E+02, 8.422E+02, 1.444E+01
 1.080E+02, 8.528E+02, 1.460E+01
 1.090E+02, 8.594E+02, 1.443E+01
 1.100E+02, 8.589E+02, 1.465E+01
 1.110E+02, 8.550E+02, 1.440E+01
 1.120E+02, 8.463E+02, 1.463E+01
 1.130E+02, 8.582E+02, 1.434E+01
 1.140E+02, 8.605E+02, 1.462E+01
 1.150E+02, 8.587E+02, 1.430E+01
 1.160E+02, 8.676E+02, 1.464E+01
 1.170E+02, 8.673E+02, 1.434E+01
 1.180E+02, 8.656E+02, 1.467E+01
 1.190E+02, 8.724E+02, 1.438E+01
 1.200E+02, 8.631E+02, 1.464E+01
 1.210E+02, 8.624E+02, 1.442E+01
 1.220E+02, 8.632E+02, 1.460E+01
 1.230E+02, 8.644E+02, 1.436E+01
 1.240E+02, 8.738E+02, 1.457E+01
 1.250E+02, 8.721E+02, 1.438E+01
 1.260E+02, 8.677E+02, 1.454E+01
 1.270E+02, 8.711E+02, 1.441E+01
 1.280E+02, 8.745E+02, 1.452E+01
 1.290E+02, 8.746E+02, 1.449E+01
 1.300E+02, 8.745E+02, 1.451E+01
 1.310E+02, 8.781E+02, 1.455E+01
 1.320E+02, 8.844E+02, 1.450E+01
 1.330E+02, 8.896E+02, 1.452E+01
 1.340E+02, 8.934E+02, 1.442E+01
 1.350E+02, 8.921E+02, 1.454E+01
 1.360E+02, 8.985E+02, 1.439E+01
 1.370E+02, 9.008E+02, 1.457E+01
 1.380E+02, 8.993E+02, 1.436E+01
 1.390E+02, 8.994E+02, 1.465E+01
 1.400E+02, 9.043E+02, 1.434E+01
 1.410E+02, 9.136E+02, 1.470E+01
 1.420E+02, 9.171E+02, 1.433E+01
 1.430E+02, 8.999E+02, 1.470E+01
 1.440E+02, 9.069E+02, 1.432E+01
 1.450E+02, 9.094E+02, 1.465E+01
 1.460E+02, 9.176E+02, 1.431E+01
 1.470E+02, 9.263E+02, 1.461E+01
 1.480E+02, 9.090E+02, 1.435E+01
 1.490E+02, 9.193E+02, 1.459E+01
 1.500E+02, 9.233E+02, 1.438E+01
 1.510E+02, 9.311E+02, 1.457E+01
 1.520E+02, 9.304E+02, 1.445E+01
 1.530E+02, 9.288E+02, 1.455E+01
 1.540E+02, 9.235E+02, 1.449E+01
 1.550E+02, 9.270E+02, 1.455E+01
 1.560E+02, 9.339E+02, 1.447E+01
 1.570E+02, 9.328E+02, 1.448E+01
 1.580E+02, 9.285E+02, 1.447E+01
 1.590E+02, 9.266E+02, 1.445E+01
 1.600E+02, 9.344E+02, 1.452E+01
