s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 9.259E-01
 2.050E+00, 6.905E+02, 2.448E+00
 3.011E+00, 6.905E+02, 3.458E+00
 4.043E+00, 6.905E+02, 4.231E+00
 5.007E+00, 6.905E+02, 4.883E+00
 6.031E+00, 6.916E+02, 5.552E+00
 7.015E+00, 6.915E+02, 6.139E+00
 8.001E+00, 6.912E+02, 6.778E+00
 9.022E+00, 6.905E+02, 7.514E+00
 1.001E+01, 6.906E+02, 7.269E+00
 1.100E+01, 6.905E+02, 7.801E+00
 1.202E+01, 6.916E+02, 8.199E+00
 1.302E+01, 6.922E+02, 7.512E+00
 1.401E+01, 6.956E+02, 8.292E+00
 1.501E+01, 6.947E+02, 9.104E+00
 1.602E+01, 7.039E+02, 8.340E+00
 1.702E+01, 7.093E+02, 7.833E+00
 1.800E+01, 7.157E+02, 8.978E+00
 1.901E+01, 7.229E+02, 8.487E+00
 2.000E+01, 7.335E+02, 9.367E+00
 2.100E+01, 7.413E+02, 7.344E+00
 2.200E+01, 7.521E+02, 7.738E+00
 2.301E+01, 7.583E+02, 8.373E+00
 2.401E+01, 7.590E+02, 7.246E+00
 2.501E+01, 7.723E+02, 7.599E+00
 2.601E+01, 7.842E+02, 8.009E+00
 2.701E+01, 7.946E+02, 7.257E+00
 2.800E+01, 8.017E+02, 7.706E+00
 2.901E+01, 8.088E+02, 7.820E+00
 3.000E+01, 8.182E+02, 8.634E+00
 3.100E+01, 8.187E+02, 8.290E+00
 3.200E+01, 8.261E+02, 8.703E+00
 3.301E+01, 8.376E+02, 8.246E+00
 3.400E+01, 8.475E+02, 7.771E+00
 3.500E+01, 8.506E+02, 7.386E+00
 3.600E+01, 8.673E+02, 7.659E+00
 3.700E+01, 8.821E+02, 7.956E+00
 3.801E+01, 8.904E+02, 8.493E+00
 3.900E+01, 8.998E+02, 8.697E+00
 4.001E+01, 9.159E+02, 8.184E+00
 4.101E+01, 9.268E+02, 8.565E+00
 4.201E+01, 9.335E+02, 7.594E+00
