s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-5.000E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 1.036E-01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 7.612E-03, 2.095E-01, 3.901E-04, 0.000E+00
 5.002E+01, 6.956E+01, 7.107E+01, 3.844E+01, 1.343E+02, 3.594E+01, 3.934E+01, 1.391E+02, 3.476E+01, 9.304E+01, 2.095E-01, 4.124E-04, 1.352E+02
 1.000E+02, 9.265E+01, 9.460E+01, 5.262E+01, 1.874E+02, 3.789E+01, 5.350E+01, 1.935E+02, 3.678E+01, 3.906E+01, 2.088E-01, 8.319E-04, 1.956E+02
 1.500E+02, 1.031E+02, 1.044E+02, 6.673E+01, 2.032E+02, 3.920E+01, 6.722E+01, 2.075E+02, 3.841E+01, 1.992E+01, 2.076E-01, 1.492E-03, 1.982E+02
 2.000E+02, 1.102E+02, 1.121E+02, 7.834E+01, 2.125E+02, 3.967E+01, 7.743E+01, 2.197E+02, 3.923E+01, 1.623E+01, 2.061E-01, 2.330E-03, 1.985E+02
 2.500E+02, 1.139E+02, 1.139E+02, 8.570E+01, 2.157E+02, 4.012E+01, 8.528E+01, 2.169E+02, 3.953E+01, 1.303E+01, 2.044E-01, 3.255E-03, 1.917E+02
 3.000E+02, 9.986E+01, 9.829E+01, 8.655E+01, 1.724E+02, 4.060E+01, 8.789E+01, 1.671E+02, 3.984E+01,-1.803E+00, 2.030E-01, 4.049E-03, 8.070E+01
 3.500E+02, 1.342E+02, 1.385E+02, 1.398E+02, 2.195E+02, 4.330E+01, 1.440E+02, 2.290E+02, 4.260E+01, 1.186E+02, 2.008E-01, 5.270E-03, 4.252E+01
 4.000E+02, 1.296E+02, 1.264E+02, 1.426E+02, 2.021E+02, 4.413E+01, 1.446E+02, 1.923E+02, 4.232E+01, 1.723E+01, 1.999E-01, 5.774E-03, 4.785E+01
 4.500E+02, 1.477E+02, 1.346E+02, 1.454E+02, 2.484E+02, 4.920E+01, 1.413E+02, 2.161E+02, 4.647E+01, 3.616E+01, 1.983E-01, 6.651E-03, 1.489E+01
 5.000E+02, 1.225E+02, 1.207E+02, 1.185E+02, 2.003E+02, 4.873E+01, 1.196E+02, 1.955E+02, 4.688E+01,-8.942E+00, 1.973E-01, 7.231E-03, 4.508E+00
 5.500E+02, 1.320E+02, 1.171E+02, 1.060E+02, 2.384E+02, 5.175E+01, 1.032E+02, 1.975E+02, 5.070E+01, 2.072E+01, 1.963E-01, 7.773E-03, 1.567E-01
 6.000E+02, 1.129E+02, 1.106E+02, 9.940E+01, 1.846E+02, 5.456E+01, 9.921E+01, 1.794E+02, 5.329E+01, 5.701E+00, 1.956E-01, 8.179E-03, 3.087E-03
 6.500E+02, 1.143E+02, 1.101E+02, 9.606E+01, 1.866E+02, 6.016E+01, 9.542E+01, 1.770E+02, 5.797E+01, 1.854E+01, 1.943E-01, 8.909E-03, 0.000E+00
 7.000E+02, 1.133E+02, 1.094E+02, 9.395E+01, 1.825E+02, 6.339E+01, 9.277E+01, 1.744E+02, 6.108E+01, 2.004E+01, 1.931E-01, 9.538E-03, 0.000E+00
 7.500E+02, 1.141E+02, 1.095E+02, 9.264E+01, 1.814E+02, 6.818E+01, 9.176E+01, 1.724E+02, 6.420E+01, 1.933E+01, 1.922E-01, 1.005E-02, 0.000E+00
 8.000E+02, 1.134E+02, 1.102E+02, 9.209E+01, 1.769E+02, 7.136E+01, 9.092E+01, 1.717E+02, 6.812E+01, 2.303E+01, 1.911E-01, 1.064E-02, 0.000E+00
 8.500E+02, 1.153E+02, 1.113E+02, 9.087E+01, 1.732E+02, 8.175E+01, 8.948E+01, 1.696E+02, 7.473E+01, 2.092E+01, 1.896E-01, 1.152E-02, 0.000E+00
 9.000E+02, 1.159E+02, 1.128E+02, 9.025E+01, 1.732E+02, 8.417E+01, 8.838E+01, 1.709E+02, 7.905E+01, 2.200E+01, 1.880E-01, 1.241E-02, 0.000E+00
 9.500E+02, 1.209E+02, 1.134E+02, 8.989E+01, 1.825E+02, 9.035E+01, 8.836E+01, 1.684E+02, 8.354E+01, 2.229E+01, 1.871E-01, 1.289E-02, 0.000E+00
 1.000E+03, 1.263E+02, 1.196E+02, 9.055E+01, 1.882E+02, 1.000E+02, 8.926E+01, 1.773E+02, 9.227E+01, 2.875E+01, 1.854E-01, 1.383E-02, 0.000E+00
