s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-3.000E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 3.338E-03, 3.194E+01, 3.194E+01, 3.199E+01, 3.193E+01, 3.191E+01, 3.199E+01, 3.192E+01, 3.192E+01,-4.493E+02, 2.095E-01, 3.901E-04, 0.000E+00
 3.000E+02, 1.186E+02, 1.185E+02, 1.052E+02, 1.648E+02, 8.587E+01, 1.094E+02, 1.652E+02, 8.091E+01,-3.165E+02, 1.994E-01, 6.049E-03, 1.844E+02
 6.000E+02, 1.291E+02, 1.276E+02, 1.131E+02, 1.786E+02, 9.563E+01, 1.161E+02, 1.769E+02, 8.973E+01,-3.588E+02, 1.867E-01, 1.314E-02, 1.952E+02
 9.000E+02, 1.357E+02, 1.349E+02, 1.199E+02, 1.870E+02, 1.003E+02, 1.230E+02, 1.856E+02, 9.620E+01,-3.433E+02, 1.848E-01, 1.419E-02, 1.952E+02
 1.200E+03, 1.410E+02, 1.402E+02, 1.249E+02, 1.927E+02, 1.055E+02, 1.285E+02, 1.919E+02, 1.001E+02,-3.372E+02, 1.844E-01, 1.442E-02, 1.952E+02
 1.500E+03, 1.466E+02, 1.448E+02, 1.291E+02, 2.006E+02, 1.100E+02, 1.320E+02, 1.969E+02, 1.055E+02,-3.323E+02, 1.842E-01, 1.453E-02, 1.952E+02
 1.800E+03, 1.506E+02, 1.497E+02, 1.323E+02, 2.049E+02, 1.147E+02, 1.347E+02, 2.025E+02, 1.118E+02,-3.284E+02, 1.841E-01, 1.456E-02, 1.952E+02
 2.100E+03, 1.545E+02, 1.533E+02, 1.369E+02, 2.073E+02, 1.194E+02, 1.383E+02, 2.070E+02, 1.144E+02,-3.244E+02, 1.839E-01, 1.471E-02, 1.952E+02
 2.400E+03, 1.583E+02, 1.565E+02, 1.395E+02, 2.129E+02, 1.225E+02, 1.417E+02, 2.103E+02, 1.176E+02,-3.217E+02, 1.839E-01, 1.471E-02, 1.952E+02
 2.700E+03, 1.607E+02, 1.594E+02, 1.433E+02, 2.155E+02, 1.234E+02, 1.462E+02, 2.125E+02, 1.196E+02,-3.197E+02, 1.838E-01, 1.476E-02, 1.952E+02
 3.000E+03, 1.647E+02, 1.629E+02, 1.463E+02, 2.202E+02, 1.276E+02, 1.480E+02, 2.162E+02, 1.245E+02,-3.172E+02, 1.836E-01, 1.483E-02, 1.952E+02
 3.300E+03, 1.664E+02, 1.645E+02, 1.470E+02, 2.212E+02, 1.309E+02, 1.496E+02, 2.193E+02, 1.247E+02,-3.164E+02, 1.836E-01, 1.485E-02, 1.952E+02
 3.600E+03, 1.689E+02, 1.670E+02, 1.495E+02, 2.229E+02, 1.344E+02, 1.515E+02, 2.212E+02, 1.283E+02,-3.156E+02, 1.836E-01, 1.486E-02, 1.951E+02
 3.900E+03, 1.708E+02, 1.689E+02, 1.504E+02, 2.256E+02, 1.363E+02, 1.511E+02, 2.244E+02, 1.312E+02,-3.167E+02, 1.836E-01, 1.484E-02, 1.952E+02
 4.200E+03, 1.727E+02, 1.708E+02, 1.520E+02, 2.280E+02, 1.380E+02, 1.538E+02, 2.269E+02, 1.315E+02,-3.168E+02, 1.835E-01, 1.489E-02, 1.951E+02
 4.500E+03, 1.746E+02, 1.730E+02, 1.552E+02, 2.296E+02, 1.389E+02, 1.563E+02, 2.291E+02, 1.335E+02,-3.159E+02, 1.836E-01, 1.483E-02, 1.951E+02
 4.800E+03, 1.764E+02, 1.749E+02, 1.583E+02, 2.303E+02, 1.407E+02, 1.596E+02, 2.294E+02, 1.356E+02,-3.163E+02, 1.836E-01, 1.485E-02, 1.951E+02
 5.000E+03, 1.783E+02, 1.748E+02, 1.577E+02, 2.346E+02, 1.427E+02, 1.588E+02, 2.294E+02, 1.361E+02,-3.161E+02, 1.837E-01, 1.482E-02, 1.951E+02
