s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-6.172E-04, 9.494E-07,-6.511E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.228E-04, 0.000E+00, 0.000E+00,-8.532E-01
-4.998E+01, 0.000E+00,-3.481E-06,-4.177E-02,-3.863E-07, 0.000E+00,-1.672E-02, 0.000E+00,-5.822E-02,-5.850E-02, 0.000E+00, 0.000E+00,-2.400E+00
-3.996E+01, 0.000E+00,-4.314E-07, 7.494E-02,-4.564E-07, 0.000E+00, 2.998E-02, 0.000E+00, 9.621E-02, 1.049E-01, 0.000E+00, 0.000E+00, 1.563E-01
-2.994E+01, 0.000E+00,-1.094E-05,-5.298E-02,-2.937E-06, 0.000E+00,-2.119E-02, 0.000E+00,-5.384E-02,-7.419E-02, 0.000E+00, 0.000E+00,-1.274E+00
-1.992E+01, 0.000E+00, 1.230E-05, 2.373E-02, 9.564E-07, 0.000E+00, 9.499E-03, 0.000E+00, 8.608E-03, 3.324E-02, 0.000E+00, 0.000E+00,-1.046E+00
-9.896E+00, 0.000E+00,-1.589E-05, 1.063E-02,-2.735E-06, 0.000E+00, 4.246E-03, 0.000E+00, 3.796E-02, 1.486E-02, 0.000E+00, 0.000E+00,-3.676E-02
 1.301E-02, 8.854E-05, 6.781E-06,-5.105E-02, 3.288E-08, 1.777E-06,-2.040E-02, 0.000E+00,-7.980E-02,-7.135E-02, 7.489E-09, 7.489E-09,-2.134E+00
 1.004E+01, 1.699E+01,-2.820E+00,-1.334E+01,-4.793E-01, 7.766E-02, 1.381E-01, 0.000E+00, 4.905E-01, 5.653E-01, 3.369E-04, 3.369E-04, 1.091E+01
 2.000E+01, 4.963E+01,-7.972E+00,-3.706E+01,-3.974E+00, 2.288E-01, 2.945E-01, 0.000E+00, 1.030E+00, 1.149E+00, 1.002E-03, 1.002E-03, 3.811E+01
 3.002E+01, 8.285E+01,-1.410E+01,-5.944E+01,-8.250E+00, 3.726E-01, 4.338E-01, 0.000E+00, 1.518E+00, 1.862E+00, 1.668E-03, 1.668E-03, 7.843E+01
 4.001E+01, 1.003E+02,-1.855E+01,-6.891E+01,-1.279E+01, 4.448E-01,-4.244E-02, 0.000E+00,-1.464E-01, 4.598E-01, 2.000E-03, 2.000E-03, 7.455E+01
 5.002E+01, 1.001E+02,-2.052E+01,-6.382E+01,-1.566E+01, 4.448E-01,-1.041E-01, 0.000E+00,-3.596E-01, 4.009E-01, 2.000E-03, 2.000E-03, 6.501E+01
 6.001E+01, 9.948E+01,-2.257E+01,-5.788E+01,-1.922E+01, 4.456E-01,-2.425E-01, 0.000E+00,-8.636E-01, 1.976E-02, 2.000E-03, 2.000E-03, 4.213E+01
 7.001E+01, 1.003E+02,-2.483E+01,-5.290E+01,-2.194E+01, 4.443E-01, 4.438E-02, 0.000E+00, 1.659E-01, 1.096E+00, 2.000E-03, 2.000E-03, 4.653E+01
 8.002E+01, 1.001E+02,-2.689E+01,-4.848E+01,-2.445E+01, 4.454E-01,-1.058E-01, 0.000E+00,-3.694E-01, 6.033E-01, 2.000E-03, 2.000E-03, 3.673E+01
 9.002E+01, 9.953E+01,-2.877E+01,-4.392E+01,-2.667E+01, 4.443E-01,-1.366E-01, 0.000E+00,-4.847E-01, 4.872E-01, 2.000E-03, 2.000E-03, 2.388E+01
 1.000E+02, 1.003E+02,-3.094E+01,-3.969E+01,-2.909E+01, 4.437E-01, 2.222E-02, 0.000E+00, 8.834E-02, 1.034E+00, 2.000E-03, 2.000E-03, 2.622E+01
 1.100E+02, 1.001E+02,-3.280E+01,-3.543E+01,-3.151E+01, 4.432E-01,-4.194E-02, 0.000E+00,-1.525E-01, 7.679E-01, 2.000E-03, 2.000E-03, 2.217E+01
 1.200E+02, 9.944E+01,-3.452E+01,-3.101E+01,-3.361E+01, 4.441E-01,-4.040E-02, 0.000E+00,-1.448E-01, 7.014E-01, 2.000E-03, 2.000E-03, 1.834E+01
 1.300E+02, 1.003E+02,-3.642E+01,-2.813E+01,-3.541E+01, 4.450E-01,-1.838E-02, 0.000E+00,-5.196E-02, 7.321E-01, 2.000E-03, 2.000E-03, 1.696E+01
 1.400E+02, 1.001E+02,-3.807E+01,-2.487E+01,-3.718E+01, 4.457E-01,-1.107E-01, 0.000E+00,-3.871E-01, 3.510E-01, 2.000E-03, 2.000E-03, 6.692E+00
 1.500E+02, 9.952E+01,-3.951E+01,-2.116E+01,-3.854E+01, 4.441E-01, 3.180E-02, 0.000E+00, 1.089E-01, 7.854E-01, 2.000E-03, 2.000E-03, 9.582E+00
 1.600E+02, 1.004E+02,-4.119E+01,-1.867E+01,-4.030E+01, 4.445E-01, 1.685E-03, 0.000E+00,-1.219E-03, 6.493E-01, 2.000E-03, 2.000E-03, 9.549E+00
 1.700E+02, 9.977E+01,-4.228E+01,-1.608E+01,-4.130E+01, 4.437E-01,-1.459E-02, 0.000E+00,-4.373E-02, 5.377E-01, 2.000E-03, 2.000E-03, 8.390E+00
 1.800E+02, 9.999E+01,-4.345E+01,-1.453E+01,-4.208E+01, 4.437E-01,-7.541E-02, 0.000E+00,-2.598E-01, 2.907E-01, 2.000E-03, 2.000E-03, 1.494E+00
 1.900E+02, 1.001E+02,-4.460E+01,-1.233E+01,-4.301E+01, 4.435E-01, 1.196E-02, 0.000E+00, 3.790E-02, 5.714E-01, 2.000E-03, 2.000E-03, 2.499E+00
 2.000E+02, 1.000E+02,-4.551E+01,-1.071E+01,-4.372E+01, 4.433E-01, 1.262E-02, 0.000E+00, 4.620E-02, 5.636E-01, 2.000E-03, 2.000E-03, 3.722E+00
