s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-6.490E-04,-4.920E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.494E-04, 0.000E+00, 0.000E+00,-8.501E-01
-4.996E+01, 0.000E+00, 2.758E-02,-3.368E+00, 1.335E-02, 0.000E+00,-1.327E+00, 0.000E+00,-4.623E+00,-4.654E+00, 0.000E+00, 0.000E+00,-1.242E+02
-3.999E+01, 0.000E+00, 2.612E-02,-5.733E-02, 1.579E-02, 0.000E+00,-6.112E-04, 0.000E+00,-1.228E-02,-1.603E-02, 0.000E+00, 0.000E+00,-1.246E+02
-2.998E+01, 0.000E+00, 2.465E-02,-5.622E-02, 1.748E-02, 0.000E+00, 5.237E-04, 0.000E+00, 4.107E-03,-1.357E-02, 0.000E+00, 0.000E+00,-1.245E+02
-1.999E+01, 0.000E+00, 2.325E-02,-5.671E-02, 1.902E-02, 0.000E+00, 3.875E-04, 0.000E+00,-1.359E-04,-1.405E-02, 0.000E+00, 0.000E+00,-1.245E+02
-9.936E+00, 0.000E+00, 2.189E-02,-5.550E-02, 1.944E-02, 0.000E+00, 4.260E-04, 0.000E+00, 2.557E-03,-1.374E-02, 0.000E+00, 0.000E+00,-1.244E+02
 5.308E-02, 4.581E-04, 2.063E-02,-5.786E-02, 1.947E-02, 1.349E-05,-1.690E-03, 0.000E+00,-4.841E-03,-1.898E-02, 5.707E-08, 5.707E-08,-1.245E+02
 1.000E+01, 4.112E+01,-6.540E+00,-2.956E+01,-1.902E+00, 1.924E-01, 1.205E+00, 0.000E+00, 4.206E+00, 4.519E+00, 8.412E-04, 8.412E-04,-1.334E+01
 2.000E+01, 1.236E+02,-2.082E+01,-8.926E+01,-1.108E+01, 5.472E-01, 2.483E-01, 0.000E+00, 9.022E-01, 3.270E+00, 2.502E-03, 2.502E-03, 1.064E+01
 3.001E+01, 2.062E+02,-3.753E+01,-1.377E+02,-2.422E+01, 8.651E-01, 6.048E-01, 0.000E+00, 2.062E+00, 8.215E+00, 4.168E-03, 4.168E-03, 6.547E+01
 4.001E+01, 2.508E+02,-5.285E+01,-1.518E+02,-3.918E+01, 1.022E+00,-1.057E-01, 0.000E+00,-4.297E-01, 7.985E+00, 4.999E-03, 4.999E-03, 5.405E+01
 5.000E+01, 2.492E+02,-6.350E+01,-1.255E+02,-5.157E+01, 1.016E+00,-5.173E-01, 0.000E+00,-1.845E+00, 9.126E+00, 4.999E-03, 4.999E-03, 5.058E+00
 6.002E+01, 2.508E+02,-7.492E+01,-1.052E+02,-6.154E+01, 1.020E+00, 1.122E-01, 0.000E+00, 3.724E-01, 1.026E+01, 4.999E-03, 4.999E-03, 1.497E+01
 7.001E+01, 2.496E+02,-8.509E+01,-8.302E+01,-6.900E+01, 1.006E+00, 1.176E-01, 0.000E+00, 4.627E-01, 1.364E+01, 4.999E-03, 4.999E-03, 2.726E+01
 8.001E+01, 2.498E+02,-9.440E+01,-7.005E+01,-7.628E+01, 9.954E-01,-4.359E-01, 0.000E+00,-1.622E+00, 9.654E+00, 4.999E-03, 4.999E-03,-1.582E+01
 9.001E+01, 2.497E+02,-1.016E+02,-5.520E+01,-8.216E+01, 9.840E-01,-3.425E-01, 0.000E+00,-1.202E+00, 1.140E+01, 4.999E-03, 4.999E-03,-4.777E+01
