s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-6.756E-04, 1.452E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.742E-04, 0.000E+00, 0.000E+00,-8.439E-01
-3.700E+02, 0.000E+00, 6.282E-02,-2.659E+00, 5.399E-02, 0.000E+00,-1.011E+00, 0.000E+00,-3.530E+00,-3.554E+00, 0.000E+00, 0.000E+00,-2.823E+02
-3.400E+02, 0.000E+00, 5.100E-02,-1.290E-01, 6.140E-02, 0.000E+00,-8.074E-04, 0.000E+00,-2.884E-03,-1.742E-02, 0.000E+00, 0.000E+00,-2.825E+02
-3.100E+02, 0.000E+00, 4.103E-02,-1.004E-01, 5.051E-02, 0.000E+00,-1.063E-03, 0.000E+00,-4.568E-03,-9.941E-03, 0.000E+00, 0.000E+00,-2.829E+02
-2.800E+02, 0.000E+00, 3.340E-02,-7.207E-02, 4.216E-02, 0.000E+00, 4.772E-04, 0.000E+00, 2.260E-03, 3.973E-03, 0.000E+00, 0.000E+00,-2.827E+02
-2.500E+02, 0.000E+00, 2.763E-02,-5.769E-02, 3.529E-02, 0.000E+00,-1.761E-03, 0.000E+00,-5.871E-03, 3.477E-03, 0.000E+00, 0.000E+00,-2.832E+02
-2.200E+02, 0.000E+00, 2.330E-02,-3.990E-02, 3.060E-02, 0.000E+00,-3.067E-04, 0.000E+00,-6.641E-04, 1.369E-02, 0.000E+00, 0.000E+00,-2.832E+02
-1.900E+02, 0.000E+00, 1.994E-02,-2.978E-02, 2.762E-02, 0.000E+00,-4.052E-04, 0.000E+00,-1.212E-03, 1.737E-02, 0.000E+00, 0.000E+00,-2.833E+02
-1.600E+02, 0.000E+00, 1.732E-02,-1.767E-02, 2.404E-02, 0.000E+00, 7.903E-04, 0.000E+00, 1.152E-03, 2.447E-02, 0.000E+00, 0.000E+00,-2.832E+02
-1.300E+02, 0.000E+00, 1.527E-02,-9.918E-03, 2.195E-02, 0.000E+00, 1.030E-03, 0.000E+00, 3.358E-03, 2.834E-02, 0.000E+00, 0.000E+00,-2.830E+02
-9.996E+01, 0.000E+00, 1.380E-02,-8.322E-03, 1.947E-02, 0.000E+00,-8.709E-04, 0.000E+00,-1.473E-03, 2.407E-02, 0.000E+00, 0.000E+00,-2.831E+02
-6.996E+01, 0.000E+00, 1.264E-02,-2.445E-03, 1.803E-02, 0.000E+00, 5.003E-04, 0.000E+00, 1.480E-03, 2.873E-02, 0.000E+00, 0.000E+00,-2.830E+02
-3.998E+01, 0.000E+00, 1.169E-02,-2.390E-03, 1.723E-02, 0.000E+00,-9.632E-04, 0.000E+00,-2.421E-03, 2.557E-02, 0.000E+00, 0.000E+00,-2.832E+02
