s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-6.400E-04,-2.780E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.428E-04, 0.000E+00, 0.000E+00,-8.532E-01
-3.700E+02, 0.000E+00, 1.451E-02,-6.340E-01, 7.071E-03, 0.000E+00,-2.469E-01, 0.000E+00,-8.643E-01,-8.593E-01, 0.000E+00, 0.000E+00,-7.009E+01
-3.400E+02, 0.000E+00, 1.299E-02,-1.865E-02, 8.333E-03, 0.000E+00,-3.858E-04, 0.000E+00,-7.329E-04, 2.286E-03, 0.000E+00, 0.000E+00,-7.015E+01
-3.100E+02, 0.000E+00, 1.177E-02,-1.625E-02, 9.097E-03, 0.000E+00,-5.894E-06, 0.000E+00,-1.024E-03, 4.612E-03, 0.000E+00, 0.000E+00,-7.023E+01
-2.799E+02, 0.000E+00, 1.067E-02,-1.555E-02, 8.554E-03, 0.000E+00,-3.660E-04, 0.000E+00, 4.164E-04, 3.313E-03, 0.000E+00, 0.000E+00,-7.020E+01
-2.499E+02, 0.000E+00, 9.659E-03,-1.192E-02, 8.204E-03, 0.000E+00, 7.423E-04, 0.000E+00, 1.081E-03, 6.684E-03, 0.000E+00, 0.000E+00,-7.011E+01
-2.199E+02, 0.000E+00, 8.764E-03,-1.194E-02, 7.621E-03, 0.000E+00,-2.316E-05, 0.000E+00,-5.006E-05, 4.426E-03, 0.000E+00, 0.000E+00,-7.012E+01
-1.899E+02, 0.000E+00, 7.982E-03,-1.196E-02, 7.412E-03, 0.000E+00,-6.973E-04, 0.000E+00,-1.951E-03, 2.738E-03, 0.000E+00, 0.000E+00,-7.027E+01
-1.600E+02, 0.000E+00, 7.298E-03,-9.633E-03, 6.803E-03, 0.000E+00,-1.367E-04, 0.000E+00, 7.580E-04, 4.331E-03, 0.000E+00, 0.000E+00,-7.021E+01
