s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-5.000E+02, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 8.014E-02, 2.699E+01, 2.700E+01, 2.703E+01, 2.698E+01, 2.695E+01, 2.705E+01, 2.699E+01, 2.697E+01,-6.209E+01, 2.095E-01, 3.901E-04, 0.000E+00
 5.000E+02, 1.268E+02, 1.292E+02, 9.957E+01, 2.100E+02, 7.091E+01, 9.870E+01, 2.187E+02, 7.023E+01,-3.302E+01, 1.877E-01, 1.259E-02, 1.909E+02
 1.000E+03, 1.448E+02, 1.482E+02, 1.200E+02, 2.298E+02, 8.445E+01, 1.198E+02, 2.413E+02, 8.343E+01,-4.447E+01, 1.540E-01, 3.137E-02, 1.974E+02
 1.500E+03, 1.576E+02, 1.580E+02, 1.337E+02, 2.435E+02, 9.563E+01, 1.327E+02, 2.485E+02, 9.273E+01,-4.454E+01, 1.406E-01, 3.886E-02, 1.976E+02
 2.000E+03, 1.663E+02, 1.679E+02, 1.433E+02, 2.511E+02, 1.045E+02, 1.429E+02, 2.593E+02, 1.014E+02,-4.498E+01, 1.360E-01, 4.142E-02, 1.975E+02
 2.500E+03, 1.739E+02, 1.763E+02, 1.518E+02, 2.601E+02, 1.099E+02, 1.521E+02, 2.688E+02, 1.080E+02,-4.470E+01, 1.352E-01, 4.186E-02, 1.975E+02
 3.000E+03, 1.804E+02, 1.813E+02, 1.594E+02, 2.666E+02, 1.152E+02, 1.592E+02, 2.722E+02, 1.124E+02,-4.305E+01, 1.347E-01, 4.216E-02, 1.976E+02
 3.500E+03, 1.864E+02, 1.874E+02, 1.658E+02, 2.741E+02, 1.192E+02, 1.663E+02, 2.796E+02, 1.163E+02,-4.230E+01, 1.339E-01, 4.260E-02, 1.976E+02
 4.000E+03, 1.900E+02, 1.927E+02, 1.714E+02, 2.751E+02, 1.236E+02, 1.713E+02, 2.859E+02, 1.210E+02,-4.161E+01, 1.333E-01, 4.296E-02, 1.976E+02
 4.500E+03, 1.940E+02, 1.954E+02, 1.766E+02, 2.805E+02, 1.251E+02, 1.759E+02, 2.867E+02, 1.237E+02,-4.182E+01, 1.328E-01, 4.323E-02, 1.976E+02
 5.000E+03, 1.983E+02, 2.003E+02, 1.812E+02, 2.846E+02, 1.291E+02, 1.814E+02, 2.924E+02, 1.271E+02,-4.234E+01, 1.330E-01, 4.308E-02, 1.976E+02
 5.500E+03, 2.020E+02, 2.046E+02, 1.848E+02, 2.881E+02, 1.331E+02, 1.859E+02, 2.981E+02, 1.297E+02,-4.246E+01, 1.334E-01, 4.287E-02, 1.976E+02
 6.000E+03, 2.056E+02, 2.066E+02, 1.898E+02, 2.902E+02, 1.369E+02, 1.891E+02, 2.979E+02, 1.328E+02,-4.244E+01, 1.335E-01, 4.281E-02, 1.976E+02
