s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-5.000E+01, 0.000E+00,-6.779E-04, 1.926E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.760E-04, 0.000E+00, 0.000E+00,-8.439E-01
-1.996E+01, 0.000E+00, 1.488E-02,-5.858E-01, 6.125E-03, 0.000E+00,-2.249E-01, 0.000E+00,-7.867E-01,-7.897E-01, 0.000E+00, 0.000E+00,-6.379E+01
 1.001E+01, 1.029E+01,-1.717E+00,-7.612E+00,-4.333E-01, 5.224E-02, 2.115E-01, 0.000E+00, 7.410E-01, 7.882E-01, 2.239E-04, 2.239E-04,-4.618E+00
 4.000E+01, 1.487E+02,-2.854E+01,-9.848E+01,-1.884E+01, 6.900E-01, 9.714E-02, 0.000E+00, 3.388E-01, 3.642E+00, 3.112E-03, 3.112E-03, 2.245E+01
 7.001E+01, 1.938E+02,-5.526E+01,-8.772E+01,-4.576E+01, 8.749E-01,-6.294E-02, 0.000E+00,-2.255E-01, 5.842E+00, 3.999E-03, 3.999E-03, 4.429E+00
 1.000E+02, 1.949E+02,-7.583E+01,-5.008E+01,-6.266E+01, 8.528E-01,-1.311E-02, 0.000E+00,-5.303E-02, 7.214E+00, 3.999E-03, 3.999E-03, 1.911E-01
 1.300E+02, 1.966E+02,-8.884E+01,-2.676E+01,-7.258E+01, 8.229E-01,-1.390E-01, 0.000E+00,-5.090E-01, 9.140E+00, 3.999E-03, 3.999E-03,-4.048E+01
 1.600E+02, 1.979E+02,-9.620E+01,-1.348E+01,-7.845E+01, 8.005E-01,-2.828E-02, 0.000E+00,-1.121E-01, 1.054E+01, 3.999E-03, 3.999E-03,-4.944E+01
 1.900E+02, 1.983E+02,-1.002E+02,-8.309E+00,-7.971E+01, 7.803E-01,-1.145E-02, 0.000E+00,-4.975E-02, 1.088E+01, 3.999E-03, 3.999E-03,-5.341E+01
 2.200E+02, 1.983E+02,-1.026E+02,-5.769E+00,-7.898E+01, 7.601E-01, 3.154E-02, 0.000E+00, 1.187E-01, 1.176E+01, 3.999E-03, 3.999E-03,-4.392E+01
 2.500E+02, 1.984E+02,-1.046E+02,-4.398E+00,-7.850E+01, 7.463E-01,-4.315E-02, 0.000E+00,-1.480E-01, 1.164E+01, 3.999E-03, 3.999E-03,-5.575E+01
 2.800E+02, 1.979E+02,-1.054E+02,-3.201E+00,-7.659E+01, 7.267E-01, 4.072E-02, 0.000E+00, 1.317E-01, 1.346E+01, 3.999E-03, 3.999E-03,-4.522E+01
 3.100E+02, 1.983E+02,-1.071E+02,-4.006E+00,-7.620E+01, 7.173E-01,-9.578E-03, 0.000E+00,-4.185E-02, 1.171E+01, 3.999E-03, 3.999E-03,-4.857E+01
 3.400E+02, 1.986E+02,-1.084E+02,-4.061E+00,-7.573E+01, 7.042E-01, 5.119E-03, 0.000E+00, 1.371E-02, 1.109E+01, 3.999E-03, 3.999E-03,-4.747E+01
 3.700E+02, 1.982E+02,-1.094E+02,-2.525E+00,-7.508E+01, 6.935E-01,-2.674E-02, 0.000E+00,-8.709E-02, 1.189E+01, 3.999E-03, 3.999E-03,-5.443E+01
 4.000E+02, 1.980E+02,-1.097E+02,-2.492E+00,-7.397E+01, 6.837E-01,-1.427E-02, 0.000E+00,-5.246E-02, 1.244E+01, 3.999E-03, 3.999E-03,-5.863E+01
 4.300E+02, 1.986E+02,-1.110E+02,-3.501E+00,-7.380E+01, 6.745E-01, 2.706E-03, 0.000E+00,-3.610E-03, 1.100E+01, 3.999E-03, 3.999E-03,-5.891E+01
 4.600E+02, 1.979E+02,-1.112E+02,-1.857E+00,-7.241E+01, 6.675E-01, 3.138E-02, 0.000E+00, 9.861E-02, 1.314E+01, 3.999E-03, 3.999E-03,-5.103E+01
