s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-6.000E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
-4.998E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.603E-04, 2.095E-01, 3.901E-04, 0.000E+00
-3.996E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 7.815E-03, 2.095E-01, 3.901E-04, 0.000E+00
-2.994E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 7.850E-03, 2.095E-01, 3.901E-04, 0.000E+00
-1.992E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 9.863E-03, 2.095E-01, 3.901E-04, 0.000E+00
-9.896E+00, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 9.525E-03, 2.095E-01, 3.901E-04, 0.000E+00
 1.301E-02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 1.318E-02, 2.095E-01, 3.901E-04, 1.753E-04
 1.000E+01, 3.508E+01, 3.534E+01, 3.454E+01, 3.669E+01, 3.401E+01, 3.486E+01, 3.715E+01, 3.401E+01, 1.558E+01, 2.095E-01, 3.901E-04, 3.365E+01
 2.001E+01, 4.002E+01, 4.027E+01, 3.683E+01, 4.916E+01, 3.407E+01, 3.695E+01, 4.981E+01, 3.405E+01, 8.092E+01, 2.095E-01, 3.901E-04, 9.886E+01
 3.001E+01, 4.884E+01, 5.019E+01, 3.882E+01, 7.308E+01, 3.461E+01, 4.112E+01, 7.535E+01, 3.410E+01, 1.779E+02, 2.095E-01, 3.901E-04, 1.659E+02
 4.000E+01, 5.987E+01, 6.090E+01, 4.570E+01, 9.894E+01, 3.497E+01, 4.716E+01, 1.014E+02, 3.409E+01, 2.087E+02, 2.095E-01, 3.901E-04, 1.999E+02
 5.001E+01, 7.004E+01, 7.172E+01, 5.457E+01, 1.201E+02, 3.550E+01, 5.619E+01, 1.243E+02, 3.465E+01, 1.515E+02, 2.094E-01, 4.794E-04, 1.988E+02
 6.001E+01, 7.866E+01, 8.084E+01, 6.493E+01, 1.355E+02, 3.558E+01, 6.744E+01, 1.396E+02, 3.549E+01, 1.125E+02, 2.092E-01, 5.911E-04, 2.006E+02
 7.002E+01, 8.733E+01, 8.831E+01, 7.757E+01, 1.490E+02, 3.536E+01, 7.763E+01, 1.516E+02, 3.571E+01, 8.327E+01, 2.092E-01, 5.942E-04, 2.001E+02
 8.002E+01, 9.372E+01, 9.408E+01, 8.889E+01, 1.563E+02, 3.598E+01, 8.957E+01, 1.565E+02, 3.618E+01, 6.296E+01, 2.090E-01, 6.929E-04, 2.005E+02
 9.000E+01, 9.911E+01, 1.003E+02, 9.895E+01, 1.619E+02, 3.650E+01, 9.921E+01, 1.655E+02, 3.615E+01, 5.040E+01, 2.089E-01, 7.594E-04, 1.998E+02
