s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-5.635E-04, 9.668E-07,-1.213E-05, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.747E-04, 0.000E+00, 0.000E+00,-8.688E-01
-4.998E+01, 0.000E+00,-4.592E-06,-4.267E-02,-7.899E-07, 0.000E+00,-1.708E-02, 0.000E+00,-5.409E-02,-5.976E-02, 0.000E+00, 0.000E+00,-2.306E+00
-3.996E+01, 0.000E+00, 4.433E-06, 6.080E-02, 2.528E-07, 0.000E+00, 2.432E-02, 0.000E+00, 6.709E-02, 8.512E-02, 0.000E+00, 0.000E+00,-5.235E-01
-2.994E+01, 0.000E+00,-1.201E-05,-7.526E-03,-3.156E-06, 0.000E+00,-3.016E-03, 0.000E+00, 1.306E-02,-1.056E-02, 0.000E+00, 0.000E+00,-1.765E-01
-1.992E+01, 0.000E+00, 7.183E-06,-4.286E-02, 5.320E-08, 0.000E+00,-1.714E-02, 0.000E+00,-7.408E-02,-5.999E-02, 0.000E+00, 0.000E+00,-2.145E+00
-9.896E+00, 0.000E+00,-2.031E-06, 6.731E-02,-4.941E-07, 0.000E+00, 2.692E-02, 0.000E+00, 8.973E-02, 9.423E-02, 0.000E+00, 0.000E+00, 2.393E-01
 1.301E-02, 8.823E-05,-8.970E-06,-3.279E-02,-2.369E-06, 1.750E-06,-1.310E-02, 0.000E+00,-2.619E-02,-4.581E-02, 7.489E-09, 7.489E-09,-4.489E-01
 1.000E+01, 1.706E+01,-2.909E+00,-1.334E+01,-4.780E-01, 7.622E-02, 1.254E-01, 0.000E+00, 4.296E-01, 5.290E-01, 3.356E-04, 3.356E-04, 1.093E+01
 2.001E+01, 4.953E+01,-8.143E+00,-3.679E+01,-3.949E+00, 2.250E-01, 3.003E-01, 0.000E+00, 1.045E+00, 1.174E+00, 1.001E-03, 1.001E-03, 3.866E+01
 3.001E+01, 8.332E+01,-1.451E+01,-5.939E+01,-8.436E+00, 3.702E-01, 4.101E-01, 0.000E+00, 1.443E+00, 1.772E+00, 1.668E-03, 1.668E-03, 7.694E+01
 4.001E+01, 9.977E+01,-1.855E+01,-6.876E+01,-1.257E+01, 4.391E-01,-1.123E-01, 0.000E+00,-3.939E-01, 2.107E-01, 2.000E-03, 2.000E-03, 6.650E+01
 5.001E+01, 9.986E+01,-2.021E+01,-6.368E+01,-1.570E+01, 4.377E-01,-2.922E-02, 0.000E+00,-9.989E-02, 6.784E-01, 2.000E-03, 2.000E-03, 6.385E+01
 6.002E+01, 1.000E+02,-2.195E+01,-5.960E+01,-1.831E+01, 4.374E-01,-1.239E-01, 0.000E+00,-4.475E-01, 4.705E-01, 2.000E-03, 2.000E-03, 5.198E+01
 7.000E+01, 1.001E+02,-2.388E+01,-5.458E+01,-2.126E+01, 4.382E-01,-7.898E-02, 0.000E+00,-2.660E-01, 6.951E-01, 2.000E-03, 2.000E-03, 4.494E+01
 8.001E+01, 9.962E+01,-2.575E+01,-4.961E+01,-2.404E+01, 4.385E-01,-1.404E-01, 0.000E+00,-4.896E-01, 5.103E-01, 2.000E-03, 2.000E-03, 3.194E+01
 9.001E+01, 1.003E+02,-2.767E+01,-4.534E+01,-2.661E+01, 4.369E-01, 4.724E-02, 0.000E+00, 1.699E-01, 1.195E+00, 2.000E-03, 2.000E-03, 3.645E+01
 1.000E+02, 1.000E+02,-2.957E+01,-4.068E+01,-2.946E+01, 4.373E-01,-1.099E-01, 0.000E+00,-3.877E-01, 6.130E-01, 2.000E-03, 2.000E-03, 2.616E+01
 1.100E+02, 9.991E+01,-3.128E+01,-3.654E+01,-3.162E+01, 4.388E-01,-1.770E-02, 0.000E+00,-4.218E-02, 8.918E-01, 2.000E-03, 2.000E-03, 2.504E+01
 1.200E+02, 9.968E+01,-3.309E+01,-3.229E+01,-3.414E+01, 4.382E-01,-1.198E-01, 0.000E+00,-4.313E-01, 4.734E-01, 2.000E-03, 2.000E-03, 1.360E+01
 1.300E+02, 1.003E+02,-3.491E+01,-2.914E+01,-3.579E+01, 4.382E-01, 1.845E-02, 0.000E+00, 6.262E-02, 9.330E-01, 2.000E-03, 2.000E-03, 1.526E+01
 1.400E+02, 1.000E+02,-3.652E+01,-2.566E+01,-3.758E+01, 4.385E-01,-3.887E-02, 0.000E+00,-1.454E-01, 6.615E-01, 2.000E-03, 2.000E-03, 1.141E+01
 1.500E+02, 9.977E+01,-3.793E+01,-2.234E+01,-3.916E+01, 4.368E-01, 1.499E-02, 0.000E+00, 4.824E-02, 7.881E-01, 2.000E-03, 2.000E-03, 1.269E+01
 1.600E+02, 9.976E+01,-3.935E+01,-1.982E+01,-4.048E+01, 4.383E-01,-5.078E-02, 0.000E+00,-1.673E-01, 4.973E-01, 2.000E-03, 2.000E-03, 8.262E+00
 1.700E+02, 1.001E+02,-4.076E+01,-1.722E+01,-4.193E+01, 4.372E-01,-1.876E-02, 0.000E+00,-8.008E-02, 5.758E-01, 2.000E-03, 2.000E-03, 6.136E+00
 1.800E+02, 9.998E+01,-4.188E+01,-1.545E+01,-4.244E+01, 4.372E-01, 1.208E-02, 0.000E+00, 5.571E-02, 6.509E-01, 2.000E-03, 2.000E-03, 7.613E+00
 1.900E+02, 9.991E+01,-4.293E+01,-1.322E+01,-4.384E+01, 4.379E-01,-7.701E-02, 0.000E+00,-2.662E-01, 2.917E-01, 2.000E-03, 2.000E-03, 5.516E-01
 2.000E+02, 1.002E+02,-4.400E+01,-1.127E+01,-4.474E+01, 4.368E-01, 2.297E-02, 0.000E+00, 8.585E-02, 6.153E-01, 2.000E-03, 2.000E-03, 2.830E+00
 2.100E+02, 9.956E+01,-4.468E+01,-9.572E+00,-4.516E+01, 4.367E-01, 1.945E-02, 0.000E+00, 5.467E-02, 5.953E-01, 2.000E-03, 2.000E-03, 4.279E+00
 2.200E+02, 1.002E+02,-4.564E+01,-8.557E+00,-4.595E+01, 4.367E-01, 3.741E-03, 0.000E+00, 7.554E-03, 5.277E-01, 2.000E-03, 2.000E-03, 4.479E+00
 2.300E+02, 1.002E+02,-4.633E+01,-8.216E+00,-4.562E+01, 4.385E-01,-1.461E-02, 0.000E+00,-2.650E-02, 4.531E-01, 2.000E-03, 2.000E-03, 3.776E+00
 2.400E+02, 9.952E+01,-4.674E+01,-6.901E+00,-4.578E+01, 4.368E-01, 1.731E-02, 0.000E+00, 4.972E-02, 5.516E-01, 2.000E-03, 2.000E-03, 5.095E+00
 2.500E+02, 1.002E+02,-4.754E+01,-6.084E+00,-4.638E+01, 4.362E-01, 6.889E-02, 0.000E+00, 2.400E-01, 7.424E-01, 2.000E-03, 2.000E-03, 1.146E+01
 2.600E+02, 1.001E+02,-4.791E+01,-6.051E+00,-4.631E+01, 4.363E-01,-8.953E-02, 0.000E+00,-3.093E-01, 1.782E-01, 2.000E-03, 2.000E-03, 3.260E+00
 2.700E+02, 9.966E+01,-4.833E+01,-4.827E+00,-4.647E+01, 4.354E-01,-9.499E-03, 0.000E+00,-2.256E-02, 4.509E-01, 2.000E-03, 2.000E-03, 2.662E+00
 2.800E+02, 1.002E+02,-4.888E+01,-4.974E+00,-4.635E+01, 4.373E-01,-2.361E-03, 0.000E+00,-3.702E-03, 4.725E-01, 2.000E-03, 2.000E-03, 2.564E+00
 2.900E+02, 9.981E+01,-4.927E+01,-3.598E+00,-4.676E+01, 4.365E-01, 5.147E-02, 0.000E+00, 1.854E-01, 6.738E-01, 2.000E-03, 2.000E-03, 7.481E+00
 3.000E+02, 9.996E+01,-4.959E+01,-4.005E+00,-4.656E+01, 4.361E-01,-9.423E-02, 0.000E+00,-3.554E-01, 1.422E-01, 2.000E-03, 2.000E-03,-1.931E+00
 3.100E+02, 9.967E+01,-4.980E+01,-3.154E+00,-4.653E+01, 4.361E-01, 6.104E-02, 0.000E+00, 2.240E-01, 6.832E-01, 2.000E-03, 2.000E-03, 4.008E+00
 3.200E+02, 1.000E+02,-5.000E+01,-3.358E+00,-4.639E+01, 4.349E-01, 8.785E-02, 0.000E+00, 3.024E-01, 7.890E-01, 2.000E-03, 2.000E-03, 1.203E+01
 3.300E+02, 1.001E+02,-5.030E+01,-3.400E+00,-4.656E+01, 4.361E-01,-9.656E-02, 0.000E+00,-3.258E-01, 1.304E-01, 2.000E-03, 2.000E-03, 3.393E+00
 3.400E+02, 9.991E+01,-5.068E+01,-3.401E+00,-4.591E+01, 4.363E-01,-5.526E-02, 0.000E+00,-2.041E-01, 2.928E-01, 2.000E-03, 2.000E-03,-2.012E+00
 3.500E+02, 9.997E+01,-5.094E+01,-2.324E+00,-4.649E+01, 4.351E-01, 7.673E-02, 0.000E+00, 2.784E-01, 7.311E-01, 2.000E-03, 2.000E-03, 5.374E+00
 3.600E+02, 9.986E+01,-5.104E+01,-2.824E+00,-4.611E+01, 4.358E-01,-5.618E-02, 0.000E+00,-1.990E-01, 2.576E-01, 2.000E-03, 2.000E-03, 9.475E-02
 3.700E+02, 1.001E+02,-5.132E+01,-2.347E+00,-4.633E+01, 4.352E-01, 4.079E-02, 0.000E+00, 1.519E-01, 6.145E-01, 2.000E-03, 2.000E-03, 4.123E+00
 3.800E+02, 1.001E+02,-5.160E+01,-1.849E+00,-4.667E+01, 4.339E-01,-3.070E-02, 0.000E+00,-1.093E-01, 3.662E-01, 2.000E-03, 2.000E-03, 1.221E+00
 3.900E+02, 1.001E+02,-5.177E+01,-1.612E+00,-4.657E+01, 4.351E-01, 4.382E-02, 0.000E+00, 1.437E-01, 6.169E-01, 2.000E-03, 2.000E-03, 5.026E+00
 4.000E+02, 9.977E+01,-5.184E+01,-2.523E+00,-4.537E+01, 4.330E-01,-2.950E-03, 0.000E+00,-1.321E-02, 4.564E-01, 2.000E-03, 2.000E-03, 4.676E+00
 4.100E+02, 9.966E+01,-5.213E+01,-1.688E+00,-4.581E+01, 4.353E-01, 4.190E-03, 0.000E+00, 1.921E-02, 4.688E-01, 2.000E-03, 2.000E-03, 5.186E+00
