s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-5.259E-04, 1.730E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.242E-04, 0.000E+00, 0.000E+00,-8.408E-01
-3.699E+02, 0.000E+00, 8.827E-02,-3.854E+00, 5.171E-02, 0.000E+00,-1.481E+00, 0.000E+00,-5.149E+00,-5.195E+00, 0.000E+00, 0.000E+00,-4.117E+02
-3.400E+02, 0.000E+00, 7.193E-02,-1.273E-01, 5.784E-02, 0.000E+00, 1.466E-04, 0.000E+00,-7.153E-04, 2.654E-03, 0.000E+00, 0.000E+00,-4.117E+02
-3.100E+02, 0.000E+00, 5.833E-02,-9.825E-02, 4.675E-02, 0.000E+00,-1.810E-03, 0.000E+00,-8.780E-03, 5.016E-03, 0.000E+00, 0.000E+00,-4.124E+02
-2.799E+02, 0.000E+00, 4.770E-02,-6.763E-02, 3.614E-02, 0.000E+00,-1.115E-03, 0.000E+00, 5.899E-04, 1.510E-02, 0.000E+00, 0.000E+00,-4.124E+02
-2.499E+02, 0.000E+00, 3.959E-02,-4.243E-02, 3.044E-02, 0.000E+00, 9.394E-04, 0.000E+00,-2.091E-03, 2.854E-02, 0.000E+00, 0.000E+00,-4.125E+02
-2.200E+02, 0.000E+00, 3.322E-02,-2.810E-02, 2.475E-02, 0.000E+00,-2.125E-04, 0.000E+00,-7.452E-04, 2.966E-02, 0.000E+00, 0.000E+00,-4.126E+02
-1.900E+02, 0.000E+00, 2.834E-02,-1.980E-02, 2.139E-02, 0.000E+00,-1.725E-03, 0.000E+00,-1.553E-03, 2.820E-02, 0.000E+00, 0.000E+00,-4.127E+02
-1.599E+02, 0.000E+00, 2.447E-02,-5.363E-03, 1.886E-02, 0.000E+00, 5.370E-04, 0.000E+00,-1.713E-03, 3.850E-02, 0.000E+00, 0.000E+00,-4.129E+02
-1.300E+02, 0.000E+00, 2.127E-02,-1.993E-04, 1.649E-02, 0.000E+00,-1.986E-04, 0.000E+00,-6.902E-04, 3.736E-02, 0.000E+00, 0.000E+00,-4.129E+02
-9.996E+01, 0.000E+00, 1.882E-02, 6.482E-03, 1.435E-02, 0.000E+00,-6.741E-04, 0.000E+00,-1.244E-04, 3.899E-02, 0.000E+00, 0.000E+00,-4.129E+02
-6.993E+01, 0.000E+00, 1.703E-02, 1.730E-02, 1.330E-02, 0.000E+00, 1.760E-03, 0.000E+00, 1.789E-03, 4.939E-02, 0.000E+00, 0.000E+00,-4.128E+02
-3.998E+01, 0.000E+00, 1.562E-02, 1.679E-02, 1.193E-02, 0.000E+00,-1.061E-05, 0.000E+00,-3.823E-05, 4.433E-02, 0.000E+00, 0.000E+00,-4.128E+02
-9.958E+00, 0.000E+00, 1.451E-02, 1.476E-02, 1.080E-02, 0.000E+00,-1.813E-03, 0.000E+00, 2.269E-04, 3.826E-02, 0.000E+00, 0.000E+00,-4.128E+02
 2.001E+01, 4.114E+01,-6.924E+00,-2.783E+01,-2.747E+00, 2.039E-01, 1.080E+00, 0.000E+00, 3.764E+00, 4.921E+00, 8.921E-04, 8.921E-04,-1.133E+02
 5.000E+01, 1.807E+02,-3.577E+01,-1.044E+02,-2.404E+01, 8.197E-01, 5.521E-02, 0.000E+00, 1.939E-01, 1.734E+01, 3.778E-03, 3.778E-03,-9.786E+01
 8.000E+01, 1.923E+02,-5.102E+01,-7.012E+01,-4.059E+01, 8.410E-01,-4.301E-01, 0.000E+00,-1.520E+00, 3.095E+01, 3.999E-03, 3.999E-03,-2.189E+02
 1.100E+02, 1.928E+02,-6.196E+01,-4.245E+01,-4.973E+01, 8.045E-01,-2.361E-01, 0.000E+00,-8.229E-01, 3.923E+01, 3.999E-03, 3.999E-03,-2.845E+02
 1.400E+02, 1.936E+02,-6.893E+01,-2.673E+01,-5.459E+01, 7.775E-01,-1.350E-01, 0.000E+00,-4.708E-01, 4.394E+01, 3.999E-03, 3.999E-03,-3.220E+02
 1.700E+02, 1.942E+02,-7.289E+01,-1.887E+01,-5.686E+01, 7.570E-01,-4.807E-02, 0.000E+00,-1.684E-01, 4.627E+01, 3.999E-03, 3.999E-03,-3.354E+02
 2.000E+02, 1.945E+02,-7.528E+01,-1.600E+01,-5.752E+01, 7.435E-01,-1.127E-02, 0.000E+00,-3.927E-02, 4.644E+01, 3.999E-03, 3.999E-03,-3.385E+02
 2.300E+02, 1.950E+02,-7.734E+01,-1.296E+01,-5.770E+01, 7.316E-01, 1.318E-02, 0.000E+00, 3.846E-02, 4.774E+01, 3.999E-03, 3.999E-03,-3.354E+02
 2.600E+02, 1.948E+02,-7.801E+01,-1.150E+01,-5.737E+01, 7.196E-01,-5.677E-03, 0.000E+00,-1.324E-02, 4.860E+01, 3.999E-03, 3.999E-03,-3.365E+02
 2.900E+02, 1.947E+02,-7.844E+01,-1.170E+01,-5.668E+01, 7.128E-01,-8.084E-03, 0.000E+00,-1.971E-02, 4.863E+01, 3.999E-03, 3.999E-03,-3.381E+02
 3.200E+02, 1.952E+02,-7.892E+01,-1.080E+01,-5.651E+01, 7.049E-01, 5.498E-02, 0.000E+00, 1.903E-01, 4.974E+01, 3.999E-03, 3.999E-03,-3.229E+02
 3.500E+02, 1.951E+02,-7.943E+01,-1.093E+01,-5.593E+01, 7.025E-01, 3.443E-02, 0.000E+00, 1.175E-01, 4.950E+01, 3.999E-03, 3.999E-03,-3.135E+02
 3.800E+02, 1.955E+02,-8.009E+01,-1.121E+01,-5.617E+01, 6.997E-01, 6.292E-03, 0.000E+00, 2.558E-02, 4.877E+01, 3.999E-03, 3.999E-03,-3.115E+02
 4.100E+02, 1.953E+02,-8.087E+01,-9.744E+00,-5.570E+01, 6.948E-01,-3.506E-03, 0.000E+00,-6.052E-03, 4.970E+01, 3.999E-03, 3.999E-03,-3.120E+02
 4.400E+02, 1.955E+02,-8.139E+01,-9.450E+00,-5.580E+01, 6.907E-01, 4.692E-02, 0.000E+00, 1.673E-01, 4.962E+01, 3.999E-03, 3.999E-03,-2.987E+02
 4.700E+02, 1.952E+02,-8.195E+01,-9.911E+00,-5.517E+01, 6.910E-01, 4.786E-03, 0.000E+00, 1.626E-02, 4.890E+01, 3.999E-03, 3.999E-03,-2.974E+02
 5.000E+02, 1.954E+02,-8.244E+01,-8.928E+00,-5.539E+01, 6.856E-01, 4.825E-04, 0.000E+00,-9.285E-03, 4.932E+01, 3.999E-03, 3.999E-03,-2.981E+02
 5.300E+02, 1.953E+02,-8.244E+01,-9.205E+00,-5.452E+01, 6.837E-01,-3.699E-02, 0.000E+00,-1.254E-01, 4.983E+01, 3.999E-03, 3.999E-03,-3.081E+02
 5.600E+02, 1.954E+02,-8.271E+01,-9.755E+00,-5.449E+01, 6.816E-01, 4.268E-02, 0.000E+00, 1.445E-01, 4.920E+01, 3.999E-03, 3.999E-03,-2.966E+02
 5.900E+02, 1.955E+02,-8.304E+01,-8.001E+00,-5.460E+01, 6.769E-01, 1.764E-02, 0.000E+00, 5.209E-02, 5.059E+01, 3.999E-03, 3.999E-03,-2.924E+02
 6.200E+02, 1.957E+02,-8.331E+01,-8.753E+00,-5.412E+01, 6.771E-01,-3.240E-02, 0.000E+00,-1.113E-01, 5.015E+01, 3.999E-03, 3.999E-03,-3.013E+02
 6.500E+02, 1.954E+02,-8.344E+01,-8.814E+00,-5.369E+01, 6.747E-01, 4.507E-02, 0.000E+00, 1.599E-01, 5.019E+01, 3.999E-03, 3.999E-03,-2.886E+02
 6.800E+02, 1.955E+02,-8.420E+01,-8.511E+00,-5.379E+01, 6.732E-01,-6.724E-02, 0.000E+00,-2.516E-01, 4.961E+01, 3.999E-03, 3.999E-03,-3.086E+02
 7.100E+02, 1.954E+02,-8.408E+01,-8.428E+00,-5.345E+01, 6.743E-01,-1.085E-02, 0.000E+00,-2.103E-02, 5.012E+01, 3.999E-03, 3.999E-03,-3.103E+02
 7.400E+02, 1.956E+02,-8.436E+01,-7.957E+00,-5.300E+01, 6.706E-01, 6.446E-02, 0.000E+00, 2.315E-01, 5.099E+01, 3.999E-03, 3.999E-03,-2.918E+02
 7.700E+02, 1.958E+02,-8.440E+01,-7.496E+00,-5.314E+01, 6.679E-01, 4.285E-02, 0.000E+00, 1.369E-01, 5.152E+01, 3.999E-03, 3.999E-03,-2.809E+02
 8.000E+02, 1.956E+02,-8.443E+01,-7.514E+00,-5.282E+01, 6.686E-01,-5.940E-02, 0.000E+00,-1.891E-01, 5.141E+01, 3.999E-03, 3.999E-03,-2.960E+02
 8.300E+02, 1.956E+02,-8.443E+01,-7.941E+00,-5.232E+01, 6.689E-01, 8.740E-03, 0.000E+00, 1.460E-02, 5.157E+01, 3.999E-03, 3.999E-03,-2.948E+02
 8.600E+02, 1.955E+02,-8.473E+01,-8.105E+00,-5.225E+01, 6.681E-01,-1.905E-02, 0.000E+00,-5.929E-02, 5.109E+01, 3.999E-03, 3.999E-03,-2.995E+02
 8.900E+02, 1.955E+02,-8.502E+01,-7.790E+00,-5.203E+01, 6.662E-01,-6.627E-04, 0.000E+00,-3.124E-02, 5.131E+01, 3.999E-03, 3.999E-03,-3.020E+02
 9.200E+02, 1.956E+02,-8.510E+01,-7.131E+00,-5.189E+01, 6.636E-01, 6.111E-02, 0.000E+00, 2.065E-01, 5.219E+01, 3.999E-03, 3.999E-03,-2.856E+02
 9.500E+02, 1.956E+02,-8.504E+01,-8.887E+00,-5.137E+01, 6.682E-01, 5.343E-02, 0.000E+00, 1.899E-01, 5.102E+01, 3.999E-03, 3.999E-03,-2.705E+02
 9.800E+02, 1.956E+02,-8.555E+01,-7.153E+00,-5.156E+01, 6.646E-01,-2.988E-03, 0.000E+00,-7.294E-04, 5.197E+01, 3.999E-03, 3.999E-03,-2.705E+02
 1.010E+03, 1.954E+02,-8.545E+01,-7.628E+00,-5.113E+01, 6.648E-01,-4.461E-02, 0.000E+00,-1.448E-01, 5.176E+01, 3.999E-03, 3.999E-03,-2.820E+02
 1.040E+03, 1.957E+02,-8.587E+01,-7.046E+00,-5.125E+01, 6.646E-01, 1.367E-02, 0.000E+00, 4.266E-02, 5.223E+01, 3.999E-03, 3.999E-03,-2.786E+02
 1.070E+03, 1.957E+02,-8.609E+01,-7.283E+00,-5.112E+01, 6.639E-01,-2.551E-02, 0.000E+00,-8.634E-02, 5.186E+01, 3.999E-03, 3.999E-03,-2.855E+02
 1.100E+03, 1.956E+02,-8.604E+01,-6.455E+00,-5.094E+01, 6.615E-01,-2.567E-02, 0.000E+00,-8.570E-02, 5.280E+01, 3.999E-03, 3.999E-03,-2.923E+02
