s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-6.768E-04, 1.357E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.755E-04, 0.000E+00, 0.000E+00,-8.439E-01
-3.700E+02, 0.000E+00, 6.388E-02,-2.779E+00, 5.027E-02, 0.000E+00,-1.042E+00, 0.000E+00,-3.639E+00,-3.707E+00, 0.000E+00, 0.000E+00,-2.919E+02
-3.400E+02, 0.000E+00, 4.971E-02,-1.687E-01, 5.496E-02, 0.000E+00,-1.019E-03, 0.000E+00,-3.640E-03,-6.500E-02, 0.000E+00, 0.000E+00,-2.922E+02
-3.100E+02, 0.000E+00, 3.813E-02,-1.336E-01, 4.419E-02, 0.000E+00,-1.307E-03, 0.000E+00,-4.483E-03,-5.259E-02, 0.000E+00, 0.000E+00,-2.925E+02
-2.800E+02, 0.000E+00, 2.907E-02,-1.066E-01, 3.447E-02, 0.000E+00,-1.372E-03, 0.000E+00,-4.072E-03,-4.442E-02, 0.000E+00, 0.000E+00,-2.928E+02
-2.500E+02, 0.000E+00, 2.208E-02,-7.719E-02, 2.579E-02, 0.000E+00, 1.035E-03, 0.000E+00, 2.260E-03,-2.829E-02, 0.000E+00, 0.000E+00,-2.927E+02
-2.200E+02, 0.000E+00, 1.676E-02,-6.290E-02, 2.025E-02, 0.000E+00,-4.132E-04, 0.000E+00,-7.755E-04,-2.630E-02, 0.000E+00, 0.000E+00,-2.927E+02
-1.900E+02, 0.000E+00, 1.276E-02,-4.820E-02, 1.632E-02, 0.000E+00, 3.045E-05, 0.000E+00,-2.257E-04,-1.909E-02, 0.000E+00, 0.000E+00,-2.927E+02
-1.600E+02, 0.000E+00, 9.621E-03,-3.968E-02, 1.322E-02, 0.000E+00,-4.574E-04, 0.000E+00,-2.418E-04,-1.729E-02, 0.000E+00, 0.000E+00,-2.928E+02
-1.300E+02, 0.000E+00, 7.174E-03,-2.883E-02, 1.050E-02, 0.000E+00, 4.586E-04, 0.000E+00, 7.173E-04,-1.069E-02, 0.000E+00, 0.000E+00,-2.927E+02
