s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-8.094E-04,-2.999E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.124E-04, 0.000E+00, 0.000E+00,-8.010E-01
-4.998E+01, 0.000E+00, 3.075E-02,-1.898E+00, 6.685E-03, 0.000E+00,-7.462E-01, 0.000E+00,-2.615E+00,-2.606E+00, 0.000E+00, 0.000E+00,-7.052E+01
-3.993E+01, 0.000E+00, 2.785E-02,-3.708E-02, 7.371E-03, 0.000E+00,-2.561E-03, 0.000E+00,-5.192E-03,-4.418E-03, 0.000E+00, 0.000E+00,-7.066E+01
-2.996E+01, 0.000E+00, 2.626E-02,-3.082E-02, 8.154E-03, 0.000E+00, 1.144E-04, 0.000E+00,-1.951E-04, 3.718E-03, 0.000E+00, 0.000E+00,-7.066E+01
-1.999E+01, 0.000E+00, 2.482E-02,-2.960E-02, 8.530E-03, 0.000E+00, 1.303E-05, 0.000E+00, 7.541E-04, 3.770E-03, 0.000E+00, 0.000E+00,-7.064E+01
-9.922E+00, 0.000E+00, 2.353E-02,-2.292E-02, 8.913E-03, 0.000E+00, 2.326E-03, 0.000E+00, 7.196E-03, 1.185E-02, 0.000E+00, 0.000E+00,-7.045E+01
 5.125E-02, 6.643E-04, 2.231E-02,-3.357E-02, 9.201E-03, 1.548E-05,-2.388E-03, 0.000E+00,-8.953E-03,-3.771E-03, 6.409E-08, 6.409E-08,-7.069E+01
 1.001E+01, 3.331E+01,-4.809E+00,-2.504E+01,-1.710E+00, 1.604E-01, 6.938E-01, 0.000E+00, 2.449E+00, 2.606E+00, 6.741E-04, 6.741E-04,-5.780E+00
 2.001E+01, 9.891E+01,-1.538E+01,-7.309E+01,-9.376E+00, 4.630E-01, 8.639E-02, 0.000E+00, 2.583E-01, 1.616E+00, 2.003E-03, 2.003E-03, 1.090E+00
 3.001E+01, 1.664E+02,-2.995E+01,-1.109E+02,-2.181E+01, 7.383E-01, 5.447E-01, 0.000E+00, 1.888E+00, 4.960E+00, 3.335E-03, 3.335E-03, 5.135E+01
 4.000E+01, 1.993E+02,-4.517E+01,-1.144E+02,-3.632E+01, 8.662E-01,-4.032E-01, 0.000E+00,-1.435E+00, 3.811E+00, 3.999E-03, 3.999E-03, 1.321E+01
 5.001E+01, 1.987E+02,-5.758E+01,-8.850E+01,-4.807E+01, 8.508E-01,-1.732E-01, 0.000E+00,-6.863E-01, 5.193E+00, 3.999E-03, 3.999E-03,-5.066E+00
 6.001E+01, 2.008E+02,-6.976E+01,-6.938E+01,-5.651E+01, 8.575E-01, 9.435E-02, 0.000E+00, 3.705E-01, 6.103E+00, 3.999E-03, 3.999E-03, 4.792E+00
 7.001E+01, 1.990E+02,-7.919E+01,-5.042E+01,-6.225E+01, 8.527E-01,-1.284E-01, 0.000E+00,-6.569E-01, 7.868E+00, 3.999E-03, 3.999E-03,-1.269E+01
 8.001E+01, 2.015E+02,-8.651E+01,-4.370E+01,-6.605E+01, 8.550E-01,-7.541E-02, 0.000E+00,-2.627E-01, 6.043E+00, 3.999E-03, 3.999E-03,-1.968E+01
 9.001E+01, 1.995E+02,-9.139E+01,-3.425E+01,-6.810E+01, 8.625E-01,-1.519E-01, 0.000E+00,-5.215E-01, 6.516E+00, 3.999E-03, 3.999E-03,-3.355E+01
 1.000E+02, 2.001E+02,-9.496E+01,-2.642E+01,-6.951E+01, 8.552E-01, 2.540E-02, 0.000E+00, 3.002E-02, 1.007E+01, 3.999E-03, 3.999E-03,-3.275E+01
 1.100E+02, 2.002E+02,-9.755E+01,-2.349E+01,-7.038E+01, 8.396E-01,-7.827E-03, 0.000E+00,-3.521E-02, 9.654E+00, 3.999E-03, 3.999E-03,-3.368E+01
 1.200E+02, 2.001E+02,-1.002E+02,-2.102E+01,-7.152E+01, 8.437E-01,-9.098E-02, 0.000E+00,-3.323E-01, 8.034E+00, 3.999E-03, 3.999E-03,-4.252E+01
 1.300E+02, 1.998E+02,-1.019E+02,-1.578E+01,-7.123E+01, 8.380E-01, 1.285E-01, 0.000E+00, 4.070E-01, 1.191E+01, 3.999E-03, 3.999E-03,-3.168E+01
 1.400E+02, 1.998E+02,-1.034E+02,-1.590E+01,-7.185E+01, 8.328E-01,-2.144E-01, 0.000E+00,-7.602E-01, 9.269E+00, 3.999E-03, 3.999E-03,-5.191E+01
 1.500E+02, 1.999E+02,-1.047E+02,-1.380E+01,-7.200E+01, 8.277E-01,-7.760E-02, 0.000E+00,-2.884E-01, 1.018E+01, 3.999E-03, 3.999E-03,-5.958E+01
 1.600E+02, 2.005E+02,-1.059E+02,-1.079E+01,-7.221E+01, 8.259E-01, 1.632E-01, 0.000E+00, 5.931E-01, 1.255E+01, 3.999E-03, 3.999E-03,-4.382E+01
 1.700E+02, 1.997E+02,-1.062E+02,-1.132E+01,-7.194E+01, 8.271E-01,-5.306E-02, 0.000E+00,-2.037E-01, 1.105E+01, 3.999E-03, 3.999E-03,-4.924E+01
 1.800E+02, 1.998E+02,-1.072E+02,-9.759E+00,-7.199E+01, 8.118E-01,-5.444E-02, 0.000E+00,-1.974E-01, 1.161E+01, 3.999E-03, 3.999E-03,-5.449E+01
 1.900E+02, 2.005E+02,-1.079E+02,-7.431E+00,-7.243E+01, 8.140E-01,-2.666E-02, 0.000E+00,-9.745E-02, 1.350E+01, 3.999E-03, 3.999E-03,-5.709E+01
 2.000E+02, 1.998E+02,-1.080E+02,-7.089E+00,-7.185E+01, 8.086E-01, 1.087E-01, 0.000E+00, 3.585E-01, 1.379E+01, 3.999E-03, 3.999E-03,-4.756E+01
 2.100E+02, 1.993E+02,-1.089E+02,-8.415E+00,-7.186E+01, 7.932E-01,-1.808E-01, 0.000E+00,-6.234E-01, 1.079E+01, 3.999E-03, 3.999E-03,-6.413E+01
 2.200E+02, 2.007E+02,-1.104E+02,-9.000E+00,-7.206E+01, 7.892E-01, 3.716E-01, 0.000E+00, 1.247E+00, 1.041E+01, 3.999E-03, 3.999E-03,-3.095E+01
 2.300E+02, 1.992E+02,-1.113E+02,-8.440E+00,-7.253E+01, 7.866E-01,-3.051E-01, 0.000E+00,-1.149E+00, 7.360E+00, 3.999E-03, 3.999E-03,-6.156E+01
 2.400E+02, 2.010E+02,-1.121E+02,-6.055E+00,-7.272E+01, 7.849E-01, 9.709E-02, 0.000E+00, 3.991E-01, 1.093E+01, 3.999E-03, 3.999E-03,-5.094E+01
 2.500E+02, 1.995E+02,-1.118E+02,-6.354E+00,-7.246E+01, 7.865E-01,-1.174E-01, 0.000E+00,-4.203E-01, 9.548E+00, 3.999E-03, 3.999E-03,-6.214E+01
 2.600E+02, 1.995E+02,-1.124E+02,-4.212E+00,-7.225E+01, 7.725E-01, 4.492E-02, 0.000E+00, 1.463E-01, 1.142E+01, 3.999E-03, 3.999E-03,-5.825E+01
 2.700E+02, 2.008E+02,-1.132E+02,-6.659E+00,-7.208E+01, 7.751E-01,-6.649E-02, 0.000E+00,-2.124E-01, 9.598E+00, 3.999E-03, 3.999E-03,-6.390E+01
 2.800E+02, 1.997E+02,-1.133E+02,-3.242E+00,-7.195E+01, 7.700E-01, 1.113E-01, 0.000E+00, 3.609E-01, 1.213E+01, 3.999E-03, 3.999E-03,-5.429E+01
 2.900E+02, 2.000E+02,-1.133E+02,-5.334E+00,-7.124E+01, 7.687E-01, 3.461E-02, 0.000E+00, 5.161E-02, 1.095E+01, 3.999E-03, 3.999E-03,-5.292E+01
 3.000E+02, 2.001E+02,-1.140E+02,-4.459E+00,-7.136E+01, 7.644E-01, 1.116E-01, 0.000E+00, 3.863E-01, 1.123E+01, 3.999E-03, 3.999E-03,-4.264E+01
 3.100E+02, 1.999E+02,-1.145E+02,-4.337E+00,-7.173E+01, 7.627E-01,-2.183E-01, 0.000E+00,-7.845E-01, 9.898E+00, 3.999E-03, 3.999E-03,-6.350E+01
 3.200E+02, 1.999E+02,-1.144E+02,-2.467E+00,-7.074E+01, 7.434E-01, 1.598E-02, 0.000E+00, 7.553E-02, 1.301E+01, 3.999E-03, 3.999E-03,-6.149E+01
 3.300E+02, 1.999E+02,-1.148E+02,-9.585E-01,-7.046E+01, 7.458E-01, 5.504E-02, 0.000E+00, 1.669E-01, 1.443E+01, 3.999E-03, 3.999E-03,-5.705E+01
 3.400E+02, 2.000E+02,-1.146E+02,-3.344E+00,-7.020E+01, 7.520E-01, 5.619E-02, 0.000E+00, 2.121E-01, 1.268E+01, 3.999E-03, 3.999E-03,-5.141E+01
 3.500E+02, 1.999E+02,-1.150E+02,-4.643E+00,-6.984E+01, 7.507E-01,-6.524E-02, 0.000E+00,-2.455E-01, 1.106E+01, 3.999E-03, 3.999E-03,-5.795E+01
 3.600E+02, 2.000E+02,-1.154E+02,-1.960E+00,-6.959E+01, 7.411E-01, 2.222E-02, 0.000E+00, 3.950E-02, 1.388E+01, 3.999E-03, 3.999E-03,-5.690E+01
