s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+02, 0.000E+00,-5.089E-04, 1.749E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.071E-04, 0.000E+00, 0.000E+00,-8.501E-01
-5.699E+02, 0.000E+00, 4.731E-03,-1.784E-01, 8.864E-04, 0.000E+00,-7.435E-02, 0.000E+00,-2.605E-01,-2.471E-01, 0.000E+00, 0.000E+00,-2.164E+01
-5.400E+02, 0.000E+00, 4.972E-03, 6.677E-03, 1.058E-03, 0.000E+00,-1.834E-05, 0.000E+00, 5.395E-05, 1.269E-02, 0.000E+00, 0.000E+00,-2.163E+01
-5.099E+02, 0.000E+00, 5.255E-03, 6.068E-03, 1.198E-03, 0.000E+00,-5.967E-05, 0.000E+00,-2.165E-05, 1.246E-02, 0.000E+00, 0.000E+00,-2.163E+01
-4.800E+02, 0.000E+00, 5.514E-03, 5.861E-03, 1.253E-03, 0.000E+00,-2.098E-05, 0.000E+00,-1.479E-04, 1.261E-02, 0.000E+00, 0.000E+00,-2.165E+01
-4.499E+02, 0.000E+00, 5.758E-03, 5.906E-03, 1.191E-03, 0.000E+00, 8.358E-05, 0.000E+00, 2.742E-04, 1.294E-02, 0.000E+00, 0.000E+00,-2.162E+01
-4.200E+02, 0.000E+00, 5.986E-03, 5.372E-03, 1.158E-03, 0.000E+00, 5.842E-05, 0.000E+00, 2.444E-04, 1.257E-02, 0.000E+00, 0.000E+00,-2.161E+01
-3.899E+02, 0.000E+00, 6.187E-03, 4.255E-03, 1.286E-03, 0.000E+00,-1.600E-04, 0.000E+00,-6.172E-04, 1.157E-02, 0.000E+00, 0.000E+00,-2.165E+01
-3.599E+02, 0.000E+00, 6.369E-03, 4.106E-03, 1.362E-03, 0.000E+00,-6.222E-05, 0.000E+00,-2.186E-04, 1.177E-02, 0.000E+00, 0.000E+00,-2.167E+01
-3.300E+02, 0.000E+00, 6.536E-03, 4.660E-03, 1.423E-03, 0.000E+00, 2.681E-04, 0.000E+00, 6.327E-04, 1.289E-02, 0.000E+00, 0.000E+00,-2.162E+01
-2.999E+02, 0.000E+00, 6.677E-03, 2.956E-03, 1.440E-03, 0.000E+00,-1.987E-04, 0.000E+00,-1.011E-04, 1.087E-02, 0.000E+00, 0.000E+00,-2.163E+01
-2.700E+02, 0.000E+00, 6.763E-03, 2.803E-03, 1.418E-03, 0.000E+00, 3.124E-05, 0.000E+00,-3.455E-05, 1.102E-02, 0.000E+00, 0.000E+00,-2.163E+01
-2.399E+02, 0.000E+00, 6.810E-03, 2.629E-03, 1.381E-03, 0.000E+00, 7.423E-05, 0.000E+00, 4.830E-05, 1.089E-02, 0.000E+00, 0.000E+00,-2.163E+01
-2.100E+02, 0.000E+00, 6.835E-03, 2.224E-03, 1.342E-03, 0.000E+00, 1.435E-05, 0.000E+00, 1.323E-04, 1.042E-02, 0.000E+00, 0.000E+00,-2.162E+01
-1.799E+02, 0.000E+00, 6.868E-03, 2.131E-03, 1.272E-03, 0.000E+00,-8.339E-05, 0.000E+00,-2.744E-04, 1.019E-02, 0.000E+00, 0.000E+00,-2.164E+01
-1.500E+02, 0.000E+00, 6.920E-03, 2.186E-03, 1.290E-03, 0.000E+00,-5.112E-05, 0.000E+00,-2.178E-04, 1.034E-02, 0.000E+00, 0.000E+00,-2.166E+01
