s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-1.000E+02, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 3.156E-02, 2.594E+01, 2.597E+01, 2.595E+01, 2.595E+01, 2.593E+01, 2.601E+01, 2.596E+01, 2.594E+01,-7.803E+01, 2.095E-01, 3.901E-04, 0.000E+00
 1.000E+02, 9.871E+01, 9.933E+01, 1.053E+02, 1.499E+02, 4.095E+01, 1.075E+02, 1.500E+02, 4.051E+01, 7.673E+00, 2.085E-01, 9.530E-04, 1.641E+02
 2.000E+02, 1.187E+02, 1.220E+02, 1.278E+02, 1.742E+02, 5.398E+01, 1.355E+02, 1.769E+02, 5.355E+01,-4.610E+01, 2.036E-01, 3.700E-03, 1.975E+02
 3.000E+02, 1.236E+02, 1.268E+02, 1.331E+02, 1.796E+02, 5.809E+01, 1.397E+02, 1.833E+02, 5.723E+01,-6.180E+01, 1.960E-01, 7.925E-03, 1.981E+02
 4.000E+02, 1.266E+02, 1.314E+02, 1.385E+02, 1.820E+02, 5.929E+01, 1.453E+02, 1.902E+02, 5.856E+01,-6.241E+01, 1.875E-01, 1.267E-02, 1.978E+02
 5.000E+02, 1.306E+02, 1.342E+02, 1.411E+02, 1.892E+02, 6.138E+01, 1.505E+02, 1.914E+02, 6.073E+01,-6.217E+01, 1.787E-01, 1.761E-02, 1.980E+02
 6.000E+02, 1.313E+02, 1.370E+02, 1.429E+02, 1.879E+02, 6.292E+01, 1.525E+02, 1.960E+02, 6.263E+01,-6.074E+01, 1.711E-01, 2.183E-02, 1.978E+02
 7.000E+02, 1.356E+02, 1.404E+02, 1.485E+02, 1.946E+02, 6.372E+01, 1.579E+02, 1.995E+02, 6.392E+01,-6.096E+01, 1.645E-01, 2.555E-02, 1.975E+02
 8.000E+02, 1.405E+02, 1.421E+02, 1.539E+02, 2.010E+02, 6.668E+01, 1.594E+02, 2.019E+02, 6.499E+01,-5.883E+01, 1.588E-01, 2.872E-02, 1.979E+02
 9.000E+02, 1.421E+02, 1.449E+02, 1.554E+02, 2.027E+02, 6.809E+01, 1.621E+02, 2.055E+02, 6.699E+01,-5.868E+01, 1.543E-01, 3.121E-02, 1.977E+02
 1.000E+03, 1.444E+02, 1.493E+02, 1.567E+02, 2.071E+02, 6.948E+01, 1.681E+02, 2.111E+02, 6.862E+01,-5.827E+01, 1.507E-01, 3.325E-02, 1.976E+02
 1.100E+03, 1.476E+02, 1.508E+02, 1.614E+02, 2.089E+02, 7.245E+01, 1.661E+02, 2.138E+02, 7.246E+01,-5.812E+01, 1.479E-01, 3.481E-02, 1.981E+02
 1.200E+03, 1.489E+02, 1.548E+02, 1.617E+02, 2.110E+02, 7.389E+01, 1.733E+02, 2.189E+02, 7.223E+01,-5.736E+01, 1.455E-01, 3.613E-02, 1.975E+02
 1.300E+03, 1.523E+02, 1.565E+02, 1.651E+02, 2.158E+02, 7.605E+01, 1.762E+02, 2.186E+02, 7.472E+01,-5.814E+01, 1.437E-01, 3.712E-02, 1.977E+02
 1.400E+03, 1.543E+02, 1.561E+02, 1.689E+02, 2.161E+02, 7.799E+01, 1.741E+02, 2.177E+02, 7.643E+01,-5.802E+01, 1.425E-01, 3.780E-02, 1.978E+02
 1.500E+03, 1.572E+02, 1.598E+02, 1.693E+02, 2.218E+02, 8.049E+01, 1.802E+02, 2.215E+02, 7.781E+01,-5.763E+01, 1.416E-01, 3.831E-02, 1.976E+02
 1.600E+03, 1.583E+02, 1.607E+02, 1.728E+02, 2.202E+02, 8.193E+01, 1.806E+02, 2.221E+02, 7.937E+01,-5.795E+01, 1.411E-01, 3.861E-02, 1.978E+02
 1.700E+03, 1.598E+02, 1.627E+02, 1.720E+02, 2.238E+02, 8.366E+01, 1.825E+02, 2.248E+02, 8.090E+01,-5.794E+01, 1.407E-01, 3.880E-02, 1.975E+02
 1.800E+03, 1.598E+02, 1.651E+02, 1.735E+02, 2.211E+02, 8.482E+01, 1.838E+02, 2.293E+02, 8.222E+01,-5.794E+01, 1.408E-01, 3.878E-02, 1.978E+02
 1.900E+03, 1.630E+02, 1.673E+02, 1.759E+02, 2.269E+02, 8.620E+01, 1.871E+02, 2.294E+02, 8.551E+01,-5.848E+01, 1.407E-01, 3.880E-02, 1.977E+02
 2.000E+03, 1.646E+02, 1.704E+02, 1.759E+02, 2.302E+02, 8.779E+01, 1.892E+02, 2.343E+02, 8.787E+01,-5.851E+01, 1.408E-01, 3.874E-02, 1.979E+02
