s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-7.363E-04, 1.332E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.350E-04, 0.000E+00, 0.000E+00,-8.286E-01
-3.700E+02, 0.000E+00, 1.145E-01,-4.272E+00, 9.083E-02, 0.000E+00,-1.580E+00, 0.000E+00,-5.491E+00,-5.647E+00, 0.000E+00, 0.000E+00,-4.400E+02
-3.400E+02, 0.000E+00, 8.387E-02,-2.920E-01, 8.962E-02, 0.000E+00,-3.738E-03, 0.000E+00,-1.363E-02,-1.222E-01, 0.000E+00, 0.000E+00,-4.411E+02
-3.100E+02, 0.000E+00, 6.009E-02,-2.133E-01, 6.735E-02, 0.000E+00,-1.789E-03, 0.000E+00,-4.107E-03,-8.763E-02, 0.000E+00, 0.000E+00,-4.414E+02
-2.800E+02, 0.000E+00, 4.259E-02,-1.531E-01, 4.822E-02, 0.000E+00, 5.397E-04, 0.000E+00, 9.404E-04,-6.175E-02, 0.000E+00, 0.000E+00,-4.413E+02
-2.500E+02, 0.000E+00, 3.035E-02,-1.173E-01, 3.449E-02, 0.000E+00,-2.688E-03, 0.000E+00,-1.021E-02,-5.512E-02, 0.000E+00, 0.000E+00,-4.422E+02
-2.200E+02, 0.000E+00, 2.163E-02,-8.214E-02, 2.652E-02, 0.000E+00,-1.300E-04, 0.000E+00, 8.261E-04,-3.412E-02, 0.000E+00, 0.000E+00,-4.421E+02
-1.900E+02, 0.000E+00, 1.506E-02,-5.665E-02, 1.887E-02, 0.000E+00, 1.445E-03, 0.000E+00, 3.822E-03,-2.127E-02, 0.000E+00, 0.000E+00,-4.418E+02
-1.600E+02, 0.000E+00, 1.052E-02,-4.513E-02, 1.443E-02, 0.000E+00,-8.464E-05, 0.000E+00, 3.528E-04,-2.026E-02, 0.000E+00, 0.000E+00,-4.418E+02
-1.300E+02, 0.000E+00, 7.126E-03,-3.471E-02, 1.053E-02, 0.000E+00,-4.943E-04, 0.000E+00,-1.743E-03,-1.755E-02, 0.000E+00, 0.000E+00,-4.419E+02
-9.999E+01, 0.000E+00, 4.782E-03,-2.466E-02, 7.527E-03, 0.000E+00, 6.853E-06, 0.000E+00, 2.115E-04,-1.234E-02, 0.000E+00, 0.000E+00,-4.419E+02
-6.999E+01, 0.000E+00, 3.078E-03,-2.085E-02, 5.862E-03, 0.000E+00,-9.572E-04, 0.000E+00,-3.429E-03,-1.287E-02, 0.000E+00, 0.000E+00,-4.422E+02
-3.999E+01, 0.000E+00, 1.847E-03,-9.167E-03, 4.475E-03, 0.000E+00, 1.938E-03, 0.000E+00, 6.864E-03,-9.075E-04, 0.000E+00, 0.000E+00,-4.416E+02
-9.970E+00, 0.000E+00, 1.054E-03,-1.798E-02, 3.550E-03, 0.000E+00,-2.755E-03, 0.000E+00,-1.066E-02,-1.613E-02, 0.000E+00, 0.000E+00,-4.425E+02
 2.001E+01, 5.168E+01,-8.775E+00,-3.502E+01,-4.018E+00, 2.545E-01, 1.294E+00, 0.000E+00, 4.521E+00, 5.413E+00, 1.114E-03, 1.114E-03,-8.153E+01
 5.001E+01, 2.272E+02,-5.043E+01,-1.296E+02,-3.744E+01, 1.005E+00,-6.627E-02, 0.000E+00,-2.605E-01, 1.070E+01, 4.722E-03, 4.722E-03,-1.023E+02
 8.002E+01, 2.436E+02,-8.034E+01,-7.926E+01,-6.728E+01, 1.013E+00,-4.007E-01, 0.000E+00,-1.422E+00, 1.732E+01, 4.999E-03, 4.999E-03,-2.159E+02
 1.100E+02, 2.453E+02,-9.751E+01,-3.691E+01,-8.513E+01, 9.466E-01,-4.384E-01, 0.000E+00,-1.563E+00, 2.626E+01, 4.999E-03, 4.999E-03,-3.408E+02
 1.400E+02, 2.457E+02,-1.054E+02,-1.895E+01,-9.066E+01, 8.888E-01,-2.128E-01, 0.000E+00,-7.406E-01, 3.146E+01, 4.999E-03, 4.999E-03,-3.999E+02
 1.700E+02, 2.458E+02,-1.095E+02,-1.284E+01,-9.040E+01, 8.491E-01, 6.780E-02, 0.000E+00, 2.169E-01, 3.397E+01, 4.999E-03, 4.999E-03,-3.826E+02
 2.000E+02, 2.464E+02,-1.126E+02,-1.032E+01,-9.086E+01, 8.228E-01,-2.951E-02, 0.000E+00,-1.114E-01, 3.337E+01, 4.999E-03, 4.999E-03,-3.915E+02
 2.300E+02, 2.462E+02,-1.142E+02,-7.588E+00,-8.993E+01, 7.989E-01, 3.198E-03, 0.000E+00,-1.501E-02, 3.527E+01, 4.999E-03, 4.999E-03,-3.927E+02
 2.600E+02, 2.460E+02,-1.154E+02,-9.197E+00,-8.911E+01, 7.892E-01, 3.857E-02, 0.000E+00, 1.323E-01, 3.315E+01, 4.999E-03, 4.999E-03,-3.821E+02
 2.900E+02, 2.458E+02,-1.165E+02,-7.939E+00,-8.840E+01, 7.769E-01,-1.882E-02, 0.000E+00,-9.814E-02, 3.371E+01, 4.999E-03, 4.999E-03,-3.900E+02
 3.200E+02, 2.465E+02,-1.176E+02,-6.049E+00,-8.817E+01, 7.693E-01, 8.192E-02, 0.000E+00, 2.545E-01, 3.554E+01, 4.999E-03, 4.999E-03,-3.696E+02
 3.500E+02, 2.460E+02,-1.178E+02,-7.013E+00,-8.678E+01, 7.665E-01,-9.426E-03, 0.000E+00,-5.355E-02, 3.516E+01, 4.999E-03, 4.999E-03,-3.739E+02
 3.800E+02, 2.462E+02,-1.194E+02,-7.590E+00,-8.704E+01, 7.554E-01, 4.192E-02, 0.000E+00, 1.200E-01, 3.293E+01, 4.999E-03, 4.999E-03,-3.643E+02
