s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-5.757E-04, 9.633E-07,-9.653E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.844E-04, 0.000E+00, 0.000E+00,-8.656E-01
-4.998E+01, 0.000E+00,-4.448E-06,-4.274E-02,-7.107E-07, 0.000E+00,-1.711E-02, 0.000E+00,-5.517E-02,-5.986E-02, 0.000E+00, 0.000E+00,-2.332E+00
-3.996E+01, 0.000E+00, 3.866E-06, 6.468E-02, 1.577E-07,-4.509E-21, 2.588E-02, 0.000E+00, 7.385E-02, 9.056E-02, 0.000E+00, 0.000E+00,-3.693E-01
-2.994E+01, 0.000E+00,-1.247E-05,-1.723E-02,-3.209E-06, 0.000E+00,-6.896E-03, 0.000E+00,-4.983E-05,-2.414E-02, 0.000E+00, 0.000E+00,-3.706E-01
-1.992E+01, 0.000E+00, 9.030E-06,-3.215E-02, 3.634E-07, 0.000E+00,-1.285E-02, 0.000E+00,-6.314E-02,-4.499E-02, 0.000E+00, 0.000E+00,-2.048E+00
-9.896E+00, 0.000E+00,-5.078E-06, 6.463E-02,-1.004E-06, 0.000E+00, 2.585E-02, 0.000E+00, 9.203E-02, 9.047E-02, 0.000E+00, 0.000E+00, 3.971E-01
 1.301E-02, 2.639E-04,-7.514E-06,-4.741E-02,-2.178E-06, 5.194E-06,-1.891E-02, 0.000E+00,-4.882E-02,-6.606E-02, 2.247E-08, 2.247E-08,-8.859E-01
 1.001E+01, 4.999E+01,-8.428E+00,-3.729E+01,-2.263E+00, 2.245E-01, 8.194E-01, 0.000E+00, 2.926E+00, 3.048E+00, 1.007E-03, 1.007E-03, 7.670E+01
 2.001E+01, 1.488E+02,-2.523E+01,-1.052E+02,-1.248E+01, 6.381E-01, 2.261E+00, 0.000E+00, 7.889E+00, 8.775E+00, 3.004E-03, 3.004E-03, 2.858E+02
 3.001E+01, 2.478E+02,-4.446E+01,-1.663E+02,-2.763E+01, 1.010E+00, 2.958E+00, 0.000E+00, 1.038E+01, 1.339E+01, 5.002E-03, 5.002E-03, 5.611E+02
 4.001E+01, 2.995E+02,-5.993E+01,-1.939E+02,-4.249E+01, 1.177E+00,-6.916E-01, 0.000E+00,-2.464E+00, 3.656E+00, 5.999E-03, 5.999E-03, 4.957E+02
 5.001E+01, 3.004E+02,-7.031E+01,-1.713E+02,-5.575E+01, 1.180E+00,-1.207E+00, 0.000E+00,-4.197E+00, 3.049E+00, 5.999E-03, 5.999E-03, 3.844E+02
 6.000E+01, 2.991E+02,-8.201E+01,-1.451E+02,-6.886E+01, 1.175E+00,-1.293E+00, 0.000E+00,-4.537E+00, 2.961E+00, 5.999E-03, 5.999E-03, 2.642E+02
 7.001E+01, 2.992E+02,-9.469E+01,-1.204E+02,-8.086E+01, 1.174E+00,-1.024E+00, 0.000E+00,-3.612E+00, 3.415E+00, 5.999E-03, 5.999E-03, 1.683E+02
 8.000E+01, 2.997E+02,-1.072E+02,-9.748E+01,-9.170E+01, 1.162E+00,-6.223E-01, 0.000E+00,-2.146E+00, 3.822E+00, 5.999E-03, 5.999E-03, 1.115E+02
 9.001E+01, 3.011E+02,-1.195E+02,-7.803E+01,-1.001E+02, 1.169E+00,-1.478E-01, 0.000E+00,-5.477E-01, 4.496E+00, 5.999E-03, 5.999E-03, 9.693E+01
 1.000E+02, 2.996E+02,-1.296E+02,-6.166E+01,-1.071E+02, 1.170E+00,-6.625E-01, 0.000E+00,-2.309E+00, 1.705E+00, 5.999E-03, 5.999E-03, 3.569E+01
 1.100E+02, 2.986E+02,-1.385E+02,-4.554E+01,-1.129E+02, 1.166E+00,-8.356E-02, 0.000E+00,-3.225E-01, 2.791E+00, 5.999E-03, 5.999E-03, 2.714E+01
 1.200E+02, 3.010E+02,-1.462E+02,-3.659E+01,-1.164E+02, 1.168E+00, 1.784E-01, 0.000E+00, 6.471E-01, 3.205E+00, 5.999E-03, 5.999E-03, 4.429E+01
 1.300E+02, 2.997E+02,-1.518E+02,-2.880E+01,-1.189E+02, 1.161E+00,-3.831E-01, 0.000E+00,-1.361E+00, 8.320E-01, 5.999E-03, 5.999E-03, 8.214E+00
 1.400E+02, 3.004E+02,-1.567E+02,-2.252E+01,-1.202E+02, 1.168E+00, 9.623E-02, 0.000E+00, 3.434E-01, 2.215E+00, 5.999E-03, 5.999E-03, 1.732E+01
 1.500E+02, 2.988E+02,-1.603E+02,-1.750E+01,-1.208E+02, 1.166E+00,-1.288E-01, 0.000E+00,-5.145E-01, 1.216E+00, 5.999E-03, 5.999E-03, 3.669E+00
 1.600E+02, 2.995E+02,-1.638E+02,-1.375E+01,-1.218E+02, 1.159E+00,-9.371E-02, 0.000E+00,-2.712E-01, 1.297E+00, 5.999E-03, 5.999E-03,-3.518E+00
 1.700E+02, 3.010E+02,-1.666E+02,-1.178E+01,-1.220E+02, 1.159E+00, 1.476E-01, 0.000E+00, 5.295E-01, 2.005E+00, 5.999E-03, 5.999E-03, 1.053E+01
 1.800E+02, 3.002E+02,-1.682E+02,-1.160E+01,-1.200E+02, 1.150E+00, 2.118E-02, 0.000E+00, 2.968E-02, 1.667E+00, 5.999E-03, 5.999E-03, 1.131E+01
 1.900E+02, 2.985E+02,-1.699E+02,-8.452E+00,-1.203E+02, 1.161E+00,-1.297E-01, 0.000E+00,-4.263E-01, 9.417E-01, 5.999E-03, 5.999E-03, 1.255E-02
 2.000E+02, 3.005E+02,-1.714E+02,-8.634E+00,-1.197E+02, 1.153E+00, 2.076E-01, 0.000E+00, 7.102E-01, 2.200E+00, 5.999E-03, 5.999E-03, 1.885E+01
 2.100E+02, 3.001E+02,-1.725E+02,-9.168E+00,-1.184E+02, 1.151E+00,-1.325E-01, 0.000E+00,-4.991E-01, 1.088E+00, 5.999E-03, 5.999E-03, 5.618E+00
 2.200E+02, 2.993E+02,-1.737E+02,-6.241E+00,-1.190E+02, 1.147E+00,-1.190E-02, 0.000E+00,-5.856E-02, 1.427E+00, 5.999E-03, 5.999E-03, 4.065E+00
 2.300E+02, 2.997E+02,-1.747E+02,-5.986E+00,-1.182E+02, 1.151E+00, 2.333E-01, 0.000E+00, 8.228E-01, 2.217E+00, 5.999E-03, 5.999E-03, 2.588E+01
 2.400E+02, 3.003E+02,-1.756E+02,-7.365E+00,-1.176E+02, 1.144E+00,-2.658E-01, 0.000E+00,-9.062E-01, 5.843E-01, 5.999E-03, 5.999E-03, 1.827E+00
 2.500E+02, 2.997E+02,-1.764E+02,-6.329E+00,-1.171E+02, 1.141E+00,-8.790E-02, 0.000E+00,-3.170E-01, 1.023E+00, 5.999E-03, 5.999E-03,-6.570E+00
 2.600E+02, 3.002E+02,-1.775E+02,-6.959E+00,-1.154E+02, 1.158E+00, 5.215E-02, 0.000E+00, 1.824E-01, 1.596E+00, 5.999E-03, 5.999E-03,-1.733E+00
