s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-6.490E-04,-4.920E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.494E-04, 0.000E+00, 0.000E+00,-8.501E-01
-4.998E+01, 0.000E+00, 1.766E-02,-2.104E+00, 7.221E-03, 0.000E+00,-8.305E-01, 0.000E+00,-2.906E+00,-2.909E+00, 0.000E+00, 0.000E+00,-7.824E+01
-3.991E+01, 0.000E+00, 1.664E-02,-3.461E-02, 7.846E-03, 0.000E+00,-2.377E-03, 0.000E+00,-7.439E-03,-1.251E-02, 0.000E+00, 0.000E+00,-7.844E+01
-2.996E+01, 0.000E+00, 1.591E-02,-2.336E-02, 8.169E-03, 0.000E+00, 2.553E-03, 0.000E+00, 4.631E-03, 3.269E-03, 0.000E+00, 0.000E+00,-7.831E+01
-1.997E+01, 0.000E+00, 1.521E-02,-3.616E-02, 8.516E-03,-7.317E-19,-2.834E-03, 0.000E+00,-5.671E-03,-1.527E-02, 0.000E+00, 0.000E+00,-7.846E+01
-9.977E+00, 0.000E+00, 1.455E-02,-2.866E-02, 8.937E-03, 0.000E+00, 1.231E-04, 0.000E+00, 2.109E-04,-5.044E-03, 0.000E+00, 0.000E+00,-7.846E+01
 1.544E-02, 2.857E-04, 1.391E-02,-2.796E-02, 9.558E-03, 6.284E-06, 2.499E-04, 0.000E+00, 5.143E-04,-3.946E-03, 2.640E-08, 2.640E-08,-7.844E+01
 1.002E+01, 3.294E+01,-5.195E+00,-2.424E+01,-1.450E+00, 1.543E-01, 7.869E-01, 0.000E+00, 2.748E+00, 2.989E+00, 6.721E-04, 6.721E-04,-5.415E+00
 2.002E+01, 9.929E+01,-1.663E+01,-7.239E+01,-8.711E+00, 4.430E-01, 2.544E-01, 0.000E+00, 8.908E-01, 2.260E+00, 2.004E-03, 2.004E-03, 1.826E+01
 3.000E+01, 1.656E+02,-2.983E+01,-1.125E+02,-1.893E+01, 7.077E-01, 5.085E-01, 0.000E+00, 1.759E+00, 5.551E+00, 3.336E-03, 3.336E-03, 6.494E+01
 4.002E+01, 2.001E+02,-4.091E+01,-1.236E+02,-3.071E+01, 8.374E-01,-1.140E-01, 0.000E+00,-3.778E-01, 5.606E+00, 3.999E-03, 3.999E-03, 5.489E+01
 5.001E+01, 1.995E+02,-4.821E+01,-1.058E+02,-3.968E+01, 8.358E-01,-3.052E-01, 0.000E+00,-1.060E+00, 6.345E+00, 3.999E-03, 3.999E-03, 2.675E+01
 6.002E+01, 2.005E+02,-5.605E+01,-9.254E+01,-4.734E+01, 8.354E-01, 6.109E-03, 0.000E+00,-1.997E-02, 5.363E+00, 3.999E-03, 3.999E-03, 2.622E+01
 7.001E+01, 1.998E+02,-6.370E+01,-7.615E+01,-5.433E+01, 8.392E-01,-2.913E-01, 0.000E+00,-1.039E+00, 6.129E+00, 3.999E-03, 3.999E-03,-1.358E+00
 8.001E+01, 1.998E+02,-7.071E+01,-6.116E+01,-6.001E+01, 8.359E-01, 6.048E-02, 0.000E+00, 2.073E-01, 8.796E+00, 3.999E-03, 3.999E-03, 4.146E+00
 9.001E+01, 2.005E+02,-7.720E+01,-5.151E+01,-6.514E+01, 8.238E-01,-1.036E-01, 0.000E+00,-3.400E-01, 7.346E+00, 3.999E-03, 3.999E-03,-4.892E+00
