s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-6.768E-04, 1.357E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.755E-04, 0.000E+00, 0.000E+00,-8.439E-01
-3.700E+02, 0.000E+00, 3.748E-02,-1.558E+00, 2.240E-02,-3.814E-19,-5.909E-01, 0.000E+00,-2.068E+00,-2.089E+00, 0.000E+00, 0.000E+00,-1.661E+02
-3.400E+02, 0.000E+00, 3.064E-02,-8.141E-02, 2.531E-02,-4.368E-19,-5.292E-04, 0.000E+00,-2.540E-03,-2.599E-02, 0.000E+00, 0.000E+00,-1.663E+02
-3.100E+02, 0.000E+00, 2.489E-02,-6.860E-02, 2.291E-02,-7.298E-19,-1.531E-04, 0.000E+00, 1.208E-04,-2.095E-02, 0.000E+00, 0.000E+00,-1.663E+02
-2.800E+02, 0.000E+00, 2.011E-02,-5.816E-02, 1.900E-02,-2.975E-19,-1.901E-04, 0.000E+00,-1.498E-03,-1.925E-02, 0.000E+00, 0.000E+00,-1.664E+02
-2.500E+02, 0.000E+00, 1.619E-02,-4.871E-02, 1.562E-02,-5.609E-19,-5.018E-04, 0.000E+00,-1.035E-03,-1.739E-02, 0.000E+00, 0.000E+00,-1.665E+02
-2.200E+02, 0.000E+00, 1.301E-02,-3.808E-02, 1.275E-02,-5.158E-19, 6.082E-04, 0.000E+00, 1.629E-03,-1.171E-02, 0.000E+00, 0.000E+00,-1.663E+02
-1.900E+02, 0.000E+00, 1.039E-02,-3.482E-02, 1.091E-02,-2.606E-19,-7.884E-04, 0.000E+00,-2.254E-03,-1.431E-02, 0.000E+00, 0.000E+00,-1.665E+02
-1.600E+02, 0.000E+00, 8.292E-03,-2.632E-02, 9.344E-03, 0.000E+00, 7.878E-05, 0.000E+00, 3.182E-04,-8.607E-03, 0.000E+00, 0.000E+00,-1.665E+02
-1.300E+02, 0.000E+00, 6.639E-03,-2.063E-02, 7.925E-03,-3.290E-19, 5.395E-04, 0.000E+00, 1.337E-03,-5.523E-03, 0.000E+00, 0.000E+00,-1.664E+02
