s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-6.000E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
-4.998E+01, 2.797E+01, 2.797E+01, 2.797E+01, 2.796E+01, 2.797E+01, 2.797E+01, 2.796E+01, 2.797E+01,-6.350E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.996E+01, 2.795E+01, 2.796E+01, 2.795E+01, 2.795E+01, 2.794E+01, 2.797E+01, 2.795E+01, 2.796E+01,-6.313E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.995E+01, 2.794E+01, 2.796E+01, 2.795E+01, 2.794E+01, 2.794E+01, 2.799E+01, 2.795E+01, 2.795E+01,-6.309E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.995E+01, 2.794E+01, 2.797E+01, 2.795E+01, 2.794E+01, 2.794E+01, 2.799E+01, 2.795E+01, 2.795E+01,-6.310E+01, 2.095E-01, 3.901E-04, 0.000E+00
-9.939E+00, 2.794E+01, 2.797E+01, 2.795E+01, 2.794E+01, 2.795E+01, 2.800E+01, 2.796E+01, 2.795E+01,-6.312E+01, 2.095E-01, 3.901E-04, 0.000E+00
 6.782E-02, 2.794E+01, 2.797E+01, 2.795E+01, 2.794E+01, 2.794E+01, 2.800E+01, 2.796E+01, 2.795E+01,-6.321E+01, 2.095E-01, 3.901E-04, 1.004E-03
 1.001E+01, 2.890E+01, 2.932E+01, 2.846E+01, 3.027E+01, 2.797E+01, 2.887E+01, 3.110E+01, 2.798E+01,-2.608E+01, 2.095E-01, 3.901E-04, 3.362E+01
 2.002E+01, 3.353E+01, 3.455E+01, 3.033E+01, 4.189E+01, 2.837E+01, 3.118E+01, 4.450E+01, 2.798E+01, 5.462E+00, 2.095E-01, 3.901E-04, 9.944E+01
 3.001E+01, 4.267E+01, 4.390E+01, 3.314E+01, 6.589E+01, 2.900E+01, 3.492E+01, 6.886E+01, 2.791E+01, 3.959E+01, 2.095E-01, 3.901E-04, 1.642E+02
 4.002E+01, 5.443E+01, 5.413E+01, 3.937E+01, 9.290E+01, 3.102E+01, 4.063E+01, 9.320E+01, 2.857E+01, 5.495E+01, 2.094E-01, 4.599E-04, 2.015E+02
 5.001E+01, 6.542E+01, 6.610E+01, 4.746E+01, 1.157E+02, 3.311E+01, 4.969E+01, 1.169E+02, 3.172E+01, 3.012E+01, 2.089E-01, 7.580E-04, 1.995E+02
 6.001E+01, 7.515E+01, 7.607E+01, 5.803E+01, 1.321E+02, 3.530E+01, 6.063E+01, 1.333E+02, 3.431E+01, 1.613E+01, 2.084E-01, 1.051E-03, 2.005E+02
 7.001E+01, 8.363E+01, 8.456E+01, 6.983E+01, 1.438E+02, 3.729E+01, 7.156E+01, 1.456E+02, 3.654E+01, 9.301E+00, 2.079E-01, 1.282E-03, 1.992E+02
 8.001E+01, 9.056E+01, 9.225E+01, 7.998E+01, 1.524E+02, 3.929E+01, 8.171E+01, 1.553E+02, 3.977E+01, 3.067E+00, 2.072E-01, 1.703E-03, 2.002E+02
 9.000E+01, 9.721E+01, 9.846E+01, 8.818E+01, 1.609E+02, 4.251E+01, 9.092E+01, 1.624E+02, 4.208E+01,-5.978E+00, 2.069E-01, 1.864E-03, 1.998E+02
 1.000E+02, 1.027E+02, 1.036E+02, 9.688E+01, 1.665E+02, 4.468E+01, 9.842E+01, 1.680E+02, 4.430E+01,-9.776E+00, 2.062E-01, 2.268E-03, 2.005E+02
 1.100E+02, 1.053E+02, 1.080E+02, 1.033E+02, 1.665E+02, 4.608E+01, 1.047E+02, 1.726E+02, 4.671E+01,-1.755E+01, 2.057E-01, 2.534E-03, 1.995E+02
 1.200E+02, 1.100E+02, 1.108E+02, 1.076E+02, 1.733E+02, 4.905E+01, 1.103E+02, 1.739E+02, 4.820E+01,-2.088E+01, 2.053E-01, 2.765E-03, 1.994E+02
 1.300E+02, 1.120E+02, 1.141E+02, 1.116E+02, 1.742E+02, 5.015E+01, 1.129E+02, 1.798E+02, 4.955E+01,-2.547E+01, 2.045E-01, 3.233E-03, 1.994E+02
 1.400E+02, 1.149E+02, 1.158E+02, 1.162E+02, 1.765E+02, 5.210E+01, 1.168E+02, 1.791E+02, 5.139E+01,-3.087E+01, 2.038E-01, 3.612E-03, 2.004E+02
 1.500E+02, 1.168E+02, 1.181E+02, 1.183E+02, 1.797E+02, 5.226E+01, 1.202E+02, 1.809E+02, 5.301E+01,-3.830E+01, 2.030E-01, 4.070E-03, 2.002E+02
 1.600E+02, 1.181E+02, 1.203E+02, 1.206E+02, 1.802E+02, 5.348E+01, 1.222E+02, 1.852E+02, 5.347E+01,-4.026E+01, 2.025E-01, 4.302E-03, 1.994E+02
 1.700E+02, 1.194E+02, 1.211E+02, 1.226E+02, 1.808E+02, 5.469E+01, 1.253E+02, 1.837E+02, 5.424E+01,-3.884E+01, 2.019E-01, 4.685E-03, 2.001E+02
 1.800E+02, 1.199E+02, 1.215E+02, 1.251E+02, 1.787E+02, 5.576E+01, 1.273E+02, 1.822E+02, 5.518E+01,-4.063E+01, 2.011E-01, 5.121E-03, 2.003E+02
 1.900E+02, 1.208E+02, 1.246E+02, 1.264E+02, 1.800E+02, 5.596E+01, 1.293E+02, 1.885E+02, 5.592E+01,-4.188E+01, 2.003E-01, 5.546E-03, 2.005E+02
 2.000E+02, 1.216E+02, 1.248E+02, 1.286E+02, 1.792E+02, 5.702E+01, 1.304E+02, 1.874E+02, 5.673E+01,-4.309E+01, 1.995E-01, 6.015E-03, 1.999E+02
 2.100E+02, 1.229E+02, 1.246E+02, 1.291E+02, 1.814E+02, 5.828E+01, 1.322E+02, 1.840E+02, 5.743E+01,-4.447E+01, 1.989E-01, 6.360E-03, 1.988E+02
 2.200E+02, 1.234E+02, 1.267E+02, 1.301E+02, 1.826E+02, 5.757E+01, 1.340E+02, 1.878E+02, 5.828E+01,-4.937E+01, 1.980E-01, 6.858E-03, 1.999E+02
 2.300E+02, 1.238E+02, 1.278E+02, 1.285E+02, 1.844E+02, 5.842E+01, 1.348E+02, 1.898E+02, 5.891E+01,-4.810E+01, 1.971E-01, 7.339E-03, 2.002E+02
 2.400E+02, 1.238E+02, 1.275E+02, 1.293E+02, 1.824E+02, 5.977E+01, 1.333E+02, 1.910E+02, 5.821E+01,-4.969E+01, 1.961E-01, 7.926E-03, 2.004E+02
 2.500E+02, 1.249E+02, 1.283E+02, 1.304E+02, 1.852E+02, 5.900E+01, 1.363E+02, 1.900E+02, 5.875E+01,-5.255E+01, 1.954E-01, 8.301E-03, 1.999E+02
 2.600E+02, 1.266E+02, 1.279E+02, 1.329E+02, 1.864E+02, 6.049E+01, 1.331E+02, 1.915E+02, 5.916E+01,-4.732E+01, 1.946E-01, 8.728E-03, 1.995E+02
 2.700E+02, 1.269E+02, 1.276E+02, 1.337E+02, 1.868E+02, 6.014E+01, 1.333E+02, 1.890E+02, 6.048E+01,-5.157E+01, 1.933E-01, 9.462E-03, 2.010E+02
 2.800E+02, 1.262E+02, 1.292E+02, 1.339E+02, 1.843E+02, 6.050E+01, 1.339E+02, 1.933E+02, 6.027E+01,-4.977E+01, 1.929E-01, 9.680E-03, 1.993E+02
 2.900E+02, 1.282E+02, 1.285E+02, 1.351E+02, 1.879E+02, 6.158E+01, 1.341E+02, 1.911E+02, 6.033E+01,-4.860E+01, 1.923E-01, 1.005E-02, 2.002E+02
 3.000E+02, 1.285E+02, 1.304E+02, 1.342E+02, 1.899E+02, 6.138E+01, 1.376E+02, 1.925E+02, 6.123E+01,-5.731E+01, 1.910E-01, 1.073E-02, 1.991E+02
 3.100E+02, 1.286E+02, 1.323E+02, 1.357E+02, 1.886E+02, 6.143E+01, 1.375E+02, 1.993E+02, 6.008E+01,-4.691E+01, 1.906E-01, 1.098E-02, 2.007E+02
 3.200E+02, 1.285E+02, 1.318E+02, 1.359E+02, 1.888E+02, 6.073E+01, 1.376E+02, 1.970E+02, 6.075E+01,-5.187E+01, 1.894E-01, 1.167E-02, 1.998E+02
 3.300E+02, 1.293E+02, 1.315E+02, 1.355E+02, 1.912E+02, 6.122E+01, 1.389E+02, 1.938E+02, 6.177E+01,-5.264E+01, 1.882E-01, 1.230E-02, 1.997E+02
 3.400E+02, 1.300E+02, 1.336E+02, 1.371E+02, 1.917E+02, 6.113E+01, 1.423E+02, 1.971E+02, 6.128E+01,-5.116E+01, 1.876E-01, 1.267E-02, 2.000E+02
 3.500E+02, 1.300E+02, 1.326E+02, 1.371E+02, 1.920E+02, 6.085E+01, 1.403E+02, 1.966E+02, 6.088E+01,-5.313E+01, 1.867E-01, 1.314E-02, 1.995E+02
 3.600E+02, 1.302E+02, 1.341E+02, 1.371E+02, 1.925E+02, 6.106E+01, 1.403E+02, 2.009E+02, 6.095E+01,-5.127E+01, 1.858E-01, 1.364E-02, 1.996E+02
 3.700E+02, 1.309E+02, 1.323E+02, 1.394E+02, 1.919E+02, 6.149E+01, 1.406E+02, 1.953E+02, 6.098E+01,-4.785E+01, 1.853E-01, 1.394E-02, 2.001E+02
 3.800E+02, 1.308E+02, 1.354E+02, 1.396E+02, 1.911E+02, 6.165E+01, 1.421E+02, 2.019E+02, 6.223E+01,-4.624E+01, 1.843E-01, 1.452E-02, 2.004E+02
 3.900E+02, 1.308E+02, 1.354E+02, 1.408E+02, 1.902E+02, 6.138E+01, 1.429E+02, 2.007E+02, 6.256E+01,-4.968E+01, 1.833E-01, 1.507E-02, 1.993E+02
 4.000E+02, 1.332E+02, 1.356E+02, 1.405E+02, 1.963E+02, 6.268E+01, 1.446E+02, 2.002E+02, 6.214E+01,-4.915E+01, 1.821E-01, 1.570E-02, 1.998E+02
