s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-1.000E+02, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 4.048E-02, 2.593E+01, 2.596E+01, 2.595E+01, 2.593E+01, 2.590E+01, 2.602E+01, 2.594E+01, 2.592E+01,-1.244E+02, 2.095E-01, 3.901E-04, 0.000E+00
 1.000E+02, 1.142E+02, 1.184E+02, 1.222E+02, 1.721E+02, 4.823E+01, 1.256E+02, 1.814E+02, 4.827E+01,-3.562E+00, 2.080E-01, 1.252E-03, 2.059E+02
 2.000E+02, 1.329E+02, 1.353E+02, 1.415E+02, 1.924E+02, 6.484E+01, 1.499E+02, 1.929E+02, 6.323E+01,-8.503E+01, 2.007E-01, 5.338E-03, 2.473E+02
 3.000E+02, 1.377E+02, 1.430E+02, 1.460E+02, 2.003E+02, 6.690E+01, 1.569E+02, 2.064E+02, 6.562E+01,-1.004E+02, 1.900E-01, 1.128E-02, 2.472E+02
 4.000E+02, 1.419E+02, 1.466E+02, 1.519E+02, 2.063E+02, 6.750E+01, 1.630E+02, 2.078E+02, 6.909E+01,-9.994E+01, 1.785E-01, 1.770E-02, 2.469E+02
 5.000E+02, 1.458E+02, 1.518E+02, 1.553E+02, 2.095E+02, 7.264E+01, 1.676E+02, 2.167E+02, 7.099E+01,-9.550E+01, 1.688E-01, 2.310E-02, 2.473E+02
 6.000E+02, 1.492E+02, 1.556E+02, 1.608E+02, 2.134E+02, 7.341E+01, 1.709E+02, 2.209E+02, 7.488E+01,-9.478E+01, 1.615E-01, 2.718E-02, 2.469E+02
 7.000E+02, 1.527E+02, 1.606E+02, 1.647E+02, 2.159E+02, 7.763E+01, 1.770E+02, 2.288E+02, 7.598E+01,-9.403E+01, 1.560E-01, 3.029E-02, 2.469E+02
 8.000E+02, 1.575E+02, 1.619E+02, 1.683E+02, 2.235E+02, 8.067E+01, 1.802E+02, 2.273E+02, 7.831E+01,-9.332E+01, 1.520E-01, 3.251E-02, 2.471E+02
 9.000E+02, 1.608E+02, 1.668E+02, 1.702E+02, 2.288E+02, 8.346E+01, 1.843E+02, 2.345E+02, 8.160E+01,-9.372E+01, 1.495E-01, 3.392E-02, 2.473E+02
 1.000E+03, 1.648E+02, 1.693E+02, 1.755E+02, 2.332E+02, 8.564E+01, 1.878E+02, 2.357E+02, 8.438E+01,-9.270E+01, 1.480E-01, 3.474E-02, 2.471E+02
 1.100E+03, 1.662E+02, 1.735E+02, 1.765E+02, 2.346E+02, 8.747E+01, 1.899E+02, 2.437E+02, 8.681E+01,-9.330E+01, 1.470E-01, 3.529E-02, 2.469E+02
 1.200E+03, 1.693E+02, 1.752E+02, 1.791E+02, 2.393E+02, 8.958E+01, 1.932E+02, 2.450E+02, 8.743E+01,-9.348E+01, 1.464E-01, 3.563E-02, 2.472E+02
 1.300E+03, 1.711E+02, 1.784E+02, 1.792E+02, 2.409E+02, 9.322E+01, 1.950E+02, 2.484E+02, 9.177E+01,-9.329E+01, 1.462E-01, 3.575E-02, 2.471E+02
 1.400E+03, 1.748E+02, 1.776E+02, 1.855E+02, 2.457E+02, 9.323E+01, 1.964E+02, 2.444E+02, 9.211E+01,-9.406E+01, 1.458E-01, 3.599E-02, 2.470E+02
 1.500E+03, 1.736E+02, 1.831E+02, 1.846E+02, 2.408E+02, 9.547E+01, 2.002E+02, 2.551E+02, 9.416E+01,-9.283E+01, 1.454E-01, 3.618E-02, 2.471E+02
 1.600E+03, 1.782E+02, 1.849E+02, 1.883E+02, 2.477E+02, 9.856E+01, 2.032E+02, 2.542E+02, 9.742E+01,-9.356E+01, 1.453E-01, 3.625E-02, 2.470E+02
 1.700E+03, 1.803E+02, 1.858E+02, 1.904E+02, 2.492E+02, 1.013E+02, 2.041E+02, 2.531E+02, 1.002E+02,-9.264E+01, 1.454E-01, 3.619E-02, 2.472E+02
 1.800E+03, 1.816E+02, 1.879E+02, 1.920E+02, 2.497E+02, 1.030E+02, 2.064E+02, 2.561E+02, 1.011E+02,-9.336E+01, 1.454E-01, 3.622E-02, 2.470E+02
 1.900E+03, 1.847E+02, 1.914E+02, 1.933E+02, 2.566E+02, 1.041E+02, 2.099E+02, 2.613E+02, 1.029E+02,-9.528E+01, 1.455E-01, 3.613E-02, 2.472E+02
 2.000E+03, 1.867E+02, 1.936E+02, 1.952E+02, 2.587E+02, 1.063E+02, 2.114E+02, 2.649E+02, 1.045E+02,-9.344E+01, 1.459E-01, 3.590E-02, 2.470E+02
