s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-4.000E+02, 3.800E+01, 3.800E+01, 3.800E+01, 3.800E+01, 3.800E+01, 3.800E+01, 3.800E+01, 3.800E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 5.181E-02, 3.798E+01, 3.800E+01, 3.803E+01, 3.797E+01, 3.794E+01, 3.805E+01, 3.798E+01, 3.796E+01,-1.691E+02, 2.095E-01, 3.901E-04, 0.000E+00
 4.000E+02, 9.191E+01, 9.476E+01, 9.020E+01, 1.188E+02, 6.674E+01, 9.647E+01, 1.218E+02, 6.604E+01,-1.276E+02, 2.027E-01, 4.178E-03, 9.273E+01
 8.000E+02, 9.777E+01, 1.002E+02, 9.553E+01, 1.256E+02, 7.217E+01, 1.033E+02, 1.270E+02, 7.046E+01,-1.508E+02, 1.923E-01, 9.979E-03, 9.711E+01
 1.200E+03, 1.022E+02, 1.043E+02, 1.003E+02, 1.310E+02, 7.534E+01, 1.058E+02, 1.339E+02, 7.322E+01,-1.491E+02, 1.898E-01, 1.136E-02, 9.708E+01
 1.600E+03, 1.061E+02, 1.095E+02, 1.032E+02, 1.365E+02, 7.868E+01, 1.120E+02, 1.384E+02, 7.804E+01,-1.467E+02, 1.893E-01, 1.168E-02, 9.704E+01
 2.000E+03, 1.098E+02, 1.127E+02, 1.068E+02, 1.402E+02, 8.249E+01, 1.143E+02, 1.415E+02, 8.215E+01,-1.446E+02, 1.892E-01, 1.173E-02, 9.703E+01
 2.400E+03, 1.123E+02, 1.156E+02, 1.105E+02, 1.421E+02, 8.422E+01, 1.185E+02, 1.447E+02, 8.364E+01,-1.431E+02, 1.890E-01, 1.184E-02, 9.702E+01
 2.800E+03, 1.144E+02, 1.174E+02, 1.114E+02, 1.458E+02, 8.615E+01, 1.194E+02, 1.470E+02, 8.586E+01,-1.423E+02, 1.890E-01, 1.186E-02, 9.706E+01
 3.200E+03, 1.163E+02, 1.203E+02, 1.147E+02, 1.465E+02, 8.778E+01, 1.219E+02, 1.514E+02, 8.777E+01,-1.409E+02, 1.889E-01, 1.189E-02, 9.699E+01
 3.600E+03, 1.183E+02, 1.212E+02, 1.160E+02, 1.485E+02, 9.029E+01, 1.224E+02, 1.523E+02, 8.897E+01,-1.411E+02, 1.889E-01, 1.187E-02, 9.703E+01
 4.000E+03, 1.204E+02, 1.227E+02, 1.188E+02, 1.499E+02, 9.247E+01, 1.248E+02, 1.520E+02, 9.142E+01,-1.410E+02, 1.888E-01, 1.193E-02, 9.704E+01
 4.400E+03, 1.219E+02, 1.256E+02, 1.192E+02, 1.527E+02, 9.378E+01, 1.296E+02, 1.550E+02, 9.229E+01,-1.411E+02, 1.889E-01, 1.191E-02, 9.697E+01
 4.800E+03, 1.238E+02, 1.266E+02, 1.208E+02, 1.554E+02, 9.521E+01, 1.279E+02, 1.584E+02, 9.350E+01,-1.411E+02, 1.889E-01, 1.190E-02, 9.697E+01
 5.200E+03, 1.249E+02, 1.277E+02, 1.219E+02, 1.567E+02, 9.614E+01, 1.289E+02, 1.594E+02, 9.466E+01,-1.417E+02, 1.889E-01, 1.187E-02, 9.696E+01
 5.600E+03, 1.253E+02, 1.291E+02, 1.236E+02, 1.556E+02, 9.680E+01, 1.315E+02, 1.600E+02, 9.569E+01,-1.412E+02, 1.889E-01, 1.187E-02, 9.694E+01
 6.000E+03, 1.272E+02, 1.297E+02, 1.243E+02, 1.584E+02, 9.902E+01, 1.315E+02, 1.600E+02, 9.762E+01,-1.411E+02, 1.889E-01, 1.186E-02, 9.695E+01
