s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-5.192E-04, 9.391E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.183E-04, 0.000E+00, 0.000E+00,-8.439E-01
-4.994E+01, 0.000E+00, 3.784E-02,-4.552E+00, 1.502E-02, 0.000E+00,-1.804E+00, 0.000E+00,-6.268E+00,-6.303E+00, 0.000E+00, 0.000E+00,-1.680E+02
-3.997E+01, 0.000E+00, 3.680E-02,-6.170E-02, 1.991E-02, 0.000E+00,-6.070E-03, 0.000E+00,-1.585E-02,-1.105E-02, 0.000E+00, 0.000E+00,-1.684E+02
-2.999E+01, 0.000E+00, 3.517E-02,-4.337E-02, 2.344E-02, 0.000E+00, 2.159E-03, 0.000E+00, 2.775E-03, 1.739E-02, 0.000E+00, 0.000E+00,-1.683E+02
-1.994E+01, 0.000E+00, 3.357E-02,-5.287E-02, 2.632E-02, 0.000E+00,-1.299E-03, 0.000E+00,-2.200E-03, 5.720E-03, 0.000E+00, 0.000E+00,-1.684E+02
-9.966E+00, 0.000E+00, 3.197E-02,-5.232E-02, 2.669E-02, 0.000E+00,-8.634E-04, 0.000E+00,-6.330E-04, 5.480E-03, 0.000E+00, 0.000E+00,-1.684E+02
 8.958E-03, 4.635E-05, 3.051E-02,-3.812E-02, 2.578E-02, 1.244E-06, 1.932E-03, 0.000E+00, 2.055E-03, 2.015E-02, 5.167E-09, 5.167E-09,-1.683E+02
 1.002E+01, 1.636E+01,-2.401E+00,-1.179E+01,-3.001E-01, 7.916E-02, 7.413E-01, 0.000E+00, 2.587E+00, 2.690E+00, 3.362E-04, 3.362E-04,-9.962E+01
 2.002E+01, 4.970E+01,-7.836E+00,-3.608E+01,-3.799E+00, 2.300E-01, 4.619E-01, 0.000E+00, 1.620E+00, 2.679E+00, 1.002E-03, 1.002E-03,-5.666E+01
 3.001E+01, 8.285E+01,-1.403E+01,-5.691E+01,-8.083E+00, 3.761E-01, 2.681E-01, 0.000E+00, 9.364E-01, 4.476E+00, 1.668E-03, 1.668E-03,-3.186E+01
 4.002E+01, 1.002E+02,-1.826E+01,-6.326E+01,-1.245E+01, 4.445E-01,-5.241E-02, 0.000E+00,-1.798E-01, 6.647E+00, 2.000E-03, 2.000E-03,-3.663E+01
 5.000E+01, 9.985E+01,-2.017E+01,-5.578E+01,-1.527E+01, 4.436E-01,-7.042E-02, 0.000E+00,-2.476E-01, 9.010E+00, 2.000E-03, 2.000E-03,-4.319E+01
 6.002E+01, 9.991E+01,-2.201E+01,-4.982E+01,-1.756E+01, 4.417E-01,-1.055E-01, 0.000E+00,-3.741E-01, 1.085E+01, 2.000E-03, 2.000E-03,-5.312E+01
