s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-7.451E-04,-4.778E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.456E-04, 0.000E+00, 0.000E+00,-8.255E-01
-4.999E+01, 0.000E+00, 2.555E-02,-2.163E+00, 7.756E-03, 0.000E+00,-8.502E-01, 0.000E+00,-2.982E+00,-2.979E+00, 0.000E+00, 0.000E+00,-8.013E+01
-3.999E+01, 0.000E+00, 2.350E-02,-4.711E-02, 8.476E-03, 0.000E+00,-3.966E-03, 0.000E+00,-1.131E-02,-1.910E-02, 0.000E+00, 0.000E+00,-8.043E+01
-3.000E+01, 0.000E+00, 2.218E-02,-3.063E-02, 8.822E-03, 0.000E+00, 2.791E-03, 0.000E+00, 9.677E-03, 3.163E-03, 0.000E+00, 0.000E+00,-8.018E+01
-1.991E+01, 0.000E+00, 2.096E-02,-3.542E-02, 9.260E-03, 0.000E+00, 2.848E-04, 0.000E+00,-3.644E-03,-4.914E-03, 0.000E+00, 0.000E+00,-8.027E+01
-9.916E+00, 0.000E+00, 1.982E-02,-4.495E-02, 9.837E-03, 0.000E+00,-3.694E-03, 0.000E+00,-9.304E-03,-1.898E-02, 0.000E+00, 0.000E+00,-8.052E+01
 8.118E-02, 9.358E-04, 1.875E-02,-3.008E-02, 1.030E-02, 2.276E-05, 2.057E-03, 0.000E+00, 5.945E-03, 1.978E-03, 9.499E-08, 9.499E-08,-8.036E+01
 1.002E+01, 3.306E+01,-4.978E+00,-2.456E+01,-1.458E+00, 1.588E-01, 7.921E-01, 0.000E+00, 2.764E+00, 3.015E+00, 6.765E-04, 6.765E-04,-7.358E+00
 2.001E+01, 9.892E+01,-1.602E+01,-7.250E+01,-8.840E+00, 4.528E-01, 1.813E-01, 0.000E+00, 6.402E-01, 2.185E+00, 2.003E-03, 2.003E-03, 9.637E+00
 3.000E+01, 1.658E+02,-2.940E+01,-1.129E+02,-1.917E+01, 7.209E-01, 4.469E-01, 0.000E+00, 1.580E+00, 5.494E+00, 3.335E-03, 3.335E-03, 5.160E+01
 4.000E+01, 1.997E+02,-4.164E+01,-1.227E+02,-3.123E+01, 8.524E-01,-2.596E-01, 0.000E+00,-9.971E-01, 4.650E+00, 3.999E-03, 3.999E-03, 2.511E+01
 5.001E+01, 1.994E+02,-5.055E+01,-1.025E+02,-4.015E+01, 8.537E-01,-2.672E-01, 0.000E+00,-9.179E-01, 6.851E+00, 3.999E-03, 3.999E-03, 7.021E-01
