s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-2.500E+02, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 7.278E-02, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 1.153E-02, 2.095E-01, 3.901E-04, 0.000E+00
 2.500E+02, 6.112E+01, 6.116E+01, 5.279E+01, 6.368E+01, 6.688E+01, 5.296E+01, 6.248E+01, 6.805E+01, 8.447E+00, 2.058E-01, 2.442E-03, 4.358E+01
 5.000E+02, 6.910E+01, 6.782E+01, 5.994E+01, 7.145E+01, 7.592E+01, 6.002E+01, 6.900E+01, 7.445E+01, 4.948E+00, 1.991E-01, 6.192E-03, 4.792E+01
 7.500E+02, 7.055E+01, 6.973E+01, 6.195E+01, 7.234E+01, 7.737E+01, 6.336E+01, 7.038E+01, 7.544E+01, 5.403E+00, 1.914E-01, 1.045E-02, 4.953E+01
 1.000E+03, 7.243E+01, 7.130E+01, 6.433E+01, 7.473E+01, 7.821E+01, 6.359E+01, 7.265E+01, 7.766E+01, 5.661E+00, 1.838E-01, 1.471E-02, 4.972E+01
 1.250E+03, 7.309E+01, 7.311E+01, 6.548E+01, 7.521E+01, 7.858E+01, 6.518E+01, 7.476E+01, 7.938E+01, 5.865E+00, 1.761E-01, 1.899E-02, 4.989E+01
 1.500E+03, 7.498E+01, 7.374E+01, 6.678E+01, 7.696E+01, 8.120E+01, 6.688E+01, 7.467E+01, 7.967E+01, 6.046E+00, 1.684E-01, 2.331E-02, 4.950E+01
 1.750E+03, 7.569E+01, 7.605E+01, 6.730E+01, 7.700E+01, 8.277E+01, 6.737E+01, 7.805E+01, 8.275E+01, 6.204E+00, 1.606E-01, 2.766E-02, 4.999E+01
 2.000E+03, 7.665E+01, 7.700E+01, 6.752E+01, 7.899E+01, 8.343E+01, 6.839E+01, 7.901E+01, 8.360E+01, 6.389E+00, 1.526E-01, 3.218E-02, 5.021E+01
 2.250E+03, 7.616E+01, 7.579E+01, 6.850E+01, 7.791E+01, 8.207E+01, 6.739E+01, 7.625E+01, 8.375E+01, 6.493E+00, 1.450E-01, 3.637E-02, 4.808E+01
 2.500E+03, 7.044E+01, 7.037E+01, 6.365E+01, 7.198E+01, 7.570E+01, 6.453E+01, 7.174E+01, 7.485E+01, 5.296E+00, 1.402E-01, 3.903E-02, 3.798E+01
 2.750E+03, 5.814E+01, 5.747E+01, 5.554E+01, 5.902E+01, 5.986E+01, 5.463E+01, 5.782E+01, 5.996E+01, 3.805E+00, 1.401E-01, 3.885E-02, 5.599E+00
 3.000E+03, 5.408E+01, 5.369E+01, 5.218E+01, 5.468E+01, 5.539E+01, 5.145E+01, 5.381E+01, 5.582E+01, 3.695E+00, 1.404E-01, 3.835E-02, 0.000E+00
 3.250E+03, 5.767E+01, 5.693E+01, 5.360E+01, 5.926E+01, 6.017E+01, 5.382E+01, 5.686E+01, 6.012E+01, 4.733E+00, 1.399E-01, 3.837E-02, 0.000E+00
 3.500E+03, 6.239E+01, 6.160E+01, 5.942E+01, 6.331E+01, 6.442E+01, 5.729E+01, 6.179E+01, 6.572E+01, 5.901E+00, 1.388E-01, 3.880E-02, 0.000E+00
 3.750E+03, 6.141E+01, 6.097E+01, 5.918E+01, 6.199E+01, 6.306E+01, 5.791E+01, 6.106E+01, 6.395E+01, 4.764E+00, 1.376E-01, 3.930E-02, 0.000E+00
 4.000E+03, 6.451E+01, 6.297E+01, 6.207E+01, 6.543E+01, 6.603E+01, 5.921E+01, 6.333E+01, 6.638E+01, 5.571E+00, 1.368E-01, 3.966E-02, 0.000E+00
 4.250E+03, 6.266E+01, 6.183E+01, 5.995E+01, 6.382E+01, 6.420E+01, 5.873E+01, 6.223E+01, 6.453E+01, 4.801E+00, 1.362E-01, 3.990E-02, 0.000E+00
 4.500E+03, 6.329E+01, 6.275E+01, 6.004E+01, 6.427E+01, 6.555E+01, 5.922E+01, 6.311E+01, 6.591E+01, 5.187E+00, 1.357E-01, 4.004E-02, 0.000E+00
 4.750E+03, 6.298E+01, 6.321E+01, 5.963E+01, 6.400E+01, 6.532E+01, 6.013E+01, 6.298E+01, 6.653E+01, 5.083E+00, 1.353E-01, 4.014E-02, 0.000E+00
 5.000E+03, 6.507E+01, 6.374E+01, 6.192E+01, 6.593E+01, 6.735E+01, 5.966E+01, 6.376E+01, 6.781E+01, 5.572E+00, 1.349E-01, 4.028E-02, 0.000E+00
