s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-5.000E+02, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 2.805E-02, 2.399E+01, 2.400E+01, 2.403E+01, 2.398E+01, 2.395E+01, 2.405E+01, 2.398E+01, 2.396E+01,-7.579E+01, 2.095E-01, 3.901E-04, 0.000E+00
 5.000E+02, 8.391E+01, 8.800E+01, 8.755E+01, 1.147E+02, 4.946E+01, 9.248E+01, 1.223E+02, 4.927E+01,-5.222E+01, 2.024E-01, 4.352E-03, 9.418E+01
 1.000E+03, 9.209E+01, 9.548E+01, 9.555E+01, 1.255E+02, 5.519E+01, 1.021E+02, 1.299E+02, 5.441E+01,-6.578E+01, 1.869E-01, 1.299E-02, 9.791E+01
 1.500E+03, 9.699E+01, 1.002E+02, 1.003E+02, 1.312E+02, 5.949E+01, 1.055E+02, 1.360E+02, 5.899E+01,-6.424E+01, 1.808E-01, 1.643E-02, 9.795E+01
 2.000E+03, 1.021E+02, 1.047E+02, 1.055E+02, 1.368E+02, 6.384E+01, 1.108E+02, 1.401E+02, 6.332E+01,-6.284E+01, 1.793E-01, 1.724E-02, 9.790E+01
 2.500E+03, 1.062E+02, 1.094E+02, 1.089E+02, 1.421E+02, 6.771E+01, 1.146E+02, 1.468E+02, 6.679E+01,-6.215E+01, 1.790E-01, 1.740E-02, 9.793E+01
 3.000E+03, 1.095E+02, 1.121E+02, 1.112E+02, 1.459E+02, 7.156E+01, 1.182E+02, 1.490E+02, 6.896E+01,-6.176E+01, 1.789E-01, 1.750E-02, 9.789E+01
 3.500E+03, 1.129E+02, 1.152E+02, 1.167E+02, 1.498E+02, 7.201E+01, 1.217E+02, 1.525E+02, 7.149E+01,-6.084E+01, 1.788E-01, 1.755E-02, 9.788E+01
 4.000E+03, 1.147E+02, 1.186E+02, 1.182E+02, 1.513E+02, 7.471E+01, 1.252E+02, 1.572E+02, 7.350E+01,-6.038E+01, 1.786E-01, 1.763E-02, 9.788E+01
 4.500E+03, 1.167E+02, 1.199E+02, 1.205E+02, 1.533E+02, 7.627E+01, 1.263E+02, 1.583E+02, 7.522E+01,-5.974E+01, 1.784E-01, 1.774E-02, 9.789E+01
 5.000E+03, 1.197E+02, 1.216E+02, 1.233E+02, 1.575E+02, 7.848E+01, 1.289E+02, 1.590E+02, 7.698E+01,-5.889E+01, 1.782E-01, 1.784E-02, 9.790E+01
 5.500E+03, 1.211E+02, 1.234E+02, 1.246E+02, 1.589E+02, 7.997E+01, 1.304E+02, 1.608E+02, 7.891E+01,-5.875E+01, 1.781E-01, 1.791E-02, 9.785E+01
 6.000E+03, 1.224E+02, 1.264E+02, 1.262E+02, 1.605E+02, 8.058E+01, 1.344E+02, 1.644E+02, 8.041E+01,-5.859E+01, 1.781E-01, 1.792E-02, 9.787E+01
 6.500E+03, 1.245E+02, 1.275E+02, 1.277E+02, 1.626E+02, 8.318E+01, 1.352E+02, 1.661E+02, 8.123E+01,-5.872E+01, 1.781E-01, 1.792E-02, 9.786E+01
 7.000E+03, 1.261E+02, 1.295E+02, 1.299E+02, 1.639E+02, 8.450E+01, 1.378E+02, 1.674E+02, 8.337E+01,-5.854E+01, 1.781E-01, 1.794E-02, 9.784E+01
 7.500E+03, 1.281E+02, 1.311E+02, 1.320E+02, 1.668E+02, 8.539E+01, 1.392E+02, 1.698E+02, 8.415E+01,-5.870E+01, 1.782E-01, 1.786E-02, 9.780E+01
 8.000E+03, 1.292E+02, 1.323E+02, 1.325E+02, 1.685E+02, 8.652E+01, 1.402E+02, 1.710E+02, 8.555E+01,-5.860E+01, 1.781E-01, 1.792E-02, 9.782E+01
