s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-6.348E-04, 1.372E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.334E-04, 0.000E+00, 0.000E+00,-8.532E-01
-3.700E+02, 0.000E+00, 5.313E-02,-2.610E+00, 4.600E-02, 0.000E+00,-9.830E-01, 0.000E+00,-3.434E+00,-3.494E+00, 0.000E+00, 0.000E+00,-2.753E+02
-3.400E+02, 0.000E+00, 4.205E-02,-1.526E-01, 5.149E-02, 0.000E+00,-9.726E-04, 0.000E+00,-2.001E-03,-5.998E-02, 0.000E+00, 0.000E+00,-2.754E+02
-3.100E+02, 0.000E+00, 3.282E-02,-1.216E-01, 4.156E-02, 0.000E+00,-7.902E-04, 0.000E+00,-3.302E-03,-4.802E-02, 0.000E+00, 0.000E+00,-2.757E+02
-2.800E+02, 0.000E+00, 2.542E-02,-9.656E-02, 3.434E-02, 0.000E+00, 4.704E-04, 0.000E+00, 1.263E-03,-3.633E-02, 0.000E+00, 0.000E+00,-2.756E+02
-2.500E+02, 0.000E+00, 1.955E-02,-7.968E-02, 2.622E-02, 0.000E+00,-8.864E-04, 0.000E+00,-1.979E-03,-3.480E-02, 0.000E+00, 0.000E+00,-2.757E+02
-2.200E+02, 0.000E+00, 1.505E-02,-6.204E-02, 2.127E-02, 0.000E+00,-5.544E-04, 0.000E+00,-2.799E-03,-2.627E-02, 0.000E+00, 0.000E+00,-2.760E+02
-1.900E+02, 0.000E+00, 1.151E-02,-4.996E-02, 1.678E-02, 0.000E+00,-8.971E-04, 0.000E+00,-2.998E-03,-2.257E-02, 0.000E+00, 0.000E+00,-2.762E+02
-1.600E+02, 0.000E+00, 8.812E-03,-3.651E-02, 1.355E-02, 0.000E+00, 5.860E-04, 0.000E+00, 1.257E-03,-1.356E-02, 0.000E+00, 0.000E+00,-2.761E+02
-1.300E+02, 0.000E+00, 6.689E-03,-3.092E-02, 1.091E-02, 0.000E+00,-4.295E-04, 0.000E+00,-8.232E-04,-1.375E-02, 0.000E+00, 0.000E+00,-2.762E+02
-9.996E+01, 0.000E+00, 5.067E-03,-2.421E-02, 8.683E-03, 0.000E+00,-1.261E-04, 0.000E+00,-6.357E-04,-1.059E-02, 0.000E+00, 0.000E+00,-2.762E+02
-6.997E+01, 0.000E+00, 3.807E-03,-1.976E-02, 6.878E-03, 0.000E+00,-3.583E-04, 0.000E+00,-5.940E-04,-9.429E-03, 0.000E+00, 0.000E+00,-2.763E+02
-3.997E+01, 0.000E+00, 2.812E-03,-1.724E-02, 6.108E-03, 0.000E+00,-5.956E-04, 0.000E+00,-1.744E-03,-8.917E-03, 0.000E+00, 0.000E+00,-2.764E+02
-9.976E+00, 0.000E+00, 2.002E-03,-1.276E-02, 5.015E-03, 0.000E+00, 1.617E-04, 0.000E+00, 8.844E-04,-5.585E-03, 0.000E+00, 0.000E+00,-2.763E+02
 2.002E+01, 2.001E+01,-3.464E+00,-1.380E+01,-1.352E+00, 1.028E-01, 5.072E-01, 0.000E+00, 1.774E+00, 2.003E+00, 4.460E-04, 4.460E-04,-1.347E+02
 5.002E+01, 8.901E+01,-1.775E+01,-5.569E+01,-1.271E+01, 4.201E-01, 5.704E-02, 0.000E+00, 1.991E-01, 3.329E+00, 1.889E-03, 1.889E-03,-1.188E+02
 8.002E+01, 9.505E+01,-2.407E+01,-4.388E+01,-2.250E+01, 4.323E-01,-1.066E-01, 0.000E+00,-3.732E-01, 4.930E+00, 2.000E-03, 2.000E-03,-1.486E+02
 1.100E+02, 9.544E+01,-2.859E+01,-2.876E+01,-2.964E+01, 4.185E-01,-1.606E-01, 0.000E+00,-5.600E-01, 8.714E+00, 2.000E-03, 2.000E-03,-1.933E+02
 1.400E+02, 9.580E+01,-3.185E+01,-2.004E+01,-3.477E+01, 4.070E-01,-1.293E-01, 0.000E+00,-4.468E-01, 9.410E+00, 2.000E-03, 2.000E-03,-2.290E+02
 1.700E+02, 9.612E+01,-3.427E+01,-1.295E+01,-3.806E+01, 3.943E-01,-4.540E-02, 0.000E+00,-1.544E-01, 1.119E+01, 2.000E-03, 2.000E-03,-2.413E+02
 2.000E+02, 9.634E+01,-3.596E+01,-8.504E+00,-3.984E+01, 3.831E-01,-3.767E-02, 0.000E+00,-1.306E-01, 1.237E+01, 2.000E-03, 2.000E-03,-2.517E+02
 2.300E+02, 9.648E+01,-3.689E+01,-5.722E+00,-4.044E+01, 3.757E-01, 2.060E-02, 0.000E+00, 6.948E-02, 1.382E+01, 2.000E-03, 2.000E-03,-2.462E+02
 2.600E+02, 9.660E+01,-3.749E+01,-4.488E+00,-4.026E+01, 3.687E-01,-5.132E-02, 0.000E+00,-1.817E-01, 1.468E+01, 2.000E-03, 2.000E-03,-2.607E+02
 2.900E+02, 9.664E+01,-3.789E+01,-4.282E+00,-4.038E+01, 3.630E-01, 1.044E-02, 0.000E+00, 3.550E-02, 1.446E+01, 2.000E-03, 2.000E-03,-2.579E+02
 3.200E+02, 9.649E+01,-3.815E+01,-4.543E+00,-3.971E+01, 3.592E-01, 1.249E-02, 0.000E+00, 4.950E-02, 1.445E+01, 2.000E-03, 2.000E-03,-2.539E+02
 3.500E+02, 9.680E+01,-3.850E+01,-3.887E+00,-3.974E+01, 3.556E-01, 1.751E-02, 0.000E+00, 5.635E-02, 1.504E+01, 2.000E-03, 2.000E-03,-2.494E+02
 3.800E+02, 9.661E+01,-3.873E+01,-3.889E+00,-3.970E+01, 3.535E-01, 3.021E-03, 0.000E+00, 1.113E-02, 1.464E+01, 2.000E-03, 2.000E-03,-2.485E+02
 4.100E+02, 9.646E+01,-3.884E+01,-3.744E+00,-3.917E+01, 3.517E-01,-4.382E-03, 0.000E+00,-1.552E-02, 1.506E+01, 2.000E-03, 2.000E-03,-2.498E+02
 4.400E+02, 9.682E+01,-3.898E+01,-3.122E+00,-3.911E+01, 3.488E-01, 1.788E-02, 0.000E+00, 6.662E-02, 1.597E+01, 2.000E-03, 2.000E-03,-2.444E+02
 4.700E+02, 9.657E+01,-3.910E+01,-3.919E+00,-3.914E+01, 3.488E-01,-1.811E-02, 0.000E+00,-6.961E-02, 1.474E+01, 2.000E-03, 2.000E-03,-2.500E+02
 5.000E+02, 9.672E+01,-3.916E+01,-3.061E+00,-3.878E+01, 3.445E-01,-4.721E-03, 0.000E+00,-1.399E-02, 1.606E+01, 2.000E-03, 2.000E-03,-2.511E+02
 5.300E+02, 9.699E+01,-3.920E+01,-3.032E+00,-3.866E+01, 3.440E-01, 1.043E-02, 0.000E+00, 4.401E-02, 1.645E+01, 2.000E-03, 2.000E-03,-2.476E+02
 5.600E+02, 9.664E+01,-3.919E+01,-3.162E+00,-3.828E+01, 3.419E-01, 3.876E-02, 0.000E+00, 1.258E-01, 1.639E+01, 2.000E-03, 2.000E-03,-2.376E+02
 5.900E+02, 9.669E+01,-3.949E+01,-4.907E+00,-3.849E+01, 3.434E-01,-2.820E-04, 0.000E+00, 1.043E-02, 1.415E+01, 2.000E-03, 2.000E-03,-2.367E+02
 6.200E+02, 9.664E+01,-3.973E+01,-3.464E+00,-3.856E+01, 3.410E-01,-3.009E-02, 0.000E+00,-1.042E-01, 1.520E+01, 2.000E-03, 2.000E-03,-2.450E+02
 6.500E+02, 9.650E+01,-3.970E+01,-2.849E+00,-3.845E+01, 3.385E-01, 2.490E-02, 0.000E+00, 8.627E-02, 1.587E+01, 2.000E-03, 2.000E-03,-2.381E+02
 6.800E+02, 9.668E+01,-3.982E+01,-3.022E+00,-3.833E+01, 3.387E-01,-1.548E-03, 0.000E+00,-1.837E-03, 1.585E+01, 2.000E-03, 2.000E-03,-2.383E+02
 7.100E+02, 9.652E+01,-3.974E+01,-3.080E+00,-3.790E+01, 3.375E-01,-2.239E-02, 0.000E+00,-7.610E-02, 1.611E+01, 2.000E-03, 2.000E-03,-2.444E+02
 7.400E+02, 9.673E+01,-3.979E+01,-2.402E+00,-3.802E+01, 3.377E-01, 1.246E-02, 0.000E+00, 4.044E-02, 1.687E+01, 2.000E-03, 2.000E-03,-2.411E+02
