s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-7.542E-04,-4.761E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.547E-04, 0.000E+00, 0.000E+00,-8.225E-01
-4.994E+01, 0.000E+00, 5.510E-02,-4.739E+00, 2.148E-02, 0.000E+00,-1.856E+00, 0.000E+00,-6.436E+00,-6.518E+00, 0.000E+00, 0.000E+00,-1.728E+02
-3.995E+01, 0.000E+00, 5.132E-02,-1.040E-01, 2.658E-02, 0.000E+00, 5.295E-04, 0.000E+00, 1.086E-03,-2.555E-02, 0.000E+00, 0.000E+00,-1.728E+02
-2.996E+01, 0.000E+00, 4.743E-02,-1.029E-01, 2.925E-02, 0.000E+00, 3.830E-04, 0.000E+00, 1.531E-03,-2.588E-02, 0.000E+00, 0.000E+00,-1.728E+02
-1.997E+01, 0.000E+00, 4.378E-02,-1.038E-01, 3.036E-02, 0.000E+00,-1.097E-03, 0.000E+00,-5.090E-04,-3.081E-02, 0.000E+00, 0.000E+00,-1.728E+02
-9.985E+00, 0.000E+00, 4.040E-02,-9.218E-02, 3.034E-02, 0.000E+00, 1.046E-03, 0.000E+00,-2.425E-03,-2.040E-02, 0.000E+00, 0.000E+00,-1.728E+02
 3.661E-03, 0.000E+00, 3.732E-02,-8.733E-02, 2.849E-02, 0.000E+00, 2.553E-04, 0.000E+00, 3.874E-04,-2.126E-02, 0.000E+00, 0.000E+00,-1.728E+02
 1.002E+01, 4.073E+01,-6.096E+00,-2.908E+01,-1.880E+00, 1.966E-01, 1.443E+00, 0.000E+00, 5.031E+00, 5.308E+00, 8.387E-04, 8.387E-04,-3.890E+01
 2.001E+01, 1.242E+02,-2.009E+01,-8.951E+01,-1.109E+01, 5.608E-01, 5.243E-01, 0.000E+00, 1.844E+00, 4.546E+00, 2.504E-03, 2.504E-03, 1.004E+01
 3.000E+01, 2.062E+02,-3.727E+01,-1.382E+02,-2.491E+01, 8.862E-01, 3.216E-01, 0.000E+00, 1.123E+00, 7.021E+00, 4.168E-03, 4.168E-03, 3.986E+01
 4.001E+01, 2.489E+02,-5.390E+01,-1.477E+02,-3.999E+01, 1.031E+00,-4.013E-01, 0.000E+00,-1.447E+00, 7.916E+00, 4.999E-03, 4.999E-03, 1.391E+00
 5.000E+01, 2.503E+02,-6.710E+01,-1.200E+02,-5.155E+01, 1.029E+00, 9.809E-02, 0.000E+00, 3.099E-01, 1.277E+01, 4.999E-03, 4.999E-03, 9.621E+00
 6.000E+01, 2.507E+02,-8.027E+01,-9.970E+01,-6.270E+01, 1.024E+00,-2.630E-01, 0.000E+00,-9.000E-01, 8.821E+00, 4.999E-03, 4.999E-03,-1.429E+01
 7.002E+01, 2.502E+02,-9.166E+01,-7.589E+01,-7.084E+01, 1.010E+00,-3.404E-01, 0.000E+00,-1.217E+00, 1.245E+01, 4.999E-03, 4.999E-03,-4.668E+01
 8.001E+01, 2.491E+02,-9.960E+01,-5.793E+01,-7.657E+01, 1.002E+00,-4.148E-01, 0.000E+00,-1.443E+00, 1.558E+01, 4.999E-03, 4.999E-03,-8.499E+01
 9.001E+01, 2.507E+02,-1.060E+02,-4.511E+01,-8.135E+01, 9.755E-01, 3.423E-01, 0.000E+00, 1.163E+00, 1.951E+01, 4.999E-03, 4.999E-03,-5.406E+01
 1.000E+02, 2.502E+02,-1.113E+02,-3.763E+01,-8.567E+01, 9.652E-01,-1.820E-01, 0.000E+00,-6.276E-01, 1.645E+01, 4.999E-03, 4.999E-03,-7.072E+01
 1.100E+02, 2.501E+02,-1.155E+02,-2.901E+01,-9.005E+01, 9.511E-01,-5.288E-02, 0.000E+00,-2.219E-01, 1.645E+01, 4.999E-03, 4.999E-03,-7.663E+01
 1.200E+02, 2.495E+02,-1.180E+02,-2.185E+01,-9.018E+01, 9.298E-01,-2.243E-01, 0.000E+00,-7.800E-01, 2.014E+01, 4.999E-03, 4.999E-03,-9.733E+01
 1.300E+02, 2.497E+02,-1.207E+02,-1.954E+01,-9.287E+01, 9.150E-01,-3.381E-01, 0.000E+00,-1.180E+00, 1.712E+01, 4.999E-03, 4.999E-03,-1.287E+02
 1.400E+02, 2.497E+02,-1.237E+02,-1.291E+01,-9.505E+01, 9.048E-01,-2.790E-01, 0.000E+00,-1.045E+00, 1.867E+01, 4.999E-03, 4.999E-03,-1.565E+02
 1.500E+02, 2.502E+02,-1.251E+02,-1.047E+01,-9.440E+01, 8.843E-01, 1.914E-01, 0.000E+00, 6.293E-01, 2.130E+01, 4.999E-03, 4.999E-03,-1.398E+02
 1.600E+02, 2.500E+02,-1.265E+02,-8.729E+00,-9.494E+01, 8.764E-01,-5.358E-02, 0.000E+00,-2.427E-01, 2.061E+01, 4.999E-03, 4.999E-03,-1.462E+02
 1.700E+02, 2.501E+02,-1.276E+02,-7.396E+00,-9.406E+01, 8.649E-01, 3.188E-01, 0.000E+00, 1.073E+00, 2.222E+01, 4.999E-03, 4.999E-03,-1.177E+02
 1.800E+02, 2.493E+02,-1.281E+02,-9.898E+00,-9.247E+01, 8.647E-01,-2.948E-01, 0.000E+00,-1.036E+00, 1.934E+01, 4.999E-03, 4.999E-03,-1.453E+02
 1.900E+02, 2.506E+02,-1.299E+02,-7.818E+00,-9.443E+01, 8.554E-01, 1.302E-02, 0.000E+00, 2.688E-02, 1.926E+01, 4.999E-03, 4.999E-03,-1.446E+02
 2.000E+02, 2.503E+02,-1.307E+02,-5.942E+00,-9.390E+01, 8.364E-01, 1.551E-01, 0.000E+00, 5.348E-01, 2.084E+01, 4.999E-03, 4.999E-03,-1.303E+02
 2.100E+02, 2.498E+02,-1.314E+02,-6.472E+00,-9.309E+01, 8.375E-01,-1.750E-01, 0.000E+00,-6.726E-01, 1.944E+01, 4.999E-03, 4.999E-03,-1.482E+02
 2.200E+02, 2.493E+02,-1.318E+02,-6.013E+00,-9.203E+01, 8.301E-01, 3.029E-02, 0.000E+00, 1.035E-01, 2.028E+01, 4.999E-03, 4.999E-03,-1.455E+02
 2.300E+02, 2.509E+02,-1.326E+02,-6.478E+00,-9.034E+01, 8.206E-01, 8.931E-02, 0.000E+00, 2.582E-01, 2.232E+01, 4.999E-03, 4.999E-03,-1.386E+02
 2.400E+02, 2.486E+02,-1.333E+02,-6.498E+00,-8.951E+01, 8.206E-01,-9.018E-02, 0.000E+00,-3.100E-01, 2.005E+01, 4.999E-03, 4.999E-03,-1.468E+02
 2.500E+02, 2.506E+02,-1.343E+02,-3.951E+00,-9.035E+01, 7.968E-01, 6.241E-02, 0.000E+00, 1.579E-01, 2.282E+01, 4.999E-03, 4.999E-03,-1.426E+02
 2.600E+02, 2.498E+02,-1.349E+02,-3.349E+00,-9.122E+01, 7.939E-01,-3.879E-02, 0.000E+00,-1.565E-01, 2.109E+01, 4.999E-03, 4.999E-03,-1.468E+02
 2.700E+02, 2.504E+02,-1.354E+02,-2.423E+00,-9.002E+01, 7.895E-01,-4.529E-02, 0.000E+00,-1.953E-01, 2.333E+01, 4.999E-03, 4.999E-03,-1.520E+02
 2.800E+02, 2.496E+02,-1.357E+02,-4.389E+00,-8.950E+01, 7.836E-01, 8.193E-02, 0.000E+00, 2.300E-01, 2.091E+01, 4.999E-03, 4.999E-03,-1.459E+02
 2.900E+02, 2.503E+02,-1.358E+02,-2.353E+00,-8.985E+01, 7.831E-01,-1.842E-02, 0.000E+00,-1.309E-01, 2.303E+01, 4.999E-03, 4.999E-03,-1.494E+02
 3.000E+02, 2.500E+02,-1.357E+02,-3.342E+00,-8.919E+01, 7.733E-01,-3.456E-03, 0.000E+00,-1.569E-02, 2.256E+01, 4.999E-03, 4.999E-03,-1.498E+02
 3.100E+02, 2.491E+02,-1.355E+02,-4.673E+00,-8.829E+01, 7.653E-01,-3.582E-02, 0.000E+00,-1.509E-01, 2.138E+01, 4.999E-03, 4.999E-03,-1.538E+02
 3.200E+02, 2.499E+02,-1.364E+02,-3.788E+00,-8.811E+01, 7.659E-01, 4.023E-02, 0.000E+00, 6.463E-02, 2.234E+01, 4.999E-03, 4.999E-03,-1.521E+02
