s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-5.000E+01, 0.000E+00,-5.989E-04, 1.769E-06,-6.994E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.041E-04, 0.000E+00, 0.000E+00,-8.594E-01
-1.994E+01, 0.000E+00,-4.779E-06,-3.151E-03,-1.265E-06, 0.000E+00,-1.267E-03, 0.000E+00,-6.553E-05,-4.424E-03, 0.000E+00, 0.000E+00,-8.646E-01
 1.002E+01, 1.073E+01,-1.994E+00,-8.060E+00,-3.731E-01, 5.160E-02, 1.225E-01, 0.000E+00, 4.303E-01, 4.802E-01, 2.246E-04, 2.246E-04, 3.337E+01
 4.002E+01, 1.485E+02,-2.780E+01,-1.015E+02,-1.694E+01, 6.791E-01, 6.575E-01, 0.000E+00, 2.299E+00, 3.604E+00, 3.113E-03, 3.113E-03, 2.165E+02
 7.002E+01, 1.924E+02,-4.838E+01,-1.033E+02,-3.938E+01, 8.594E-01,-3.783E-01, 0.000E+00,-1.319E+00, 1.799E+00, 3.999E-03, 3.999E-03, 1.114E+02
 1.000E+02, 1.942E+02,-6.537E+01,-6.929E+01,-5.804E+01, 8.605E-01,-2.192E-01, 0.000E+00,-7.627E-01, 2.159E+00, 3.999E-03, 3.999E-03, 5.070E+01
 1.300E+02, 1.959E+02,-8.111E+01,-4.124E+01,-7.272E+01, 8.592E-01,-1.250E-01, 0.000E+00,-4.297E-01, 1.526E+00, 3.999E-03, 3.999E-03, 1.647E+01
 1.600E+02, 1.967E+02,-9.248E+01,-2.395E+01,-8.002E+01, 8.576E-01,-7.066E-02, 0.000E+00,-2.506E-01, 1.064E+00, 3.999E-03, 3.999E-03,-3.499E+00
 1.900E+02, 1.976E+02,-9.995E+01,-1.446E+01,-8.293E+01, 8.573E-01, 1.762E-02, 0.000E+00, 3.998E-02, 1.093E+00, 3.999E-03, 3.999E-03,-3.154E-01
 2.200E+02, 1.973E+02,-1.045E+02,-8.977E+00,-8.341E+01, 8.531E-01, 1.166E-01, 0.000E+00, 4.070E-01, 1.369E+00, 3.999E-03, 3.999E-03, 3.210E+01
 2.500E+02, 1.988E+02,-1.076E+02,-6.290E+00,-8.503E+01, 8.503E-01,-6.500E-02, 0.000E+00,-2.164E-01, 6.517E-01, 3.999E-03, 3.999E-03, 1.487E+01
 2.800E+02, 2.002E+02,-1.104E+02,-5.229E+00,-8.462E+01, 8.472E-01,-3.627E-02, 0.000E+00,-1.316E-01, 7.289E-01, 3.999E-03, 3.999E-03, 4.392E+00
 3.100E+02, 1.986E+02,-1.119E+02,-5.459E+00,-8.131E+01, 8.488E-01,-1.601E-02, 0.000E+00,-5.883E-02, 7.931E-01, 3.999E-03, 3.999E-03,-2.935E-01
 3.400E+02, 1.990E+02,-1.129E+02,-3.746E+00,-8.219E+01, 8.408E-01, 7.898E-02, 0.000E+00, 2.781E-01, 1.126E+00, 3.999E-03, 3.999E-03, 2.185E+01
 3.700E+02, 2.008E+02,-1.143E+02,-4.318E+00,-8.228E+01, 8.388E-01,-6.364E-02, 0.000E+00,-2.255E-01, 6.276E-01, 3.999E-03, 3.999E-03, 3.890E+00
 4.000E+02, 2.003E+02,-1.154E+02,-4.387E+00,-8.050E+01, 8.444E-01, 3.276E-03, 0.000E+00, 1.957E-02, 8.402E-01, 3.999E-03, 3.999E-03, 5.448E+00
 4.300E+02, 1.987E+02,-1.160E+02,-3.953E+00,-7.878E+01, 8.414E-01, 1.616E-02, 0.000E+00, 6.118E-02, 8.776E-01, 3.999E-03, 3.999E-03, 1.032E+01
 4.600E+02, 1.984E+02,-1.164E+02,-3.804E+00,-7.839E+01, 8.337E-01,-7.122E-02, 0.000E+00,-2.560E-01, 5.769E-01, 3.999E-03, 3.999E-03,-1.007E+01
 4.900E+02, 2.000E+02,-1.170E+02,-4.295E+00,-7.854E+01, 8.128E-01, 1.134E-02, 0.000E+00, 5.171E-02, 9.419E-01, 3.999E-03, 3.999E-03,-5.947E+00
 5.200E+02, 1.956E+02,-1.179E+02,-1.788E+00,-7.578E+01, 8.230E-01, 6.187E-02, 0.000E+00, 2.204E-01, 1.037E+00, 3.999E-03, 3.999E-03, 1.161E+01
 5.500E+02, 1.692E+02,-1.069E+02, 7.068E+00,-6.720E+01, 6.747E-01, 5.038E-01, 0.000E+00, 1.657E+00, 3.277E+00, 3.999E-03, 3.999E-03, 1.436E+02
 5.800E+02, 1.569E+02,-1.004E+02, 6.952E+00,-6.380E+01, 6.193E-01,-3.772E-01, 0.000E+00,-1.412E+00,-1.674E-01, 3.999E-03, 3.999E-03, 3.114E+01
 6.100E+02, 1.553E+02,-9.553E+01, 5.490E-01,-6.035E+01, 6.434E-01,-2.112E-01, 0.000E+00,-8.032E-01, 4.063E-01, 3.999E-03, 3.999E-03,-3.285E+01
