s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2"
-6.000E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 2.095E-01, 3.901E-04
 1.599E-02, 1.996E+01, 1.997E+01, 2.000E+01, 1.995E+01, 1.994E+01, 2.000E+01, 1.994E+01, 1.995E+01,-7.931E+01, 2.095E-01, 3.901E-04
 6.000E+02, 1.358E+02, 1.363E+02, 1.448E+02, 1.980E+02, 6.467E+01, 1.473E+02, 1.999E+02, 6.170E+01,-4.044E+01, 1.899E-01, 1.137E-02
 1.200E+03, 1.510E+02, 1.527E+02, 1.633E+02, 2.140E+02, 7.579E+01, 1.641E+02, 2.192E+02, 7.475E+01,-5.096E+01, 1.547E-01, 3.103E-02
 1.800E+03, 1.643E+02, 1.647E+02, 1.749E+02, 2.309E+02, 8.706E+01, 1.765E+02, 2.327E+02, 8.491E+01,-4.832E+01, 1.471E-01, 3.529E-02
 2.400E+03, 1.744E+02, 1.747E+02, 1.840E+02, 2.445E+02, 9.461E+01, 1.888E+02, 2.415E+02, 9.388E+01,-4.536E+01, 1.461E-01, 3.585E-02
 3.000E+03, 1.839E+02, 1.820E+02, 1.934E+02, 2.553E+02, 1.029E+02, 1.973E+02, 2.488E+02, 1.001E+02,-4.459E+01, 1.456E-01, 3.612E-02
 3.600E+03, 1.901E+02, 1.885E+02, 2.006E+02, 2.615E+02, 1.083E+02, 2.029E+02, 2.575E+02, 1.051E+02,-4.322E+01, 1.454E-01, 3.622E-02
