s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-6.574E-04, 9.289E-07,-5.163E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.617E-04, 0.000E+00, 0.000E+00,-8.347E-01
-4.998E+01, 0.000E+00,-1.900E-06,-3.486E-02, 4.922E-08, 0.000E+00,-1.396E-02, 0.000E+00,-5.439E-02,-4.882E-02, 0.000E+00, 0.000E+00,-2.280E+00
-3.996E+01, 0.000E+00,-1.184E-05, 7.241E-02,-1.623E-06, 0.000E+00, 2.896E-02, 0.000E+00, 1.070E-01, 1.014E-01, 0.000E+00, 0.000E+00, 5.620E-01
-2.994E+01, 0.000E+00, 2.648E-06,-7.302E-02,-1.369E-06, 0.000E+00,-2.920E-02, 0.000E+00,-9.974E-02,-1.022E-01, 0.000E+00, 0.000E+00,-2.088E+00
-1.992E+01, 0.000E+00,-3.083E-06, 7.347E-02,-6.492E-07, 0.000E+00, 2.939E-02, 0.000E+00, 9.614E-02, 1.029E-01, 0.000E+00, 0.000E+00, 4.664E-01
-9.896E+00, 0.000E+00,-3.287E-06,-7.525E-02,-1.639E-06, 0.000E+00,-3.010E-02, 0.000E+00,-9.480E-02,-1.054E-01, 0.000E+00, 0.000E+00,-2.053E+00
 1.301E-02, 1.748E-04, 8.181E-06, 6.211E-02, 9.916E-07, 3.591E-06, 2.489E-02, 0.000E+00, 6.864E-02, 8.719E-02, 1.498E-08, 1.498E-08,-2.492E-01
 1.002E+01, 3.381E+01,-5.309E+00,-2.616E+01,-1.275E+00, 1.554E-01, 4.229E-01, 0.000E+00, 1.490E+00, 1.639E+00, 6.719E-04, 6.719E-04, 3.931E+01
 2.002E+01, 9.921E+01,-1.587E+01,-7.234E+01,-8.404E+00, 4.519E-01, 1.054E+00, 0.000E+00, 3.685E+00, 4.101E+00, 2.004E-03, 2.004E-03, 1.370E+02
 3.001E+01, 1.657E+02,-2.868E+01,-1.150E+02,-1.802E+01, 7.243E-01, 1.339E+00, 0.000E+00, 4.667E+00, 6.051E+00, 3.336E-03, 3.336E-03, 2.607E+02
 4.001E+01, 1.999E+02,-3.880E+01,-1.327E+02,-2.755E+01, 8.509E-01,-3.329E-01, 0.000E+00,-1.148E+00, 1.416E+00, 3.999E-03, 3.999E-03, 2.303E+02
 5.000E+01, 1.999E+02,-4.553E+01,-1.177E+02,-3.538E+01, 8.477E-01,-3.841E-01, 0.000E+00,-1.369E+00, 1.789E+00, 3.999E-03, 3.999E-03, 1.940E+02
 6.002E+01, 2.002E+02,-5.236E+01,-1.042E+02,-4.251E+01, 8.518E-01,-5.146E-01, 0.000E+00,-1.762E+00, 1.543E+00, 3.999E-03, 3.999E-03, 1.472E+02
 7.001E+01, 1.998E+02,-5.945E+01,-8.892E+01,-4.972E+01, 8.466E-01,-3.042E-01, 0.000E+00,-1.054E+00, 2.229E+00, 3.999E-03, 3.999E-03, 1.192E+02
 8.001E+01, 1.994E+02,-6.635E+01,-7.577E+01,-5.600E+01, 8.533E-01,-4.052E-01, 0.000E+00,-1.459E+00, 1.682E+00, 3.999E-03, 3.999E-03, 8.056E+01
 9.001E+01, 1.995E+02,-7.316E+01,-6.357E+01,-6.186E+01, 8.474E-01,-3.874E-01, 0.000E+00,-1.382E+00, 1.402E+00, 3.999E-03, 3.999E-03, 4.390E+01
 1.000E+02, 2.003E+02,-7.926E+01,-5.382E+01,-6.567E+01, 8.477E-01,-6.080E-03, 0.000E+00,-7.181E-03, 2.403E+00, 3.999E-03, 3.999E-03, 4.371E+01
 1.100E+02, 2.000E+02,-8.468E+01,-4.353E+01,-7.091E+01, 8.477E-01,-1.168E-01, 0.000E+00,-3.302E-01, 1.574E+00, 3.999E-03, 3.999E-03, 3.495E+01
 1.200E+02, 1.994E+02,-8.922E+01,-3.502E+01,-7.453E+01, 8.521E-01,-1.068E-01, 0.000E+00,-4.236E-01, 1.365E+00, 3.999E-03, 3.999E-03, 2.371E+01
 1.300E+02, 2.000E+02,-9.326E+01,-3.012E+01,-7.625E+01, 8.460E-01,-1.227E-01, 0.000E+00,-4.189E-01, 1.098E+00, 3.999E-03, 3.999E-03, 1.261E+01
 1.400E+02, 1.999E+02,-9.671E+01,-2.415E+01,-7.852E+01, 8.474E-01, 7.968E-04, 0.000E+00,-9.920E-03, 1.341E+00, 3.999E-03, 3.999E-03, 1.235E+01
 1.500E+02, 2.004E+02,-9.976E+01,-2.001E+01,-8.008E+01, 8.417E-01, 6.180E-02, 0.000E+00, 2.197E-01, 1.438E+00, 3.999E-03, 3.999E-03, 1.816E+01
 1.600E+02, 1.995E+02,-1.021E+02,-1.691E+01,-8.078E+01, 8.415E-01,-1.930E-01, 0.000E+00,-6.667E-01, 3.906E-01, 3.999E-03, 3.999E-03, 4.583E-01
 1.700E+02, 1.997E+02,-1.043E+02,-1.326E+01,-8.192E+01, 8.437E-01,-7.507E-03, 0.000E+00,-4.893E-02, 9.698E-01, 3.999E-03, 3.999E-03,-8.376E-01
 1.800E+02, 2.002E+02,-1.062E+02,-1.185E+01,-8.202E+01, 8.457E-01,-1.844E-02, 0.000E+00,-2.074E-02, 9.520E-01, 3.999E-03, 3.999E-03,-1.388E+00
 1.900E+02, 1.997E+02,-1.075E+02,-1.007E+01,-8.198E+01, 8.442E-01, 2.765E-02, 0.000E+00, 9.221E-02, 1.030E+00, 3.999E-03, 3.999E-03, 1.057E+00
 2.000E+02, 2.000E+02,-1.087E+02,-9.516E+00,-8.203E+01, 8.457E-01,-1.139E-01, 0.000E+00,-3.897E-01, 5.141E-01, 3.999E-03, 3.999E-03,-9.261E+00
 2.100E+02, 1.998E+02,-1.098E+02,-7.693E+00,-8.189E+01, 8.463E-01, 1.349E-01, 0.000E+00, 4.724E-01, 1.392E+00, 3.999E-03, 3.999E-03, 3.280E+00
