s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-2.000E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 4.228E-02, 3.396E+01, 3.398E+01, 3.400E+01, 3.395E+01, 3.394E+01, 3.401E+01, 3.397E+01, 3.395E+01,-8.025E+01, 2.095E-01, 3.901E-04, 0.000E+00
 2.000E+02, 1.210E+02, 1.265E+02, 1.293E+02, 1.726E+02, 6.128E+01, 1.382E+02, 1.807E+02, 6.052E+01,-2.518E+01, 2.059E-01, 2.429E-03, 1.808E+02
 4.000E+02, 1.315E+02, 1.343E+02, 1.425E+02, 1.853E+02, 6.666E+01, 1.473E+02, 1.891E+02, 6.648E+01,-6.546E+01, 1.908E-01, 1.085E-02, 1.977E+02
 6.000E+02, 1.384E+02, 1.432E+02, 1.517E+02, 1.939E+02, 6.946E+01, 1.584E+02, 2.012E+02, 7.011E+01,-6.381E+01, 1.743E-01, 2.005E-02, 1.975E+02
 8.000E+02, 1.449E+02, 1.487E+02, 1.532E+02, 2.057E+02, 7.593E+01, 1.663E+02, 2.055E+02, 7.437E+01,-6.402E+01, 1.611E-01, 2.742E-02, 1.976E+02
 1.000E+03, 1.486E+02, 1.565E+02, 1.594E+02, 2.081E+02, 7.834E+01, 1.725E+02, 2.187E+02, 7.846E+01,-6.361E+01, 1.530E-01, 3.195E-02, 1.976E+02
 1.200E+03, 1.551E+02, 1.592E+02, 1.668E+02, 2.141E+02, 8.437E+01, 1.765E+02, 2.183E+02, 8.267E+01,-6.301E+01, 1.491E-01, 3.414E-02, 1.976E+02
 1.400E+03, 1.590E+02, 1.629E+02, 1.695E+02, 2.218E+02, 8.570E+01, 1.790E+02, 2.241E+02, 8.559E+01,-6.239E+01, 1.468E-01, 3.542E-02, 1.976E+02
 1.600E+03, 1.626E+02, 1.667E+02, 1.735E+02, 2.242E+02, 9.007E+01, 1.834E+02, 2.279E+02, 8.886E+01,-6.127E+01, 1.459E-01, 3.589E-02, 1.976E+02
 1.800E+03, 1.676E+02, 1.697E+02, 1.790E+02, 2.322E+02, 9.153E+01, 1.886E+02, 2.297E+02, 9.092E+01,-5.933E+01, 1.456E-01, 3.611E-02, 1.976E+02
 2.000E+03, 1.690E+02, 1.740E+02, 1.805E+02, 2.318E+02, 9.472E+01, 1.925E+02, 2.367E+02, 9.273E+01,-5.853E+01, 1.450E-01, 3.642E-02, 1.976E+02
 2.200E+03, 1.733E+02, 1.768E+02, 1.871E+02, 2.354E+02, 9.751E+01, 1.929E+02, 2.413E+02, 9.612E+01,-5.766E+01, 1.443E-01, 3.682E-02, 1.976E+02
 2.400E+03, 1.753E+02, 1.810E+02, 1.860E+02, 2.395E+02, 1.003E+02, 2.023E+02, 2.422E+02, 9.838E+01,-5.791E+01, 1.436E-01, 3.718E-02, 1.977E+02
 2.600E+03, 1.784E+02, 1.836E+02, 1.896E+02, 2.439E+02, 1.015E+02, 2.030E+02, 2.481E+02, 9.960E+01,-5.789E+01, 1.435E-01, 3.725E-02, 1.976E+02
 2.800E+03, 1.813E+02, 1.847E+02, 1.948E+02, 2.455E+02, 1.037E+02, 2.048E+02, 2.475E+02, 1.020E+02,-5.795E+01, 1.435E-01, 3.727E-02, 1.976E+02
 3.000E+03, 1.830E+02, 1.879E+02, 1.951E+02, 2.474E+02, 1.067E+02, 2.068E+02, 2.529E+02, 1.039E+02,-5.790E+01, 1.434E-01, 3.729E-02, 1.976E+02
 3.200E+03, 1.854E+02, 1.908E+02, 1.982E+02, 2.498E+02, 1.081E+02, 2.119E+02, 2.546E+02, 1.059E+02,-5.797E+01, 1.433E-01, 3.735E-02, 1.975E+02
 3.400E+03, 1.878E+02, 1.919E+02, 2.010E+02, 2.530E+02, 1.093E+02, 2.127E+02, 2.573E+02, 1.057E+02,-5.828E+01, 1.434E-01, 3.729E-02, 1.976E+02
 3.600E+03, 1.887E+02, 1.934E+02, 2.021E+02, 2.528E+02, 1.112E+02, 2.147E+02, 2.583E+02, 1.072E+02,-5.815E+01, 1.436E-01, 3.720E-02, 1.976E+02
 3.800E+03, 1.923E+02, 1.948E+02, 2.087E+02, 2.546E+02, 1.134E+02, 2.151E+02, 2.588E+02, 1.104E+02,-5.788E+01, 1.437E-01, 3.713E-02, 1.976E+02
 4.000E+03, 1.932E+02, 1.979E+02, 2.080E+02, 2.580E+02, 1.136E+02, 2.202E+02, 2.622E+02, 1.113E+02,-5.873E+01, 1.437E-01, 3.715E-02, 1.975E+02
