s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-8.203E-04, 6.045E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.197E-04, 0.000E+00, 0.000E+00,-7.792E-01
-4.998E+01, 0.000E+00, 1.208E-02,-5.894E-01, 1.503E-03,-3.168E-19,-2.354E-01, 0.000E+00,-8.246E-01,-8.112E-01, 0.000E+00, 0.000E+00,-2.269E+01
-3.996E+01, 0.000E+00, 1.120E-02,-2.263E-03, 1.901E-03, 0.000E+00,-6.608E-04, 0.000E+00,-1.155E-03, 1.018E-02, 0.000E+00, 0.000E+00,-2.272E+01
-2.994E+01, 0.000E+00, 1.103E-02,-5.661E-04, 2.425E-03, 0.000E+00, 3.321E-04, 0.000E+00, 5.165E-05, 1.323E-02, 0.000E+00, 0.000E+00,-2.272E+01
-1.992E+01, 0.000E+00, 1.086E-02,-2.731E-03, 2.687E-03, 0.000E+00,-3.439E-04, 0.000E+00,-4.552E-05, 1.048E-02, 0.000E+00, 0.000E+00,-2.272E+01
-9.896E+00, 0.000E+00, 1.069E-02,-1.440E-03, 2.841E-03, 0.000E+00, 2.959E-04, 0.000E+00,-1.783E-04, 1.239E-02, 0.000E+00, 0.000E+00,-2.273E+01
 1.301E-02, 1.752E-04, 1.054E-02,-1.794E-03, 3.013E-03, 3.787E-06, 5.276E-05, 0.000E+00, 5.143E-04, 1.199E-02, 1.498E-08, 1.498E-08,-2.271E+01
 1.001E+01, 3.271E+01,-4.557E+00,-2.596E+01,-1.518E+00, 1.625E-01, 2.639E-01, 0.000E+00, 9.168E-01, 1.096E+00, 6.712E-04, 6.712E-04, 1.583E+00
 2.000E+01, 9.889E+01,-1.546E+01,-7.284E+01,-9.037E+00, 4.659E-01, 4.232E-01, 0.000E+00, 1.486E+00, 2.443E+00, 2.002E-03, 2.002E-03, 4.097E+01
