s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-5.000E+01, 0.000E+00,-5.566E-04, 1.397E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.552E-04, 0.000E+00, 0.000E+00,-8.688E-01
-1.994E+01, 0.000E+00, 3.475E-03,-1.841E-01, 1.615E-03, 0.000E+00,-7.208E-02, 0.000E+00,-2.523E-01,-2.510E-01, 0.000E+00, 0.000E+00,-2.107E+01
 1.002E+01, 1.040E+01,-1.914E+00,-7.861E+00,-4.244E-01, 5.111E-02, 8.078E-02, 0.000E+00, 2.874E-01, 3.369E-01, 2.245E-04, 2.245E-04, 1.856E+00
 4.001E+01, 1.486E+02,-2.883E+01,-9.931E+01,-1.796E+01, 6.704E-01, 3.246E-01, 0.000E+00, 1.135E+00, 3.494E+00, 3.113E-03, 3.113E-03, 9.249E+01
 7.000E+01, 1.935E+02,-5.188E+01,-9.515E+01,-4.329E+01, 8.510E-01,-2.448E-01, 0.000E+00,-8.600E-01, 3.789E+00, 3.999E-03, 3.999E-03, 2.380E+01
 1.000E+02, 1.949E+02,-7.007E+01,-6.064E+01,-6.041E+01, 8.505E-01,-5.663E-02, 0.000E+00,-2.152E-01, 4.614E+00, 3.999E-03, 3.999E-03, 6.612E+00
 1.300E+02, 1.962E+02,-8.608E+01,-3.349E+01,-7.276E+01, 8.416E-01,-3.624E-02, 0.000E+00,-1.335E-01, 4.701E+00, 3.999E-03, 3.999E-03,-4.060E+00
 1.600E+02, 1.987E+02,-9.778E+01,-1.564E+01,-8.116E+01, 8.100E-01,-6.465E-02, 0.000E+00,-2.303E-01, 4.903E+00, 3.999E-03, 3.999E-03,-2.245E+01
 1.900E+02, 1.991E+02,-1.039E+02,-7.768E+00,-8.282E+01, 7.885E-01, 1.441E-02, 0.000E+00, 6.280E-02, 5.382E+00, 3.999E-03, 3.999E-03,-1.743E+01
 2.200E+02, 1.993E+02,-1.070E+02,-4.711E+00,-8.239E+01, 7.709E-01, 2.705E-02, 0.000E+00, 9.601E-02, 5.910E+00, 3.999E-03, 3.999E-03,-9.760E+00
 2.500E+02, 1.992E+02,-1.086E+02,-4.205E+00,-8.095E+01, 7.588E-01,-4.022E-02, 0.000E+00,-1.555E-01, 6.153E+00, 3.999E-03, 3.999E-03,-2.218E+01
 2.800E+02, 1.993E+02,-1.102E+02,-4.152E+00,-7.953E+01, 7.542E-01, 2.853E-02, 0.000E+00, 9.508E-02, 6.200E+00, 3.999E-03, 3.999E-03,-1.458E+01
 3.100E+02, 1.991E+02,-1.121E+02,-3.801E+00,-7.881E+01, 7.382E-01, 3.998E-02, 0.000E+00, 1.485E-01, 5.180E+00, 3.999E-03, 3.999E-03,-2.724E+00
 3.400E+02, 1.991E+02,-1.134E+02,-2.470E+00,-7.784E+01, 7.209E-01,-4.583E-02, 0.000E+00,-1.763E-01, 6.059E+00, 3.999E-03, 3.999E-03,-1.681E+01
 3.700E+02, 1.990E+02,-1.142E+02,-2.866E+00,-7.595E+01, 7.175E-01,-3.801E-04, 0.000E+00,-3.679E-04, 6.631E+00, 3.999E-03, 3.999E-03,-1.684E+01
 4.000E+02, 1.964E+02,-1.149E+02,-7.006E-01,-7.495E+01, 6.974E-01, 1.700E-01, 0.000E+00, 5.232E-01, 6.804E+00, 3.999E-03, 3.999E-03, 2.494E+01
 4.300E+02, 1.918E+02,-1.130E+02,-1.894E+00,-7.220E+01, 6.459E-01,-1.843E-01, 0.000E+00,-6.956E-01, 5.160E+00, 3.999E-03, 3.999E-03,-3.064E+01
 4.600E+02, 1.660E+02,-1.013E+02, 4.164E+00,-6.323E+01, 4.987E-01, 2.656E-02, 0.000E+00,-3.724E-02, 6.208E+00, 3.999E-03, 3.999E-03,-3.361E+01
 4.900E+02, 1.734E+02,-9.831E+01,-8.441E+00,-6.091E+01, 5.498E-01, 3.759E-02, 0.000E+00, 9.468E-02, 6.282E+00, 3.999E-03, 3.999E-03,-2.605E+01
 5.200E+02, 1.429E+02,-8.647E+01, 1.228E+00,-5.282E+01, 3.369E-01, 3.587E-02, 0.000E+00, 5.069E-02, 5.227E+00, 3.999E-03, 3.999E-03,-2.200E+01
 5.500E+02, 1.298E+02,-8.018E+01, 2.638E+00,-4.745E+01, 2.995E-01,-1.777E-01, 0.000E+00,-7.049E-01, 4.881E+00, 3.999E-03, 3.999E-03,-7.826E+01
 5.800E+02, 1.181E+02,-7.570E+01, 9.540E+00,-4.576E+01, 2.483E-01, 3.052E-01, 0.000E+00, 9.642E-01, 6.745E+00, 3.999E-03, 3.999E-03,-1.144E+00
 6.100E+02, 1.680E+02,-8.441E+01,-3.060E+01,-4.904E+01, 3.204E-01,-7.289E-01, 0.000E+00,-2.896E+00, 3.576E+00, 3.999E-03, 3.999E-03,-2.323E+02
 6.400E+02, 3.129E+02,-1.414E+02,-8.908E+01,-7.219E+01, 3.236E-01, 2.662E-02, 0.000E+00,-6.003E-01, 1.061E+01, 3.999E-03, 3.999E-03,-2.803E+02
 6.700E+02, 1.689E+02,-1.099E+02, 8.877E+00,-5.834E+01, 2.222E-01, 1.231E+00, 0.000E+00, 4.145E+00, 1.102E+01, 3.999E-03, 3.999E-03, 5.098E+01
