s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-6.345E-04,-4.938E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.350E-04, 0.000E+00, 0.000E+00,-8.532E-01
-4.998E+01, 0.000E+00, 1.718E-02,-2.139E+00, 7.394E-03, 0.000E+00,-8.445E-01, 0.000E+00,-2.955E+00,-2.959E+00, 0.000E+00, 0.000E+00,-7.953E+01
-3.999E+01, 0.000E+00, 1.614E-02,-2.640E-02, 8.106E-03, 0.000E+00, 1.008E-03, 0.000E+00, 2.162E-03,-1.147E-03, 0.000E+00, 0.000E+00,-7.947E+01
-2.993E+01, 0.000E+00, 1.541E-02,-3.164E-02, 8.628E-03, 0.000E+00,-4.451E-04, 0.000E+00,-2.573E-03,-8.045E-03, 0.000E+00, 0.000E+00,-7.954E+01
-1.995E+01, 0.000E+00, 1.473E-02,-2.823E-02, 9.160E-03, 0.000E+00, 6.982E-04, 0.000E+00, 3.791E-03,-3.638E-03, 0.000E+00, 0.000E+00,-7.944E+01
-9.979E+00, 0.000E+00, 1.409E-02,-3.301E-02, 9.769E-03, 0.000E+00,-1.177E-03, 0.000E+00,-1.779E-03,-1.033E-02, 0.000E+00, 0.000E+00,-7.948E+01
 8.493E-02, 9.425E-04, 1.345E-02,-2.420E-02, 1.017E-02, 2.232E-05, 2.328E-03, 0.000E+00, 1.536E-03, 2.710E-03, 9.522E-08, 9.522E-08,-7.944E+01
 1.000E+01, 3.304E+01,-5.252E+00,-2.435E+01,-1.421E+00, 1.551E-01, 7.756E-01, 0.000E+00, 2.706E+00, 2.946E+00, 6.755E-04, 6.755E-04,-8.129E+00
 2.001E+01, 9.920E+01,-1.669E+01,-7.237E+01,-8.712E+00, 4.428E-01, 1.772E-01, 0.000E+00, 6.275E-01, 2.044E+00, 2.002E-03, 2.002E-03, 8.566E+00
 3.001E+01, 1.649E+02,-2.991E+01,-1.122E+02,-1.904E+01, 7.086E-01, 4.862E-01, 0.000E+00, 1.674E+00, 4.919E+00, 3.336E-03, 3.336E-03, 5.302E+01
 4.002E+01, 2.002E+02,-4.078E+01,-1.238E+02,-3.084E+01, 8.342E-01,-2.752E-01, 0.000E+00,-9.718E-01, 5.291E+00, 3.999E-03, 3.999E-03, 2.717E+01
 5.001E+01, 1.990E+02,-4.795E+01,-1.053E+02,-4.000E+01, 8.386E-01,-1.203E-01, 0.000E+00,-3.708E-01, 6.437E+00, 3.999E-03, 3.999E-03, 1.733E+01
 6.001E+01, 2.010E+02,-5.581E+01,-9.022E+01,-4.745E+01, 8.378E-01,-5.874E-02, 0.000E+00,-2.626E-01, 8.279E+00, 3.999E-03, 3.999E-03, 1.034E+01
 7.001E+01, 1.998E+02,-6.277E+01,-7.669E+01,-5.360E+01, 8.373E-01, 5.318E-02, 0.000E+00, 1.978E-01, 7.632E+00, 3.999E-03, 3.999E-03, 1.560E+01
 8.001E+01, 2.005E+02,-6.965E+01,-6.492E+01,-5.958E+01, 8.289E-01,-2.160E-01, 0.000E+00,-8.016E-01, 6.957E+00, 3.999E-03, 3.999E-03,-5.719E+00
 9.002E+01, 1.996E+02,-7.565E+01,-5.066E+01,-6.425E+01, 8.164E-01,-2.480E-02, 0.000E+00,-7.984E-02, 9.841E+00, 3.999E-03, 3.999E-03,-7.842E+00
 1.000E+02, 2.002E+02,-8.060E+01,-4.098E+01,-6.869E+01, 8.072E-01,-5.821E-02, 0.000E+00,-2.385E-01, 1.070E+01, 3.999E-03, 3.999E-03,-1.417E+01
 1.100E+02, 1.994E+02,-8.443E+01,-3.339E+01,-7.249E+01, 7.960E-01,-3.346E-01, 0.000E+00,-1.160E+00, 9.601E+00, 3.999E-03, 3.999E-03,-4.499E+01
 1.200E+02, 1.999E+02,-8.814E+01,-2.629E+01,-7.608E+01, 7.869E-01, 3.609E-02, 0.000E+00, 1.097E-01, 1.017E+01, 3.999E-03, 3.999E-03,-4.207E+01
 1.300E+02, 2.004E+02,-9.098E+01,-1.950E+01,-7.767E+01, 7.766E-01,-7.921E-02, 0.000E+00,-2.855E-01, 1.291E+01, 3.999E-03, 3.999E-03,-4.965E+01
