s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-6.000E+01, 0.000E+00,-6.490E-04,-4.920E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.494E-04, 0.000E+00, 0.000E+00,-8.501E-01
-4.998E+01, 0.000E+00, 1.665E-02,-1.970E+00, 6.701E-03, 0.000E+00,-7.776E-01, 0.000E+00,-2.725E+00,-2.724E+00, 0.000E+00, 0.000E+00,-7.342E+01
-3.990E+01, 0.000E+00, 1.558E-02,-3.234E-02, 7.272E-03, 0.000E+00,-2.307E-03, 0.000E+00,-4.275E-03,-1.180E-02, 0.000E+00, 0.000E+00,-7.353E+01
-2.999E+01, 0.000E+00, 1.492E-02,-2.138E-02, 7.652E-03,-1.340E-18, 2.561E-03, 0.000E+00, 9.418E-03, 3.756E-03, 0.000E+00, 0.000E+00,-7.329E+01
-1.997E+01, 0.000E+00, 1.425E-02,-2.696E-02, 8.069E-03, 0.000E+00, 1.317E-04, 0.000E+00,-3.749E-03,-4.504E-03, 0.000E+00, 0.000E+00,-7.339E+01
-9.940E+00, 0.000E+00, 1.364E-02,-2.996E-02, 8.594E-03, 0.000E+00,-1.041E-03, 0.000E+00,-8.046E-04,-8.773E-03, 0.000E+00, 0.000E+00,-7.341E+01
 8.573E-02, 1.218E-03, 1.304E-02,-2.566E-02, 9.262E-03, 2.700E-05, 7.425E-04, 0.000E+00,-5.165E-04,-1.373E-03, 1.154E-07, 1.154E-07,-7.342E+01
 1.000E+01, 3.309E+01,-5.219E+00,-2.446E+01,-1.444E+00, 1.553E-01, 7.468E-01, 0.000E+00, 2.611E+00, 2.864E+00, 6.756E-04, 6.756E-04,-4.638E+00
 2.002E+01, 9.854E+01,-1.651E+01,-7.218E+01,-8.634E+00, 4.438E-01, 8.911E-02, 0.000E+00, 2.929E-01, 1.746E+00, 2.002E-03, 2.002E-03, 3.159E+00
 3.001E+01, 1.662E+02,-2.983E+01,-1.129E+02,-1.879E+01, 7.081E-01, 6.137E-01, 0.000E+00, 2.172E+00, 5.916E+00, 3.336E-03, 3.336E-03, 6.084E+01
 4.002E+01, 2.001E+02,-4.092E+01,-1.240E+02,-3.051E+01, 8.331E-01,-2.311E-01, 0.000E+00,-8.621E-01, 5.188E+00, 3.999E-03, 3.999E-03, 3.792E+01
 5.001E+01, 1.997E+02,-4.822E+01,-1.067E+02,-3.936E+01, 8.377E-01,-2.347E-01, 0.000E+00,-8.063E-01, 5.977E+00, 3.999E-03, 3.999E-03, 1.651E+01
 6.002E+01, 2.001E+02,-5.605E+01,-9.054E+01,-4.753E+01, 8.417E-01,-1.314E-01, 0.000E+00,-4.592E-01, 6.706E+00, 3.999E-03, 3.999E-03, 4.300E+00
 7.000E+01, 1.992E+02,-6.393E+01,-7.579E+01,-5.452E+01, 8.304E-01,-1.497E-01, 0.000E+00,-5.604E-01, 5.637E+00, 3.999E-03, 3.999E-03,-1.057E+01
 8.001E+01, 2.003E+02,-7.160E+01,-6.265E+01,-6.063E+01, 8.315E-01, 1.859E-01, 0.000E+00, 6.561E-01, 6.398E+00, 3.999E-03, 3.999E-03, 6.874E+00
 9.001E+01, 2.009E+02,-7.773E+01,-5.008E+01,-6.523E+01, 8.219E-01,-1.628E-01, 0.000E+00,-5.729E-01, 8.511E+00, 3.999E-03, 3.999E-03,-8.352E+00
