s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-5.000E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 3.421E-02, 2.296E+01, 2.295E+01, 2.302E+01, 2.295E+01, 2.290E+01, 2.301E+01, 2.295E+01, 2.289E+01,-1.773E+02, 2.095E-01, 3.901E-04, 0.000E+00
 5.000E+02, 1.241E+02, 1.268E+02, 9.837E+01, 1.285E+02, 1.454E+02, 1.014E+02, 1.341E+02, 1.449E+02,-1.029E+02, 1.884E-01, 1.216E-02, 1.895E+02
 1.000E+03, 1.326E+02, 1.369E+02, 1.052E+02, 1.379E+02, 1.548E+02, 1.112E+02, 1.449E+02, 1.547E+02,-1.181E+02, 1.709E-01, 2.192E-02, 1.967E+02
 1.500E+03, 1.413E+02, 1.439E+02, 1.133E+02, 1.473E+02, 1.632E+02, 1.179E+02, 1.523E+02, 1.614E+02,-1.185E+02, 1.678E-01, 2.368E-02, 1.967E+02
 2.000E+03, 1.470E+02, 1.504E+02, 1.177E+02, 1.546E+02, 1.685E+02, 1.227E+02, 1.573E+02, 1.713E+02,-1.185E+02, 1.674E-01, 2.388E-02, 1.967E+02
 2.500E+03, 1.521E+02, 1.549E+02, 1.215E+02, 1.570E+02, 1.778E+02, 1.265E+02, 1.642E+02, 1.741E+02,-1.175E+02, 1.673E-01, 2.394E-02, 1.968E+02
 3.000E+03, 1.561E+02, 1.590E+02, 1.268E+02, 1.629E+02, 1.785E+02, 1.300E+02, 1.664E+02, 1.807E+02,-1.158E+02, 1.672E-01, 2.400E-02, 1.967E+02
 3.500E+03, 1.606E+02, 1.636E+02, 1.292E+02, 1.681E+02, 1.844E+02, 1.339E+02, 1.716E+02, 1.855E+02,-1.135E+02, 1.669E-01, 2.415E-02, 1.968E+02
 4.000E+03, 1.643E+02, 1.674E+02, 1.338E+02, 1.723E+02, 1.869E+02, 1.380E+02, 1.763E+02, 1.877E+02,-1.103E+02, 1.665E-01, 2.442E-02, 1.968E+02
 4.500E+03, 1.674E+02, 1.704E+02, 1.349E+02, 1.750E+02, 1.925E+02, 1.391E+02, 1.792E+02, 1.930E+02,-1.089E+02, 1.661E-01, 2.462E-02, 1.969E+02
 5.000E+03, 1.710E+02, 1.738E+02, 1.383E+02, 1.809E+02, 1.939E+02, 1.430E+02, 1.828E+02, 1.955E+02,-1.085E+02, 1.661E-01, 2.464E-02, 1.968E+02
 5.500E+03, 1.746E+02, 1.764E+02, 1.421E+02, 1.826E+02, 1.991E+02, 1.449E+02, 1.864E+02, 1.978E+02,-1.084E+02, 1.661E-01, 2.464E-02, 1.968E+02
 6.000E+03, 1.772E+02, 1.799E+02, 1.434E+02, 1.870E+02, 2.013E+02, 1.486E+02, 1.895E+02, 2.014E+02,-1.082E+02, 1.661E-01, 2.464E-02, 1.968E+02
