s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-2.000E+02, 0.000E+00,-6.083E-04, 3.200E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.051E-04, 0.000E+00, 0.000E+00,-8.594E-01
-1.700E+02, 0.000E+00, 1.230E-02,-5.991E-01, 6.360E-03, 0.000E+00,-2.311E-01, 0.000E+00,-8.084E-01,-8.115E-01, 0.000E+00, 0.000E+00,-6.558E+01
-1.400E+02, 0.000E+00, 1.081E-02,-2.200E-02, 6.504E-03, 0.000E+00,-2.668E-04, 0.000E+00,-1.995E-03,-4.962E-03, 0.000E+00, 0.000E+00,-6.574E+01
-1.099E+02, 0.000E+00, 9.615E-03,-1.969E-02, 6.926E-03, 0.000E+00,-5.972E-05, 0.000E+00, 8.685E-04,-3.205E-03, 0.000E+00, 0.000E+00,-6.567E+01
-7.993E+01, 0.000E+00, 8.532E-03,-1.874E-02, 6.963E-03, 0.000E+00,-2.245E-05, 0.000E+00,-1.062E-03,-3.270E-03, 0.000E+00, 0.000E+00,-6.576E+01
-4.994E+01, 0.000E+00, 7.537E-03,-1.762E-02, 6.566E-03, 0.000E+00,-2.903E-04, 0.000E+00,-1.792E-04,-3.810E-03, 0.000E+00, 0.000E+00,-6.577E+01
-1.996E+01, 0.000E+00, 6.662E-03,-1.425E-02, 5.913E-03, 0.000E+00, 3.570E-04, 0.000E+00, 1.347E-03,-1.314E-03, 0.000E+00, 0.000E+00,-6.566E+01
 1.001E+01, 1.036E+01,-1.783E+00,-7.561E+00,-4.746E-01, 5.157E-02, 2.097E-01, 0.000E+00, 7.356E-01, 7.994E-01, 2.241E-04, 2.241E-04,-6.845E+00
 4.001E+01, 1.489E+02,-2.908E+01,-9.688E+01,-2.000E+01, 6.826E-01, 6.008E-02, 0.000E+00, 2.109E-01, 3.676E+00, 3.112E-03, 3.112E-03, 1.003E+01
