s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-5.000E+02, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 1.278E-03, 2.396E+01, 2.396E+01, 2.400E+01, 2.395E+01, 2.393E+01, 2.400E+01, 2.394E+01, 2.395E+01,-1.657E+02, 2.095E-01, 3.901E-04, 0.000E+00
 5.000E+02, 1.286E+02, 1.300E+02, 1.318E+02, 1.834E+02, 7.057E+01, 1.337E+02, 1.862E+02, 6.997E+01,-1.043E+02, 1.937E-01, 9.240E-03, 1.902E+02
 1.000E+03, 1.424E+02, 1.430E+02, 1.432E+02, 2.016E+02, 8.248E+01, 1.473E+02, 2.011E+02, 8.058E+01,-1.188E+02, 1.712E-01, 2.176E-02, 1.969E+02
 1.500E+03, 1.540E+02, 1.537E+02, 1.541E+02, 2.160E+02, 9.183E+01, 1.588E+02, 2.117E+02, 9.060E+01,-1.132E+02, 1.672E-01, 2.401E-02, 1.969E+02
 2.000E+03, 1.618E+02, 1.610E+02, 1.598E+02, 2.248E+02, 1.008E+02, 1.641E+02, 2.217E+02, 9.729E+01,-1.108E+02, 1.667E-01, 2.431E-02, 1.970E+02
 2.500E+03, 1.686E+02, 1.678E+02, 1.684E+02, 2.316E+02, 1.059E+02, 1.704E+02, 2.296E+02, 1.034E+02,-1.082E+02, 1.664E-01, 2.448E-02, 1.970E+02
 3.000E+03, 1.736E+02, 1.745E+02, 1.737E+02, 2.362E+02, 1.109E+02, 1.762E+02, 2.374E+02, 1.098E+02,-1.066E+02, 1.662E-01, 2.460E-02, 1.970E+02
 3.500E+03, 1.791E+02, 1.791E+02, 1.785E+02, 2.435E+02, 1.154E+02, 1.816E+02, 2.422E+02, 1.135E+02,-1.054E+02, 1.659E-01, 2.471E-02, 1.970E+02
 4.000E+03, 1.831E+02, 1.827E+02, 1.827E+02, 2.471E+02, 1.194E+02, 1.857E+02, 2.468E+02, 1.155E+02,-1.038E+02, 1.658E-01, 2.481E-02, 1.970E+02
 4.500E+03, 1.879E+02, 1.876E+02, 1.868E+02, 2.535E+02, 1.235E+02, 1.886E+02, 2.533E+02, 1.210E+02,-1.028E+02, 1.656E-01, 2.493E-02, 1.970E+02
 5.000E+03, 1.920E+02, 1.913E+02, 1.908E+02, 2.589E+02, 1.262E+02, 1.934E+02, 2.562E+02, 1.243E+02,-1.026E+02, 1.655E-01, 2.495E-02, 1.970E+02
 5.500E+03, 1.951E+02, 1.948E+02, 1.945E+02, 2.602E+02, 1.307E+02, 1.974E+02, 2.594E+02, 1.277E+02,-1.023E+02, 1.656E-01, 2.490E-02, 1.970E+02
 6.000E+03, 1.990E+02, 1.975E+02, 1.982E+02, 2.646E+02, 1.340E+02, 2.005E+02, 2.613E+02, 1.307E+02,-1.023E+02, 1.654E-01, 2.500E-02, 1.970E+02
 6.500E+03, 2.018E+02, 2.012E+02, 2.017E+02, 2.675E+02, 1.364E+02, 2.030E+02, 2.668E+02, 1.337E+02,-1.021E+02, 1.656E-01, 2.493E-02, 1.970E+02
 7.000E+03, 2.038E+02, 2.032E+02, 2.040E+02, 2.702E+02, 1.372E+02, 2.053E+02, 2.691E+02, 1.353E+02,-1.020E+02, 1.656E-01, 2.491E-02, 1.970E+02
