s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-6.000E+02, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 1.878E-02, 2.597E+01, 2.599E+01, 2.600E+01, 2.597E+01, 2.596E+01, 2.602E+01, 2.598E+01, 2.596E+01,-2.079E+01, 2.095E-01, 3.901E-04, 0.000E+00
 6.000E+02, 1.447E+02, 1.428E+02, 1.223E+02, 1.512E+02, 1.606E+02, 1.221E+02, 1.458E+02, 1.606E+02, 4.400E+00, 1.751E-01, 1.961E-02, 1.921E+02
 1.200E+03, 1.442E+02, 1.439E+02, 1.280E+02, 1.472E+02, 1.574E+02, 1.279E+02, 1.460E+02, 1.577E+02,-1.229E+01, 1.295E-01, 4.502E-02, 1.864E+02
 1.800E+03, 1.375E+02, 1.380E+02, 1.223E+02, 1.432E+02, 1.468E+02, 1.253E+02, 1.384E+02, 1.502E+02,-2.199E+01, 1.268E-01, 4.567E-02, 1.393E+01
 2.400E+03, 1.418E+02, 1.423E+02, 1.255E+02, 1.478E+02, 1.519E+02, 1.283E+02, 1.431E+02, 1.556E+02,-1.682E+01, 1.228E-01, 4.731E-02, 6.116E-01
 3.000E+03, 1.510E+02, 1.539E+02, 1.335E+02, 1.563E+02, 1.633E+02, 1.354E+02, 1.548E+02, 1.715E+02,-1.717E+01, 1.208E-01, 4.816E-02, 1.925E-01
 3.600E+03, 1.533E+02, 1.526E+02, 1.374E+02, 1.591E+02, 1.635E+02, 1.384E+02, 1.544E+02, 1.650E+02,-1.729E+01, 1.189E-01, 4.916E-02, 4.245E-01
 4.200E+03, 1.573E+02, 1.559E+02, 1.426E+02, 1.624E+02, 1.669E+02, 1.414E+02, 1.566E+02, 1.697E+02,-1.778E+01, 1.194E-01, 4.880E-02, 5.591E-03
 4.800E+03, 1.606E+02, 1.621E+02, 1.455E+02, 1.658E+02, 1.703E+02, 1.474E+02, 1.636E+02, 1.753E+02,-1.731E+01, 1.183E-01, 4.940E-02, 3.267E-01
 5.400E+03, 1.659E+02, 1.657E+02, 1.498E+02, 1.719E+02, 1.758E+02, 1.490E+02, 1.678E+02, 1.804E+02,-1.785E+01, 1.175E-01, 4.988E-02, 4.820E-01
 6.000E+03, 1.708E+02, 1.713E+02, 1.530E+02, 1.779E+02, 1.815E+02, 1.566E+02, 1.718E+02, 1.855E+02,-1.521E+01, 1.165E-01, 5.028E-02, 5.800E-01
 6.400E+03, 1.801E+02, 1.787E+02, 1.548E+02, 1.751E+02, 2.102E+02, 1.585E+02, 1.782E+02, 1.995E+02,-1.356E+01, 1.153E-01, 5.082E-02, 6.121E-01
