s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-4.000E+02, 0.000E+00,-7.791E-04, 1.308E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.778E-04, 0.000E+00, 0.000E+00,-8.133E-01
-3.700E+02, 0.000E+00, 5.600E-02,-1.599E+00, 2.299E-02,-1.711E-19,-5.993E-01, 0.000E+00,-2.098E+00,-2.119E+00, 0.000E+00, 0.000E+00,-1.686E+02
-3.400E+02, 0.000E+00, 4.367E-02,-9.210E-02, 2.507E-02, 0.000E+00, 2.351E-04, 0.000E+00, 1.489E-03,-2.313E-02, 0.000E+00, 0.000E+00,-1.685E+02
-3.100E+02, 0.000E+00, 3.416E-02,-7.920E-02, 2.213E-02,-1.464E-19,-1.640E-03, 0.000E+00,-5.740E-03,-2.455E-02, 0.000E+00, 0.000E+00,-1.689E+02
-2.800E+02, 0.000E+00, 2.664E-02,-5.962E-02, 1.822E-02, 0.000E+00, 4.760E-04, 0.000E+00, 1.642E-03,-1.428E-02, 0.000E+00, 0.000E+00,-1.688E+02
-2.500E+02, 0.000E+00, 2.066E-02,-4.837E-02, 1.467E-02, 0.000E+00, 2.238E-04, 0.000E+00, 7.423E-04,-1.282E-02, 0.000E+00, 0.000E+00,-1.687E+02
-2.200E+02, 0.000E+00, 1.597E-02,-3.877E-02, 1.130E-02, 0.000E+00,-1.275E-04, 0.000E+00, 2.058E-04,-1.161E-02, 0.000E+00, 0.000E+00,-1.687E+02
-1.900E+02, 0.000E+00, 1.238E-02,-3.042E-02, 9.048E-03,-1.844E-19,-7.247E-05, 0.000E+00,-1.196E-03,-9.067E-03, 0.000E+00, 0.000E+00,-1.688E+02
-1.600E+02, 0.000E+00, 9.577E-03,-2.557E-02, 7.656E-03, 0.000E+00,-5.746E-04, 0.000E+00,-1.480E-03,-8.914E-03, 0.000E+00, 0.000E+00,-1.689E+02
-1.300E+02, 0.000E+00, 7.463E-03,-1.858E-02, 5.996E-03, 0.000E+00, 1.541E-04, 0.000E+00, 1.826E-04,-4.972E-03, 0.000E+00, 0.000E+00,-1.689E+02
-9.995E+01, 0.000E+00, 5.857E-03,-1.512E-02, 5.050E-03, 0.000E+00,-1.618E-05, 0.000E+00, 5.720E-04,-4.230E-03, 0.000E+00, 0.000E+00,-1.689E+02
-6.998E+01, 0.000E+00, 4.606E-03,-1.434E-02, 4.555E-03, 0.000E+00,-5.741E-04, 0.000E+00,-1.834E-03,-5.749E-03, 0.000E+00, 0.000E+00,-1.690E+02
-3.998E+01, 0.000E+00, 3.567E-03,-9.612E-03, 4.166E-03,-1.570E-19, 3.831E-04, 0.000E+00, 1.034E-04,-1.496E-03, 0.000E+00, 0.000E+00,-1.690E+02
-9.997E+00, 0.000E+00, 2.694E-03,-8.116E-03, 3.429E-03, 0.000E+00, 2.353E-04, 0.000E+00, 1.801E-03,-1.758E-03, 0.000E+00, 0.000E+00,-1.689E+02
 2.000E+01, 2.002E+01,-3.258E+00,-1.434E+01,-1.365E+00, 1.064E-01, 3.817E-01, 0.000E+00, 1.334E+00, 1.549E+00, 4.455E-04, 4.455E-04,-6.227E+01
 5.002E+01, 8.912E+01,-1.818E+01,-5.579E+01,-1.299E+01, 4.354E-01, 2.393E-02, 0.000E+00, 8.146E-02, 2.617E+00, 1.889E-03, 1.889E-03,-5.576E+01
 8.000E+01, 9.519E+01,-2.706E+01,-4.157E+01,-2.316E+01, 4.513E-01,-1.117E-01, 0.000E+00,-3.876E-01, 3.741E+00, 2.000E-03, 2.000E-03,-8.670E+01
 1.100E+02, 9.558E+01,-3.333E+01,-2.713E+01,-2.995E+01, 4.391E-01,-8.113E-02, 0.000E+00,-2.858E-01, 5.529E+00, 2.000E-03, 2.000E-03,-1.095E+02
 1.400E+02, 9.609E+01,-3.751E+01,-1.750E+01,-3.441E+01, 4.279E-01,-6.343E-02, 0.000E+00,-2.126E-01, 7.043E+00, 2.000E-03, 2.000E-03,-1.265E+02
 1.700E+02, 9.647E+01,-4.052E+01,-1.095E+01,-3.759E+01, 4.164E-01,-7.287E-02, 0.000E+00,-2.543E-01, 7.751E+00, 2.000E-03, 2.000E-03,-1.468E+02
 2.000E+02, 9.699E+01,-4.238E+01,-7.042E+00,-3.908E+01, 4.059E-01, 7.327E-04, 0.000E+00, 3.344E-03, 8.887E+00, 2.000E-03, 2.000E-03,-1.466E+02
 2.300E+02, 9.693E+01,-4.338E+01,-4.426E+00,-3.938E+01, 3.981E-01,-2.431E-02, 0.000E+00,-8.080E-02, 1.013E+01, 2.000E-03, 2.000E-03,-1.530E+02
 2.600E+02, 9.715E+01,-4.422E+01,-4.120E+00,-3.977E+01, 3.920E-01, 1.444E-02, 0.000E+00, 4.856E-02, 9.450E+00, 2.000E-03, 2.000E-03,-1.491E+02
 2.900E+02, 9.698E+01,-4.469E+01,-3.702E+00,-3.923E+01, 3.850E-01,-1.576E-03, 0.000E+00,-3.795E-03, 9.734E+00, 2.000E-03, 2.000E-03,-1.494E+02
 3.200E+02, 9.707E+01,-4.516E+01,-3.463E+00,-3.930E+01, 3.795E-01,-4.366E-03, 0.000E+00,-1.061E-02, 9.520E+00, 2.000E-03, 2.000E-03,-1.503E+02
 3.500E+02, 9.697E+01,-4.547E+01,-2.582E+00,-3.885E+01, 3.745E-01,-3.563E-02, 0.000E+00,-1.276E-01, 1.041E+01, 2.000E-03, 2.000E-03,-1.605E+02
 3.800E+02, 9.707E+01,-4.553E+01,-2.504E+00,-3.861E+01, 3.718E-01, 4.121E-02, 0.000E+00, 1.431E-01, 1.083E+01, 2.000E-03, 2.000E-03,-1.490E+02
 4.100E+02, 9.713E+01,-4.583E+01,-2.561E+00,-3.863E+01, 3.684E-01,-4.463E-02, 0.000E+00,-1.546E-01, 1.043E+01, 2.000E-03, 2.000E-03,-1.614E+02
 4.400E+02, 9.700E+01,-4.588E+01,-2.186E+00,-3.811E+01, 3.632E-01, 3.899E-02, 0.000E+00, 1.365E-01, 1.123E+01, 2.000E-03, 2.000E-03,-1.505E+02
 4.700E+02, 9.702E+01,-4.609E+01,-2.601E+00,-3.801E+01, 3.635E-01,-1.101E-02, 0.000E+00,-3.652E-02, 1.067E+01, 2.000E-03, 2.000E-03,-1.534E+02
