s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
-5.000E+01, 0.000E+00,-6.348E-04, 1.372E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.334E-04, 0.000E+00, 0.000E+00,-8.532E-01
-1.994E+01, 0.000E+00, 3.829E-03,-1.606E-01, 1.407E-03, 0.000E+00,-6.267E-02, 0.000E+00,-2.194E-01,-2.181E-01, 0.000E+00, 0.000E+00,-1.842E+01
 1.000E+01, 1.298E+01,-2.284E+00,-9.824E+00,-5.926E-01, 6.430E-02, 1.127E-01, 0.000E+00, 4.046E-01, 4.613E-01, 2.798E-04, 2.798E-04, 1.384E+01
 4.000E+01, 1.864E+02,-3.653E+01,-1.229E+02,-2.317E+01, 8.340E-01, 5.382E-01, 0.000E+00, 1.877E+00, 5.187E+00, 3.890E-03, 3.890E-03, 1.638E+02
 7.001E+01, 2.431E+02,-7.072E+01,-1.126E+02,-5.587E+01, 1.056E+00,-4.338E-01, 0.000E+00,-1.534E+00, 4.577E+00, 4.999E-03, 4.999E-03, 4.126E+01
 1.000E+02, 2.443E+02,-9.835E+01,-6.503E+01,-7.681E+01, 1.054E+00,-1.659E-01, 0.000E+00,-6.009E-01, 4.988E+00, 4.999E-03, 4.999E-03,-6.724E+00
 1.300E+02, 2.477E+02,-1.217E+02,-3.023E+01,-9.141E+01, 1.034E+00, 5.593E-02, 0.000E+00, 1.656E-01, 5.487E+00, 4.999E-03, 4.999E-03, 6.512E+00
 1.600E+02, 2.492E+02,-1.352E+02,-1.273E+01,-9.687E+01, 1.001E+00,-7.086E-02, 0.000E+00,-2.520E-01, 5.327E+00, 4.999E-03, 4.999E-03,-1.362E+01
 1.900E+02, 2.495E+02,-1.411E+02,-7.012E+00,-9.656E+01, 9.757E-01, 2.041E-02, 0.000E+00, 5.053E-02, 5.747E+00, 4.999E-03, 4.999E-03,-9.585E+00
 2.200E+02, 2.493E+02,-1.446E+02,-5.414E+00,-9.500E+01, 9.521E-01,-4.029E-02, 0.000E+00,-1.560E-01, 5.200E+00, 4.999E-03, 4.999E-03,-2.205E+01
 2.500E+02, 2.491E+02,-1.471E+02,-4.479E+00,-9.289E+01, 9.272E-01,-1.795E-02, 0.000E+00,-5.484E-02, 5.592E+00, 4.999E-03, 4.999E-03,-2.643E+01
 2.800E+02, 2.491E+02,-1.489E+02,-4.021E+00,-9.133E+01, 9.199E-01, 6.165E-02, 0.000E+00, 1.700E-01, 5.752E+00, 4.999E-03, 4.999E-03,-1.285E+01
 3.100E+02, 2.448E+02,-1.497E+02,-1.956E+00,-8.845E+01, 8.918E-01,-9.559E-02, 0.000E+00,-3.603E-01, 5.453E+00, 4.999E-03, 4.999E-03,-4.164E+01
 3.400E+02, 2.078E+02,-1.302E+02, 3.628E+00,-7.573E+01, 5.899E-01,-8.910E-02, 0.000E+00,-4.792E-01, 5.923E+00, 4.999E-03, 4.999E-03,-7.995E+01
 3.700E+02, 1.841E+02,-1.141E+02, 4.122E-01,-6.528E+01, 5.830E-01,-8.803E-02, 0.000E+00,-4.059E-01, 5.683E+00, 4.999E-03, 4.999E-03,-1.124E+02
 4.000E+02, 1.319E+02,-9.335E+01, 1.883E+01,-5.317E+01, 3.785E-01,-3.953E-02, 0.000E+00,-3.021E-01, 4.510E+00, 4.999E-03, 4.999E-03,-1.365E+02
 4.300E+02, 1.245E+02,-8.268E+01, 9.863E+00,-4.624E+01, 3.444E-01, 4.690E-01, 0.000E+00, 1.569E+00, 6.270E+00, 4.999E-03, 4.999E-03,-1.123E+01
 4.600E+02, 1.809E+02,-8.962E+01,-3.579E+01,-4.810E+01, 3.584E-01, 9.055E-01, 0.000E+00, 2.957E+00, 8.694E+00, 4.999E-03, 4.999E-03, 2.250E+02
 4.900E+02, 2.231E+02,-1.157E+02,-4.251E+01,-6.000E+01, 3.769E-01,-6.276E-01, 0.000E+00,-2.996E+00, 4.639E+00, 4.999E-03, 4.999E-03,-1.433E+01
 5.200E+02, 1.395E+02,-9.966E+01, 1.641E+01,-5.294E+01, 2.518E-01,-1.162E-01, 0.000E+00,-5.298E-01, 3.437E+00, 4.999E-03, 4.999E-03,-5.666E+01
 5.500E+02, 1.236E+02,-7.692E+01, 1.016E-01,-4.279E+01, 3.236E-01, 6.834E-03, 0.000E+00,-2.110E-01, 4.324E+00, 4.999E-03, 4.999E-03,-7.353E+01
