s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-3.000E+02, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 6.506E-02, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.900E+01, 3.871E-06, 2.095E-01, 3.901E-04, 0.000E+00
 3.000E+02, 6.549E+01, 6.601E+01, 5.282E+01, 7.076E+01, 7.291E+01, 5.391E+01, 6.939E+01, 7.473E+01, 1.950E+00, 2.058E-01, 2.462E-03, 4.343E+01
 6.000E+02, 6.697E+01, 6.689E+01, 5.476E+01, 7.160E+01, 7.453E+01, 5.451E+01, 7.044E+01, 7.571E+01, 2.787E+00, 2.033E-01, 3.857E-03, 4.549E+01
 9.000E+02, 6.794E+01, 6.809E+01, 5.472E+01, 7.332E+01, 7.579E+01, 5.588E+01, 7.144E+01, 7.696E+01, 2.883E+00, 2.028E-01, 4.091E-03, 4.547E+01
 1.200E+03, 6.823E+01, 6.862E+01, 5.725E+01, 7.290E+01, 7.454E+01, 5.711E+01, 7.234E+01, 7.640E+01, 2.961E+00, 2.029E-01, 4.066E-03, 4.532E+01
 1.500E+03, 6.899E+01, 6.972E+01, 5.666E+01, 7.373E+01, 7.658E+01, 5.708E+01, 7.333E+01, 7.875E+01, 3.013E+00, 2.030E-01, 4.016E-03, 4.533E+01
 1.800E+03, 6.964E+01, 6.987E+01, 5.595E+01, 7.521E+01, 7.776E+01, 5.672E+01, 7.355E+01, 7.935E+01, 3.075E+00, 2.030E-01, 4.014E-03, 4.538E+01
 2.100E+03, 7.017E+01, 6.960E+01, 5.722E+01, 7.509E+01, 7.819E+01, 5.715E+01, 7.431E+01, 7.734E+01, 3.106E+00, 2.031E-01, 3.945E-03, 4.519E+01
 2.400E+03, 7.056E+01, 7.071E+01, 5.763E+01, 7.597E+01, 7.808E+01, 5.846E+01, 7.441E+01, 7.926E+01, 3.139E+00, 2.033E-01, 3.854E-03, 4.514E+01
 2.700E+03, 7.144E+01, 7.055E+01, 5.912E+01, 7.640E+01, 7.880E+01, 5.795E+01, 7.504E+01, 7.866E+01, 3.175E+00, 2.032E-01, 3.881E-03, 4.524E+01
 3.000E+03, 7.100E+01, 7.083E+01, 5.870E+01, 7.602E+01, 7.827E+01, 5.778E+01, 7.431E+01, 8.039E+01, 3.204E+00, 2.033E-01, 3.848E-03, 4.518E+01
 3.300E+03, 7.125E+01, 7.078E+01, 5.850E+01, 7.644E+01, 7.882E+01, 5.800E+01, 7.555E+01, 7.879E+01, 3.236E+00, 2.034E-01, 3.764E-03, 4.499E+01
 3.600E+03, 7.145E+01, 7.213E+01, 5.795E+01, 7.693E+01, 7.947E+01, 5.903E+01, 7.697E+01, 8.039E+01, 3.281E+00, 2.033E-01, 3.860E-03, 4.526E+01
 3.900E+03, 7.173E+01, 7.238E+01, 5.769E+01, 7.801E+01, 7.948E+01, 5.842E+01, 7.734E+01, 8.139E+01, 3.294E+00, 2.032E-01, 3.873E-03, 4.521E+01
 4.000E+03, 7.230E+01, 7.235E+01, 5.938E+01, 7.747E+01, 8.005E+01, 5.907E+01, 7.674E+01, 8.123E+01, 3.309E+00, 2.033E-01, 3.837E-03, 4.502E+01
