s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-1.000E+02, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 5.206E-02, 2.494E+01, 2.497E+01, 2.495E+01, 2.495E+01, 2.492E+01, 2.501E+01, 2.496E+01, 2.494E+01,-7.923E+01, 2.095E-01, 3.901E-04, 0.000E+00
 1.000E+02, 9.798E+01, 9.915E+01, 1.034E+02, 1.489E+02, 4.158E+01, 1.061E+02, 1.505E+02, 4.090E+01, 3.713E+00, 2.085E-01, 9.838E-04, 1.641E+02
 2.000E+02, 1.160E+02, 1.204E+02, 1.238E+02, 1.695E+02, 5.465E+01, 1.309E+02, 1.761E+02, 5.425E+01,-4.866E+01, 2.034E-01, 3.803E-03, 1.976E+02
 3.000E+02, 1.218E+02, 1.249E+02, 1.307E+02, 1.760E+02, 5.857E+01, 1.366E+02, 1.793E+02, 5.872E+01,-6.384E+01, 1.956E-01, 8.168E-03, 1.977E+02
 4.000E+02, 1.255E+02, 1.293E+02, 1.356E+02, 1.812E+02, 5.954E+01, 1.438E+02, 1.848E+02, 5.930E+01,-6.402E+01, 1.866E-01, 1.320E-02, 1.979E+02
 5.000E+02, 1.288E+02, 1.350E+02, 1.384E+02, 1.859E+02, 6.209E+01, 1.491E+02, 1.936E+02, 6.218E+01,-6.342E+01, 1.780E-01, 1.799E-02, 1.976E+02
 6.000E+02, 1.326E+02, 1.361E+02, 1.434E+02, 1.906E+02, 6.374E+01, 1.530E+02, 1.918E+02, 6.361E+01,-6.260E+01, 1.706E-01, 2.213E-02, 1.978E+02
 7.000E+02, 1.348E+02, 1.400E+02, 1.477E+02, 1.911E+02, 6.565E+01, 1.547E+02, 2.000E+02, 6.542E+01,-6.241E+01, 1.645E-01, 2.554E-02, 1.976E+02
 8.000E+02, 1.379E+02, 1.418E+02, 1.489E+02, 1.983E+02, 6.646E+01, 1.588E+02, 1.999E+02, 6.665E+01,-6.289E+01, 1.595E-01, 2.829E-02, 1.975E+02
 9.000E+02, 1.406E+02, 1.455E+02, 1.500E+02, 2.013E+02, 7.039E+01, 1.606E+02, 2.068E+02, 6.902E+01,-6.167E+01, 1.558E-01, 3.039E-02, 1.978E+02
 1.000E+03, 1.430E+02, 1.473E+02, 1.546E+02, 2.040E+02, 7.055E+01, 1.645E+02, 2.065E+02, 7.089E+01,-6.178E+01, 1.529E-01, 3.203E-02, 1.978E+02
 1.100E+03, 1.463E+02, 1.487E+02, 1.593E+02, 2.060E+02, 7.364E+01, 1.646E+02, 2.088E+02, 7.280E+01,-6.066E+01, 1.505E-01, 3.336E-02, 1.975E+02
 1.200E+03, 1.488E+02, 1.526E+02, 1.586E+02, 2.096E+02, 7.817E+01, 1.690E+02, 2.141E+02, 7.460E+01,-6.146E+01, 1.490E-01, 3.418E-02, 1.978E+02
 1.300E+03, 1.497E+02, 1.538E+02, 1.600E+02, 2.112E+02, 7.803E+01, 1.704E+02, 2.146E+02, 7.631E+01,-6.206E+01, 1.481E-01, 3.468E-02, 1.977E+02
