s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,"West_All_TCs","East_All_TCs","West_Bottom_TCs","West_Middle_TCs","West_Upper_TCs","East_Bottom_TCs","East_Middle_TCs","East_Upper_TCs","Pressure","O2","CO2","HRR"
-4.000E+02, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00
 4.877E-02, 2.798E+01, 2.799E+01, 2.803E+01, 2.797E+01, 2.794E+01, 2.805E+01, 2.799E+01, 2.795E+01,-1.667E+02, 2.095E-01, 3.901E-04, 0.000E+00
 4.000E+02, 1.239E+02, 1.304E+02, 1.253E+02, 1.723E+02, 7.398E+01, 1.377E+02, 1.809E+02, 7.264E+01,-1.089E+02, 1.964E-01, 7.721E-03, 1.887E+02
 8.000E+02, 1.359E+02, 1.427E+02, 1.392E+02, 1.874E+02, 8.107E+01, 1.515E+02, 1.968E+02, 7.988E+01,-1.356E+02, 1.736E-01, 2.045E-02, 1.969E+02
 1.200E+03, 1.461E+02, 1.516E+02, 1.487E+02, 1.996E+02, 8.984E+01, 1.586E+02, 2.093E+02, 8.705E+01,-1.297E+02, 1.675E-01, 2.386E-02, 1.970E+02
 1.600E+03, 1.522E+02, 1.575E+02, 1.557E+02, 2.048E+02, 9.619E+01, 1.665E+02, 2.123E+02, 9.373E+01,-1.281E+02, 1.666E-01, 2.434E-02, 1.969E+02
 2.000E+03, 1.590E+02, 1.648E+02, 1.617E+02, 2.147E+02, 1.004E+02, 1.743E+02, 2.213E+02, 9.889E+01,-1.260E+02, 1.662E-01, 2.458E-02, 1.969E+02
 2.400E+03, 1.649E+02, 1.699E+02, 1.688E+02, 2.215E+02, 1.044E+02, 1.802E+02, 2.270E+02, 1.025E+02,-1.245E+02, 1.661E-01, 2.465E-02, 1.969E+02
 2.800E+03, 1.709E+02, 1.755E+02, 1.749E+02, 2.287E+02, 1.091E+02, 1.859E+02, 2.340E+02, 1.066E+02,-1.224E+02, 1.658E-01, 2.482E-02, 1.969E+02
 3.200E+03, 1.734E+02, 1.792E+02, 1.779E+02, 2.310E+02, 1.112E+02, 1.911E+02, 2.371E+02, 1.092E+02,-1.205E+02, 1.654E-01, 2.500E-02, 1.969E+02
 3.600E+03, 1.770E+02, 1.842E+02, 1.824E+02, 2.348E+02, 1.137E+02, 1.951E+02, 2.453E+02, 1.122E+02,-1.204E+02, 1.652E-01, 2.511E-02, 1.968E+02
 4.000E+03, 1.810E+02, 1.854E+02, 1.850E+02, 2.394E+02, 1.185E+02, 1.971E+02, 2.449E+02, 1.142E+02,-1.204E+02, 1.651E-01, 2.519E-02, 1.969E+02
 4.400E+03, 1.852E+02, 1.892E+02, 1.903E+02, 2.421E+02, 1.231E+02, 2.020E+02, 2.475E+02, 1.181E+02,-1.204E+02, 1.651E-01, 2.518E-02, 1.968E+02
 4.800E+03, 1.869E+02, 1.925E+02, 1.924E+02, 2.453E+02, 1.229E+02, 2.042E+02, 2.524E+02, 1.208E+02,-1.203E+02, 1.650E-01, 2.527E-02, 1.968E+02
 5.200E+03, 1.898E+02, 1.954E+02, 1.962E+02, 2.485E+02, 1.248E+02, 2.085E+02, 2.553E+02, 1.224E+02,-1.206E+02, 1.652E-01, 2.511E-02, 1.968E+02
 5.600E+03, 1.929E+02, 1.978E+02, 1.991E+02, 2.521E+02, 1.274E+02, 2.118E+02, 2.563E+02, 1.254E+02,-1.208E+02, 1.653E-01, 2.509E-02, 1.967E+02
 6.000E+03, 1.953E+02, 1.995E+02, 2.029E+02, 2.538E+02, 1.291E+02, 2.134E+02, 2.592E+02, 1.260E+02,-1.206E+02, 1.652E-01, 2.512E-02, 1.968E+02
