s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.406E-02, 1.682E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.406E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 3.837E+01,-1.101E+01, 3.757E-01,-5.071E+00, 4.615E-01, 0.000E+00, 0.000E+00, 2.299E+01, 2.312E+01, 0.000E+00, 8.610E-04, 0.000E+00
 2.001E+01, 3.857E+01,-1.140E+01,-1.392E+00,-7.249E+00, 4.991E-01, 0.000E+00, 0.000E+00, 1.903E+01, 1.903E+01, 0.000E+00, 8.616E-04, 0.000E+00
 3.000E+01, 3.924E+01,-1.221E+01,-9.839E+00,-8.551E+00, 5.170E-01, 0.000E+00, 0.000E+00, 9.126E+00, 9.163E+00, 0.000E+00, 8.801E-04, 0.000E+00
 4.001E+01, 4.034E+01,-1.298E+01,-1.235E+01,-9.217E+00, 5.358E-01, 0.000E+00, 0.000E+00, 6.371E+00, 6.336E+00, 0.000E+00, 9.118E-04, 0.000E+00
 5.000E+01, 4.151E+01,-1.360E+01,-1.581E+01,-9.790E+00, 5.585E-01, 0.000E+00, 0.000E+00, 2.797E+00, 2.874E+00, 0.000E+00, 9.402E-04, 0.000E+00
 6.000E+01, 4.267E+01,-1.401E+01,-1.604E+01,-9.735E+00, 5.908E-01, 0.000E+00, 0.000E+00, 3.466E+00, 3.478E+00, 0.000E+00, 9.668E-04, 0.000E+00
 7.000E+01, 4.392E+01,-1.446E+01,-1.727E+01,-9.516E+00, 6.168E-01, 0.000E+00, 0.000E+00, 3.253E+00, 3.286E+00, 0.000E+00, 9.946E-04, 0.000E+00
 8.001E+01, 4.481E+01,-1.473E+01,-1.950E+01,-9.533E+00, 6.412E-01, 0.000E+00, 0.000E+00, 1.668E+00, 1.693E+00, 0.000E+00, 1.021E-03, 0.000E+00
 9.000E+01, 4.546E+01,-1.489E+01,-2.054E+01,-9.792E+00, 6.512E-01, 0.000E+00, 0.000E+00, 8.513E-01, 8.929E-01, 0.000E+00, 1.033E-03, 0.000E+00
 1.000E+02, 4.564E+01,-1.492E+01,-2.132E+01,-9.495E+00, 6.568E-01, 0.000E+00, 0.000E+00, 6.127E-01, 5.481E-01, 0.000E+00, 1.038E-03, 0.000E+00
 1.100E+02, 4.551E+01,-1.488E+01,-2.084E+01,-9.423E+00, 6.597E-01, 0.000E+00, 0.000E+00, 1.075E+00, 1.022E+00, 0.000E+00, 1.036E-03, 0.000E+00
 1.200E+02, 4.584E+01,-1.484E+01,-2.161E+01,-9.390E+00, 6.613E-01, 0.000E+00, 0.000E+00, 6.470E-01, 6.635E-01, 0.000E+00, 1.039E-03, 0.000E+00
 1.300E+02, 4.568E+01,-1.477E+01,-2.070E+01,-9.148E+00, 6.625E-01, 0.000E+00, 0.000E+00, 1.732E+00, 1.716E+00, 0.000E+00, 1.039E-03, 0.000E+00
 1.400E+02, 4.541E+01,-1.465E+01,-2.350E+01,-8.973E+00, 6.594E-01, 0.000E+00, 0.000E+00,-1.070E+00,-1.052E+00, 0.000E+00, 1.037E-03, 0.000E+00
 1.500E+02, 4.534E+01,-1.450E+01,-2.165E+01,-8.632E+00, 6.561E-01, 0.000E+00, 0.000E+00, 1.210E+00, 1.210E+00, 0.000E+00, 1.033E-03, 0.000E+00
 1.600E+02, 4.518E+01,-1.436E+01,-2.332E+01,-8.800E+00, 6.486E-01, 0.000E+00, 0.000E+00,-6.231E-01,-6.529E-01, 0.000E+00, 1.028E-03, 0.000E+00
 1.700E+02, 4.494E+01,-1.432E+01,-2.277E+01,-8.830E+00, 6.458E-01, 0.000E+00, 0.000E+00,-3.569E-01,-3.331E-01, 0.000E+00, 1.022E-03, 0.000E+00
 1.800E+02, 4.482E+01,-1.423E+01,-2.225E+01,-8.367E+00, 6.466E-01, 0.000E+00, 0.000E+00, 7.208E-01, 6.212E-01, 0.000E+00, 1.017E-03, 0.000E+00
 1.900E+02, 4.435E+01,-1.401E+01,-2.287E+01,-8.177E+00, 6.382E-01, 0.000E+00, 0.000E+00,-9.324E-03,-6.458E-02, 0.000E+00, 1.013E-03, 0.000E+00
 2.000E+02, 4.423E+01,-1.386E+01,-2.240E+01,-7.767E+00, 6.301E-01, 0.000E+00, 0.000E+00, 8.682E-01, 8.295E-01, 0.000E+00, 1.009E-03, 0.000E+00
 2.100E+02, 4.401E+01,-1.371E+01,-2.411E+01,-7.665E+00, 6.308E-01, 0.000E+00, 0.000E+00,-7.091E-01,-8.451E-01, 0.000E+00, 9.996E-04, 0.000E+00
 2.200E+02, 4.402E+01,-1.362E+01,-2.344E+01,-7.566E+00, 6.314E-01, 0.000E+00, 0.000E+00,-4.725E-02, 1.788E-02, 0.000E+00, 9.983E-04, 0.000E+00
 2.300E+02, 4.393E+01,-1.358E+01,-2.244E+01,-7.489E+00, 6.234E-01, 0.000E+00, 0.000E+00, 1.123E+00, 1.037E+00, 0.000E+00, 9.977E-04, 0.000E+00
 2.400E+02, 4.380E+01,-1.354E+01,-2.329E+01,-7.553E+00, 6.223E-01, 0.000E+00, 0.000E+00, 1.501E-01, 4.946E-02, 0.000E+00, 9.958E-04, 0.000E+00
 2.500E+02, 4.390E+01,-1.350E+01,-2.443E+01,-7.460E+00, 6.171E-01, 0.000E+00, 0.000E+00,-9.504E-01,-8.679E-01, 0.000E+00, 9.921E-04, 0.000E+00
 2.600E+02, 4.361E+01,-1.339E+01,-2.270E+01,-7.169E+00, 6.206E-01, 0.000E+00, 0.000E+00, 9.698E-01, 9.799E-01, 0.000E+00, 9.901E-04, 0.000E+00
 2.700E+02, 4.325E+01,-1.321E+01,-2.372E+01,-6.802E+00, 6.058E-01, 0.000E+00, 0.000E+00, 1.585E-01, 1.217E-01, 0.000E+00, 9.832E-04, 0.000E+00
 2.800E+02, 4.334E+01,-1.327E+01,-2.382E+01,-7.241E+00, 6.034E-01, 0.000E+00, 0.000E+00,-5.068E-01,-3.865E-01, 0.000E+00, 9.829E-04, 0.000E+00
 2.900E+02, 4.314E+01,-1.318E+01,-2.361E+01,-6.990E+00, 6.047E-01, 0.000E+00, 0.000E+00, 1.074E-02,-3.318E-02, 0.000E+00, 9.793E-04, 0.000E+00
 3.000E+02, 4.305E+01,-1.311E+01,-2.339E+01,-6.727E+00, 6.052E-01, 0.000E+00, 0.000E+00, 4.085E-01, 4.271E-01, 0.000E+00, 9.805E-04, 0.000E+00
 3.100E+02, 1.536E+02,-5.063E+01,-3.084E+01,-1.964E+01, 1.541E+00, 0.000E+00, 0.000E+00, 5.407E+01, 5.405E+01, 0.000E+00, 3.489E-03, 0.000E+00
 3.200E+02, 1.686E+02,-6.263E+01,-6.416E+01,-2.475E+01, 1.636E+00, 0.000E+00, 0.000E+00, 1.860E+01, 1.871E+01, 0.000E+00, 3.702E-03, 0.000E+00
 3.300E+02, 1.739E+02,-6.707E+01,-7.502E+01,-2.490E+01, 1.757E+00, 0.000E+00, 0.000E+00, 8.574E+00, 8.633E+00, 0.000E+00, 3.816E-03, 0.000E+00
 3.400E+02, 1.798E+02,-7.032E+01,-8.243E+01,-2.548E+01, 1.807E+00, 0.000E+00, 0.000E+00, 3.350E+00, 3.395E+00, 0.000E+00, 3.918E-03, 0.000E+00
 3.500E+02, 1.828E+02,-7.164E+01,-8.329E+01,-2.460E+01, 1.890E+00, 0.000E+00, 0.000E+00, 5.327E+00, 5.149E+00, 0.000E+00, 4.001E-03, 0.000E+00
 3.600E+02, 1.866E+02,-7.309E+01,-9.007E+01,-2.430E+01, 1.964E+00, 0.000E+00, 0.000E+00, 9.588E-01, 1.070E+00, 0.000E+00, 4.085E-03, 0.000E+00
 3.700E+02, 1.908E+02,-7.445E+01,-9.133E+01,-2.374E+01, 2.030E+00, 0.000E+00, 0.000E+00, 3.497E+00, 3.335E+00, 0.000E+00, 4.190E-03, 0.000E+00
 3.800E+02, 2.002E+02,-7.950E+01,-9.631E+01,-2.504E+01, 2.165E+00, 0.000E+00, 0.000E+00, 1.697E+00, 1.472E+00, 0.000E+00, 4.345E-03, 0.000E+00
 3.900E+02, 2.073E+02,-8.316E+01,-9.555E+01,-2.559E+01, 2.294E+00, 0.000E+00, 0.000E+00, 5.503E+00, 5.329E+00, 0.000E+00, 4.519E-03, 0.000E+00
 4.000E+02, 2.133E+02,-8.583E+01,-1.022E+02,-2.514E+01, 2.413E+00, 0.000E+00, 0.000E+00, 2.847E+00, 2.548E+00, 0.000E+00, 4.625E-03, 0.000E+00
 4.100E+02, 2.157E+02,-8.669E+01,-1.029E+02,-2.501E+01, 2.485E+00, 0.000E+00, 0.000E+00, 3.692E+00, 3.606E+00, 0.000E+00, 4.694E-03, 0.000E+00
 4.200E+02, 2.235E+02,-9.283E+01,-1.049E+02,-2.582E+01, 2.661E+00, 0.000E+00, 0.000E+00, 2.839E+00, 2.669E+00, 0.000E+00, 4.848E-03, 0.000E+00
 4.300E+02, 2.283E+02,-9.339E+01,-1.098E+02,-2.520E+01, 2.759E+00, 0.000E+00, 0.000E+00, 3.223E+00, 2.692E+00, 0.000E+00, 4.932E-03, 0.000E+00
 4.400E+02, 2.274E+02,-9.451E+01,-1.130E+02,-2.497E+01, 2.733E+00, 0.000E+00, 0.000E+00,-2.204E+00,-2.362E+00, 0.000E+00, 4.934E-03, 0.000E+00
 4.500E+02, 2.261E+02,-9.283E+01,-1.110E+02,-2.341E+01, 2.750E+00, 0.000E+00, 0.000E+00, 1.933E+00, 1.675E+00, 0.000E+00, 4.912E-03, 0.000E+00
 4.600E+02, 2.229E+02,-8.961E+01,-1.127E+02,-2.236E+01, 2.665E+00, 0.000E+00, 0.000E+00, 1.245E+00, 8.644E-01, 0.000E+00, 4.859E-03, 0.000E+00
 4.700E+02, 2.201E+02,-8.780E+01,-1.128E+02,-2.150E+01, 2.560E+00, 0.000E+00, 0.000E+00, 8.759E-01, 5.546E-01, 0.000E+00, 4.780E-03, 0.000E+00
 4.800E+02, 2.158E+02,-8.332E+01,-1.160E+02,-2.020E+01, 2.516E+00, 0.000E+00, 0.000E+00,-1.258E+00,-1.194E+00, 0.000E+00, 4.716E-03, 0.000E+00
 4.900E+02, 2.078E+02,-7.909E+01,-1.130E+02,-1.802E+01, 2.363E+00, 0.000E+00, 0.000E+00, 3.120E-01,-2.770E-03, 0.000E+00, 4.588E-03, 0.000E+00
 5.000E+02, 2.086E+02,-7.943E+01,-1.138E+02,-1.808E+01, 2.338E+00, 0.000E+00, 0.000E+00,-4.188E-01,-4.010E-01, 0.000E+00, 4.557E-03, 0.000E+00
 5.100E+02, 2.076E+02,-7.754E+01,-1.136E+02,-1.794E+01, 2.323E+00, 0.000E+00, 0.000E+00, 7.509E-01, 8.420E-01, 0.000E+00, 4.535E-03, 0.000E+00
 5.200E+02, 2.059E+02,-7.768E+01,-1.137E+02,-1.802E+01, 2.283E+00, 0.000E+00, 0.000E+00,-1.278E+00,-1.134E+00, 0.000E+00, 4.520E-03, 0.000E+00
 5.300E+02, 2.054E+02,-7.771E+01,-1.136E+02,-1.765E+01, 2.276E+00, 0.000E+00, 0.000E+00,-8.436E-01,-1.208E+00, 0.000E+00, 4.481E-03, 0.000E+00
 5.400E+02, 2.044E+02,-7.642E+01,-1.137E+02,-1.710E+01, 2.286E+00, 0.000E+00, 0.000E+00,-3.908E-01,-5.274E-01, 0.000E+00, 4.493E-03, 0.000E+00
 5.500E+02, 1.995E+02,-7.396E+01,-1.118E+02,-1.603E+01, 2.187E+00, 0.000E+00, 0.000E+00,-9.378E-02,-1.594E-01, 0.000E+00, 4.398E-03, 0.000E+00
