s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-3.034E-04, 2.308E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.034E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.782E+01,-1.815E+01,-1.045E+01,-4.614E+00, 1.997E-01, 0.000E+00, 0.000E+00, 4.807E+00, 4.806E+00, 0.000E+00, 8.610E-04, 0.000E+00
 2.000E+01, 3.979E+01,-2.057E+01,-1.463E+01,-4.777E+00, 2.124E-01, 0.000E+00, 0.000E+00, 4.780E-02, 1.973E-02, 0.000E+00, 8.610E-04, 0.000E+00
 3.000E+01, 3.988E+01,-2.003E+01,-1.536E+01,-4.448E+00, 2.113E-01, 0.000E+00, 0.000E+00, 2.826E-01, 2.421E-01, 0.000E+00, 8.627E-04, 0.000E+00
 4.000E+01, 4.069E+01,-2.099E+01,-1.584E+01,-4.282E+00, 2.124E-01, 0.000E+00, 0.000E+00,-1.710E-01,-2.095E-01, 0.000E+00, 8.838E-04, 0.000E+00
 5.000E+01, 4.316E+01,-2.214E+01,-1.674E+01,-4.195E+00, 2.295E-01, 0.000E+00, 0.000E+00, 3.452E-01, 3.105E-01, 0.000E+00, 9.375E-04, 0.000E+00
 6.000E+01, 4.720E+01,-2.408E+01,-1.905E+01,-4.046E+00, 2.623E-01, 0.000E+00, 0.000E+00, 3.367E-01, 2.855E-01, 0.000E+00, 1.030E-03, 0.000E+00
 7.000E+01, 5.301E+01,-2.723E+01,-2.194E+01,-4.039E+00, 3.207E-01, 0.000E+00, 0.000E+00, 1.562E-01, 1.231E-01, 0.000E+00, 1.176E-03, 0.000E+00
 8.000E+01, 6.235E+01,-3.165E+01,-2.708E+01,-3.830E+00, 4.188E-01, 0.000E+00, 0.000E+00, 2.610E-01, 2.128E-01, 0.000E+00, 1.396E-03, 0.000E+00
 9.000E+01, 7.279E+01,-3.593E+01,-3.351E+01,-3.303E+00, 5.471E-01, 0.000E+00, 0.000E+00, 6.121E-01, 5.932E-01, 0.000E+00, 1.661E-03, 0.000E+00
