s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-5.053E-02, 1.084E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.053E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.893E+01,-1.183E+01, 4.266E-01,-5.497E+00, 4.269E-01, 0.000E+00, 0.000E+00, 2.236E+01, 2.245E+01, 0.000E+00, 8.610E-04, 0.000E+00
 2.000E+01, 3.953E+01,-1.269E+01,-2.443E+00,-7.990E+00, 4.597E-01, 0.000E+00, 0.000E+00, 1.688E+01, 1.687E+01, 0.000E+00, 8.614E-04, 0.000E+00
 3.000E+01, 3.958E+01,-1.337E+01,-7.822E+00,-9.057E+00, 4.651E-01, 0.000E+00, 0.000E+00, 9.817E+00, 9.797E+00, 0.000E+00, 8.676E-04, 0.000E+00
 4.000E+01, 4.095E+01,-1.419E+01,-1.199E+01,-9.526E+00, 4.865E-01, 0.000E+00, 0.000E+00, 5.671E+00, 5.728E+00, 0.000E+00, 8.932E-04, 0.000E+00
 5.000E+01, 4.294E+01,-1.516E+01,-1.437E+01,-1.007E+01, 5.161E-01, 0.000E+00, 0.000E+00, 3.869E+00, 3.849E+00, 0.000E+00, 9.400E-04, 0.000E+00
 6.000E+01, 4.539E+01,-1.599E+01,-1.520E+01,-1.048E+01, 5.530E-01, 0.000E+00, 0.000E+00, 4.366E+00, 4.274E+00, 0.000E+00, 9.926E-04, 0.000E+00
 7.000E+01, 4.791E+01,-1.707E+01,-1.815E+01,-1.074E+01, 5.931E-01, 0.000E+00, 0.000E+00, 2.628E+00, 2.545E+00, 0.000E+00, 1.055E-03, 0.000E+00
 8.000E+01, 5.076E+01,-1.805E+01,-1.940E+01,-1.102E+01, 6.335E-01, 0.000E+00, 0.000E+00, 2.932E+00, 2.913E+00, 0.000E+00, 1.114E-03, 0.000E+00
 9.000E+01, 5.356E+01,-1.915E+01,-2.026E+01,-1.176E+01, 6.652E-01, 0.000E+00, 0.000E+00, 3.222E+00, 3.047E+00, 0.000E+00, 1.171E-03, 0.000E+00
 1.000E+02, 5.603E+01,-1.995E+01,-2.316E+01,-1.162E+01, 7.017E-01, 0.000E+00, 0.000E+00, 2.130E+00, 2.009E+00, 0.000E+00, 1.223E-03, 0.000E+00
 1.100E+02, 5.818E+01,-2.053E+01,-2.328E+01,-1.182E+01, 7.332E-01, 0.000E+00, 0.000E+00, 3.526E+00, 3.280E+00, 0.000E+00, 1.280E-03, 0.000E+00
 1.200E+02, 6.084E+01,-2.178E+01,-2.689E+01,-1.256E+01, 7.644E-01, 0.000E+00, 0.000E+00, 6.522E-01, 3.777E-01, 0.000E+00, 1.334E-03, 0.000E+00
 1.300E+02, 6.367E+01,-2.295E+01,-2.567E+01,-1.265E+01, 8.077E-01, 0.000E+00, 0.000E+00, 3.233E+00, 3.205E+00, 0.000E+00, 1.394E-03, 0.000E+00
 1.400E+02, 6.609E+01,-2.364E+01,-2.697E+01,-1.288E+01, 8.371E-01, 0.000E+00, 0.000E+00, 3.600E+00, 3.440E+00, 0.000E+00, 1.443E-03, 0.000E+00
 1.500E+02, 6.881E+01,-2.490E+01,-2.956E+01,-1.337E+01, 8.710E-01, 0.000E+00, 0.000E+00, 1.795E+00, 1.852E+00, 0.000E+00, 1.507E-03, 0.000E+00
 1.600E+02, 7.201E+01,-2.614E+01,-3.083E+01,-1.363E+01, 9.159E-01, 0.000E+00, 0.000E+00, 2.428E+00, 2.320E+00, 0.000E+00, 1.578E-03, 0.000E+00
 1.700E+02, 7.558E+01,-2.776E+01,-3.036E+01,-1.486E+01, 9.595E-01, 0.000E+00, 0.000E+00, 3.684E+00, 3.559E+00, 0.000E+00, 1.649E-03, 0.000E+00
 1.800E+02, 7.919E+01,-2.927E+01,-3.448E+01,-1.506E+01, 1.009E+00, 0.000E+00, 0.000E+00, 1.594E+00, 1.384E+00, 0.000E+00, 1.732E-03, 0.000E+00
 1.900E+02, 8.219E+01,-3.062E+01,-3.496E+01,-1.520E+01, 1.038E+00, 0.000E+00, 0.000E+00, 2.580E+00, 2.440E+00, 0.000E+00, 1.791E-03, 0.000E+00
 2.000E+02, 8.670E+01,-3.257E+01,-3.653E+01,-1.586E+01, 1.093E+00, 0.000E+00, 0.000E+00, 3.081E+00, 2.826E+00, 0.000E+00, 1.892E-03, 0.000E+00
 2.100E+02, 9.210E+01,-3.478E+01,-3.702E+01,-1.674E+01, 1.176E+00, 0.000E+00, 0.000E+00, 5.159E+00, 4.740E+00, 0.000E+00, 2.006E-03, 0.000E+00
 2.200E+02, 9.702E+01,-3.640E+01,-4.377E+01,-1.658E+01, 1.253E+00, 0.000E+00, 0.000E+00, 1.657E+00, 1.517E+00, 0.000E+00, 2.129E-03, 0.000E+00
 2.300E+02, 1.023E+02,-3.936E+01,-4.324E+01,-1.799E+01, 1.314E+00, 0.000E+00, 0.000E+00, 3.522E+00, 3.071E+00, 0.000E+00, 2.225E-03, 0.000E+00
 2.400E+02, 1.074E+02,-4.230E+01,-4.440E+01,-1.852E+01, 1.370E+00, 0.000E+00, 0.000E+00, 3.975E+00, 3.547E+00, 0.000E+00, 2.333E-03, 0.000E+00
 2.500E+02, 1.142E+02,-4.527E+01,-4.849E+01,-1.919E+01, 1.473E+00, 0.000E+00, 0.000E+00, 3.045E+00, 2.704E+00, 0.000E+00, 2.476E-03, 0.000E+00
 2.600E+02, 1.204E+02,-4.801E+01,-5.074E+01,-1.959E+01, 1.552E+00, 0.000E+00, 0.000E+00, 4.163E+00, 3.651E+00, 0.000E+00, 2.611E-03, 0.000E+00
 2.700E+02, 1.274E+02,-5.060E+01,-5.571E+01,-1.995E+01, 1.666E+00, 0.000E+00, 0.000E+00, 3.313E+00, 2.839E+00, 0.000E+00, 2.774E-03, 0.000E+00
 2.800E+02, 1.362E+02,-5.525E+01,-5.768E+01,-2.101E+01, 1.788E+00, 0.000E+00, 0.000E+00, 4.597E+00, 4.004E+00, 0.000E+00, 2.942E-03, 0.000E+00
 2.900E+02, 1.500E+02,-6.247E+01,-6.078E+01,-2.271E+01, 2.014E+00, 0.000E+00, 0.000E+00, 6.636E+00, 6.083E+00, 0.000E+00, 3.249E-03, 0.000E+00
 3.000E+02, 1.693E+02,-7.211E+01,-6.654E+01,-2.446E+01, 2.375E+00, 0.000E+00, 0.000E+00, 9.035E+00, 8.519E+00, 0.000E+00, 3.669E-03, 0.000E+00
 3.100E+02, 3.269E+02,-1.553E+02,-8.980E+01,-3.502E+01, 3.773E+00, 0.000E+00, 0.000E+00, 5.102E+01, 5.061E+01, 0.000E+00, 7.259E-03, 0.000E+00
 3.200E+02, 4.024E+02,-2.244E+02,-1.301E+02,-4.085E+01, 4.965E+00, 0.000E+00, 0.000E+00, 1.279E+01, 1.211E+01, 0.000E+00, 8.719E-03, 0.000E+00
 3.300E+02, 4.905E+02,-2.872E+02,-1.442E+02,-4.159E+01, 6.968E+00, 0.000E+00, 0.000E+00, 2.518E+01, 2.450E+01, 0.000E+00, 1.085E-02, 0.000E+00
 3.400E+02, 6.258E+02,-3.916E+02,-1.708E+02,-4.205E+01, 1.046E+01, 0.000E+00, 0.000E+00, 3.320E+01, 3.180E+01, 0.000E+00, 1.467E-02, 0.000E+00
 3.500E+02, 8.700E+02,-5.539E+02,-2.334E+02,-4.056E+01, 1.788E+01, 0.000E+00, 0.000E+00, 6.056E+01, 6.002E+01, 0.000E+00, 2.256E-02, 0.000E+00
 3.600E+02, 1.286E+03,-7.259E+02,-4.855E+02,-3.406E+01, 3.005E+01, 0.000E+00, 0.000E+00, 7.560E+01, 7.040E+01, 0.000E+00, 3.627E-02, 0.000E+00
