s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-3.744E-03, 1.127E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.744E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 7.692E+01, 0.000E+00,-2.879E+01,-9.486E+00,-9.519E+00, 5.021E-01, 0.000E+00, 0.000E+00, 2.943E+01, 2.962E+01, 0.000E+00, 1.722E-03, 0.000E+00
 2.000E+01, 7.964E+01, 0.000E+00,-3.688E+01,-2.917E+01,-1.385E+01, 5.474E-01, 0.000E+00, 0.000E+00, 1.821E-01, 2.955E-01, 0.000E+00, 1.722E-03, 0.000E+00
 3.000E+01, 7.992E+01, 0.000E+00,-3.726E+01,-2.962E+01,-1.331E+01, 5.381E-01, 0.000E+00, 0.000E+00, 1.187E-01, 2.634E-01, 0.000E+00, 1.722E-03, 0.000E+00
 4.000E+01, 7.987E+01, 0.000E+00,-3.590E+01,-3.052E+01,-1.258E+01, 5.338E-01, 0.000E+00, 0.000E+00, 1.306E+00, 1.408E+00, 0.000E+00, 1.722E-03, 0.000E+00
 5.000E+01, 7.962E+01, 0.000E+00,-3.674E+01,-3.153E+01,-1.281E+01, 5.334E-01, 0.000E+00, 0.000E+00,-1.024E+00,-9.225E-01, 0.000E+00, 1.722E-03, 0.000E+00
 6.000E+01, 8.019E+01, 0.000E+00,-3.707E+01,-3.146E+01,-1.255E+01, 5.370E-01, 0.000E+00, 0.000E+00,-4.618E-01,-3.538E-01, 0.000E+00, 1.722E-03, 0.000E+00
 7.000E+01, 7.993E+01, 0.000E+00,-3.716E+01,-2.998E+01,-1.239E+01, 5.300E-01, 0.000E+00, 0.000E+00, 8.248E-01, 9.159E-01, 0.000E+00, 1.722E-03, 0.000E+00
 8.000E+01, 7.993E+01, 0.000E+00,-3.738E+01,-3.095E+01,-1.213E+01, 5.392E-01, 0.000E+00, 0.000E+00,-1.260E-01, 5.453E-03, 0.000E+00, 1.722E-03, 0.000E+00
 9.000E+01, 8.034E+01, 0.000E+00,-3.661E+01,-3.172E+01,-1.182E+01, 5.269E-01, 0.000E+00, 0.000E+00, 6.109E-01, 7.106E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.000E+02, 7.981E+01, 0.000E+00,-3.702E+01,-3.143E+01,-1.171E+01, 5.275E-01, 0.000E+00, 0.000E+00, 5.163E-02, 1.755E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.100E+02, 8.018E+01, 0.000E+00,-3.682E+01,-3.209E+01,-1.137E+01, 5.267E-01, 0.000E+00, 0.000E+00, 3.144E-01, 4.267E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.200E+02, 8.022E+01, 0.000E+00,-3.711E+01,-3.204E+01,-1.133E+01, 5.347E-01, 0.000E+00, 0.000E+00, 1.878E-01, 2.785E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.300E+02, 7.924E+01, 0.000E+00,-3.707E+01,-3.164E+01,-1.146E+01, 5.336E-01, 0.000E+00, 0.000E+00,-5.134E-01,-3.906E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.400E+02, 8.044E+01, 0.000E+00,-3.727E+01,-3.230E+01,-1.118E+01, 5.379E-01, 0.000E+00, 0.000E+00, 1.275E-01, 2.305E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.500E+02, 8.023E+01, 0.000E+00,-3.691E+01,-3.238E+01,-1.105E+01, 5.366E-01, 0.000E+00, 0.000E+00, 3.356E-01, 4.275E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.600E+02, 7.932E+01, 0.000E+00,-3.683E+01,-3.220E+01,-1.097E+01, 5.313E-01, 0.000E+00, 0.000E+00,-2.120E-01,-1.469E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.700E+02, 8.008E+01, 0.000E+00,-3.722E+01,-3.306E+01,-1.093E+01, 5.389E-01, 0.000E+00, 0.000E+00,-7.081E-01,-5.789E-01, 0.000E+00, 1.722E-03, 0.000E+00
 1.800E+02, 8.019E+01, 0.000E+00,-3.717E+01,-3.179E+01,-1.075E+01, 5.360E-01, 0.000E+00, 0.000E+00, 9.128E-01, 1.009E+00, 0.000E+00, 1.722E-03, 0.000E+00
 1.900E+02, 8.022E+01, 0.000E+00,-3.722E+01,-3.247E+01,-1.058E+01, 5.409E-01, 0.000E+00, 0.000E+00, 3.847E-01, 4.901E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.000E+02, 8.006E+01, 0.000E+00,-3.746E+01,-3.286E+01,-1.073E+01, 5.351E-01, 0.000E+00, 0.000E+00,-5.473E-01,-4.416E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.100E+02, 7.946E+01, 0.000E+00,-3.695E+01,-3.244E+01,-1.047E+01, 5.317E-01, 0.000E+00, 0.000E+00, 7.231E-02, 1.373E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.200E+02, 8.049E+01, 0.000E+00,-3.800E+01,-3.258E+01,-1.057E+01, 5.319E-01, 0.000E+00, 0.000E+00,-2.236E-01,-1.200E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.300E+02, 8.001E+01, 0.000E+00,-3.730E+01,-3.260E+01,-1.029E+01, 5.342E-01, 0.000E+00, 0.000E+00, 2.630E-01, 3.468E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.400E+02, 7.977E+01, 0.000E+00,-3.702E+01,-3.281E+01,-1.021E+01, 5.302E-01, 0.000E+00, 0.000E+00, 1.416E-01, 2.602E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.500E+02, 8.016E+01, 0.000E+00,-3.705E+01,-3.321E+01,-9.986E+00, 5.333E-01, 0.000E+00, 0.000E+00, 3.787E-01, 4.461E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.600E+02, 7.930E+01, 0.000E+00,-3.673E+01,-3.330E+01,-9.911E+00, 5.379E-01, 0.000E+00, 0.000E+00,-1.847E-01,-9.924E-02, 0.000E+00, 1.722E-03, 0.000E+00
 2.700E+02, 8.047E+01, 0.000E+00,-3.728E+01,-3.373E+01,-9.927E+00, 5.385E-01, 0.000E+00, 0.000E+00,-3.318E-02, 7.124E-02, 0.000E+00, 1.722E-03, 0.000E+00
 2.800E+02, 8.010E+01, 0.000E+00,-3.697E+01,-3.349E+01,-9.742E+00, 5.347E-01, 0.000E+00, 0.000E+00, 2.917E-01, 4.324E-01, 0.000E+00, 1.722E-03, 0.000E+00
 2.900E+02, 7.976E+01, 0.000E+00,-3.663E+01,-3.383E+01,-9.594E+00, 5.279E-01, 0.000E+00, 0.000E+00, 7.456E-02, 2.408E-01, 0.000E+00, 1.722E-03, 0.000E+00
 3.000E+02, 8.049E+01, 0.000E+00,-3.716E+01,-3.436E+01,-9.652E+00, 5.424E-01, 0.000E+00, 0.000E+00,-2.249E-01,-1.367E-01, 0.000E+00, 1.722E-03, 0.000E+00
 3.100E+02, 1.478E+02, 0.000E+00,-7.778E+01,-4.535E+01,-1.558E+01, 7.470E-01, 0.000E+00, 0.000E+00, 9.678E+00, 9.864E+00, 0.000E+00, 3.358E-03, 0.000E+00
 3.200E+02, 1.594E+02, 0.000E+00,-8.905E+01,-5.401E+01,-1.549E+01, 7.224E-01, 0.000E+00, 0.000E+00, 1.308E+00, 1.564E+00, 0.000E+00, 3.444E-03, 0.000E+00
 3.300E+02, 1.573E+02, 0.000E+00,-8.795E+01,-5.499E+01,-1.526E+01, 7.153E-01, 0.000E+00, 0.000E+00,-3.860E-01,-1.397E-01, 0.000E+00, 3.444E-03, 0.000E+00
 3.400E+02, 1.585E+02, 0.000E+00,-9.037E+01,-5.451E+01,-1.492E+01, 7.069E-01, 0.000E+00, 0.000E+00,-7.974E-01,-5.855E-01, 0.000E+00, 3.444E-03, 0.000E+00
 3.500E+02, 1.589E+02, 0.000E+00,-8.929E+01,-5.475E+01,-1.421E+01, 7.125E-01, 0.000E+00, 0.000E+00, 1.106E+00, 1.359E+00, 0.000E+00, 3.444E-03, 0.000E+00
 3.600E+02, 1.574E+02, 0.000E+00,-8.954E+01,-5.491E+01,-1.415E+01, 6.997E-01, 0.000E+00, 0.000E+00,-7.039E-01,-4.788E-01, 0.000E+00, 3.444E-03, 0.000E+00
 3.700E+02, 1.590E+02, 0.000E+00,-8.986E+01,-5.573E+01,-1.381E+01, 7.289E-01, 0.000E+00, 0.000E+00, 7.523E-02, 3.384E-01, 0.000E+00, 3.444E-03, 0.000E+00
 3.800E+02, 1.563E+02, 0.000E+00,-8.825E+01,-5.763E+01,-1.329E+01, 7.120E-01, 0.000E+00, 0.000E+00,-2.295E+00,-2.106E+00, 0.000E+00, 3.444E-03, 0.000E+00
 3.900E+02, 1.605E+02, 0.000E+00,-8.871E+01,-5.599E+01,-1.300E+01, 7.343E-01, 0.000E+00, 0.000E+00, 3.265E+00, 3.501E+00, 0.000E+00, 3.444E-03, 0.000E+00
 4.000E+02, 1.576E+02, 0.000E+00,-8.929E+01,-5.694E+01,-1.319E+01, 7.343E-01, 0.000E+00, 0.000E+00,-1.271E+00,-1.049E+00, 0.000E+00, 3.444E-03, 0.000E+00
 4.100E+02, 1.599E+02, 0.000E+00,-8.951E+01,-5.704E+01,-1.260E+01, 7.225E-01, 0.000E+00, 0.000E+00, 1.160E+00, 1.427E+00, 0.000E+00, 3.444E-03, 0.000E+00
 4.200E+02, 1.566E+02, 0.000E+00,-8.913E+01,-5.584E+01,-1.241E+01, 7.306E-01, 0.000E+00, 0.000E+00,-2.597E-01,-6.527E-02, 0.000E+00, 3.444E-03, 0.000E+00
