s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.650E-02, 1.682E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.650E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 3.848E+01,-1.104E+01, 3.825E-01,-5.261E+00, 4.602E-01, 0.000E+00, 0.000E+00, 2.288E+01, 2.302E+01, 0.000E+00, 8.610E-04, 0.000E+00
 2.000E+01, 3.858E+01,-1.151E+01,-1.716E+00,-7.752E+00, 5.052E-01, 0.000E+00, 0.000E+00, 1.806E+01, 1.810E+01, 0.000E+00, 8.610E-04, 0.000E+00
 3.000E+01, 3.844E+01,-1.215E+01,-9.083E+00,-8.901E+00, 4.998E-01, 0.000E+00, 0.000E+00, 8.779E+00, 8.806E+00, 0.000E+00, 8.610E-04, 0.000E+00
 4.000E+01, 3.843E+01,-1.261E+01,-1.179E+01,-9.639E+00, 4.997E-01, 0.000E+00, 0.000E+00, 4.906E+00, 4.902E+00, 0.000E+00, 8.610E-04, 0.000E+00
 5.000E+01, 3.841E+01,-1.282E+01,-1.414E+01,-9.950E+00, 5.037E-01, 0.000E+00, 0.000E+00, 2.031E+00, 2.010E+00, 0.000E+00, 8.610E-04, 0.000E+00
 6.000E+01, 3.849E+01,-1.292E+01,-1.468E+01,-9.709E+00, 5.071E-01, 0.000E+00, 0.000E+00, 1.658E+00, 1.692E+00, 0.000E+00, 8.610E-04, 0.000E+00
 7.001E+01, 3.846E+01,-1.290E+01,-1.564E+01,-9.643E+00, 5.067E-01, 0.000E+00, 0.000E+00, 7.612E-01, 7.929E-01, 0.000E+00, 8.610E-04, 0.000E+00
 8.000E+01, 3.858E+01,-1.296E+01,-1.574E+01,-9.361E+00, 5.011E-01, 0.000E+00, 0.000E+00, 9.523E-01, 1.010E+00, 0.000E+00, 8.610E-04, 0.000E+00
 9.000E+01, 3.841E+01,-1.291E+01,-1.664E+01,-9.586E+00, 5.026E-01, 0.000E+00, 0.000E+00,-2.645E-01,-2.153E-01, 0.000E+00, 8.610E-04, 0.000E+00
 1.000E+02, 3.851E+01,-1.287E+01,-1.640E+01,-9.454E+00, 5.061E-01, 0.000E+00, 0.000E+00, 2.530E-01, 2.918E-01, 0.000E+00, 8.610E-04, 0.000E+00
 1.100E+02, 3.851E+01,-1.284E+01,-1.595E+01,-9.339E+00, 5.062E-01, 0.000E+00, 0.000E+00, 8.138E-01, 8.907E-01, 0.000E+00, 8.610E-04, 0.000E+00
