s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.615E-02, 1.682E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.615E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.846E+01,-1.107E+01, 3.815E-01,-5.320E+00, 4.593E-01, 0.000E+00, 0.000E+00, 2.278E+01, 2.291E+01, 0.000E+00, 8.610E-04, 0.000E+00
 2.001E+01, 3.856E+01,-1.153E+01,-9.558E-01,-7.784E+00, 5.057E-01, 0.000E+00, 0.000E+00, 1.882E+01, 1.880E+01, 0.000E+00, 8.610E-04, 0.000E+00
 3.000E+01, 3.850E+01,-1.218E+01,-9.222E+00,-9.126E+00, 5.006E-01, 0.000E+00, 0.000E+00, 8.420E+00, 8.480E+00, 0.000E+00, 8.610E-04, 0.000E+00
 4.000E+01, 3.838E+01,-1.263E+01,-1.222E+01,-9.804E+00, 4.973E-01, 0.000E+00, 0.000E+00, 4.190E+00, 4.228E+00, 0.000E+00, 8.610E-04, 0.000E+00
 5.000E+01, 3.849E+01,-1.279E+01,-1.336E+01,-9.773E+00, 5.058E-01, 0.000E+00, 0.000E+00, 3.107E+00, 3.071E+00, 0.000E+00, 8.610E-04, 0.000E+00
 6.000E+01, 3.850E+01,-1.289E+01,-1.570E+01,-9.646E+00, 5.065E-01, 0.000E+00, 0.000E+00, 7.643E-01, 7.755E-01, 0.000E+00, 8.610E-04, 0.000E+00
 7.001E+01, 3.839E+01,-1.288E+01,-1.522E+01,-9.671E+00, 4.963E-01, 0.000E+00, 0.000E+00, 1.091E+00, 1.113E+00, 0.000E+00, 8.610E-04, 0.000E+00
 8.001E+01, 3.850E+01,-1.285E+01,-1.626E+01,-9.527E+00, 5.004E-01, 0.000E+00, 0.000E+00, 4.569E-01, 3.644E-01, 0.000E+00, 8.610E-04, 0.000E+00
 9.000E+01, 3.836E+01,-1.278E+01,-1.580E+01,-9.170E+00, 4.997E-01, 0.000E+00, 0.000E+00, 1.158E+00, 1.101E+00, 0.000E+00, 8.610E-04, 0.000E+00
 1.000E+02, 3.849E+01,-1.275E+01,-1.709E+01,-9.064E+00, 5.000E-01, 0.000E+00, 0.000E+00, 5.435E-02, 9.334E-02, 0.000E+00, 8.610E-04, 0.000E+00
