s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_WOOD,MLR_PRODUCTS 2
 0.000E+00, 0.000E+00, 0.000E+00,-3.877E-04, 2.308E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.877E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.779E+01, 0.000E+00,-1.769E+01,-1.019E+01,-4.899E+00, 1.448E-01, 0.000E+00, 0.000E+00, 5.067E+00, 5.153E+00, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 3.950E+01, 0.000E+00,-1.958E+01,-1.468E+01,-5.188E+00, 1.538E-01, 0.000E+00, 0.000E+00, 1.271E-01, 1.972E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 3.977E+01, 0.000E+00,-1.971E+01,-1.480E+01,-5.093E+00, 1.512E-01, 0.000E+00, 0.000E+00, 2.651E-01, 3.150E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.075E-08, 0.000E+00
 4.000E+01, 3.982E+01, 0.000E+00,-1.999E+01,-1.525E+01,-4.885E+00, 1.480E-01, 0.000E+00, 0.000E+00,-2.244E-01,-1.564E-01, 0.000E+00, 8.610E-04, 0.000E+00, 6.089E-06, 0.000E+00
 5.000E+01, 4.054E+01, 0.000E+00,-2.045E+01,-1.533E+01,-4.857E+00, 1.465E-01, 0.000E+00, 0.000E+00,-1.784E-03, 5.442E-02, 0.000E+00, 8.610E-04, 0.000E+00, 4.984E-05, 0.000E+00
 6.000E+01, 4.373E+01, 0.000E+00,-2.302E+01,-1.580E+01,-4.761E+00, 1.466E-01, 0.000E+00, 0.000E+00, 2.341E-01, 3.050E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.025E-04, 0.000E+00
 7.000E+01, 5.176E+01, 0.000E+00,-2.794E+01,-1.895E+01,-4.454E+00, 1.512E-01, 0.000E+00, 0.000E+00, 4.701E-01, 5.725E-01, 0.000E+00, 8.610E-04, 0.000E+00, 6.593E-04, 0.000E+00
 8.000E+01, 6.827E+01, 0.000E+00,-3.586E+01,-2.783E+01,-3.986E+00, 1.612E-01, 0.000E+00, 0.000E+00, 5.613E-01, 7.479E-01, 0.000E+00, 8.610E-04, 0.000E+00, 1.557E-03, 0.000E+00
 9.000E+01, 8.412E+01, 0.000E+00,-4.111E+01,-3.890E+01,-3.484E+00, 1.648E-01, 0.000E+00, 0.000E+00, 4.917E-01, 7.925E-01, 0.000E+00, 8.610E-04, 0.000E+00, 2.285E-03, 0.000E+00
 1.000E+02, 9.449E+01, 0.000E+00,-4.500E+01,-4.642E+01,-3.282E+00, 1.573E-01, 0.000E+00, 0.000E+00,-4.218E-01,-5.818E-02, 0.000E+00, 8.610E-04, 0.000E+00, 2.751E-03, 0.000E+00
 1.100E+02, 1.067E+02, 0.000E+00,-4.991E+01,-5.207E+01,-3.192E+00, 1.581E-01, 0.000E+00, 0.000E+00, 1.248E+00, 1.729E+00, 0.000E+00, 8.610E-04, 0.000E+00, 3.173E-03, 0.000E+00
 1.200E+02, 1.115E+02, 0.000E+00,-5.203E+01,-5.601E+01,-3.055E+00, 1.513E-01, 0.000E+00, 0.000E+00, 8.912E-02, 6.003E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.486E-03, 0.000E+00
 1.300E+02, 1.170E+02, 0.000E+00,-5.446E+01,-5.959E+01,-2.827E+00, 1.400E-01, 0.000E+00, 0.000E+00,-3.276E-01, 2.620E-01, 0.000E+00, 8.610E-04, 0.000E+00, 3.758E-03, 0.000E+00
 1.400E+02, 1.272E+02, 0.000E+00,-5.851E+01,-6.473E+01,-2.818E+00, 1.376E-01, 0.000E+00, 0.000E+00, 6.311E-01, 1.272E+00, 0.000E+00, 8.610E-04, 0.000E+00, 4.111E-03, 0.000E+00
 1.500E+02, 1.304E+02, 0.000E+00,-5.999E+01,-6.727E+01,-2.861E+00, 1.444E-01, 0.000E+00, 0.000E+00,-1.026E-01, 4.726E-01, 0.000E+00, 8.610E-04, 0.000E+00, 4.379E-03, 0.000E+00
 1.600E+02, 1.355E+02, 0.000E+00,-6.136E+01,-7.045E+01,-2.622E+00, 1.334E-01, 0.000E+00, 0.000E+00, 5.343E-01, 1.200E+00, 0.000E+00, 8.610E-04, 0.000E+00, 4.495E-03, 0.000E+00
 1.700E+02, 1.387E+02, 0.000E+00,-6.279E+01,-7.311E+01,-2.623E+00, 1.354E-01, 0.000E+00, 0.000E+00,-2.989E-01, 3.589E-01, 0.000E+00, 8.610E-04, 0.000E+00, 4.704E-03, 0.000E+00
 1.800E+02, 1.441E+02, 0.000E+00,-6.538E+01,-7.516E+01,-2.583E+00, 1.184E-01, 0.000E+00, 0.000E+00, 4.282E-01, 1.044E+00, 0.000E+00, 8.610E-04, 0.000E+00, 4.975E-03, 0.000E+00
 1.900E+02, 1.497E+02, 0.000E+00,-6.762E+01,-7.899E+01,-2.525E+00, 1.131E-01, 0.000E+00, 0.000E+00, 2.772E-02, 6.955E-01, 0.000E+00, 8.610E-04, 0.000E+00, 5.268E-03, 0.000E+00
 2.000E+02, 1.562E+02, 0.000E+00,-6.980E+01,-8.262E+01,-2.444E+00, 1.087E-01, 0.000E+00, 0.000E+00, 6.880E-01, 1.408E+00, 0.000E+00, 8.610E-04, 0.000E+00, 5.523E-03, 0.000E+00
 2.100E+02, 1.640E+02, 0.000E+00,-7.305E+01,-8.810E+01,-2.286E+00, 1.028E-01, 0.000E+00, 0.000E+00,-1.848E-01, 6.277E-01, 0.000E+00, 8.610E-04, 0.000E+00, 5.901E-03, 0.000E+00
 2.200E+02, 1.705E+02, 0.000E+00,-7.552E+01,-9.123E+01,-2.314E+00, 8.798E-02, 0.000E+00, 0.000E+00, 6.838E-01, 1.493E+00, 0.000E+00, 8.610E-04, 0.000E+00, 6.271E-03, 0.000E+00
 2.300E+02, 1.797E+02, 0.000E+00,-7.899E+01,-9.829E+01,-2.265E+00, 8.183E-02, 0.000E+00, 0.000E+00,-6.107E-01, 2.332E-01, 0.000E+00, 8.610E-04, 0.000E+00, 6.673E-03, 0.000E+00
