s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-8.348E-04, 1.943E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.348E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 7.732E+01,-2.817E+01,-1.970E+01,-7.255E+00, 6.591E-01, 0.000E+00, 0.000E+00, 2.278E+01, 2.285E+01, 0.000E+00, 1.730E-03, 0.000E+00
 2.000E+01, 7.944E+01,-3.300E+01,-3.845E+01,-8.102E+00, 7.056E-01, 0.000E+00, 0.000E+00, 6.843E-01, 6.026E-01, 0.000E+00, 1.730E-03, 0.000E+00
 3.000E+01, 7.965E+01,-3.193E+01,-4.108E+01,-6.603E+00, 7.058E-01, 0.000E+00, 0.000E+00, 8.119E-01, 7.489E-01, 0.000E+00, 1.730E-03, 0.000E+00
 4.000E+01, 7.962E+01,-3.119E+01,-4.294E+01,-5.641E+00, 7.041E-01, 0.000E+00, 0.000E+00, 6.455E-01, 5.505E-01, 0.000E+00, 1.730E-03, 0.000E+00
 5.000E+01, 7.973E+01,-3.099E+01,-4.410E+01,-4.892E+00, 6.937E-01, 0.000E+00, 0.000E+00, 5.266E-01, 4.399E-01, 0.000E+00, 1.730E-03, 0.000E+00
 6.000E+01, 7.954E+01,-3.147E+01,-4.417E+01,-4.602E+00, 6.925E-01, 0.000E+00, 0.000E+00, 9.100E-02,-6.591E-03, 0.000E+00, 1.730E-03, 0.000E+00
 7.000E+01, 7.964E+01,-3.073E+01,-4.553E+01,-3.877E+00, 6.780E-01, 0.000E+00, 0.000E+00, 2.703E-01, 1.960E-01, 0.000E+00, 1.730E-03, 0.000E+00
 8.000E+01, 8.010E+01,-3.027E+01,-4.693E+01,-3.298E+00, 6.990E-01, 0.000E+00, 0.000E+00, 3.965E-01, 3.097E-01, 0.000E+00, 1.730E-03, 0.000E+00
 9.000E+01, 7.952E+01,-3.024E+01,-4.669E+01,-2.948E+00, 6.882E-01, 0.000E+00, 0.000E+00, 3.942E-01, 3.239E-01, 0.000E+00, 1.730E-03, 0.000E+00
 1.000E+02, 7.967E+01,-3.013E+01,-4.814E+01,-2.588E+00, 6.883E-01, 0.000E+00, 0.000E+00,-3.838E-01,-4.995E-01, 0.000E+00, 1.730E-03, 0.000E+00
 1.100E+02, 7.984E+01,-3.016E+01,-4.787E+01,-2.189E+00, 6.735E-01, 0.000E+00, 0.000E+00, 3.808E-01, 2.974E-01, 0.000E+00, 1.730E-03, 0.000E+00
 1.200E+02, 7.974E+01,-2.968E+01,-4.860E+01,-2.043E+00, 6.790E-01, 0.000E+00, 0.000E+00, 2.161E-01, 1.037E-01, 0.000E+00, 1.730E-03, 0.000E+00
 1.300E+02, 7.975E+01,-2.917E+01,-4.917E+01,-1.720E+00, 6.717E-01, 0.000E+00, 0.000E+00, 4.945E-01, 3.661E-01, 0.000E+00, 1.730E-03, 0.000E+00
 1.400E+02, 7.990E+01,-2.974E+01,-4.942E+01,-1.588E+00, 6.868E-01, 0.000E+00, 0.000E+00,-6.380E-02,-1.674E-01, 0.000E+00, 1.730E-03, 0.000E+00
