s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.485E-02, 1.612E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.485E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 1.258E+03,-6.592E+02,-1.480E+02,-6.489E+01, 6.582E+00, 0.000E+00, 0.000E+00, 3.902E+02, 3.923E+02, 0.000E+00, 3.084E-02, 0.000E+00
 2.001E+01, 1.365E+03,-8.263E+02,-4.595E+02,-6.239E+01, 7.657E+00, 0.000E+00, 0.000E+00, 2.526E+01, 2.457E+01, 0.000E+00, 3.295E-02, 0.000E+00
 3.000E+01, 1.585E+03,-9.026E+02,-6.005E+02,-4.961E+01, 1.048E+01, 0.000E+00, 0.000E+00, 4.315E+01, 4.240E+01, 0.000E+00, 3.771E-02, 0.000E+00
 4.000E+01, 1.869E+03,-9.862E+02,-8.230E+02,-3.811E+01, 1.522E+01, 0.000E+00, 0.000E+00, 3.950E+01, 3.676E+01, 0.000E+00, 4.361E-02, 0.000E+00
 5.000E+01, 2.108E+03,-1.087E+03,-9.604E+02,-2.677E+01, 2.100E+01, 0.000E+00, 0.000E+00, 5.471E+01, 5.466E+01, 0.000E+00, 5.016E-02, 0.000E+00
 6.000E+01, 2.431E+03,-1.167E+03,-1.225E+03,-1.561E+01, 2.553E+01, 0.000E+00, 0.000E+00, 4.875E+01, 4.900E+01, 0.000E+00, 5.506E-02, 0.000E+00
 7.000E+01, 2.590E+03,-1.219E+03,-1.404E+03,-1.039E+01, 3.042E+01, 0.000E+00, 0.000E+00,-8.938E+00,-1.271E+01, 0.000E+00, 6.011E-02, 0.000E+00
 8.000E+01, 2.830E+03,-1.284E+03,-1.506E+03, 1.684E+00, 3.482E+01, 0.000E+00, 0.000E+00, 7.734E+01, 7.714E+01, 0.000E+00, 6.421E-02, 0.000E+00
