s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"NE-Corner-Temp-01","NE-Corner-Temp-02","NE-Corner-Temp-03","NE-Corner-Temp-04","NE-Corner-Temp-05","NE-Corner-Temp-06","SE-Corner-Temp-01","SE-Corner-Temp-02","SE-Corner-Temp-03","SE-Corner-Temp-04","SE-Corner-Temp-05","SE-Corner-Temp-06","NW-Ceiling-Temp","NE-Ceiling-Temp","SW-Ceiling-Temp","SE-Ceiling-Temp","Burner-Temp-01","Burner-Temp-02","Wall-GHF","CEILING-GHF","FLOOR-GHF","BURNER-GHF","DOOR-VELOCITY-5","DOOR-VELOCITY-4","DOOR-VELOCITY-3","DOOR-VELOCITY-2","DOOR-VELOCITY-1","DOOR-U-VELOCITY-5","DOOR-U-VELOCITY-4","DOOR-U-VELOCITY-3","DOOR-U-VELOCITY-2","DOOR-U-VELOCITY-1","DOOR-V-VELOCITY-5","DOOR-V-VELOCITY-4","DOOR-V-VELOCITY-3","DOOR-V-VELOCITY-2","DOOR-V-VELOCITY-1","DOOR-W-VELOCITY-5","DOOR-W-VELOCITY-4","DOOR-W-VELOCITY-3","DOOR-W-VELOCITY-2","DOOR-W-VELOCITY-1"
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-1.961E-04,-3.694E-04,-3.449E-04,-2.062E-04, 1.105E-03, 2.860E-03, 2.644E-03, 1.789E-03, 4.138E-03, 5.139E-03, 1.972E-03,-2.155E-03, 4.871E-03, 5.268E-03,-3.109E-03, 5.514E-03,-8.464E-03, 2.268E-03,-2.282E-03,-6.519E-03, 2.316E-03, 8.583E-03,-3.446E-04,-5.709E-03
 1.000E+01, 3.817E+02, 1.809E+02, 1.482E+02, 8.359E+01, 4.980E+01, 2.992E+01, 3.347E+02, 2.682E+02, 2.385E+02, 1.368E+02, 6.122E+01, 3.044E+01, 6.512E+02, 5.166E+02, 4.945E+02, 4.759E+02, 6.553E+02, 6.095E+02, 8.817E+00, 4.012E+00, 1.425E+00, 1.728E+01, 1.443E-01, 1.471E-01, 1.757E-01, 2.068E-01, 9.892E-01, 2.942E-03, 1.591E-03, 3.830E-02, 6.985E-02,-2.720E-01, 1.254E-01, 1.180E-01, 1.087E-01,-3.014E-02,-7.720E-01,-1.153E-03,-2.642E-03, 9.317E-03, 5.421E-02,-5.656E-02
 2.000E+01, 4.787E+02, 2.134E+02, 1.618E+02, 6.730E+01, 3.501E+01, 3.073E+01, 4.211E+02, 3.461E+02, 3.002E+02, 1.523E+02, 5.100E+01, 3.091E+01, 8.025E+02, 6.346E+02, 6.239E+02, 5.598E+02, 6.095E+02, 6.803E+02, 1.104E+01, 5.069E+00, 1.855E+00, 1.570E+01, 2.160E-01, 1.951E-01, 1.629E-01, 1.424E-01, 1.119E+00, 3.208E-03, 8.254E-03, 1.149E-02, 8.297E-02,-3.520E-01, 2.201E-01, 1.948E-01, 1.577E-01,-2.855E-02,-8.921E-01,-9.937E-03,-2.205E-02,-2.786E-02, 7.486E-02, 7.355E-02
 3.000E+01, 4.384E+02, 2.336E+02, 1.879E+02, 8.207E+01, 3.307E+01, 3.001E+01, 4.202E+02, 3.471E+02, 3.004E+02, 1.738E+02, 6.067E+01, 3.324E+01, 8.537E+02, 5.865E+02, 6.814E+02, 5.777E+02, 5.350E+02, 6.224E+02, 9.653E+00, 5.349E+00, 2.041E+00, 1.627E+01, 2.239E-01, 2.059E-01, 1.572E-01, 1.556E-01, 1.109E+00,-1.600E-02,-1.986E-03, 2.549E-02, 5.331E-02,-3.633E-01, 2.247E-01, 1.948E-01, 1.398E-01,-3.242E-02,-8.854E-01,-1.238E-02,-6.708E-02,-5.433E-02, 9.927E-02, 9.663E-02
 4.000E+01, 4.463E+02, 2.614E+02, 2.075E+02, 9.498E+01, 3.797E+01, 3.025E+01, 4.271E+02, 3.500E+02, 3.079E+02, 1.677E+02, 6.079E+01, 3.438E+01, 8.412E+02, 6.061E+02, 6.652E+02, 5.769E+02, 6.121E+02, 7.452E+02, 1.017E+01, 5.382E+00, 2.206E+00, 1.803E+01, 2.375E-01, 2.175E-01, 1.713E-01, 1.746E-01, 1.147E+00,-2.200E-02, 3.205E-02,-3.414E-03, 7.474E-02,-3.553E-01, 2.375E-01, 2.008E-01, 1.463E-01,-1.271E-01,-9.214E-01,-2.352E-02,-8.003E-02,-6.412E-02, 9.559E-02, 3.495E-02
 5.000E+01, 4.402E+02, 2.636E+02, 1.988E+02, 8.484E+01, 4.095E+01, 3.137E+01, 4.190E+02, 3.392E+02, 2.994E+02, 1.819E+02, 5.930E+01, 3.487E+01, 8.809E+02, 5.639E+02, 7.075E+02, 5.727E+02, 5.945E+02, 6.529E+02, 9.693E+00, 5.626E+00, 2.347E+00, 1.748E+01, 2.430E-01, 2.254E-01, 1.879E-01, 1.917E-01, 1.156E+00,-9.019E-03, 2.830E-02, 6.643E-02, 6.542E-02,-3.677E-01, 2.402E-01, 2.093E-01, 1.482E-01,-1.396E-01,-9.425E-01,-4.584E-02,-7.333E-02,-7.429E-02, 8.621E-02, 2.657E-02
 6.000E+01, 4.484E+02, 2.675E+02, 2.098E+02, 8.144E+01, 3.677E+01, 3.144E+01, 4.229E+02, 3.373E+02, 2.976E+02, 1.823E+02, 6.508E+01, 3.639E+01, 8.907E+02, 5.884E+02, 7.139E+02, 5.764E+02, 4.978E+02, 6.058E+02, 1.066E+01, 5.636E+00, 2.500E+00, 1.663E+01, 2.484E-01, 2.356E-01, 1.930E-01, 1.928E-01, 1.148E+00,-2.052E-03, 2.133E-02, 7.020E-02, 8.891E-02,-3.742E-01, 2.490E-01, 2.256E-01, 1.723E-01,-1.458E-01,-9.460E-01,-3.337E-02,-7.661E-02,-5.171E-02, 1.281E-01, 5.085E-02
 7.000E+01, 4.507E+02, 2.401E+02, 1.793E+02, 6.951E+01, 3.573E+01, 3.272E+01, 4.315E+02, 3.405E+02, 3.041E+02, 1.611E+02, 6.231E+01, 3.748E+01, 8.821E+02, 5.916E+02, 7.107E+02, 5.928E+02, 5.706E+02, 6.454E+02, 1.033E+01, 5.786E+00, 2.670E+00, 1.752E+01, 2.553E-01, 2.326E-01, 1.843E-01, 2.093E-01, 1.150E+00, 3.621E-02,-2.377E-02, 4.554E-02, 9.234E-02,-3.696E-01, 2.552E-01, 2.267E-01, 1.647E-01,-1.488E-01,-9.439E-01,-2.516E-02,-4.690E-02,-5.666E-02, 1.058E-01, 5.705E-02
 8.000E+01, 4.415E+02, 1.980E+02, 1.459E+02, 6.132E+01, 3.745E+01, 3.324E+01, 4.297E+02, 3.481E+02, 3.065E+02, 1.733E+02, 6.304E+01, 3.853E+01, 9.340E+02, 5.505E+02, 7.444E+02, 5.927E+02, 5.762E+02, 6.799E+02, 1.056E+01, 5.881E+00, 2.811E+00, 1.795E+01, 2.574E-01, 2.366E-01, 1.911E-01, 2.256E-01, 1.184E+00, 1.712E-02,-2.547E-02, 5.257E-02, 8.520E-02,-3.522E-01, 2.510E-01, 2.134E-01, 1.705E-01,-1.848E-01,-9.650E-01,-6.109E-02,-1.008E-01,-7.575E-02, 8.803E-02,-7.580E-03
