s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.001E+01, 5.984E+02, 4.049E+02, 3.673E+02, 2.727E+02, 1.143E+02, 6.131E+01, 5.291E+02, 4.924E+02, 4.800E+02, 4.170E+02, 2.725E+02, 9.003E+01, 1.101E+03, 8.290E+02, 9.293E+02, 7.986E+02, 8.750E+02, 8.619E+02, 3.381E+01, 2.025E+01, 1.001E+01, 4.148E+01, 9.625E-01, 7.983E-01, 4.426E-01, 1.525E+00, 3.276E+00, 1.422E-03,-1.384E-01,-2.429E-02, 4.015E-02,-4.109E-01, 1.002E+00, 7.725E-01, 3.829E-01,-1.062E+00,-2.804E+00,-1.130E-01,-2.525E-01,-1.273E-01, 5.397E-01, 8.361E-01
 1.000E+02, 5.667E+02, 4.090E+02, 3.882E+02, 2.834E+02, 1.446E+02, 6.304E+01, 5.357E+02, 4.956E+02, 4.841E+02, 4.259E+02, 2.900E+02, 9.014E+01, 1.068E+03, 7.624E+02, 9.334E+02, 7.962E+02, 8.623E+02, 9.351E+02, 3.084E+01, 2.156E+01, 1.026E+01, 4.733E+01, 9.838E-01, 8.243E-01, 4.509E-01, 1.586E+00, 3.378E+00, 4.646E-02,-1.264E-01, 2.655E-02, 1.596E-01,-3.495E-01, 1.028E+00, 7.944E-01, 3.556E-01,-1.136E+00,-2.936E+00,-5.301E-02,-2.559E-01,-1.347E-01, 6.469E-01, 3.627E-01
 1.100E+02, 6.185E+02, 4.459E+02, 3.947E+02, 3.080E+02, 1.682E+02, 6.373E+01, 5.321E+02, 4.912E+02, 4.761E+02, 4.258E+02, 3.014E+02, 9.713E+01, 1.071E+03, 8.102E+02, 9.149E+02, 7.950E+02, 6.801E+02, 8.081E+02, 3.777E+01, 2.059E+01, 1.059E+01, 4.183E+01, 1.007E+00, 8.359E-01, 4.496E-01, 1.612E+00, 3.290E+00, 3.832E-02,-7.384E-02, 6.210E-03, 1.003E-01,-3.370E-01, 1.044E+00, 8.198E-01, 3.513E-01,-1.132E+00,-2.827E+00,-1.259E-01,-2.489E-01,-1.043E-01, 7.883E-01, 8.280E-01
 1.200E+02, 5.866E+02, 4.051E+02, 3.736E+02, 2.801E+02, 1.521E+02, 6.787E+01, 5.349E+02, 4.973E+02, 4.803E+02, 4.186E+02, 2.618E+02, 9.761E+01, 1.092E+03, 7.816E+02, 9.384E+02, 7.977E+02, 8.500E+02, 8.592E+02, 3.397E+01, 2.079E+01, 1.097E+01, 4.826E+01, 1.003E+00, 8.159E-01, 5.024E-01, 1.591E+00, 3.370E+00, 9.472E-04,-4.034E-02, 1.661E-01, 8.468E-02,-3.812E-01, 1.035E+00, 8.045E-01, 2.826E-01,-1.189E+00,-3.018E+00,-1.345E-01,-2.571E-01,-1.177E-01, 6.447E-01, 6.677E-01
 1.300E+02, 5.862E+02, 4.084E+02, 3.659E+02, 2.522E+02, 1.289E+02, 6.948E+01, 5.635E+02, 5.102E+02, 4.994E+02, 4.331E+02, 2.712E+02, 1.016E+02, 1.103E+03, 7.884E+02, 9.821E+02, 8.056E+02, 7.791E+02, 8.303E+02, 3.277E+01, 2.360E+01, 1.141E+01, 4.437E+01, 1.022E+00, 8.441E-01, 4.594E-01, 1.525E+00, 3.403E+00,-1.301E-02,-1.755E-02, 7.648E-03, 1.116E-01,-4.404E-01, 1.064E+00, 8.349E-01, 3.800E-01,-1.176E+00,-2.938E+00,-5.423E-02,-2.695E-01,-2.775E-02, 6.189E-01, 7.501E-01
 1.400E+02, 5.971E+02, 4.585E+02, 4.279E+02, 3.139E+02, 1.436E+02, 7.300E+01, 5.544E+02, 5.163E+02, 5.037E+02, 4.441E+02, 3.242E+02, 1.004E+02, 1.077E+03, 7.938E+02, 9.720E+02, 8.103E+02, 8.932E+02, 9.408E+02, 3.307E+01, 2.292E+01, 1.174E+01, 4.755E+01, 1.040E+00, 8.411E-01, 4.524E-01, 1.556E+00, 3.408E+00, 7.818E-02,-4.885E-02, 8.630E-02, 8.427E-02,-2.794E-01, 1.080E+00, 8.069E-01, 3.661E-01,-1.178E+00,-2.988E+00,-6.678E-02,-2.946E-01,-5.496E-02, 5.708E-01, 7.257E-01
 1.500E+02, 6.178E+02, 4.214E+02, 3.694E+02, 2.552E+02, 1.290E+02, 7.228E+01, 5.519E+02, 5.127E+02, 4.993E+02, 4.445E+02, 3.080E+02, 1.085E+02, 1.091E+03, 8.208E+02, 9.559E+02, 8.110E+02, 6.739E+02, 7.696E+02, 3.732E+01, 2.400E+01, 1.215E+01, 4.545E+01, 1.061E+00, 8.811E-01, 4.582E-01, 1.523E+00, 3.422E+00,-2.831E-02,-7.218E-02, 4.356E-02, 3.303E-01,-4.001E-01, 1.104E+00, 8.981E-01, 3.298E-01,-1.205E+00,-2.882E+00,-7.233E-02,-2.142E-01,-1.354E-01, 6.238E-01, 7.693E-01
 1.600E+02, 6.005E+02, 4.040E+02, 3.598E+02, 2.677E+02, 1.387E+02, 7.500E+01, 5.664E+02, 5.161E+02, 4.965E+02, 4.205E+02, 2.591E+02, 1.106E+02, 1.153E+03, 8.496E+02, 9.808E+02, 8.584E+02, 8.744E+02, 8.734E+02, 3.787E+01, 2.361E+01, 1.289E+01, 4.571E+01, 1.066E+00, 8.428E-01, 4.680E-01, 1.448E+00, 3.464E+00, 1.477E-02, 7.304E-02,-6.433E-02, 1.211E-01,-4.078E-01, 1.099E+00, 8.089E-01, 3.809E-01,-1.067E+00,-2.940E+00,-9.977E-02,-2.913E-01,-1.372E-01, 6.339E-01, 8.034E-01
 1.700E+02, 6.394E+02, 4.214E+02, 3.728E+02, 2.473E+02, 1.285E+02, 8.056E+01, 5.618E+02, 5.170E+02, 5.013E+02, 4.396E+02, 3.022E+02, 1.142E+02, 1.076E+03, 8.078E+02, 9.546E+02, 8.045E+02, 8.281E+02, 8.422E+02, 3.991E+01, 2.304E+01, 1.293E+01, 4.503E+01, 1.075E+00, 8.677E-01, 4.822E-01, 1.702E+00, 3.415E+00, 9.771E-02,-5.321E-02, 5.487E-02,-4.303E-02,-2.958E-01, 1.122E+00, 8.439E-01, 3.517E-01,-1.273E+00,-2.986E+00,-7.059E-02,-2.783E-01, 1.086E-02, 5.259E-01, 8.691E-01
 1.800E+02, 6.442E+02, 4.242E+02, 3.708E+02, 2.611E+02, 1.538E+02, 8.004E+01, 5.830E+02, 5.275E+02, 5.083E+02, 4.566E+02, 3.088E+02, 1.133E+02, 1.095E+03, 8.408E+02, 9.616E+02, 8.210E+02, 8.300E+02, 8.581E+02, 3.873E+01, 2.473E+01, 1.336E+01, 4.645E+01, 1.088E+00, 8.923E-01, 3.741E-01, 1.607E+00, 3.440E+00,-3.073E-02,-7.441E-02, 6.233E-02, 2.322E-01,-3.983E-01, 1.135E+00, 8.830E-01, 2.598E-01,-1.195E+00,-2.999E+00,-9.788E-02,-2.642E-01,-3.727E-02, 5.711E-01, 6.695E-01
 1.900E+02, 6.368E+02, 4.507E+02, 4.187E+02, 2.898E+02, 1.496E+02, 8.146E+01, 5.664E+02, 5.250E+02, 5.119E+02, 4.494E+02, 3.160E+02, 1.163E+02, 1.107E+03, 8.262E+02, 9.750E+02, 8.322E+02, 8.080E+02, 8.333E+02, 3.741E+01, 2.505E+01, 1.349E+01, 4.618E+01, 1.111E+00, 9.151E-01, 4.212E-01, 1.513E+00, 3.448E+00, 8.732E-02,-7.339E-02, 8.121E-02, 2.366E-01,-4.243E-01, 1.156E+00, 8.577E-01, 2.732E-01,-1.123E+00,-2.985E+00,-3.684E-02,-3.373E-01,-4.765E-02, 5.839E-01, 6.820E-01
 2.000E+02, 6.314E+02, 4.438E+02, 4.176E+02, 2.738E+02, 1.437E+02, 8.617E+01, 5.674E+02, 5.341E+02, 5.200E+02, 4.528E+02, 2.729E+02, 1.192E+02, 1.100E+03, 8.158E+02, 9.563E+02, 8.310E+02, 7.729E+02, 8.856E+02, 3.935E+01, 2.421E+01, 1.389E+01, 4.781E+01, 1.098E+00, 8.980E-01, 4.459E-01, 1.672E+00, 3.525E+00,-2.961E-02, 2.035E-02, 7.897E-03, 3.036E-01,-3.546E-01, 1.144E+00, 9.094E-01, 4.411E-01,-1.343E+00,-3.076E+00,-1.567E-01,-2.519E-01,-3.574E-02, 6.122E-01, 5.712E-01
 2.100E+02, 6.483E+02, 4.627E+02, 4.328E+02, 3.117E+02, 1.427E+02, 8.358E+01, 5.560E+02, 5.133E+02, 5.040E+02, 4.519E+02, 2.850E+02, 1.255E+02, 1.079E+03, 8.163E+02, 9.338E+02, 8.165E+02, 8.366E+02, 8.886E+02, 4.222E+01, 2.439E+01, 1.410E+01, 4.571E+01, 1.122E+00, 9.137E-01, 4.107E-01, 1.644E+00, 3.561E+00,-1.277E-02,-9.401E-02, 1.489E-01, 3.408E-01,-3.538E-01, 1.163E+00, 8.959E-01, 2.157E-01,-1.331E+00,-3.133E+00,-1.085E-01,-2.566E-01,-6.553E-03, 5.867E-01, 5.713E-01
 2.200E+02, 6.402E+02, 4.780E+02, 4.519E+02, 3.265E+02, 1.473E+02, 8.385E+01, 5.602E+02, 5.329E+02, 5.220E+02, 4.632E+02, 3.263E+02, 1.237E+02, 1.124E+03, 8.137E+02, 9.726E+02, 8.212E+02, 8.047E+02, 8.809E+02, 4.296E+01, 2.450E+01, 1.440E+01, 4.857E+01, 1.105E+00, 9.050E-01, 4.137E-01, 1.596E+00, 3.539E+00, 1.042E-02, 8.261E-02, 1.494E-01, 2.021E-01,-3.547E-01, 1.160E+00, 8.986E-01, 1.773E-01,-1.190E+00,-3.098E+00,-4.720E-02,-2.933E-01,-1.061E-01, 6.790E-01, 7.435E-01
 2.300E+02, 6.204E+02, 4.708E+02, 4.224E+02, 3.175E+02, 1.736E+02, 8.715E+01, 5.791E+02, 5.362E+02, 5.236E+02, 4.655E+02, 3.450E+02, 1.300E+02, 1.110E+03, 8.057E+02, 9.788E+02, 8.204E+02, 7.573E+02, 8.892E+02, 3.868E+01, 2.486E+01, 1.454E+01, 5.356E+01, 1.123E+00, 9.203E-01, 4.252E-01, 1.699E+00, 3.553E+00, 5.533E-03, 1.322E-01, 4.831E-02, 5.013E-03,-3.200E-01, 1.150E+00, 8.995E-01, 2.209E-01,-1.230E+00,-3.095E+00,-1.508E-01,-3.127E-01,-3.177E-03, 5.678E-01, 6.172E-01
 2.400E+02, 6.887E+02, 4.653E+02, 4.230E+02, 2.894E+02, 1.584E+02, 9.236E+01, 5.719E+02, 5.354E+02, 5.233E+02, 4.624E+02, 2.846E+02, 1.290E+02, 1.122E+03, 8.578E+02, 9.879E+02, 8.512E+02, 8.266E+02, 8.861E+02, 4.414E+01, 2.643E+01, 1.507E+01, 4.581E+01, 1.124E+00, 9.174E-01, 4.149E-01, 1.549E+00, 3.571E+00, 1.139E-01, 9.466E-03, 8.030E-02, 2.716E-01,-4.390E-01, 1.167E+00, 8.966E-01, 2.601E-01,-1.250E+00,-3.095E+00,-1.276E-01,-2.747E-01,-5.798E-02, 6.154E-01, 6.486E-01
 2.500E+02, 6.365E+02, 4.408E+02, 3.667E+02, 2.591E+02, 1.613E+02, 9.020E+01, 5.843E+02, 5.364E+02, 5.155E+02, 4.603E+02, 2.922E+02, 1.283E+02, 1.110E+03, 7.996E+02, 9.925E+02, 8.453E+02, 8.011E+02, 8.592E+02, 3.970E+01, 2.612E+01, 1.535E+01, 5.007E+01, 1.136E+00, 9.384E-01, 4.005E-01, 1.534E+00, 3.561E+00,-3.576E-02,-1.531E-02, 5.806E-02, 4.122E-01,-3.643E-01, 1.179E+00, 9.192E-01, 2.614E-01,-1.212E+00,-3.153E+00,-9.397E-02,-3.146E-01,-6.548E-02, 5.788E-01, 5.175E-01
 2.600E+02, 6.485E+02, 4.717E+02, 4.327E+02, 3.155E+02, 1.553E+02, 9.022E+01, 5.723E+02, 5.301E+02, 5.132E+02, 4.606E+02, 3.146E+02, 1.322E+02, 1.119E+03, 8.242E+02, 9.751E+02, 8.293E+02, 8.411E+02, 8.840E+02, 4.394E+01, 2.637E+01, 1.546E+01, 4.910E+01, 1.155E+00, 9.457E-01, 3.495E-01, 1.692E+00, 3.573E+00,-7.485E-02, 1.074E-01, 6.906E-02, 2.390E-01,-3.274E-01, 1.194E+00, 9.339E-01, 1.101E-01,-1.284E+00,-3.177E+00,-6.426E-02,-2.979E-01, 6.383E-02, 6.134E-01, 5.623E-01
 2.700E+02, 6.443E+02, 4.606E+02, 4.182E+02, 3.321E+02, 1.578E+02, 9.086E+01, 5.790E+02, 5.434E+02, 5.223E+02, 4.708E+02, 3.160E+02, 1.353E+02, 1.086E+03, 8.266E+02, 9.965E+02, 8.416E+02, 9.364E+02, 9.240E+02, 4.105E+01, 2.725E+01, 1.586E+01, 5.456E+01, 1.153E+00, 9.502E-01, 4.269E-01, 1.586E+00, 3.607E+00,-6.180E-02, 3.293E-02, 9.681E-02, 4.395E-01,-3.143E-01, 1.185E+00, 9.550E-01, 1.302E-01,-1.239E+00,-3.105E+00,-1.449E-01,-2.894E-01,-3.220E-03, 6.878E-01, 6.740E-01
 2.800E+02, 6.504E+02, 4.545E+02, 4.118E+02, 2.924E+02, 1.736E+02, 9.584E+01, 5.711E+02, 5.391E+02, 5.236E+02, 4.694E+02, 3.411E+02, 1.319E+02, 1.121E+03, 7.962E+02, 9.870E+02, 8.109E+02, 7.438E+02, 9.347E+02, 4.065E+01, 2.647E+01, 1.563E+01, 5.394E+01, 1.153E+00, 9.507E-01, 4.335E-01, 1.690E+00, 3.556E+00,-2.013E-02, 2.063E-02, 1.440E-01, 2.445E-01,-3.301E-01, 1.192E+00, 9.267E-01, 2.382E-01,-1.230E+00,-3.111E+00,-1.256E-01,-3.288E-01, 4.873E-02, 6.039E-01, 5.953E-01
 2.900E+02, 6.232E+02, 4.455E+02, 3.997E+02, 2.813E+02, 1.557E+02, 9.699E+01, 5.765E+02, 5.470E+02, 5.320E+02, 4.640E+02, 3.288E+02, 1.344E+02, 1.134E+03, 8.369E+02, 1.018E+03, 8.555E+02, 9.372E+02, 8.908E+02, 3.866E+01, 2.733E+01, 1.644E+01, 5.302E+01, 1.168E+00, 9.400E-01, 4.908E-01, 1.544E+00, 3.586E+00,-2.456E-02, 9.655E-02, 3.369E-01, 2.457E-01,-3.398E-01, 1.204E+00, 9.370E-01, 1.786E-01,-1.202E+00,-3.124E+00,-1.579E-01,-3.031E-01, 7.926E-02, 6.122E-01, 6.353E-01
 3.000E+02, 6.233E+02, 4.535E+02, 4.260E+02, 3.272E+02, 1.778E+02, 9.950E+01, 5.848E+02, 5.433E+02, 5.307E+02, 4.821E+02, 3.433E+02, 1.478E+02, 1.121E+03, 7.827E+02, 1.025E+03, 8.399E+02, 7.654E+02, 8.762E+02, 3.897E+01, 2.841E+01, 1.644E+01, 5.042E+01, 1.162E+00, 9.367E-01, 4.122E-01, 1.611E+00, 3.604E+00, 1.195E-03, 1.179E-01,-8.367E-02, 3.261E-01,-3.046E-01, 1.210E+00, 9.138E-01, 3.100E-01,-1.279E+00,-3.208E+00,-7.389E-02,-2.857E-01, 2.248E-02, 7.017E-01, 5.230E-01
 3.100E+02, 7.568E+02, 5.661E+02, 5.136E+02, 3.756E+02, 2.188E+02, 1.028E+02, 6.660E+02, 6.051E+02, 5.958E+02, 5.541E+02, 4.409E+02, 1.551E+02, 1.162E+03, 9.749E+02, 1.036E+03, 9.635E+02, 9.877E+02, 9.539E+02, 6.185E+01, 4.374E+01, 2.349E+01, 6.465E+01, 1.125E+00, 8.738E-01, 4.328E-01, 2.023E+00, 4.043E+00, 4.419E-02, 6.498E-02, 7.300E-02,-2.034E-01,-2.410E-01, 1.169E+00, 8.610E-01, 7.933E-03,-1.528E+00,-3.605E+00,-7.366E-02,-2.662E-01, 9.094E-02, 6.857E-01, 5.847E-01
 3.200E+02, 8.177E+02, 6.473E+02, 6.076E+02, 4.333E+02, 2.371E+02, 1.191E+02, 6.738E+02, 6.351E+02, 6.266E+02, 6.064E+02, 5.538E+02, 1.789E+02, 1.169E+03, 9.900E+02, 1.056E+03, 1.003E+03, 9.731E+02, 1.118E+03, 7.731E+01, 5.207E+01, 2.897E+01, 7.831E+01, 1.224E+00, 9.479E-01, 4.483E-01, 2.085E+00, 4.462E+00,-5.287E-02, 5.253E-02, 8.188E-02,-2.185E-01, 3.011E-01, 1.266E+00, 9.249E-01, 6.006E-02,-1.456E+00,-4.016E+00,-1.682E-01,-3.134E-01, 4.060E-02, 8.202E-01, 5.351E-01
 3.300E+02, 8.335E+02, 6.820E+02, 6.472E+02, 4.953E+02, 2.635E+02, 1.347E+02, 6.868E+02, 6.523E+02, 6.442E+02, 6.143E+02, 5.709E+02, 2.112E+02, 1.172E+03, 1.037E+03, 1.047E+03, 9.986E+02, 1.086E+03, 1.108E+03, 8.247E+01, 5.579E+01, 3.194E+01, 8.005E+01, 1.275E+00, 9.814E-01, 4.771E-01, 2.231E+00, 4.460E+00, 6.808E-02,-1.687E-02, 1.730E-01,-4.579E-01, 1.849E-01, 1.314E+00, 9.560E-01,-1.823E-01,-1.469E+00,-4.001E+00,-9.045E-02,-3.256E-01, 9.121E-02, 9.672E-01, 5.929E-01
 3.400E+02, 8.783E+02, 7.240E+02, 6.928E+02, 5.694E+02, 3.300E+02, 1.458E+02, 7.144E+02, 6.710E+02, 6.631E+02, 6.305E+02, 5.847E+02, 2.270E+02, 1.186E+03, 1.080E+03, 1.059E+03, 1.001E+03, 9.555E+02, 1.088E+03, 9.762E+01, 5.665E+01, 3.401E+01, 8.340E+01, 1.332E+00, 1.034E+00, 5.699E-01, 2.343E+00, 4.693E+00, 6.483E-02,-1.758E-01, 2.319E-01,-4.815E-01, 6.144E-01, 1.372E+00, 9.880E-01,-2.639E-01,-1.525E+00,-4.248E+00,-1.772E-01,-2.859E-01, 2.429E-01, 9.447E-01, 3.753E-01
 3.500E+02, 8.905E+02, 6.963E+02, 6.407E+02, 5.124E+02, 3.059E+02, 1.502E+02, 7.163E+02, 6.726E+02, 6.642E+02, 6.420E+02, 5.969E+02, 2.298E+02, 1.171E+03, 1.030E+03, 1.060E+03, 1.002E+03, 1.004E+03, 1.089E+03, 9.652E+01, 5.955E+01, 3.561E+01, 8.404E+01, 1.336E+00, 1.055E+00, 6.051E-01, 2.234E+00, 4.675E+00, 2.714E-02,-8.593E-02, 2.594E-01,-2.203E-01, 5.058E-01, 1.388E+00, 1.023E+00,-7.394E-02,-1.636E+00,-4.237E+00,-9.475E-02,-3.126E-01, 1.393E-01, 9.623E-01, 4.616E-01
 3.600E+02, 8.667E+02, 6.938E+02, 6.396E+02, 4.576E+02, 2.988E+02, 1.556E+02, 7.228E+02, 6.812E+02, 6.747E+02, 6.576E+02, 5.953E+02, 2.576E+02, 1.174E+03, 1.037E+03, 1.070E+03, 1.002E+03, 9.282E+02, 1.093E+03, 9.650E+01, 6.232E+01, 3.786E+01, 8.151E+01, 1.351E+00, 1.036E+00, 6.216E-01, 2.457E+00, 4.785E+00, 1.448E-02, 3.341E-02, 1.189E-01,-6.715E-01, 4.700E-01, 1.407E+00, 1.010E+00,-2.509E-01,-1.601E+00,-4.327E+00,-1.300E-01,-3.300E-01, 2.958E-01, 9.053E-01, 4.714E-01
 3.700E+02, 9.065E+02, 7.301E+02, 6.977E+02, 5.609E+02, 3.859E+02, 1.779E+02, 7.376E+02, 6.918E+02, 6.828E+02, 6.625E+02, 6.178E+02, 2.813E+02, 1.194E+03, 1.044E+03, 1.076E+03, 9.989E+02, 1.033E+03, 1.160E+03, 1.015E+02, 6.445E+01, 3.975E+01, 9.142E+01, 1.366E+00, 1.053E+00, 6.033E-01, 2.615E+00, 4.886E+00,-5.140E-02, 7.465E-02, 1.434E-01,-5.744E-01, 5.082E-01, 1.397E+00, 1.036E+00,-2.552E-01,-1.634E+00,-4.426E+00,-1.645E-01,-2.732E-01, 2.068E-01, 9.107E-01, 3.414E-01
