s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 6.553E+02, 4.511E+02, 3.996E+02, 2.647E+02, 1.072E+02, 4.355E+01, 5.222E+02, 4.891E+02, 4.751E+02, 4.113E+02, 2.513E+02, 5.642E+01, 9.747E+02, 7.397E+02, 8.276E+02, 7.074E+02, 6.118E+02, 8.118E+02, 2.369E+01, 1.403E+01, 4.924E+00, 2.561E+01, 4.960E-01, 4.151E-01, 2.567E-01, 8.712E-01, 2.560E+00, 4.851E-02, 3.644E-02, 3.513E-02,-8.472E-02,-2.468E-01, 5.081E-01, 4.228E-01, 2.451E-01,-6.579E-01,-2.346E+00, 4.200E-02,-3.528E-02,-4.202E-02, 4.097E-01, 2.590E-01
 1.000E+02, 6.180E+02, 4.093E+02, 3.789E+02, 2.724E+02, 1.242E+02, 4.406E+01, 5.286E+02, 4.859E+02, 4.699E+02, 4.010E+02, 2.353E+02, 6.292E+01, 1.059E+03, 7.858E+02, 9.133E+02, 7.695E+02, 7.703E+02, 8.169E+02, 2.191E+01, 1.418E+01, 5.061E+00, 2.811E+01, 5.013E-01, 4.233E-01, 2.583E-01, 9.279E-01, 2.525E+00, 4.900E-02,-1.994E-02, 4.361E-02,-1.833E-01,-2.470E-01, 5.150E-01, 4.315E-01, 2.495E-01,-6.664E-01,-2.324E+00, 4.729E-02,-2.326E-02,-3.743E-02, 4.655E-01, 2.791E-01
 1.100E+02, 6.059E+02, 3.980E+02, 3.517E+02, 2.459E+02, 1.029E+02, 4.412E+01, 5.305E+02, 4.874E+02, 4.694E+02, 4.002E+02, 2.603E+02, 5.850E+01, 1.065E+03, 7.190E+02, 9.229E+02, 7.417E+02, 7.383E+02, 8.760E+02, 2.108E+01, 1.544E+01, 5.151E+00, 2.753E+01, 5.032E-01, 4.217E-01, 2.616E-01, 8.850E-01, 2.553E+00, 3.043E-02, 2.869E-02,-1.648E-03,-5.194E-02,-2.006E-01, 5.139E-01, 4.327E-01, 2.493E-01,-6.871E-01,-2.343E+00, 5.878E-02,-1.608E-02,-2.661E-02, 4.504E-01, 2.114E-01
 1.200E+02, 6.505E+02, 3.797E+02, 3.219E+02, 1.884E+02, 7.862E+01, 4.476E+01, 5.309E+02, 4.834E+02, 4.668E+02, 4.120E+02, 2.335E+02, 5.925E+01, 1.056E+03, 7.781E+02, 9.050E+02, 7.536E+02, 7.968E+02, 8.517E+02, 2.466E+01, 1.504E+01, 5.408E+00, 2.863E+01, 5.057E-01, 4.300E-01, 2.634E-01, 8.544E-01, 2.600E+00,-1.688E-02, 1.401E-02,-1.308E-02,-2.560E-03,-7.249E-02, 5.161E-01, 4.388E-01, 2.454E-01,-6.020E-01,-2.394E+00, 3.874E-02,-9.286E-03,-9.626E-03, 4.226E-01, 1.527E-01
 1.300E+02, 6.308E+02, 4.427E+02, 3.960E+02, 2.289E+02, 9.984E+01, 4.521E+01, 5.290E+02, 4.912E+02, 4.747E+02, 4.089E+02, 2.526E+02, 6.209E+01, 1.054E+03, 7.645E+02, 9.006E+02, 7.460E+02, 8.307E+02, 8.677E+02, 2.439E+01, 1.546E+01, 5.517E+00, 2.910E+01, 5.198E-01, 4.305E-01, 2.629E-01, 1.055E+00, 2.575E+00, 3.870E-02,-3.221E-02, 1.974E-02,-2.693E-01,-1.270E-01, 5.329E-01, 4.363E-01, 2.122E-01,-7.466E-01,-2.353E+00, 5.112E-02,-3.480E-02,-1.728E-02, 3.993E-01, 2.401E-01
 1.400E+02, 6.408E+02, 4.627E+02, 3.976E+02, 2.393E+02, 8.495E+01, 4.625E+01, 5.303E+02, 4.954E+02, 4.755E+02, 4.218E+02, 2.396E+02, 6.130E+01, 1.050E+03, 7.713E+02, 9.065E+02, 7.592E+02, 8.525E+02, 8.690E+02, 2.421E+01, 1.500E+01, 5.702E+00, 2.873E+01, 5.297E-01, 4.424E-01, 2.521E-01, 8.591E-01, 2.546E+00, 3.367E-02,-2.675E-02, 2.571E-02, 2.341E-02,-2.846E-01, 5.387E-01, 4.472E-01, 2.172E-01,-6.946E-01,-2.306E+00, 6.255E-02,-3.482E-02,-1.151E-02, 3.176E-01, 2.838E-01
 1.500E+02, 6.086E+02, 3.909E+02, 3.380E+02, 1.957E+02, 8.202E+01, 4.689E+01, 5.520E+02, 5.074E+02, 4.869E+02, 3.974E+02, 2.137E+02, 6.366E+01, 1.086E+03, 7.695E+02, 9.500E+02, 7.899E+02, 7.961E+02, 8.899E+02, 2.218E+01, 1.640E+01, 5.912E+00, 3.078E+01, 5.209E-01, 4.320E-01, 2.731E-01, 9.014E-01, 2.577E+00,-3.482E-02,-3.537E-02,-2.347E-04, 7.850E-02,-2.443E-01, 5.331E-01, 4.378E-01, 2.537E-01,-7.592E-01,-2.362E+00, 2.686E-02,-5.325E-02,-7.343E-02, 3.318E-01, 2.428E-01
 1.600E+02, 6.628E+02, 4.159E+02, 3.630E+02, 2.116E+02, 7.244E+01, 5.005E+01, 5.445E+02, 4.987E+02, 4.860E+02, 4.195E+02, 2.440E+02, 6.167E+01, 1.116E+03, 7.950E+02, 9.258E+02, 7.810E+02, 7.832E+02, 9.189E+02, 2.481E+01, 1.518E+01, 6.044E+00, 2.956E+01, 5.317E-01, 4.330E-01, 2.572E-01, 8.971E-01, 2.586E+00,-3.887E-02, 1.637E-04, 5.115E-02, 9.670E-02,-2.142E-01, 5.444E-01, 4.455E-01, 2.347E-01,-7.156E-01,-2.390E+00, 4.225E-02,-4.132E-02,-3.658E-02, 4.174E-01, 2.114E-01
 1.700E+02, 6.651E+02, 3.859E+02, 3.407E+02, 2.191E+02, 9.161E+01, 4.997E+01, 5.417E+02, 4.960E+02, 4.842E+02, 4.219E+02, 2.402E+02, 6.502E+01, 1.100E+03, 7.715E+02, 9.419E+02, 7.794E+02, 7.326E+02, 9.330E+02, 2.399E+01, 1.590E+01, 6.175E+00, 2.975E+01, 5.326E-01, 4.488E-01, 2.515E-01, 8.542E-01, 2.628E+00,-5.519E-02,-7.804E-03, 6.023E-02, 1.370E-01,-1.654E-01, 5.442E-01, 4.645E-01, 2.317E-01,-6.673E-01,-2.401E+00, 1.552E-02,-4.545E-02,-5.008E-02, 3.509E-01, 1.803E-01
 1.800E+02, 6.316E+02, 4.233E+02, 3.900E+02, 2.636E+02, 1.007E+02, 5.109E+01, 5.590E+02, 5.023E+02, 4.869E+02, 4.290E+02, 2.832E+02, 6.547E+01, 1.066E+03, 7.703E+02, 9.295E+02, 7.820E+02, 7.704E+02, 8.821E+02, 2.433E+01, 1.653E+01, 6.341E+00, 2.828E+01, 5.397E-01, 4.530E-01, 2.687E-01, 9.545E-01, 2.648E+00,-2.471E-02, 3.164E-02, 4.460E-02,-3.831E-02,-1.903E-01, 5.503E-01, 4.605E-01, 2.337E-01,-7.597E-01,-2.434E+00, 3.383E-02,-3.855E-02,-4.532E-02, 4.102E-01, 1.681E-01
 1.900E+02, 6.764E+02, 4.595E+02, 4.001E+02, 2.584E+02, 9.597E+01, 4.999E+01, 5.503E+02, 5.072E+02, 4.910E+02, 4.236E+02, 2.565E+02, 6.797E+01, 1.094E+03, 7.534E+02, 9.331E+02, 7.845E+02, 7.887E+02, 8.140E+02, 2.694E+01, 1.623E+01, 6.627E+00, 2.851E+01, 5.520E-01, 4.579E-01, 2.599E-01, 9.765E-01, 2.667E+00, 3.219E-02,-4.909E-02, 1.784E-02,-1.032E-01,-1.842E-01, 5.650E-01, 4.620E-01, 2.052E-01,-7.965E-01,-2.444E+00, 3.996E-02,-3.931E-02,-5.239E-02, 3.675E-01, 2.327E-01
 2.000E+02, 6.155E+02, 4.277E+02, 4.060E+02, 2.725E+02, 1.199E+02, 5.016E+01, 5.707E+02, 5.163E+02, 4.976E+02, 4.185E+02, 2.413E+02, 6.635E+01, 1.069E+03, 7.860E+02, 9.427E+02, 7.969E+02, 8.128E+02, 8.818E+02, 2.329E+01, 1.795E+01, 6.931E+00, 3.029E+01, 5.502E-01, 4.578E-01, 2.686E-01, 1.003E+00, 2.666E+00,-2.948E-02,-5.291E-03, 5.707E-02,-9.908E-02,-2.307E-01, 5.639E-01, 4.716E-01, 2.295E-01,-8.380E-01,-2.437E+00, 2.512E-02,-3.454E-02,-3.824E-02, 3.150E-01, 2.246E-01
 2.100E+02, 6.755E+02, 4.289E+02, 3.766E+02, 2.091E+02, 7.815E+01, 5.442E+01, 5.588E+02, 5.196E+02, 5.030E+02, 4.213E+02, 2.582E+02, 6.785E+01, 1.148E+03, 7.585E+02, 9.798E+02, 8.042E+02, 7.709E+02, 8.764E+02, 2.480E+01, 1.792E+01, 7.142E+00, 2.951E+01, 5.640E-01, 4.737E-01, 2.307E-01, 9.303E-01, 2.674E+00, 2.185E-02, 2.919E-03, 2.391E-02, 7.072E-02,-1.893E-01, 5.731E-01, 4.884E-01, 1.992E-01,-7.763E-01,-2.444E+00, 8.651E-02, 8.314E-03,-3.143E-02, 3.575E-01, 2.233E-01
 2.200E+02, 6.837E+02, 4.360E+02, 3.849E+02, 2.036E+02, 7.853E+01, 5.395E+01, 5.828E+02, 5.268E+02, 5.090E+02, 4.539E+02, 2.645E+02, 7.102E+01, 1.124E+03, 8.462E+02, 9.793E+02, 8.254E+02, 7.989E+02, 8.513E+02, 2.708E+01, 1.833E+01, 7.582E+00, 3.019E+01, 5.732E-01, 4.830E-01, 2.567E-01, 9.802E-01, 2.630E+00,-3.092E-02,-1.549E-02, 1.454E-02,-7.810E-02,-3.107E-01, 5.834E-01, 4.937E-01, 2.213E-01,-7.518E-01,-2.401E+00, 4.557E-02,-4.214E-03,-5.656E-02, 4.056E-01, 3.135E-01
 2.300E+02, 6.553E+02, 4.402E+02, 3.730E+02, 2.177E+02, 9.570E+01, 5.407E+01, 5.855E+02, 5.279E+02, 5.093E+02, 4.138E+02, 2.382E+02, 7.114E+01, 1.149E+03, 8.093E+02, 9.935E+02, 8.434E+02, 8.239E+02, 8.962E+02, 2.448E+01, 1.931E+01, 7.794E+00, 2.988E+01, 5.732E-01, 4.738E-01, 2.281E-01, 9.362E-01, 2.720E+00, 5.279E-02, 7.809E-03, 2.862E-02, 9.699E-02,-1.739E-01, 5.840E-01, 4.881E-01, 1.870E-01,-8.047E-01,-2.480E+00, 8.442E-02,-9.583E-03,-4.013E-02, 3.123E-01, 1.853E-01
 2.400E+02, 7.246E+02, 5.090E+02, 4.319E+02, 1.904E+02, 8.141E+01, 5.709E+01, 5.810E+02, 5.420E+02, 5.237E+02, 4.414E+02, 2.402E+02, 7.588E+01, 1.104E+03, 8.430E+02, 9.920E+02, 8.221E+02, 8.712E+02, 8.732E+02, 3.122E+01, 1.889E+01, 8.301E+00, 3.090E+01, 5.890E-01, 4.870E-01, 2.520E-01, 9.654E-01, 2.718E+00, 3.503E-03,-3.378E-02, 4.998E-02, 7.283E-02,-1.894E-01, 6.010E-01, 4.980E-01, 1.978E-01,-8.212E-01,-2.491E+00, 6.835E-02,-1.418E-02,-5.661E-02, 3.537E-01, 2.806E-01
 2.500E+02, 6.850E+02, 3.876E+02, 3.325E+02, 1.997E+02, 8.779E+01, 5.795E+01, 5.835E+02, 5.402E+02, 5.172E+02, 4.254E+02, 2.345E+02, 7.567E+01, 1.155E+03, 8.282E+02, 1.010E+03, 8.652E+02, 7.965E+02, 8.963E+02, 2.814E+01, 2.038E+01, 8.569E+00, 3.087E+01, 5.945E-01, 4.845E-01, 2.429E-01, 9.986E-01, 2.710E+00,-8.893E-03,-3.268E-02, 6.459E-02,-2.863E-02,-3.273E-01, 5.982E-01, 4.937E-01, 1.492E-01,-8.559E-01,-2.465E+00, 5.552E-02,-2.433E-02,-6.555E-03, 2.596E-01, 3.164E-01
 2.600E+02, 7.097E+02, 4.591E+02, 3.952E+02, 2.396E+02, 1.036E+02, 5.999E+01, 5.911E+02, 5.443E+02, 5.316E+02, 4.597E+02, 2.863E+02, 7.706E+01, 1.151E+03, 8.295E+02, 1.037E+03, 8.522E+02, 8.136E+02, 8.944E+02, 3.045E+01, 2.074E+01, 8.966E+00, 3.173E+01, 5.996E-01, 4.962E-01, 2.680E-01, 1.001E+00, 2.738E+00,-4.060E-02,-3.655E-02, 1.189E-01, 9.449E-02,-2.116E-01, 6.121E-01, 5.029E-01, 1.644E-01,-8.399E-01,-2.500E+00, 4.247E-02,-4.449E-02,-5.974E-02, 3.593E-01, 3.216E-01
 2.700E+02, 7.050E+02, 4.594E+02, 3.677E+02, 2.042E+02, 9.792E+01, 6.279E+01, 6.047E+02, 5.571E+02, 5.386E+02, 4.527E+02, 2.418E+02, 7.407E+01, 1.165E+03, 8.027E+02, 1.028E+03, 8.804E+02, 8.582E+02, 9.191E+02, 3.050E+01, 2.174E+01, 9.340E+00, 3.318E+01, 5.923E-01, 4.886E-01, 2.274E-01, 9.773E-01, 2.831E+00,-7.577E-02,-5.182E-02, 7.727E-02, 6.437E-02,-1.597E-01, 6.040E-01, 4.871E-01,-1.063E-02,-8.608E-01,-2.605E+00,-3.610E-03,-1.118E-01,-4.232E-02, 3.511E-01, 2.570E-01
 2.800E+02, 6.786E+02, 4.675E+02, 4.132E+02, 2.578E+02, 1.135E+02, 6.427E+01, 6.117E+02, 5.582E+02, 5.423E+02, 4.702E+02, 3.168E+02, 8.252E+01, 1.174E+03, 8.328E+02, 1.051E+03, 8.884E+02, 8.235E+02, 9.118E+02, 2.964E+01, 2.369E+01, 9.760E+00, 3.396E+01, 6.158E-01, 5.169E-01, 2.767E-01, 1.120E+00, 2.933E+00,-4.902E-02,-1.002E-02, 5.453E-02,-8.459E-02,-1.016E-01, 6.245E-01, 5.299E-01, 2.274E-01,-8.972E-01,-2.706E+00, 7.241E-02,-2.597E-03,-5.349E-02, 3.582E-01, 1.521E-01
 2.900E+02, 7.535E+02, 4.736E+02, 3.943E+02, 2.025E+02, 9.393E+01, 6.219E+01, 6.059E+02, 5.588E+02, 5.457E+02, 4.706E+02, 2.984E+02, 8.122E+01, 1.163E+03, 8.196E+02, 1.043E+03, 8.851E+02, 8.710E+02, 9.169E+02, 3.411E+01, 2.291E+01, 1.023E+01, 3.607E+01, 6.301E-01, 5.162E-01, 2.361E-01, 9.755E-01, 2.931E+00, 5.939E-02,-9.165E-03, 8.495E-02, 6.484E-02,-7.847E-02, 6.367E-01, 5.283E-01, 5.846E-02,-8.112E-01,-2.680E+00, 1.086E-01,-2.602E-02,-2.477E-02, 4.174E-01, 2.480E-01
 3.000E+02, 7.722E+02, 4.981E+02, 4.295E+02, 2.210E+02, 9.194E+01, 6.592E+01, 6.050E+02, 5.605E+02, 5.472E+02, 4.812E+02, 2.682E+02, 8.567E+01, 1.189E+03, 8.831E+02, 1.045E+03, 9.259E+02, 7.556E+02, 8.554E+02, 3.772E+01, 2.360E+01, 1.064E+01, 3.104E+01, 6.318E-01, 5.315E-01, 2.273E-01, 9.978E-01, 2.975E+00, 1.101E-02,-1.912E-03, 8.747E-02, 1.132E-01,-9.396E-02, 6.399E-01, 5.429E-01,-1.216E-02,-8.800E-01,-2.734E+00, 7.683E-02,-1.149E-02,-1.103E-02, 4.436E-01,-8.176E-02
 3.100E+02, 7.271E+02, 4.536E+02, 3.871E+02, 1.978E+02, 9.951E+01, 6.600E+01, 6.210E+02, 5.784E+02, 5.648E+02, 4.708E+02, 2.548E+02, 8.810E+01, 1.171E+03, 8.661E+02, 1.050E+03, 9.178E+02, 8.965E+02, 9.225E+02, 3.649E+01, 2.404E+01, 1.132E+01, 3.517E+01, 6.462E-01, 5.253E-01, 2.684E-01, 1.020E+00, 2.929E+00,-3.738E-02, 7.791E-03, 6.704E-02, 6.055E-02,-1.903E-01, 6.522E-01, 5.418E-01, 1.719E-01,-9.057E-01,-2.719E+00, 6.918E-02,-2.700E-02,-8.799E-02, 3.534E-01, 2.799E-01
 3.200E+02, 7.875E+02, 4.640E+02, 3.896E+02, 1.832E+02, 9.609E+01, 6.926E+01, 6.158E+02, 5.680E+02, 5.519E+02, 4.650E+02, 2.526E+02, 8.738E+01, 1.154E+03, 8.926E+02, 1.046E+03, 9.192E+02, 7.655E+02, 8.999E+02, 3.878E+01, 2.503E+01, 1.171E+01, 3.320E+01, 6.433E-01, 5.174E-01, 2.379E-01, 1.000E+00, 3.035E+00,-3.935E-02,-6.445E-02, 8.914E-02, 9.164E-02,-2.385E-02, 6.582E-01, 5.181E-01, 1.347E-02,-8.422E-01,-2.812E+00, 4.486E-02,-7.698E-02,-4.333E-02, 3.848E-01, 1.779E-01
 3.300E+02, 7.894E+02, 4.849E+02, 4.107E+02, 2.366E+02, 9.832E+01, 7.062E+01, 6.311E+02, 5.866E+02, 5.731E+02, 4.823E+02, 2.942E+02, 9.158E+01, 1.181E+03, 8.703E+02, 1.079E+03, 9.466E+02, 8.766E+02, 9.177E+02, 3.855E+01, 2.554E+01, 1.229E+01, 3.552E+01, 6.576E-01, 5.530E-01, 2.451E-01, 1.059E+00, 3.067E+00,-2.417E-02,-1.834E-02, 1.288E-01, 4.504E-03,-9.649E-02, 6.607E-01, 5.547E-01,-1.224E-01,-8.477E-01,-2.843E+00, 7.798E-02,-2.532E-02,-2.692E-02, 3.990E-01, 8.072E-02
 3.400E+02, 7.970E+02, 5.255E+02, 4.370E+02, 1.876E+02, 9.364E+01, 7.339E+01, 6.225E+02, 5.780E+02, 5.624E+02, 4.909E+02, 2.959E+02, 9.127E+01, 1.166E+03, 9.176E+02, 1.038E+03, 9.650E+02, 8.186E+02, 9.521E+02, 4.185E+01, 2.619E+01, 1.270E+01, 3.563E+01, 6.764E-01, 5.404E-01, 2.880E-01, 1.075E+00, 3.022E+00,-2.511E-02, 1.230E-02, 1.413E-01, 1.232E-02,-1.664E-01, 6.861E-01, 5.477E-01,-7.139E-02,-9.026E-01,-2.779E+00, 5.205E-02,-6.474E-02,-1.226E-02, 4.489E-01, 1.819E-01
 3.500E+02, 7.823E+02, 4.876E+02, 4.107E+02, 2.239E+02, 1.085E+02, 7.613E+01, 6.412E+02, 6.021E+02, 5.895E+02, 5.288E+02, 3.726E+02, 9.316E+01, 1.187E+03, 8.709E+02, 1.048E+03, 9.593E+02, 8.104E+02, 9.583E+02, 4.008E+01, 2.761E+01, 1.322E+01, 3.675E+01, 6.596E-01, 5.448E-01, 3.088E-01, 1.146E+00, 3.072E+00,-7.242E-02,-4.028E-02, 1.591E-01,-1.608E-02,-1.543E-01, 6.654E-01, 5.454E-01, 5.661E-03,-9.287E-01,-2.829E+00, 3.121E-02,-5.254E-02,-1.592E-02, 4.355E-01, 2.533E-01
 3.600E+02, 8.105E+02, 5.379E+02, 4.532E+02, 1.966E+02, 1.073E+02, 7.628E+01, 6.382E+02, 5.849E+02, 5.720E+02, 5.032E+02, 2.826E+02, 9.413E+01, 1.179E+03, 9.103E+02, 1.044E+03, 9.731E+02, 8.444E+02, 9.782E+02, 4.233E+01, 2.708E+01, 1.366E+01, 3.586E+01, 6.915E-01, 5.796E-01, 2.413E-01, 1.050E+00, 3.086E+00, 5.783E-02, 3.965E-02,-8.528E-03, 1.465E-02,-1.281E-01, 6.978E-01, 5.902E-01, 2.341E-02,-9.136E-01,-2.844E+00, 1.017E-01, 3.621E-02,-3.544E-02, 4.009E-01, 2.184E-01
 3.700E+02, 7.990E+02, 5.917E+02, 4.928E+02, 2.403E+02, 1.071E+02, 7.695E+01, 6.218E+02, 5.811E+02, 5.659E+02, 4.799E+02, 2.536E+02, 1.015E+02, 1.183E+03, 9.296E+02, 1.039E+03, 9.872E+02, 8.491E+02, 9.591E+02, 4.331E+01, 2.743E+01, 1.411E+01, 3.602E+01, 6.920E-01, 5.744E-01, 2.138E-01, 9.952E-01, 3.128E+00, 2.109E-02, 6.804E-02,-5.890E-03, 1.498E-01,-5.561E-02, 6.921E-01, 5.709E-01,-4.752E-03,-8.437E-01,-2.897E+00, 1.038E-01,-1.957E-02, 1.944E-03, 4.158E-01, 2.324E-01
