s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 8.538E+02, 6.997E+02, 5.767E+02, 2.833E+02, 1.028E+02, 6.613E+01, 6.465E+02, 5.989E+02, 5.839E+02, 5.324E+02, 3.035E+02, 8.595E+01, 1.136E+03, 1.117E+03, 9.894E+02, 1.030E+03, 8.177E+02, 1.012E+03, 7.127E+01, 2.851E+01, 1.691E+01, 3.787E+01, 6.496E-01, 5.719E-01, 3.407E-01, 9.850E-01, 2.630E+00, 5.825E-02, 8.582E-03,-3.573E-02,-1.425E-02, 6.151E-03, 6.569E-01, 5.807E-01, 3.075E-01,-6.966E-01,-2.377E+00, 1.091E-01, 5.787E-02,-5.114E-02, 4.012E-01, 4.203E-01
 1.000E+02, 8.582E+02, 7.718E+02, 7.146E+02, 3.229E+02, 9.073E+01, 7.029E+01, 6.434E+02, 6.027E+02, 5.908E+02, 5.385E+02, 2.908E+02, 9.807E+01, 1.134E+03, 1.171E+03, 9.671E+02, 1.023E+03, 9.070E+02, 1.051E+03, 7.743E+01, 3.078E+01, 1.932E+01, 4.145E+01, 6.931E-01, 5.958E-01, 3.462E-01, 1.230E+00, 2.684E+00,-3.676E-02,-3.217E-02, 2.141E-02,-4.030E-01,-3.451E-03, 7.057E-01, 6.094E-01, 2.786E-01,-8.087E-01,-2.449E+00, 6.589E-02,-1.067E-02,-3.892E-02, 3.760E-01, 3.590E-01
 1.100E+02, 8.589E+02, 8.503E+02, 7.569E+02, 3.198E+02, 1.324E+02, 8.106E+01, 6.407E+02, 6.097E+02, 6.083E+02, 5.200E+02, 3.126E+02, 1.062E+02, 1.112E+03, 1.172E+03, 9.303E+02, 9.987E+02, 8.590E+02, 1.093E+03, 8.329E+01, 3.242E+01, 2.195E+01, 4.432E+01, 7.356E-01, 6.252E-01, 3.526E-01, 1.034E+00, 2.773E+00, 4.138E-02, 1.353E-02,-4.865E-03,-1.219E-01,-4.123E-02, 7.448E-01, 6.385E-01, 2.988E-01,-8.002E-01,-2.549E+00, 7.739E-02, 2.675E-02,-2.848E-02, 3.187E-01, 3.792E-01
 1.200E+02, 8.309E+02, 8.199E+02, 7.783E+02, 4.189E+02, 1.308E+02, 8.781E+01, 6.352E+02, 6.051E+02, 6.022E+02, 5.633E+02, 3.880E+02, 1.102E+02, 1.060E+03, 1.149E+03, 9.089E+02, 9.452E+02, 8.945E+02, 1.129E+03, 8.201E+01, 3.360E+01, 2.355E+01, 4.722E+01, 7.523E-01, 6.378E-01, 3.768E-01, 1.146E+00, 2.860E+00,-4.202E-02,-2.703E-02, 1.955E-02,-2.355E-01,-1.043E-01, 7.626E-01, 6.561E-01, 2.841E-01,-8.295E-01,-2.620E+00, 9.742E-02, 3.448E-02,-1.718E-02, 3.313E-01, 3.218E-01
 1.300E+02, 8.852E+02, 8.844E+02, 7.999E+02, 3.960E+02, 1.486E+02, 9.423E+01, 6.558E+02, 6.262E+02, 6.232E+02, 5.941E+02, 4.585E+02, 1.267E+02, 1.083E+03, 1.183E+03, 9.327E+02, 1.015E+03, 1.012E+03, 1.188E+03, 9.078E+01, 3.580E+01, 2.605E+01, 5.164E+01, 7.678E-01, 6.485E-01, 3.255E-01, 1.362E+00, 2.905E+00,-6.069E-02, 7.047E-03, 7.178E-02,-4.032E-01,-8.146E-02, 7.804E-01, 6.496E-01, 7.617E-02,-8.976E-01,-2.650E+00, 5.387E-02,-3.386E-02, 4.741E-02, 4.523E-01, 3.666E-01
 1.400E+02, 8.689E+02, 8.705E+02, 7.986E+02, 4.320E+02, 1.567E+02, 9.739E+01, 6.588E+02, 6.295E+02, 6.283E+02, 6.188E+02, 4.444E+02, 1.311E+02, 1.082E+03, 1.174E+03, 9.180E+02, 9.908E+02, 9.949E+02, 1.196E+03, 8.778E+01, 3.798E+01, 2.789E+01, 5.109E+01, 8.005E-01, 6.883E-01, 3.422E-01, 1.270E+00, 3.032E+00, 8.105E-03, 2.786E-02, 7.486E-02,-1.347E-01,-6.665E-02, 8.109E-01, 6.981E-01, 1.999E-01,-1.030E+00,-2.755E+00, 9.775E-02, 5.817E-02, 1.645E-02, 3.991E-01, 4.221E-01
 1.500E+02, 8.755E+02, 8.991E+02, 8.262E+02, 5.337E+02, 1.890E+02, 1.049E+02, 6.748E+02, 6.394E+02, 6.389E+02, 6.430E+02, 5.307E+02, 1.426E+02, 1.031E+03, 1.179E+03, 8.980E+02, 9.838E+02, 1.016E+03, 1.226E+03, 9.258E+01, 3.933E+01, 2.970E+01, 5.429E+01, 8.203E-01, 7.044E-01, 3.041E-01, 1.383E+00, 3.004E+00,-1.780E-03, 2.541E-02,-1.317E-03,-3.587E-01,-1.383E-01, 8.289E-01, 7.149E-01, 1.432E-01,-9.767E-01,-2.730E+00, 1.056E-01, 2.169E-02, 8.978E-02, 5.055E-01, 4.474E-01
 1.600E+02, 8.768E+02, 8.972E+02, 9.008E+02, 5.784E+02, 1.762E+02, 1.115E+02, 6.834E+02, 6.544E+02, 6.586E+02, 6.612E+02, 5.569E+02, 1.470E+02, 1.030E+03, 1.196E+03, 9.087E+02, 9.865E+02, 1.093E+03, 1.283E+03, 9.199E+01, 4.177E+01, 3.210E+01, 5.701E+01, 8.606E-01, 7.220E-01, 3.821E-01, 1.411E+00, 3.136E+00, 8.007E-02, 6.292E-03,-3.719E-02,-2.599E-01,-1.327E-01, 8.679E-01, 7.303E-01, 2.236E-01,-1.085E+00,-2.867E+00, 1.485E-01, 1.072E-01,-9.311E-03, 4.570E-01, 4.546E-01
 1.700E+02, 8.650E+02, 8.963E+02, 8.856E+02, 6.834E+02, 2.834E+02, 1.195E+02, 6.878E+02, 6.652E+02, 6.637E+02, 6.652E+02, 5.975E+02, 1.623E+02, 1.011E+03, 1.161E+03, 9.018E+02, 9.551E+02, 1.112E+03, 1.274E+03, 9.477E+01, 4.503E+01, 3.503E+01, 6.050E+01, 8.665E-01, 7.277E-01, 3.851E-01, 1.446E+00, 3.260E+00, 8.515E-02, 2.381E-02,-7.595E-02,-2.210E-01,-1.796E-01, 8.728E-01, 7.296E-01, 1.824E-01,-1.124E+00,-2.952E+00, 1.522E-01, 9.704E-02,-4.741E-04, 4.653E-01, 5.833E-01
 1.800E+02, 8.758E+02, 9.052E+02, 9.094E+02, 7.196E+02, 2.826E+02, 1.262E+02, 7.092E+02, 6.799E+02, 6.793E+02, 6.825E+02, 6.526E+02, 2.089E+02, 1.009E+03, 1.158E+03, 8.877E+02, 9.593E+02, 1.126E+03, 1.262E+03, 1.015E+02, 4.901E+01, 3.854E+01, 6.531E+01, 8.965E-01, 7.524E-01, 3.799E-01, 1.457E+00, 3.363E+00, 1.626E-02, 8.910E-03, 1.578E-02,-1.429E-01,-1.187E-01, 8.889E-01, 7.638E-01,-2.204E-01,-1.197E+00,-3.031E+00, 2.018E-01, 1.197E-01, 1.377E-01, 5.008E-01, 6.159E-01
 1.900E+02, 8.759E+02, 9.290E+02, 9.339E+02, 7.731E+02, 3.762E+02, 1.400E+02, 7.263E+02, 7.000E+02, 6.975E+02, 7.032E+02, 7.069E+02, 2.660E+02, 9.861E+02, 1.140E+03, 8.777E+02, 9.633E+02, 1.084E+03, 1.251E+03, 1.043E+02, 5.298E+01, 4.245E+01, 6.704E+01, 9.020E-01, 7.522E-01, 3.689E-01, 1.830E+00, 3.405E+00, 2.767E-02, 2.025E-02,-1.807E-02,-5.381E-01,-1.706E-01, 9.065E-01, 7.599E-01,-1.746E-01,-1.197E+00,-3.046E+00, 9.977E-02, 5.689E-02, 6.822E-02, 7.050E-01, 7.715E-01
 2.000E+02, 8.865E+02, 8.572E+02, 8.735E+02, 8.891E+02, 5.093E+02, 1.535E+02, 7.345E+02, 7.145E+02, 7.102E+02, 7.155E+02, 7.277E+02, 2.600E+02, 1.025E+03, 1.148E+03, 8.996E+02, 9.788E+02, 1.132E+03, 1.243E+03, 1.097E+02, 5.652E+01, 4.573E+01, 7.031E+01, 9.272E-01, 7.882E-01, 4.223E-01, 1.752E+00, 3.535E+00, 2.446E-02, 3.677E-02,-5.750E-02,-3.488E-01,-6.063E-02, 9.242E-01, 7.925E-01, 4.729E-02,-1.252E+00,-3.192E+00, 1.737E-01, 1.145E-01, 1.177E-01, 6.659E-01, 6.388E-01
 2.100E+02, 8.974E+02, 8.438E+02, 8.533E+02, 8.867E+02, 5.443E+02, 1.592E+02, 7.514E+02, 7.271E+02, 7.232E+02, 7.260E+02, 7.456E+02, 2.932E+02, 1.030E+03, 1.152E+03, 9.044E+02, 9.958E+02, 1.171E+03, 1.237E+03, 1.097E+02, 5.910E+01, 4.781E+01, 7.470E+01, 9.670E-01, 8.282E-01, 4.075E-01, 1.745E+00, 3.606E+00, 6.453E-02, 8.215E-02, 6.979E-02,-3.010E-01,-2.349E-02, 9.707E-01, 8.336E-01,-1.200E-01,-1.313E+00,-3.242E+00, 1.932E-01, 1.857E-01, 6.771E-02, 6.354E-01, 7.202E-01
 2.200E+02, 9.075E+02, 8.632E+02, 8.717E+02, 8.288E+02, 4.772E+02, 1.577E+02, 7.605E+02, 7.244E+02, 7.218E+02, 7.231E+02, 7.124E+02, 3.005E+02, 1.057E+03, 1.189E+03, 9.319E+02, 1.026E+03, 1.151E+03, 1.345E+03, 1.101E+02, 5.674E+01, 4.599E+01, 6.928E+01, 9.465E-01, 8.609E-01, 3.533E-01, 1.745E+00, 3.573E+00, 6.564E-02, 1.932E-02,-8.429E-02,-4.214E-01,-8.213E-02, 9.426E-01, 8.484E-01,-1.142E-01,-1.186E+00,-3.265E+00, 1.882E-01, 2.073E-01, 1.193E-01, 6.881E-01, 5.209E-01
 2.300E+02, 8.792E+02, 8.271E+02, 8.455E+02, 6.847E+02, 2.898E+02, 1.493E+02, 7.576E+02, 7.261E+02, 7.207E+02, 7.206E+02, 7.020E+02, 2.700E+02, 1.080E+03, 1.226E+03, 9.653E+02, 1.041E+03, 1.170E+03, 1.365E+03, 1.074E+02, 5.531E+01, 4.437E+01, 6.570E+01, 9.715E-01, 8.160E-01, 3.497E-01, 1.602E+00, 3.520E+00, 1.485E-01, 4.137E-02,-7.073E-02,-1.266E-01, 8.185E-04, 9.808E-01, 8.239E-01, 7.477E-02,-1.201E+00,-3.249E+00, 1.371E-01, 4.724E-02, 1.565E-01, 6.804E-01, 4.794E-01
 2.400E+02, 8.718E+02, 8.202E+02, 8.322E+02, 6.727E+02, 2.912E+02, 1.444E+02, 7.923E+02, 7.324E+02, 7.235E+02, 7.083E+02, 6.803E+02, 2.440E+02, 1.076E+03, 1.199E+03, 9.947E+02, 1.090E+03, 1.186E+03, 1.383E+03, 1.051E+02, 5.432E+01, 4.176E+01, 6.411E+01, 9.654E-01, 8.124E-01, 4.668E-01, 1.597E+00, 3.399E+00, 1.331E-01, 4.279E-02,-2.579E-02,-3.235E-01,-2.679E-03, 9.602E-01, 8.117E-01,-1.831E-02,-1.091E+00,-3.116E+00, 2.093E-01, 1.237E-01, 8.829E-02, 6.486E-01, 3.904E-01
 2.500E+02, 8.895E+02, 8.395E+02, 7.873E+02, 5.275E+02, 2.323E+02, 1.476E+02, 7.897E+02, 7.397E+02, 7.315E+02, 7.097E+02, 6.569E+02, 2.287E+02, 1.100E+03, 1.188E+03, 1.028E+03, 1.108E+03, 1.134E+03, 1.334E+03, 1.057E+02, 5.255E+01, 4.035E+01, 6.226E+01, 9.632E-01, 8.358E-01, 3.992E-01, 1.630E+00, 3.330E+00, 3.276E-02, 1.513E-02, 4.516E-02,-4.437E-01,-1.777E-01, 9.615E-01, 8.336E-01, 5.450E-03,-1.058E+00,-3.030E+00, 1.975E-01, 1.549E-01, 7.788E-02, 6.482E-01, 3.143E-01
 2.600E+02, 8.842E+02, 8.079E+02, 7.665E+02, 4.817E+02, 2.432E+02, 1.479E+02, 7.837E+02, 7.387E+02, 7.263E+02, 7.025E+02, 6.495E+02, 2.265E+02, 1.089E+03, 1.167E+03, 1.019E+03, 1.087E+03, 1.207E+03, 1.357E+03, 1.035E+02, 5.101E+01, 4.018E+01, 6.331E+01, 9.465E-01, 8.186E-01, 4.306E-01, 1.503E+00, 3.253E+00, 8.485E-02, 2.024E-02,-5.798E-02,-2.501E-01,-3.113E-01, 9.494E-01, 8.197E-01, 1.814E-01,-1.066E+00,-2.914E+00, 2.015E-01, 1.414E-01, 1.415E-02, 6.312E-01, 3.967E-01
 2.700E+02, 8.914E+02, 8.065E+02, 7.300E+02, 4.236E+02, 2.346E+02, 1.487E+02, 8.063E+02, 7.505E+02, 7.370E+02, 7.005E+02, 6.525E+02, 2.322E+02, 1.086E+03, 1.156E+03, 1.023E+03, 1.101E+03, 1.204E+03, 1.321E+03, 9.936E+01, 5.034E+01, 3.863E+01, 6.016E+01, 9.526E-01, 8.196E-01, 3.984E-01, 1.554E+00, 3.222E+00, 1.185E-01, 2.944E-03, 4.826E-02,-2.571E-01,-2.577E-01, 9.433E-01, 8.165E-01, 1.094E-01,-1.043E+00,-2.907E+00, 2.237E-01, 1.775E-01, 1.007E-03, 6.514E-01, 3.689E-01
 2.800E+02, 8.739E+02, 7.598E+02, 6.453E+02, 3.437E+02, 2.126E+02, 1.456E+02, 8.064E+02, 7.451E+02, 7.294E+02, 6.890E+02, 6.207E+02, 2.218E+02, 1.095E+03, 1.136E+03, 1.040E+03, 1.068E+03, 1.159E+03, 1.255E+03, 9.587E+01, 4.925E+01, 3.819E+01, 6.085E+01, 9.465E-01, 8.048E-01, 4.230E-01, 1.587E+00, 3.164E+00, 6.738E-02, 6.307E-02,-2.097E-02,-4.174E-01,-3.045E-01, 9.525E-01, 8.024E-01, 1.733E-01,-1.032E+00,-2.867E+00, 1.681E-01, 1.571E-01, 6.140E-02, 6.328E-01, 3.861E-01
 2.900E+02, 8.722E+02, 7.977E+02, 7.062E+02, 4.068E+02, 2.234E+02, 1.459E+02, 7.850E+02, 7.368E+02, 7.267E+02, 6.904E+02, 6.084E+02, 2.111E+02, 1.122E+03, 1.125E+03, 1.041E+03, 1.070E+03, 1.172E+03, 1.257E+03, 9.404E+01, 5.003E+01, 3.813E+01, 6.240E+01, 9.292E-01, 7.919E-01, 3.973E-01, 1.561E+00, 3.164E+00, 1.540E-01, 4.013E-02,-4.772E-02,-3.469E-01,-1.124E-01, 9.366E-01, 8.113E-01, 6.390E-02,-1.093E+00,-2.860E+00, 1.242E-01, 4.723E-02, 7.812E-02, 6.014E-01, 4.607E-01
 3.000E+02, 8.632E+02, 8.040E+02, 7.671E+02, 4.810E+02, 2.135E+02, 1.370E+02, 8.191E+02, 7.582E+02, 7.473E+02, 7.137E+02, 6.499E+02, 2.086E+02, 1.134E+03, 1.148E+03, 1.054E+03, 1.115E+03, 1.178E+03, 1.235E+03, 9.257E+01, 4.951E+01, 3.775E+01, 6.168E+01, 9.240E-01, 7.851E-01, 3.765E-01, 1.501E+00, 3.153E+00, 1.492E-01, 8.613E-02,-9.121E-02,-1.896E-01,-1.885E-01, 9.375E-01, 7.977E-01, 1.248E-01,-1.080E+00,-2.854E+00, 1.212E-01, 2.446E-02, 3.524E-02, 6.424E-01, 3.977E-01
 3.100E+02, 8.728E+02, 7.652E+02, 6.980E+02, 4.214E+02, 2.143E+02, 1.478E+02, 7.952E+02, 7.477E+02, 7.382E+02, 6.975E+02, 6.241E+02, 2.076E+02, 1.124E+03, 1.127E+03, 1.057E+03, 1.091E+03, 1.171E+03, 1.232E+03, 9.495E+01, 4.984E+01, 3.822E+01, 6.230E+01, 9.365E-01, 7.915E-01, 4.112E-01, 1.469E+00, 3.162E+00,-3.876E-02, 3.664E-03, 1.163E-01,-1.464E-01,-2.511E-01, 9.471E-01, 8.017E-01, 1.549E-01,-1.094E+00,-2.862E+00, 1.308E-01, 6.760E-02, 2.634E-02, 5.502E-01, 3.914E-01
 3.200E+02, 8.564E+02, 7.237E+02, 6.426E+02, 3.881E+02, 2.136E+02, 1.491E+02, 7.905E+02, 7.543E+02, 7.421E+02, 7.051E+02, 6.148E+02, 2.081E+02, 1.122E+03, 1.135E+03, 1.059E+03, 1.072E+03, 1.165E+03, 1.216E+03, 9.016E+01, 4.968E+01, 3.793E+01, 6.165E+01, 9.420E-01, 7.998E-01, 3.891E-01, 1.526E+00, 3.171E+00,-2.229E-02,-2.352E-04, 7.575E-02,-3.211E-01,-2.512E-01, 9.442E-01, 8.062E-01,-8.234E-02,-1.037E+00,-2.876E+00, 1.588E-01, 8.683E-02, 2.934E-02, 5.792E-01, 3.181E-01
 3.300E+02, 8.619E+02, 7.497E+02, 6.561E+02, 3.669E+02, 2.001E+02, 1.475E+02, 8.150E+02, 7.625E+02, 7.507E+02, 7.051E+02, 6.307E+02, 2.197E+02, 1.119E+03, 1.106E+03, 1.060E+03, 1.101E+03, 1.108E+03, 1.123E+03, 9.021E+01, 4.942E+01, 3.762E+01, 6.059E+01, 9.607E-01, 8.433E-01, 4.013E-01, 1.658E+00, 3.135E+00, 1.123E-01, 2.394E-02,-5.517E-02,-4.443E-01,-3.432E-01, 9.536E-01, 8.293E-01,-9.543E-02,-1.112E+00,-2.846E+00, 2.085E-01, 1.552E-01, 1.426E-01, 5.748E-01, 3.603E-01
 3.400E+02, 8.713E+02, 7.260E+02, 6.170E+02, 3.351E+02, 2.024E+02, 1.438E+02, 8.112E+02, 7.513E+02, 7.337E+02, 6.933E+02, 6.148E+02, 1.989E+02, 1.119E+03, 1.115E+03, 1.094E+03, 1.094E+03, 1.140E+03, 1.110E+03, 8.973E+01, 4.996E+01, 3.699E+01, 6.113E+01, 9.321E-01, 7.674E-01, 4.474E-01, 1.572E+00, 3.177E+00,-8.176E-02,-6.614E-02, 1.721E-01,-3.847E-01,-3.701E-01, 9.434E-01, 7.625E-01, 8.847E-02,-1.142E+00,-2.854E+00, 9.490E-02,-1.268E-02, 7.113E-02, 5.606E-01, 2.790E-01
 3.500E+02, 8.920E+02, 7.183E+02, 5.971E+02, 3.367E+02, 2.183E+02, 1.465E+02, 8.232E+02, 7.543E+02, 7.361E+02, 6.978E+02, 6.184E+02, 2.206E+02, 1.133E+03, 1.148E+03, 1.103E+03, 1.105E+03, 1.129E+03, 1.160E+03, 8.981E+01, 4.851E+01, 3.741E+01, 6.073E+01, 9.254E-01, 7.972E-01, 4.534E-01, 1.455E+00, 3.090E+00,-2.370E-02,-3.056E-02, 9.372E-02,-1.619E-01,-4.449E-01, 9.296E-01, 8.029E-01,-2.718E-03,-1.024E+00,-2.752E+00, 1.131E-01, 4.261E-02, 9.731E-02, 6.529E-01, 3.492E-01
 3.600E+02, 8.881E+02, 6.995E+02, 6.176E+02, 3.640E+02, 2.189E+02, 1.486E+02, 8.238E+02, 7.575E+02, 7.422E+02, 6.938E+02, 6.125E+02, 2.187E+02, 1.139E+03, 1.120E+03, 1.112E+03, 1.129E+03, 1.129E+03, 1.099E+03, 8.895E+01, 4.966E+01, 3.748E+01, 6.030E+01, 9.255E-01, 7.782E-01, 4.421E-01, 1.458E+00, 3.152E+00,-7.215E-02,-5.204E-02, 1.809E-01,-1.866E-01,-3.916E-01, 9.282E-01, 7.832E-01,-6.563E-02,-1.084E+00,-2.837E+00, 1.301E-01,-1.270E-02, 1.822E-02, 5.511E-01, 2.994E-01
 3.700E+02, 8.768E+02, 6.872E+02, 5.896E+02, 3.422E+02, 2.056E+02, 1.527E+02, 8.179E+02, 7.625E+02, 7.485E+02, 7.055E+02, 6.226E+02, 2.336E+02, 1.168E+03, 1.074E+03, 1.079E+03, 1.097E+03, 1.121E+03, 1.156E+03, 8.291E+01, 4.825E+01, 3.674E+01, 6.243E+01, 9.377E-01, 7.675E-01, 4.331E-01, 1.556E+00, 3.152E+00,-9.973E-02,-5.997E-02, 1.643E-01,-3.517E-01,-3.673E-01, 9.451E-01, 7.726E-01,-8.180E-02,-1.066E+00,-2.832E+00, 6.850E-02,-6.583E-02, 6.059E-02, 5.850E-01, 3.105E-01
