s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 3.600E+02, 5.945E+02, 2.842E+02, 2.218E+02, 1.205E+02, 6.080E+01, 4.263E+01, 6.089E+02, 5.078E+02, 4.448E+02, 2.267E+02, 8.722E+01, 5.779E+01, 1.216E+03, 6.457E+02, 1.104E+03, 7.864E+02, 7.828E+02, 9.707E+02, 2.024E+01, 1.599E+01, 8.171E+00, 2.772E+01, 3.718E-01, 3.393E-01, 2.836E-01, 3.092E-01, 1.268E+00, 7.685E-02,-6.861E-02,-1.085E-01, 9.200E-02,-1.938E-01, 3.618E-01, 3.302E-01, 2.427E-01,-2.639E-01,-1.065E+00,-5.108E-02,-4.607E-02,-8.336E-02, 1.125E-01, 7.054E-02, 5.278E-01, 2.497E-02
 3.700E+02, 5.070E+02, 2.381E+02, 1.946E+02, 9.200E+01, 5.705E+01, 4.816E+01, 6.362E+02, 5.166E+02, 4.617E+02, 2.306E+02, 7.738E+01, 6.013E+01, 1.247E+03, 5.789E+02, 1.154E+03, 8.102E+02, 9.075E+02, 1.016E+03, 1.667E+01, 1.678E+01, 8.392E+00, 2.901E+01, 3.818E-01, 3.473E-01, 2.725E-01, 2.913E-01, 1.316E+00,-4.102E-03,-8.513E-02,-4.640E-02, 1.184E-01,-1.793E-01, 3.839E-01, 3.229E-01, 2.495E-01,-2.336E-01,-1.098E+00,-3.156E-02,-1.006E-01,-8.232E-02, 1.239E-01, 8.531E-02, 4.724E-01,-1.151E-02
 3.800E+02, 4.894E+02, 2.172E+02, 1.624E+02, 8.683E+01, 5.972E+01, 4.890E+01, 6.218E+02, 5.018E+02, 4.608E+02, 2.844E+02, 9.587E+01, 6.019E+01, 1.228E+03, 5.846E+02, 1.114E+03, 8.034E+02, 8.887E+02, 1.061E+03, 1.659E+01, 1.692E+01, 8.651E+00, 2.907E+01, 3.948E-01, 3.566E-01, 2.791E-01, 3.394E-01, 1.300E+00, 4.607E-02,-1.381E-01,-6.598E-02, 9.464E-02,-2.517E-01, 3.952E-01, 3.215E-01, 2.473E-01,-2.822E-01,-1.093E+00,-3.705E-02,-9.277E-02,-8.970E-02, 1.483E-01, 1.022E-01, 5.378E-01, 9.080E-03
 3.900E+02, 4.820E+02, 1.809E+02, 1.509E+02, 9.322E+01, 6.369E+01, 5.342E+01, 6.083E+02, 5.185E+02, 4.664E+02, 2.776E+02, 9.271E+01, 6.344E+01, 1.235E+03, 6.024E+02, 1.124E+03, 8.301E+02, 7.802E+02, 1.027E+03, 1.638E+01, 1.674E+01, 8.781E+00, 2.887E+01, 3.803E-01, 3.460E-01, 2.666E-01, 3.619E-01, 1.323E+00,-1.995E-02,-6.346E-02,-6.801E-04, 8.042E-02,-1.938E-01, 3.727E-01, 3.224E-01, 2.358E-01,-3.212E-01,-1.110E+00,-7.031E-02,-1.217E-01,-9.960E-02, 1.250E-01, 1.320E-02, 5.566E-01, 5.129E-02
 4.000E+02, 4.695E+02, 1.831E+02, 1.521E+02, 9.520E+01, 6.340E+01, 5.136E+01, 6.382E+02, 5.162E+02, 4.529E+02, 2.665E+02, 1.061E+02, 6.370E+01, 1.231E+03, 5.725E+02, 1.116E+03, 8.380E+02, 9.087E+02, 1.041E+03, 1.643E+01, 1.781E+01, 9.118E+00, 3.048E+01, 3.869E-01, 3.533E-01, 2.688E-01, 3.433E-01, 1.358E+00,-4.978E-02,-5.786E-02,-5.765E-02, 2.601E-03,-2.638E-01, 3.889E-01, 3.412E-01, 2.388E-01,-2.880E-01,-1.136E+00,-3.772E-02,-8.877E-02,-6.808E-02, 1.217E-01, 2.438E-02, 5.852E-01, 3.513E-02
 4.100E+02, 5.833E+02, 2.466E+02, 1.726E+02, 8.260E+01, 5.753E+01, 4.723E+01, 6.278E+02, 5.119E+02, 4.369E+02, 2.498E+02, 1.079E+02, 6.571E+01, 1.239E+03, 6.273E+02, 1.142E+03, 8.406E+02, 7.870E+02, 9.836E+02, 1.877E+01, 1.660E+01, 9.291E+00, 2.792E+01, 3.906E-01, 3.608E-01, 2.945E-01, 3.916E-01, 1.335E+00, 3.105E-02,-4.703E-02,-1.053E-01, 1.210E-01,-2.086E-01, 3.906E-01, 3.464E-01, 2.536E-01,-3.359E-01,-1.112E+00,-4.329E-02,-6.014E-02,-8.121E-02, 1.474E-01, 9.340E-03, 5.034E-01, 3.867E-02
 4.200E+02, 5.028E+02, 2.009E+02, 1.506E+02, 8.029E+01, 6.231E+01, 5.167E+01, 6.454E+02, 5.287E+02, 4.595E+02, 2.494E+02, 1.032E+02, 6.419E+01, 1.252E+03, 6.019E+02, 1.164E+03, 8.364E+02, 8.489E+02, 1.018E+03, 1.713E+01, 1.817E+01, 9.570E+00, 2.936E+01, 3.952E-01, 3.595E-01, 2.674E-01, 3.392E-01, 1.337E+00,-1.396E-02,-9.082E-02,-3.216E-02, 7.875E-02,-2.840E-01, 3.957E-01, 3.327E-01, 2.528E-01,-2.986E-01,-1.104E+00,-5.199E-02,-1.150E-01,-7.192E-02, 1.211E-01, 6.425E-02, 5.467E-01, 5.856E-02
 4.300E+02, 5.143E+02, 2.348E+02, 1.664E+02, 8.490E+01, 6.223E+01, 5.073E+01, 6.529E+02, 5.212E+02, 4.678E+02, 2.685E+02, 1.065E+02, 6.722E+01, 1.241E+03, 5.919E+02, 1.152E+03, 8.132E+02, 8.977E+02, 1.026E+03, 1.902E+01, 1.759E+01, 9.550E+00, 2.972E+01, 4.092E-01, 3.711E-01, 3.104E-01, 3.758E-01, 1.404E+00,-1.320E-02,-1.065E-01,-5.627E-02, 1.083E-01,-2.140E-01, 4.053E-01, 3.447E-01, 2.938E-01,-3.377E-01,-1.187E+00,-7.057E-02,-1.026E-01,-8.577E-02, 1.337E-01,-1.616E-02, 5.973E-01, 5.319E-02
 4.400E+02, 4.993E+02, 2.270E+02, 1.684E+02, 8.648E+01, 6.413E+01, 5.242E+01, 6.370E+02, 5.258E+02, 4.648E+02, 2.691E+02, 1.123E+02, 6.689E+01, 1.229E+03, 5.679E+02, 1.151E+03, 8.357E+02, 8.762E+02, 1.045E+03, 1.796E+01, 1.771E+01, 9.887E+00, 2.906E+01, 3.945E-01, 3.694E-01, 2.824E-01, 3.775E-01, 1.293E+00, 1.060E-02,-1.254E-01,-3.890E-02, 3.615E-02,-1.911E-01, 3.977E-01, 3.475E-01, 2.310E-01,-3.503E-01,-1.065E+00,-3.958E-02,-6.810E-02,-7.952E-02, 1.423E-01, 7.923E-02, 5.449E-01, 3.408E-02
 4.500E+02, 4.698E+02, 2.031E+02, 1.641E+02, 1.073E+02, 7.493E+01, 5.431E+01, 6.301E+02, 5.185E+02, 4.759E+02, 2.880E+02, 1.026E+02, 6.746E+01, 1.237E+03, 5.528E+02, 1.157E+03, 7.772E+02, 9.016E+02, 1.031E+03, 1.739E+01, 1.818E+01, 9.876E+00, 3.083E+01, 4.173E-01, 3.753E-01, 2.836E-01, 3.629E-01, 1.381E+00, 2.857E-02,-1.203E-01,-6.419E-02, 7.871E-02,-1.174E-01, 4.144E-01, 3.320E-01, 2.490E-01,-3.138E-01,-1.162E+00,-6.125E-02,-1.160E-01,-8.854E-02, 1.292E-01, 5.241E-02, 5.798E-01, 7.178E-02
 4.600E+02, 5.190E+02, 1.827E+02, 1.334E+02, 8.144E+01, 6.897E+01, 5.755E+01, 6.293E+02, 5.126E+02, 4.658E+02, 2.881E+02, 1.261E+02, 6.608E+01, 1.257E+03, 5.935E+02, 1.154E+03, 8.447E+02, 8.416E+02, 1.035E+03, 1.871E+01, 1.763E+01, 1.014E+01, 2.974E+01, 4.083E-01, 3.749E-01, 2.865E-01, 4.084E-01, 1.295E+00,-1.944E-02,-8.913E-02,-2.235E-02, 8.108E-02,-1.867E-01, 4.050E-01, 3.550E-01, 2.638E-01,-3.497E-01,-1.116E+00,-6.129E-02,-8.982E-02,-8.226E-02, 1.273E-01, 1.130E-01, 5.679E-01, 5.165E-02
 4.700E+02, 4.662E+02, 2.092E+02, 1.787E+02, 1.096E+02, 7.034E+01, 5.625E+01, 6.297E+02, 5.333E+02, 4.722E+02, 2.781E+02, 1.002E+02, 6.764E+01, 1.225E+03, 5.876E+02, 1.112E+03, 8.179E+02, 8.641E+02, 1.026E+03, 1.808E+01, 1.779E+01, 1.023E+01, 3.025E+01, 4.153E-01, 3.799E-01, 2.979E-01, 3.758E-01, 1.420E+00,-3.115E-03,-9.851E-02,-5.342E-02, 3.446E-02,-2.720E-01, 4.172E-01, 3.662E-01, 2.700E-01,-3.451E-01,-1.187E+00,-3.357E-02,-8.105E-02,-7.713E-02, 1.345E-01,-3.608E-02, 5.761E-01, 1.614E-02
 4.800E+02, 4.674E+02, 2.067E+02, 1.691E+02, 1.041E+02, 7.254E+01, 5.424E+01, 6.118E+02, 5.236E+02, 4.860E+02, 3.262E+02, 1.125E+02, 6.979E+01, 1.238E+03, 5.685E+02, 1.131E+03, 7.904E+02, 9.623E+02, 1.052E+03, 1.778E+01, 1.821E+01, 1.025E+01, 3.163E+01, 4.123E-01, 3.842E-01, 2.969E-01, 3.792E-01, 1.427E+00, 2.283E-02,-1.130E-01,-7.185E-02, 6.814E-02,-1.732E-01, 4.074E-01, 3.525E-01, 2.616E-01,-3.384E-01,-1.211E+00,-7.862E-02,-1.130E-01,-8.087E-02, 1.344E-01, 4.351E-02, 6.194E-01, 4.820E-02
 4.900E+02, 4.413E+02, 2.043E+02, 1.612E+02, 9.804E+01, 7.998E+01, 5.910E+01, 6.270E+02, 5.392E+02, 4.987E+02, 3.082E+02, 1.169E+02, 6.905E+01, 1.202E+03, 5.768E+02, 1.121E+03, 7.922E+02, 1.031E+03, 1.083E+03, 1.766E+01, 1.763E+01, 1.044E+01, 3.258E+01, 4.126E-01, 3.832E-01, 3.042E-01, 3.534E-01, 1.427E+00,-1.828E-02,-1.151E-01,-5.196E-02,-7.516E-03,-2.258E-01, 4.131E-01, 3.475E-01, 2.724E-01,-3.499E-01,-1.210E+00,-5.942E-02,-1.173E-01,-9.920E-02, 1.349E-01,-5.134E-02, 5.652E-01, 5.038E-02
 5.000E+02, 4.487E+02, 1.945E+02, 1.539E+02, 9.063E+01, 7.025E+01, 5.783E+01, 6.230E+02, 5.140E+02, 4.615E+02, 2.920E+02, 1.253E+02, 7.282E+01, 1.253E+03, 6.096E+02, 1.144E+03, 8.101E+02, 9.801E+02, 1.109E+03, 1.778E+01, 1.880E+01, 1.059E+01, 3.148E+01, 4.294E-01, 4.044E-01, 3.046E-01, 3.817E-01, 1.395E+00,-3.876E-03,-1.239E-01,-8.337E-02, 2.459E-02,-2.080E-01, 4.293E-01, 3.690E-01, 2.562E-01,-3.227E-01,-1.172E+00,-5.382E-02,-1.171E-01,-9.829E-02, 1.446E-01, 4.651E-02, 5.897E-01, 2.074E-03
 5.100E+02, 4.606E+02, 2.029E+02, 1.596E+02, 9.928E+01, 7.834E+01, 6.253E+01, 6.416E+02, 5.356E+02, 4.902E+02, 3.050E+02, 1.041E+02, 6.984E+01, 1.268E+03, 6.020E+02, 1.150E+03, 8.472E+02, 8.437E+02, 1.028E+03, 1.869E+01, 1.879E+01, 1.084E+01, 3.027E+01, 4.255E-01, 3.774E-01, 2.856E-01, 3.511E-01, 1.402E+00,-6.616E-02,-7.446E-02,-1.751E-02, 5.107E-02,-2.833E-01, 4.180E-01, 3.413E-01, 2.423E-01,-3.134E-01,-1.153E+00,-7.502E-02,-1.544E-01,-8.515E-02, 1.471E-01, 3.261E-02, 5.741E-01, 6.329E-03
 5.200E+02, 4.518E+02, 1.758E+02, 1.477E+02, 9.983E+01, 7.624E+01, 6.117E+01, 6.420E+02, 5.240E+02, 4.706E+02, 2.892E+02, 1.119E+02, 7.208E+01, 1.248E+03, 5.870E+02, 1.155E+03, 8.241E+02, 9.689E+02, 1.050E+03, 1.845E+01, 1.953E+01, 1.100E+01, 3.140E+01, 4.217E-01, 3.913E-01, 2.709E-01, 4.132E-01, 1.412E+00, 6.073E-03,-9.903E-02,-7.079E-02,-9.891E-03,-1.994E-01, 4.193E-01, 3.589E-01, 2.150E-01,-3.818E-01,-1.198E+00,-7.388E-02,-1.290E-01,-7.719E-02, 1.621E-01, 2.991E-02, 5.930E-01, 7.358E-02
 5.300E+02, 4.570E+02, 2.139E+02, 1.731E+02, 1.076E+02, 8.264E+01, 6.401E+01, 6.436E+02, 5.217E+02, 4.805E+02, 3.156E+02, 1.286E+02, 7.262E+01, 1.239E+03, 5.628E+02, 1.146E+03, 8.369E+02, 8.688E+02, 1.064E+03, 1.796E+01, 1.872E+01, 1.093E+01, 3.102E+01, 4.368E-01, 3.933E-01, 2.878E-01, 3.752E-01, 1.388E+00,-3.719E-02,-9.542E-02,-3.925E-02, 4.987E-02,-2.085E-01, 4.343E-01, 3.676E-01, 2.357E-01,-3.491E-01,-1.166E+00,-7.991E-02,-1.157E-01,-9.848E-02, 1.523E-01, 6.072E-02, 6.550E-01, 5.978E-02
 5.400E+02, 4.552E+02, 2.138E+02, 1.780E+02, 1.197E+02, 8.271E+01, 6.221E+01, 6.263E+02, 5.349E+02, 4.957E+02, 3.287E+02, 1.669E+02, 7.279E+01, 1.250E+03, 5.562E+02, 1.119E+03, 7.762E+02, 9.477E+02, 1.082E+03, 1.817E+01, 1.832E+01, 1.101E+01, 3.273E+01, 4.391E-01, 4.024E-01, 3.151E-01, 4.316E-01, 1.347E+00,-1.744E-02,-1.258E-01,-7.837E-02, 5.767E-02,-1.953E-01, 4.387E-01, 3.823E-01, 2.683E-01,-3.956E-01,-1.156E+00,-5.124E-02,-7.677E-02,-9.581E-02, 1.598E-01, 1.385E-01, 6.148E-01, 9.247E-02
 5.500E+02, 4.755E+02, 2.265E+02, 1.784E+02, 1.088E+02, 7.975E+01, 5.820E+01, 6.338E+02, 5.309E+02, 4.879E+02, 3.061E+02, 1.165E+02, 7.492E+01, 1.226E+03, 5.641E+02, 1.139E+03, 8.035E+02, 9.238E+02, 1.041E+03, 1.910E+01, 1.861E+01, 1.104E+01, 3.191E+01, 4.403E-01, 4.023E-01, 3.065E-01, 4.181E-01, 1.393E+00, 2.967E-02,-1.191E-01,-1.080E-01, 5.742E-02,-1.369E-01, 4.383E-01, 3.645E-01, 2.534E-01,-3.657E-01,-1.211E+00,-5.649E-02,-1.279E-01,-8.717E-02, 1.478E-01, 3.512E-02, 6.454E-01, 7.331E-02
 5.600E+02, 4.317E+02, 1.981E+02, 1.666E+02, 1.070E+02, 7.961E+01, 6.480E+01, 6.404E+02, 5.496E+02, 5.144E+02, 3.656E+02, 1.507E+02, 7.301E+01, 1.230E+03, 5.525E+02, 1.142E+03, 8.089E+02, 9.630E+02, 9.778E+02, 1.770E+01, 1.907E+01, 1.113E+01, 3.133E+01, 4.447E-01, 4.088E-01, 2.925E-01, 4.164E-01, 1.417E+00, 3.783E-03,-1.090E-01,-7.276E-02, 1.840E-02,-2.281E-01, 4.477E-01, 3.790E-01, 2.488E-01,-3.614E-01,-1.200E+00,-3.193E-02,-1.204E-01,-8.708E-02, 1.619E-01, 3.695E-02, 6.587E-01, 9.961E-02
 5.700E+02, 4.469E+02, 2.266E+02, 1.818E+02, 1.104E+02, 7.684E+01, 6.086E+01, 6.457E+02, 5.292E+02, 4.778E+02, 2.990E+02, 1.350E+02, 7.509E+01, 1.250E+03, 5.707E+02, 1.137E+03, 8.055E+02, 9.253E+02, 1.101E+03, 1.815E+01, 1.894E+01, 1.128E+01, 3.190E+01, 4.496E-01, 4.096E-01, 2.901E-01, 4.125E-01, 1.434E+00, 3.861E-02,-1.107E-01,-1.108E-01, 4.048E-02,-1.650E-01, 4.479E-01, 3.795E-01, 2.080E-01,-3.754E-01,-1.223E+00,-4.835E-02,-1.273E-01,-6.472E-02, 1.525E-01,-4.021E-03, 6.481E-01, 8.252E-02
 5.800E+02, 4.392E+02, 1.984E+02, 1.578E+02, 9.796E+01, 7.578E+01, 6.008E+01, 6.534E+02, 5.301E+02, 4.823E+02, 2.982E+02, 1.459E+02, 7.498E+01, 1.225E+03, 5.605E+02, 1.126E+03, 8.004E+02, 9.467E+02, 1.020E+03, 1.893E+01, 1.976E+01, 1.144E+01, 3.265E+01, 4.366E-01, 4.025E-01, 3.021E-01, 4.415E-01, 1.443E+00,-8.355E-03,-1.095E-01,-4.281E-02, 5.095E-02,-1.468E-01, 4.368E-01, 3.729E-01, 2.699E-01,-3.938E-01,-1.235E+00,-5.994E-02,-1.256E-01,-7.139E-02, 1.252E-01,-1.667E-02, 6.736E-01, 8.040E-02
 5.900E+02, 4.616E+02, 2.170E+02, 1.766E+02, 1.044E+02, 7.429E+01, 6.253E+01, 6.499E+02, 5.261E+02, 4.837E+02, 3.048E+02, 1.246E+02, 7.832E+01, 1.246E+03, 5.690E+02, 1.165E+03, 8.511E+02, 8.734E+02, 1.084E+03, 1.900E+01, 1.909E+01, 1.155E+01, 3.140E+01, 4.425E-01, 4.096E-01, 3.114E-01, 4.296E-01, 1.416E+00, 3.034E-03,-9.487E-02,-5.390E-02, 9.726E-02,-1.903E-01, 4.436E-01, 3.792E-01, 2.826E-01,-3.872E-01,-1.200E+00,-4.370E-02,-1.348E-01,-8.134E-02, 1.525E-01, 8.548E-02, 6.472E-01, 4.023E-02
 6.000E+02, 4.369E+02, 1.784E+02, 1.449E+02, 1.002E+02, 7.589E+01, 6.153E+01, 6.513E+02, 5.462E+02, 5.037E+02, 3.233E+02, 1.279E+02, 7.311E+01, 1.257E+03, 5.725E+02, 1.148E+03, 8.539E+02, 9.034E+02, 1.081E+03, 1.860E+01, 1.975E+01, 1.173E+01, 3.253E+01, 4.341E-01, 4.053E-01, 3.054E-01, 4.026E-01, 1.413E+00, 1.062E-02,-1.196E-01,-4.538E-02, 8.093E-02,-2.800E-01, 4.346E-01, 3.660E-01, 2.747E-01,-3.555E-01,-1.187E+00,-6.850E-02,-1.371E-01,-1.020E-01, 1.626E-01, 5.815E-02, 6.236E-01, 5.810E-02
 6.100E+02, 4.900E+02, 2.148E+02, 1.699E+02, 1.064E+02, 8.313E+01, 6.621E+01, 6.775E+02, 5.599E+02, 5.005E+02, 3.092E+02, 1.303E+02, 7.714E+01, 1.264E+03, 6.150E+02, 1.120E+03, 8.656E+02, 9.104E+02, 1.121E+03, 2.091E+01, 2.104E+01, 1.246E+01, 3.395E+01, 4.423E-01, 4.048E-01, 2.877E-01, 4.002E-01, 1.453E+00,-5.205E-02,-1.115E-01,-6.281E-02, 5.364E-02,-1.971E-01, 4.404E-01, 3.781E-01, 2.462E-01,-3.541E-01,-1.237E+00,-3.778E-02,-1.110E-01,-8.023E-02, 1.450E-01, 6.045E-02, 6.557E-01, 8.005E-02
 6.200E+02, 4.814E+02, 2.081E+02, 1.634E+02, 1.145E+02, 8.775E+01, 6.327E+01, 6.758E+02, 5.766E+02, 5.400E+02, 3.498E+02, 1.384E+02, 7.809E+01, 1.268E+03, 5.284E+02, 1.171E+03, 8.506E+02, 8.577E+02, 1.059E+03, 2.075E+01, 2.290E+01, 1.279E+01, 3.281E+01, 4.520E-01, 4.164E-01, 2.954E-01, 4.410E-01, 1.490E+00, 3.841E-02,-1.354E-01,-7.969E-02, 6.154E-02,-7.638E-02, 4.531E-01, 3.783E-01, 2.477E-01,-3.866E-01,-1.287E+00,-3.710E-02,-1.228E-01,-1.020E-01, 1.439E-01, 4.486E-02, 6.980E-01, 1.131E-01
 6.300E+02, 5.185E+02, 2.164E+02, 1.696E+02, 1.025E+02, 8.770E+01, 6.591E+01, 6.782E+02, 5.648E+02, 5.234E+02, 3.448E+02, 1.505E+02, 7.896E+01, 1.260E+03, 6.142E+02, 1.176E+03, 8.485E+02, 9.116E+02, 1.113E+03, 2.198E+01, 2.174E+01, 1.291E+01, 3.379E+01, 4.427E-01, 4.107E-01, 3.016E-01, 4.078E-01, 1.437E+00, 6.083E-03,-1.190E-01,-7.790E-02, 6.802E-02,-1.974E-01, 4.432E-01, 3.800E-01, 2.599E-01,-3.540E-01,-1.226E+00,-7.253E-02,-1.126E-01,-8.962E-02, 1.695E-01, 9.594E-02, 6.643E-01, 8.889E-02
 6.400E+02, 4.813E+02, 2.704E+02, 2.297E+02, 1.289E+02, 8.463E+01, 6.607E+01, 6.658E+02, 5.514E+02, 4.976E+02, 3.165E+02, 1.339E+02, 7.937E+01, 1.270E+03, 5.722E+02, 1.153E+03, 8.463E+02, 8.340E+02, 1.047E+03, 2.240E+01, 2.229E+01, 1.314E+01, 3.312E+01, 4.563E-01, 4.260E-01, 3.220E-01, 4.866E-01, 1.520E+00, 5.784E-03,-1.351E-01,-9.912E-02, 1.131E-01,-1.656E-01, 4.563E-01, 4.008E-01, 2.545E-01,-4.348E-01,-1.297E+00,-6.584E-02,-9.215E-02,-7.615E-02, 1.427E-01, 8.341E-02, 6.339E-01, 1.110E-01
 6.500E+02, 5.191E+02, 2.288E+02, 1.851E+02, 1.233E+02, 9.105E+01, 6.772E+01, 6.777E+02, 5.754E+02, 5.257E+02, 3.750E+02, 1.707E+02, 8.042E+01, 1.253E+03, 6.246E+02, 1.176E+03, 8.748E+02, 8.251E+02, 1.060E+03, 2.280E+01, 2.253E+01, 1.343E+01, 3.291E+01, 4.553E-01, 4.179E-01, 3.096E-01, 4.815E-01, 1.490E+00,-2.389E-02,-1.086E-01,-6.770E-02, 6.952E-02,-2.379E-01, 4.539E-01, 3.915E-01, 2.713E-01,-4.191E-01,-1.259E+00,-6.629E-02,-1.156E-01,-1.038E-01, 1.671E-01, 3.687E-02, 6.670E-01, 1.044E-01
 6.600E+02, 4.848E+02, 2.029E+02, 1.622E+02, 1.100E+02, 8.585E+01, 7.033E+01, 6.752E+02, 5.660E+02, 5.247E+02, 3.934E+02, 1.546E+02, 8.059E+01, 1.240E+03, 6.565E+02, 1.171E+03, 8.815E+02, 8.509E+02, 1.051E+03, 2.220E+01, 2.169E+01, 1.347E+01, 3.319E+01, 4.527E-01, 4.159E-01, 3.063E-01, 4.730E-01, 1.432E+00,-4.199E-02,-1.027E-01,-4.295E-02, 4.173E-02,-2.175E-01, 4.527E-01, 3.945E-01, 2.663E-01,-4.121E-01,-1.208E+00,-4.683E-02,-9.860E-02,-9.757E-02, 1.794E-01, 1.138E-01, 6.929E-01, 9.175E-02
 6.700E+02, 4.693E+02, 2.204E+02, 1.939E+02, 1.240E+02, 8.794E+01, 7.036E+01, 6.554E+02, 5.597E+02, 5.110E+02, 3.363E+02, 1.514E+02, 8.359E+01, 1.269E+03, 5.894E+02, 1.180E+03, 8.373E+02, 8.941E+02, 1.107E+03, 2.187E+01, 2.224E+01, 1.349E+01, 3.291E+01, 4.543E-01, 4.172E-01, 3.151E-01, 4.706E-01, 1.516E+00,-1.319E-02,-1.025E-01,-6.966E-02,-3.891E-03,-1.529E-01, 4.542E-01, 3.913E-01, 2.754E-01,-4.201E-01,-1.285E+00,-6.616E-02,-1.151E-01,-7.985E-02, 1.719E-01, 3.403E-02, 6.533E-01, 9.241E-02
 6.800E+02, 4.340E+02, 2.066E+02, 1.605E+02, 1.078E+02, 8.883E+01, 7.261E+01, 6.863E+02, 5.763E+02, 5.447E+02, 3.780E+02, 1.689E+02, 8.352E+01, 1.250E+03, 5.582E+02, 1.149E+03, 8.637E+02, 1.029E+03, 1.120E+03, 2.132E+01, 2.321E+01, 1.368E+01, 3.494E+01, 4.741E-01, 4.347E-01, 3.133E-01, 4.757E-01, 1.456E+00,-3.226E-03,-1.244E-01,-5.832E-02, 1.046E-01,-2.610E-01, 4.734E-01, 4.046E-01, 2.732E-01,-4.231E-01,-1.224E+00,-7.275E-02,-1.166E-01,-8.837E-02, 1.197E-01, 7.897E-02, 6.668E-01, 9.847E-02
 6.900E+02, 4.714E+02, 2.275E+02, 1.991E+02, 1.365E+02, 9.035E+01, 6.995E+01, 6.816E+02, 5.719E+02, 5.230E+02, 3.488E+02, 1.743E+02, 8.494E+01, 1.251E+03, 6.058E+02, 1.146E+03, 8.480E+02, 9.659E+02, 1.117E+03, 2.304E+01, 2.295E+01, 1.380E+01, 3.487E+01, 4.699E-01, 4.424E-01, 3.256E-01, 4.925E-01, 1.500E+00,-3.201E-02,-1.425E-01,-7.119E-02, 1.385E-02,-1.773E-01, 4.643E-01, 4.008E-01, 2.799E-01,-4.245E-01,-1.287E+00,-7.212E-02,-1.094E-01,-8.863E-02, 1.591E-01,-2.946E-04, 7.208E-01, 1.216E-01
 7.000E+02, 4.706E+02, 2.210E+02, 1.922E+02, 1.317E+02, 9.447E+01, 7.125E+01, 6.651E+02, 5.636E+02, 5.280E+02, 3.799E+02, 1.903E+02, 8.441E+01, 1.233E+03, 5.832E+02, 1.160E+03, 8.204E+02, 1.042E+03, 1.088E+03, 2.139E+01, 2.256E+01, 1.364E+01, 3.618E+01, 4.784E-01, 4.381E-01, 3.266E-01, 4.649E-01, 1.541E+00,-6.185E-03,-1.436E-01,-9.279E-02,-2.206E-02,-1.584E-01, 4.776E-01, 4.015E-01, 2.874E-01,-4.094E-01,-1.317E+00,-6.324E-02,-1.218E-01,-1.028E-01, 1.437E-01, 7.345E-02, 6.788E-01, 1.138E-01
 7.100E+02, 4.814E+02, 2.693E+02, 2.175E+02, 1.255E+02, 8.953E+01, 7.042E+01, 6.920E+02, 5.799E+02, 5.427E+02, 3.655E+02, 1.551E+02, 8.541E+01, 1.251E+03, 5.959E+02, 1.175E+03, 8.683E+02, 8.703E+02, 1.075E+03, 2.213E+01, 2.338E+01, 1.386E+01, 3.358E+01, 4.770E-01, 4.280E-01, 3.268E-01, 4.731E-01, 1.495E+00,-1.702E-02,-1.154E-01,-1.974E-02, 9.137E-02,-2.322E-01, 4.747E-01, 3.909E-01, 3.042E-01,-4.015E-01,-1.267E+00,-6.413E-02,-1.350E-01,-9.133E-02, 1.534E-01, 6.668E-02, 6.925E-01, 1.319E-01
 7.200E+02, 4.693E+02, 2.402E+02, 1.964E+02, 1.278E+02, 9.157E+01, 7.128E+01, 6.616E+02, 5.674E+02, 5.333E+02, 4.017E+02, 1.928E+02, 8.169E+01, 1.255E+03, 6.196E+02, 1.157E+03, 8.405E+02, 9.161E+02, 1.090E+03, 2.274E+01, 2.203E+01, 1.396E+01, 3.517E+01, 4.646E-01, 4.276E-01, 3.370E-01, 4.812E-01, 1.485E+00,-2.800E-02,-1.130E-01,-9.272E-02, 7.637E-02,-8.236E-02, 4.634E-01, 4.063E-01, 2.978E-01,-3.887E-01,-1.293E+00,-7.671E-02,-9.424E-02,-1.011E-01, 1.733E-01, 1.059E-01, 7.136E-01, 1.354E-01
