s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 9.000E+01, 8.311E+02, 4.242E+02, 2.961E+02, 9.275E+01, 4.534E+01, 3.879E+01, 6.016E+02, 5.059E+02, 4.639E+02, 2.705E+02, 8.903E+01, 4.756E+01, 1.191E+03, 8.002E+02, 1.076E+03, 8.590E+02, 5.537E+02, 7.472E+02, 2.414E+01, 1.437E+01, 4.859E+00, 1.768E+01, 3.047E-01, 2.777E-01, 2.110E-01, 3.036E-01, 1.534E+00, 3.273E-02, 1.248E-03, 3.653E-03, 1.048E-01,-3.445E-01, 2.995E-01, 2.728E-01, 2.059E-01,-2.486E-01,-1.324E+00, 6.971E-02, 5.337E-02, 4.187E-03, 1.534E-01, 2.884E-02
 1.000E+02, 7.566E+02, 3.830E+02, 2.585E+02, 9.480E+01, 4.736E+01, 3.958E+01, 6.092E+02, 5.216E+02, 4.678E+02, 2.799E+02, 9.758E+01, 4.884E+01, 1.180E+03, 7.681E+02, 1.030E+03, 8.467E+02, 7.023E+02, 9.181E+02, 2.000E+01, 1.450E+01, 4.945E+00, 2.167E+01, 3.096E-01, 2.843E-01, 2.135E-01, 2.983E-01, 1.507E+00,-2.698E-02,-2.153E-02,-1.492E-03, 8.619E-02,-2.631E-01, 3.010E-01, 2.770E-01, 2.061E-01,-2.761E-01,-1.294E+00, 4.879E-02, 4.397E-02, 4.589E-03, 1.270E-01, 1.245E-01
 1.100E+02, 6.848E+02, 3.764E+02, 3.052E+02, 1.516E+02, 5.633E+01, 3.991E+01, 6.173E+02, 5.226E+02, 4.806E+02, 3.094E+02, 1.117E+02, 4.921E+01, 1.195E+03, 7.652E+02, 1.038E+03, 8.578E+02, 7.639E+02, 9.112E+02, 1.736E+01, 1.519E+01, 5.001E+00, 2.179E+01, 3.091E-01, 2.695E-01, 1.928E-01, 3.794E-01, 1.518E+00,-3.381E-02,-1.369E-02, 3.768E-03, 8.017E-02,-2.455E-01, 3.101E-01, 2.677E-01, 1.821E-01,-3.264E-01,-1.301E+00, 1.080E-02,-4.166E-02,-3.841E-02, 1.674E-01, 3.531E-02
 1.200E+02, 8.290E+02, 3.784E+02, 2.628E+02, 1.144E+02, 5.345E+01, 3.975E+01, 5.958E+02, 5.104E+02, 4.610E+02, 2.897E+02, 1.155E+02, 5.024E+01, 1.149E+03, 7.757E+02, 1.045E+03, 8.237E+02, 6.221E+02, 8.337E+02, 2.473E+01, 1.501E+01, 5.122E+00, 1.870E+01, 3.236E-01, 2.867E-01, 2.141E-01, 3.422E-01, 1.559E+00, 2.850E-02, 4.056E-02, 6.296E-03, 9.658E-02,-2.648E-01, 3.211E-01, 2.852E-01, 2.106E-01,-2.942E-01,-1.351E+00, 1.244E-02,-1.740E-02,-3.111E-02, 1.210E-01, 7.788E-02
 1.300E+02, 7.904E+02, 3.871E+02, 2.839E+02, 1.191E+02, 5.072E+01, 4.138E+01, 6.054E+02, 5.232E+02, 4.814E+02, 3.128E+02, 1.083E+02, 4.990E+01, 1.165E+03, 7.582E+02, 1.045E+03, 8.349E+02, 7.819E+02, 9.207E+02, 2.029E+01, 1.448E+01, 5.260E+00, 2.218E+01, 3.130E-01, 2.665E-01, 1.880E-01, 3.310E-01, 1.554E+00,-3.213E-02,-4.019E-04, 3.191E-02, 1.045E-01,-2.665E-01, 3.140E-01, 2.685E-01, 1.752E-01,-2.766E-01,-1.361E+00, 2.203E-02,-2.672E-02,-3.195E-02, 1.466E-01, 5.458E-02
 1.400E+02, 7.889E+02, 3.959E+02, 2.938E+02, 1.136E+02, 5.197E+01, 4.086E+01, 5.945E+02, 5.067E+02, 4.734E+02, 3.158E+02, 1.241E+02, 5.122E+01, 1.172E+03, 7.202E+02, 1.049E+03, 8.113E+02, 6.712E+02, 8.966E+02, 2.008E+01, 1.529E+01, 5.426E+00, 2.192E+01, 3.224E-01, 2.720E-01, 1.989E-01, 3.700E-01, 1.583E+00, 3.939E-02,-1.088E-02,-1.792E-02, 5.989E-02,-2.672E-01, 3.230E-01, 2.752E-01, 1.841E-01,-3.268E-01,-1.376E+00, 2.246E-04,-3.269E-02,-4.201E-02, 1.443E-01, 1.990E-02
 1.500E+02, 7.034E+02, 3.813E+02, 3.105E+02, 1.716E+02, 7.064E+01, 4.436E+01, 6.085E+02, 5.216E+02, 4.784E+02, 3.147E+02, 1.196E+02, 5.127E+01, 1.189E+03, 7.440E+02, 1.083E+03, 8.515E+02, 6.945E+02, 9.092E+02, 1.898E+01, 1.586E+01, 5.507E+00, 2.244E+01, 3.385E-01, 2.962E-01, 2.041E-01, 3.483E-01, 1.592E+00, 1.067E-02,-3.817E-03,-3.346E-02, 3.890E-02,-2.649E-01, 3.297E-01, 2.921E-01, 1.930E-01,-3.080E-01,-1.373E+00, 7.933E-02, 5.301E-02,-2.276E-02, 1.133E-01, 1.153E-03
 1.600E+02, 8.148E+02, 4.215E+02, 2.880E+02, 1.037E+02, 5.150E+01, 4.410E+01, 5.850E+02, 4.996E+02, 4.534E+02, 2.945E+02, 9.976E+01, 5.308E+01, 1.183E+03, 7.497E+02, 1.060E+03, 8.225E+02, 6.778E+02, 8.112E+02, 2.370E+01, 1.516E+01, 5.642E+00, 1.998E+01, 3.332E-01, 2.994E-01, 2.100E-01, 3.513E-01, 1.591E+00, 7.402E-02, 2.982E-02,-9.085E-03, 4.492E-02,-2.686E-01, 3.235E-01, 2.935E-01, 1.941E-01,-3.252E-01,-1.383E+00, 6.460E-02, 2.287E-02,-2.494E-02, 1.489E-01,-1.140E-02
 1.700E+02, 7.921E+02, 4.672E+02, 3.327E+02, 1.255E+02, 5.327E+01, 4.280E+01, 6.006E+02, 5.142E+02, 4.794E+02, 3.194E+02, 1.128E+02, 5.223E+01, 1.191E+03, 7.628E+02, 1.071E+03, 8.281E+02, 6.296E+02, 8.533E+02, 2.412E+01, 1.537E+01, 5.835E+00, 2.068E+01, 3.387E-01, 3.139E-01, 2.147E-01, 3.356E-01, 1.539E+00, 9.963E-03, 1.343E-02, 2.006E-02, 7.247E-02,-2.946E-01, 3.281E-01, 3.073E-01, 2.032E-01,-2.863E-01,-1.345E+00, 7.453E-02, 5.799E-02,-1.712E-02, 1.381E-01, 1.131E-01
 1.800E+02, 7.728E+02, 3.954E+02, 2.905E+02, 1.134E+02, 6.487E+01, 4.297E+01, 6.081E+02, 5.192E+02, 4.566E+02, 2.666E+02, 9.641E+01, 5.273E+01, 1.184E+03, 7.637E+02, 1.077E+03, 8.617E+02, 6.504E+02, 8.378E+02, 2.322E+01, 1.605E+01, 5.992E+00, 2.156E+01, 3.357E-01, 2.951E-01, 2.110E-01, 3.842E-01, 1.600E+00,-5.487E-02,-1.887E-02, 1.045E-02, 7.781E-02,-2.365E-01, 3.287E-01, 2.967E-01, 1.979E-01,-3.445E-01,-1.387E+00, 4.456E-02, 8.412E-03,-4.008E-02, 1.303E-01, 2.508E-02
 1.900E+02, 7.244E+02, 3.413E+02, 2.435E+02, 1.100E+02, 5.859E+01, 4.572E+01, 6.130E+02, 5.113E+02, 4.640E+02, 2.812E+02, 9.150E+01, 5.128E+01, 1.192E+03, 7.054E+02, 1.082E+03, 8.460E+02, 6.366E+02, 8.570E+02, 2.069E+01, 1.617E+01, 6.017E+00, 2.163E+01, 3.487E-01, 3.364E-01, 2.614E-01, 3.073E-01, 1.587E+00, 1.997E-02, 5.258E-03, 4.346E-03, 1.843E-02,-3.055E-01, 3.320E-01, 3.232E-01, 2.471E-01,-2.563E-01,-1.353E+00, 1.121E-01, 9.963E-02, 3.139E-02, 1.212E-01, 5.321E-03
 2.000E+02, 7.651E+02, 3.733E+02, 2.663E+02, 8.638E+01, 5.122E+01, 4.637E+01, 6.101E+02, 5.086E+02, 4.666E+02, 3.106E+02, 1.163E+02, 5.402E+01, 1.218E+03, 6.935E+02, 1.114E+03, 8.584E+02, 7.973E+02, 9.073E+02, 2.113E+01, 1.652E+01, 6.187E+00, 2.191E+01, 3.562E-01, 3.260E-01, 2.524E-01, 3.444E-01, 1.550E+00, 3.415E-02,-9.118E-04,-2.203E-02, 3.062E-02,-2.591E-01, 3.479E-01, 3.194E-01, 2.461E-01,-3.214E-01,-1.353E+00, 9.444E-02, 6.813E-02, 9.968E-03, 1.321E-01, 8.840E-02
 2.100E+02, 6.803E+02, 3.600E+02, 2.667E+02, 9.080E+01, 5.556E+01, 4.680E+01, 6.313E+02, 5.233E+02, 4.657E+02, 2.765E+02, 1.034E+02, 5.359E+01, 1.179E+03, 7.101E+02, 1.067E+03, 8.543E+02, 8.072E+02, 9.314E+02, 1.888E+01, 1.698E+01, 6.341E+00, 2.397E+01, 3.579E-01, 3.270E-01, 2.527E-01, 3.363E-01, 1.599E+00,-2.507E-02,-1.085E-02, 3.319E-03, 5.192E-02,-2.583E-01, 3.449E-01, 3.182E-01, 2.414E-01,-3.111E-01,-1.391E+00, 8.342E-02, 7.817E-02, 5.026E-03, 1.433E-01, 1.398E-02
 2.200E+02, 7.357E+02, 3.660E+02, 2.720E+02, 1.274E+02, 6.305E+01, 4.585E+01, 6.272E+02, 5.258E+02, 4.732E+02, 3.112E+02, 1.317E+02, 5.716E+01, 1.202E+03, 7.676E+02, 1.081E+03, 8.901E+02, 6.721E+02, 9.407E+02, 2.090E+01, 1.650E+01, 6.573E+00, 2.281E+01, 3.611E-01, 3.343E-01, 2.352E-01, 4.396E-01, 1.600E+00,-3.351E-02,-2.478E-02, 2.365E-02, 5.705E-02,-2.048E-01, 3.522E-01, 3.261E-01, 2.163E-01,-3.659E-01,-1.420E+00, 4.221E-02, 2.636E-02,-3.735E-02, 1.540E-01, 6.479E-02
 2.300E+02, 7.271E+02, 2.889E+02, 1.954E+02, 9.161E+01, 5.743E+01, 4.867E+01, 6.091E+02, 5.322E+02, 4.872E+02, 2.989E+02, 1.049E+02, 5.678E+01, 1.215E+03, 7.276E+02, 1.090E+03, 8.423E+02, 6.899E+02, 8.839E+02, 2.004E+01, 1.650E+01, 6.587E+00, 2.279E+01, 3.591E-01, 3.136E-01, 2.148E-01, 3.670E-01, 1.606E+00,-2.044E-02,-2.978E-02, 1.219E-02, 9.612E-02,-2.705E-01, 3.577E-01, 3.083E-01, 1.794E-01,-3.251E-01,-1.415E+00, 5.032E-02, 2.376E-02,-3.088E-02, 1.394E-01, 7.672E-02
 2.400E+02, 7.441E+02, 3.180E+02, 2.353E+02, 1.139E+02, 6.121E+01, 4.862E+01, 6.078E+02, 5.171E+02, 4.693E+02, 2.943E+02, 1.043E+02, 5.691E+01, 1.218E+03, 7.574E+02, 1.101E+03, 8.668E+02, 6.750E+02, 8.732E+02, 2.120E+01, 1.696E+01, 6.719E+00, 2.270E+01, 3.558E-01, 3.203E-01, 2.450E-01, 3.841E-01, 1.599E+00,-4.698E-02, 2.435E-03, 2.441E-02,-1.291E-02,-2.268E-01, 3.567E-01, 3.223E-01, 2.230E-01,-3.492E-01,-1.395E+00, 2.481E-02, 2.029E-02, 1.070E-04, 1.510E-01, 2.380E-02
 2.500E+02, 6.379E+02, 3.067E+02, 2.261E+02, 1.120E+02, 6.307E+01, 4.998E+01, 6.082E+02, 5.271E+02, 4.899E+02, 2.961E+02, 1.157E+02, 5.732E+01, 1.234E+03, 7.032E+02, 1.088E+03, 8.619E+02, 8.330E+02, 9.579E+02, 1.789E+01, 1.726E+01, 6.804E+00, 2.491E+01, 3.667E-01, 3.258E-01, 1.834E-01, 4.276E-01, 1.614E+00,-8.395E-02,-5.048E-02, 3.990E-02,-1.361E-02,-1.394E-01, 3.604E-01, 3.217E-01, 1.136E-01,-3.871E-01,-1.415E+00, 1.161E-02,-5.229E-02,-2.995E-02, 1.653E-01, 4.951E-02
 2.600E+02, 6.407E+02, 3.383E+02, 2.569E+02, 1.212E+02, 6.935E+01, 5.262E+01, 6.230E+02, 5.247E+02, 4.871E+02, 3.368E+02, 1.325E+02, 5.990E+01, 1.221E+03, 7.175E+02, 1.091E+03, 8.713E+02, 8.060E+02, 9.095E+02, 1.833E+01, 1.743E+01, 6.948E+00, 2.379E+01, 3.727E-01, 3.436E-01, 2.331E-01, 4.049E-01, 1.631E+00,-5.751E-02,-2.078E-03, 4.237E-02,-1.627E-02,-1.878E-01, 3.708E-01, 3.360E-01, 1.814E-01,-3.704E-01,-1.451E+00, 2.796E-02,-5.704E-03,-4.354E-02, 1.776E-01, 6.841E-02
