s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_FRP,MLR_PRODUCTS 2
 0.000E+00, 0.000E+00, 0.000E+00,-3.877E-04, 2.308E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.877E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.770E+01, 0.000E+00,-1.761E+01,-1.004E+01,-5.057E+00, 1.462E-01, 0.000E+00, 0.000E+00, 5.062E+00, 5.144E+00, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 3.932E+01, 0.000E+00,-1.964E+01,-1.447E+01,-5.508E+00, 1.508E-01, 0.000E+00, 0.000E+00,-2.157E-01,-1.547E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 3.994E+01, 0.000E+00,-1.956E+01,-1.494E+01,-5.388E+00, 1.525E-01, 0.000E+00, 0.000E+00, 1.383E-01, 2.053E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 4.006E+01, 0.000E+00,-1.997E+01,-1.449E+01,-5.349E+00, 1.492E-01, 0.000E+00, 0.000E+00, 3.449E-01, 4.060E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 3.939E+01, 0.000E+00,-1.948E+01,-1.502E+01,-5.079E+00, 1.482E-01, 0.000E+00, 0.000E+00,-1.170E-01,-4.188E-02, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 3.990E+01, 0.000E+00,-2.009E+01,-1.470E+01,-5.026E+00, 1.488E-01, 0.000E+00, 0.000E+00, 1.731E-01, 2.245E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+01, 3.962E+01, 0.000E+00,-1.968E+01,-1.541E+01,-4.854E+00, 1.485E-01, 0.000E+00, 0.000E+00,-2.351E-01,-1.673E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+01, 3.973E+01, 0.000E+00,-1.943E+01,-1.543E+01,-4.857E+00, 1.504E-01, 0.000E+00, 0.000E+00, 9.166E-02, 1.613E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+01, 3.960E+01, 0.000E+00,-1.957E+01,-1.535E+01,-4.777E+00, 1.484E-01, 0.000E+00, 0.000E+00,-1.924E-02, 4.847E-02, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+02, 3.984E+01, 0.000E+00,-2.008E+01,-1.512E+01,-4.705E+00, 1.486E-01, 0.000E+00, 0.000E+00, 1.844E-02, 9.093E-02, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+02, 3.985E+01, 0.000E+00,-1.986E+01,-1.523E+01,-4.598E+00, 1.459E-01, 0.000E+00, 0.000E+00, 2.435E-01, 3.034E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 3.988E+01, 0.000E+00,-1.991E+01,-1.561E+01,-4.503E+00, 1.478E-01, 0.000E+00, 0.000E+00,-7.579E-02,-1.651E-03, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.300E+02, 3.956E+01, 0.000E+00,-1.967E+01,-1.576E+01,-4.353E+00, 1.451E-01, 0.000E+00, 0.000E+00,-1.416E-01,-8.208E-02, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+02, 3.975E+01, 0.000E+00,-1.976E+01,-1.566E+01,-4.282E+00, 1.458E-01, 0.000E+00, 0.000E+00, 1.129E-01, 1.943E-01, 0.000E+00, 8.610E-04, 0.000E+00, 0.000E+00, 0.000E+00
