s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00,-1.406E-02, 1.682E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.406E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 3.834E+01,-1.101E+01, 3.801E-01,-4.993E+00, 4.592E-01, 0.000E+00, 0.000E+00, 2.305E+01, 2.318E+01, 0.000E+00, 8.610E-04, 0.000E+00
 2.000E+01, 3.848E+01,-1.131E+01,-1.363E+00,-7.229E+00, 5.021E-01, 0.000E+00, 0.000E+00, 1.910E+01, 1.908E+01, 0.000E+00, 8.610E-04, 0.000E+00
 3.001E+01, 3.849E+01,-1.194E+01,-9.190E+00,-8.413E+00, 4.985E-01, 0.000E+00, 0.000E+00, 9.416E+00, 9.444E+00, 0.000E+00, 8.610E-04, 0.000E+00
 4.000E+01, 3.886E+01,-1.241E+01,-1.352E+01,-9.092E+00, 5.060E-01, 0.000E+00, 0.000E+00, 4.320E+00, 4.341E+00, 0.000E+00, 8.710E-04, 0.000E+00
 5.000E+01, 3.941E+01,-1.272E+01,-1.436E+01,-9.215E+00, 5.226E-01, 0.000E+00, 0.000E+00, 3.577E+00, 3.635E+00, 0.000E+00, 8.853E-04, 0.000E+00
 6.001E+01, 4.002E+01,-1.297E+01,-1.609E+01,-9.071E+00, 5.396E-01, 0.000E+00, 0.000E+00, 2.383E+00, 2.430E+00, 0.000E+00, 9.016E-04, 0.000E+00
 7.000E+01, 4.048E+01,-1.309E+01,-1.711E+01,-8.642E+00, 5.510E-01, 0.000E+00, 0.000E+00, 2.201E+00, 2.187E+00, 0.000E+00, 9.100E-04, 0.000E+00
 8.000E+01, 4.086E+01,-1.319E+01,-1.826E+01,-8.555E+00, 5.529E-01, 0.000E+00, 0.000E+00, 1.448E+00, 1.412E+00, 0.000E+00, 9.205E-04, 0.000E+00
 9.000E+01, 4.092E+01,-1.314E+01,-1.875E+01,-8.622E+00, 5.666E-01, 0.000E+00, 0.000E+00, 1.032E+00, 9.776E-01, 0.000E+00, 9.229E-04, 0.000E+00
 1.000E+02, 4.096E+01,-1.314E+01,-1.932E+01,-8.342E+00, 5.572E-01, 0.000E+00, 0.000E+00, 6.315E-01, 7.150E-01, 0.000E+00, 9.216E-04, 0.000E+00
 1.100E+02, 4.079E+01,-1.307E+01,-1.923E+01,-8.450E+00, 5.534E-01, 0.000E+00, 0.000E+00, 6.632E-01, 5.931E-01, 0.000E+00, 9.185E-04, 0.000E+00
 1.200E+02, 4.071E+01,-1.291E+01,-2.019E+01,-7.901E+00, 5.553E-01, 0.000E+00, 0.000E+00, 2.099E-01, 2.732E-01, 0.000E+00, 9.153E-04, 0.000E+00
 1.300E+02, 4.077E+01,-1.287E+01,-1.978E+01,-7.844E+00, 5.574E-01, 0.000E+00, 0.000E+00, 8.971E-01, 8.256E-01, 0.000E+00, 9.164E-04, 0.000E+00
 1.400E+02, 4.067E+01,-1.281E+01,-2.165E+01,-8.122E+00, 5.587E-01, 0.000E+00, 0.000E+00,-1.364E+00,-1.357E+00, 0.000E+00, 9.172E-04, 0.000E+00
 1.500E+02, 4.077E+01,-1.282E+01,-1.973E+01,-7.771E+00, 5.523E-01, 0.000E+00, 0.000E+00, 1.085E+00, 9.990E-01, 0.000E+00, 9.188E-04, 0.000E+00
 1.600E+02, 4.097E+01,-1.277E+01,-2.000E+01,-7.742E+00, 5.598E-01, 0.000E+00, 0.000E+00, 9.938E-01, 1.017E+00, 0.000E+00, 9.196E-04, 0.000E+00
 1.700E+02, 4.095E+01,-1.275E+01,-2.120E+01,-7.721E+00, 5.606E-01, 0.000E+00, 0.000E+00,-1.413E-01,-1.573E-01, 0.000E+00, 9.219E-04, 0.000E+00
 1.800E+02, 4.103E+01,-1.273E+01,-2.084E+01,-7.263E+00, 5.652E-01, 0.000E+00, 0.000E+00, 7.715E-01, 7.547E-01, 0.000E+00, 9.222E-04, 0.000E+00
 1.900E+02, 4.109E+01,-1.264E+01,-2.175E+01,-7.061E+00, 5.647E-01, 0.000E+00, 0.000E+00, 2.318E-01, 2.026E-01, 0.000E+00, 9.219E-04, 0.000E+00
 2.000E+02, 4.104E+01,-1.264E+01,-2.054E+01,-7.222E+00, 5.595E-01, 0.000E+00, 0.000E+00, 1.228E+00, 1.200E+00, 0.000E+00, 9.226E-04, 0.000E+00
 2.100E+02, 4.087E+01,-1.264E+01,-2.132E+01,-7.304E+00, 5.642E-01, 0.000E+00, 0.000E+00, 2.122E-01, 1.682E-01, 0.000E+00, 9.229E-04, 0.000E+00
 2.200E+02, 4.104E+01,-1.262E+01,-2.244E+01,-6.946E+00, 5.704E-01, 0.000E+00, 0.000E+00,-3.902E-01,-3.993E-01, 0.000E+00, 9.247E-04, 0.000E+00
 2.300E+02, 4.101E+01,-1.257E+01,-2.139E+01,-7.236E+00, 5.551E-01, 0.000E+00, 0.000E+00, 3.854E-01, 3.734E-01, 0.000E+00, 9.244E-04, 0.000E+00
 2.400E+02, 4.126E+01,-1.257E+01,-2.157E+01,-6.466E+00, 5.722E-01, 0.000E+00, 0.000E+00, 1.307E+00, 1.217E+00, 0.000E+00, 9.266E-04, 0.000E+00
 2.500E+02, 4.119E+01,-1.253E+01,-2.303E+01,-6.745E+00, 5.669E-01, 0.000E+00, 0.000E+00,-5.932E-01,-5.532E-01, 0.000E+00, 9.269E-04, 0.000E+00
 2.600E+02, 4.130E+01,-1.248E+01,-2.214E+01,-6.570E+00, 5.720E-01, 0.000E+00, 0.000E+00, 6.551E-01, 6.874E-01, 0.000E+00, 9.283E-04, 0.000E+00
 2.700E+02, 4.124E+01,-1.248E+01,-2.312E+01,-6.457E+00, 5.658E-01, 0.000E+00, 0.000E+00,-1.336E-01,-2.553E-01, 0.000E+00, 9.274E-04, 0.000E+00
 2.800E+02, 4.122E+01,-1.248E+01,-2.279E+01,-6.684E+00, 5.723E-01, 0.000E+00, 0.000E+00,-3.001E-01,-1.608E-01, 0.000E+00, 9.273E-04, 0.000E+00
 2.900E+02, 4.130E+01,-1.246E+01,-2.336E+01,-6.431E+00, 5.773E-01, 0.000E+00, 0.000E+00,-3.033E-01,-3.755E-01, 0.000E+00, 9.279E-04, 0.000E+00
 3.000E+02, 4.110E+01,-1.243E+01,-2.085E+01,-6.413E+00, 5.712E-01, 0.000E+00, 0.000E+00, 2.006E+00, 1.976E+00, 0.000E+00, 9.294E-04, 0.000E+00
 3.100E+02, 1.502E+02,-4.850E+01,-3.007E+01,-1.894E+01, 1.485E+00, 0.000E+00, 0.000E+00, 5.395E+01, 5.415E+01, 0.000E+00, 3.401E-03, 0.000E+00
 3.200E+02, 1.625E+02,-5.931E+01,-6.340E+01,-2.319E+01, 1.540E+00, 0.000E+00, 0.000E+00, 1.832E+01, 1.816E+01, 0.000E+00, 3.574E-03, 0.000E+00
 3.300E+02, 1.642E+02,-6.176E+01,-7.487E+01,-2.272E+01, 1.601E+00, 0.000E+00, 0.000E+00, 6.544E+00, 6.471E+00, 0.000E+00, 3.632E-03, 0.000E+00
 3.400E+02, 1.680E+02,-6.386E+01,-8.146E+01,-2.277E+01, 1.651E+00, 0.000E+00, 0.000E+00, 1.445E+00, 1.604E+00, 0.000E+00, 3.680E-03, 0.000E+00
 3.500E+02, 1.695E+02,-6.456E+01,-8.056E+01,-2.258E+01, 1.670E+00, 0.000E+00, 0.000E+00, 3.498E+00, 3.503E+00, 0.000E+00, 3.717E-03, 0.000E+00
 3.600E+02, 1.700E+02,-6.595E+01,-8.211E+01,-2.235E+01, 1.661E+00, 0.000E+00, 0.000E+00, 1.297E+00, 1.293E+00, 0.000E+00, 3.725E-03, 0.000E+00
 3.700E+02, 1.708E+02,-6.560E+01,-8.450E+01,-2.144E+01, 1.709E+00, 0.000E+00, 0.000E+00, 1.196E+00, 9.699E-01, 0.000E+00, 3.746E-03, 0.000E+00
 3.800E+02, 1.710E+02,-6.436E+01,-8.612E+01,-2.083E+01, 1.664E+00, 0.000E+00, 0.000E+00, 1.511E+00, 1.337E+00, 0.000E+00, 3.745E-03, 0.000E+00
 3.900E+02, 1.703E+02,-6.428E+01,-8.709E+01,-2.013E+01, 1.709E+00, 0.000E+00, 0.000E+00, 4.863E-01, 4.922E-01, 0.000E+00, 3.742E-03, 0.000E+00
 4.000E+02, 1.704E+02,-6.415E+01,-8.654E+01,-1.958E+01, 1.667E+00, 0.000E+00, 0.000E+00, 2.063E+00, 1.809E+00, 0.000E+00, 3.731E-03, 0.000E+00
 4.100E+02, 1.696E+02,-6.190E+01,-8.579E+01,-1.821E+01, 1.683E+00, 0.000E+00, 0.000E+00, 5.413E+00, 5.389E+00, 0.000E+00, 3.734E-03, 0.000E+00
 4.200E+02, 1.707E+02,-6.314E+01,-9.297E+01,-1.890E+01, 1.667E+00, 0.000E+00, 0.000E+00,-2.647E+00,-2.675E+00, 0.000E+00, 3.725E-03, 0.000E+00
 4.300E+02, 1.696E+02,-6.265E+01,-9.086E+01,-1.820E+01, 1.692E+00, 0.000E+00, 0.000E+00,-4.788E-01,-3.754E-01, 0.000E+00, 3.740E-03, 0.000E+00
 4.400E+02, 1.721E+02,-6.350E+01,-8.950E+01,-1.835E+01, 1.674E+00, 0.000E+00, 0.000E+00, 2.667E+00, 2.392E+00, 0.000E+00, 3.740E-03, 0.000E+00
 4.500E+02, 1.716E+02,-6.415E+01,-9.331E+01,-1.811E+01, 1.694E+00, 0.000E+00, 0.000E+00,-2.231E+00,-2.287E+00, 0.000E+00, 3.756E-03, 0.000E+00
 4.600E+02, 1.713E+02,-6.284E+01,-9.306E+01,-1.710E+01, 1.672E+00, 0.000E+00, 0.000E+00, 1.222E-01, 2.080E-02, 0.000E+00, 3.760E-03, 0.000E+00
 4.700E+02, 1.739E+02,-6.405E+01,-9.029E+01,-1.793E+01, 1.726E+00, 0.000E+00, 0.000E+00, 3.793E+00, 3.340E+00, 0.000E+00, 3.792E-03, 0.000E+00
 4.800E+02, 1.738E+02,-6.454E+01,-9.548E+01,-1.711E+01, 1.739E+00, 0.000E+00, 0.000E+00,-1.371E+00,-1.594E+00, 0.000E+00, 3.826E-03, 0.000E+00
 4.900E+02, 1.748E+02,-6.383E+01,-9.440E+01,-1.631E+01, 1.754E+00, 0.000E+00, 0.000E+00, 1.797E+00, 2.032E+00, 0.000E+00, 3.857E-03, 0.000E+00
 5.000E+02, 1.784E+02,-6.493E+01,-9.771E+01,-1.627E+01, 1.818E+00, 0.000E+00, 0.000E+00, 1.396E+00, 1.344E+00, 0.000E+00, 3.895E-03, 0.000E+00
 5.100E+02, 1.798E+02,-6.497E+01,-9.851E+01,-1.610E+01, 1.826E+00, 0.000E+00, 0.000E+00, 2.355E+00, 2.014E+00, 0.000E+00, 3.922E-03, 0.000E+00
 5.200E+02, 1.801E+02,-6.572E+01,-1.013E+02,-1.646E+01, 1.843E+00, 0.000E+00, 0.000E+00,-1.406E+00,-1.578E+00, 0.000E+00, 3.942E-03, 0.000E+00
 5.300E+02, 1.806E+02,-6.702E+01,-1.003E+02,-1.629E+01, 1.885E+00, 0.000E+00, 0.000E+00,-1.220E+00,-1.192E+00, 0.000E+00, 3.949E-03, 0.000E+00
 5.400E+02, 1.814E+02,-6.673E+01,-9.511E+01,-1.619E+01, 1.869E+00, 0.000E+00, 0.000E+00, 5.592E+00, 5.247E+00, 0.000E+00, 3.963E-03, 0.000E+00
 5.500E+02, 1.808E+02,-6.552E+01,-1.010E+02,-1.529E+01, 1.863E+00, 0.000E+00, 0.000E+00, 7.896E-01, 8.152E-01, 0.000E+00, 3.941E-03, 0.000E+00
